Region,Indicator,Year,value
 Bayankhongor, Psychiatrists,2024,5.0
 Bayankhongor, Psychiatrists,2023,5.0
 Bayankhongor, Psychiatrists,2022,5.0
 Bayankhongor, Psychiatrists,2021,6.0
 Bayankhongor, Psychiatrists,2020,3.0
 Bayankhongor, Psychiatrists,2019,3.0
 Bayankhongor, Psychiatrists,2018,2.0
 Bayankhongor, Psychiatrists,2017,1.0
 Bayankhongor, Psychiatrists,2016,1.0
 Bayankhongor, Psychiatrists,2015,1.0
 Bayankhongor, Ophtalmologists,2025,2.0
 Bayankhongor, Ophtalmologists,2024,6.0
 Bayankhongor, Ophtalmologists,2023,2.0
 Bayankhongor, Ophtalmologists,2022,5.0
 Bayankhongor, Ophtalmologists,2021,4.0
 Bayankhongor, Ophtalmologists,2020,4.0
 Bayankhongor, Ophtalmologists,2019,2.0
 Bayankhongor, Ophtalmologists,2018,2.0
 Bayankhongor, Ophtalmologists,2017,1.0
 Bayankhongor, Ophtalmologists,2016,1.0
 Bayankhongor, Ophtalmologists,2015,1.0
 Bayankhongor, Otorhinolaryngologists,2025,2.0
 Bayankhongor, Otorhinolaryngologists,2024,1.0
 Bayankhongor, Otorhinolaryngologists,2023,2.0
 Bayankhongor, Otorhinolaryngologists,2022,2.0
 Bayankhongor, Otorhinolaryngologists,2021,2.0
 Bayankhongor, Otorhinolaryngologists,2020,2.0
 Bayankhongor, Otorhinolaryngologists,2019,2.0
 Bayankhongor, Otorhinolaryngologists,2018,3.0
 Bayankhongor, Otorhinolaryngologists,2017,1.0
 Bayankhongor, Otorhinolaryngologists,2016,1.0
 Bayankhongor, Otorhinolaryngologists,2015,1.0
 Bayankhongor, Dermatologists,2025,1.0
 Bayankhongor, Dermatologists,2024,1.0
 Bayankhongor, Dermatologists,2023,1.0
 Bayankhongor, Dermatologists,2022,1.0
 Bayankhongor, Dermatologists,2021,1.0
 Bayankhongor, Dermatologists,2020,1.0
 Bayankhongor, Dermatologists,2019,4.0
 Bayankhongor, Dermatologists,2018,0.0
 Bayankhongor, Dermatologists,2017,0.0
 Bayankhongor, Dermatologists,2016,0.0
 Bayankhongor, Dermatologists,2015,0.0
 Bayankhongor, Infections,2025,34.0
 Bayankhongor, Infections,2024,28.0
 Bayankhongor, Infections,2023,31.0
 Bayankhongor, Infections,2022,29.0
 Bayankhongor, Infections,2021,24.0
 Bayankhongor, Infections,2020,22.0
 Bayankhongor, Infections,2019,18.0
 Bayankhongor, Infections,2018,7.0
 Bayankhongor, Infections,2017,3.0
 Bayankhongor, Infections,2016,1.0
 Bayankhongor, Infections,2015,1.0
 Bayankhongor, Tuberculosis,2025,
 Bayankhongor, Tuberculosis,2024,0.0
 Bayankhongor, Tuberculosis,2023,0.0
 Bayankhongor, Tuberculosis,2022,0.0
 Bayankhongor, Tuberculosis,2021,0.0
 Bayankhongor, Tuberculosis,2020,0.0
 Bayankhongor, Tuberculosis,2019,0.0
 Bayankhongor, Tuberculosis,2018,0.0
 Bayankhongor, Tuberculosis,2017,2.0
 Bayankhongor, Tuberculosis,2016,0.0
 Bayankhongor, Tuberculosis,2015,0.0
 Bayankhongor, HIV/Venerology,2025,
 Bayankhongor, HIV/Venerology,2024,0.0
 Bayankhongor, HIV/Venerology,2023,0.0
 Bayankhongor, HIV/Venerology,2022,0.0
 Bayankhongor, HIV/Venerology,2021,0.0
 Bayankhongor, HIV/Venerology,2020,0.0
 Bayankhongor, HIV/Venerology,2019,0.0
 Bayankhongor, HIV/Venerology,2018,3.0
 Bayankhongor, HIV/Venerology,2017,1.0
 Bayankhongor, HIV/Venerology,2016,1.0
 Bayankhongor, HIV/Venerology,2015,1.0
 Bayankhongor, Physiotherapists,2025,10.0
 Bayankhongor, Physiotherapists,2024,8.0
 Bayankhongor, Physiotherapists,2023,12.0
 Bayankhongor, Physiotherapists,2022,8.0
 Bayankhongor, Physiotherapists,2021,10.0
 Bayankhongor, Physiotherapists,2020,7.0
 Bayankhongor, Physiotherapists,2019,9.0
 Bayankhongor, Physiotherapists,2018,8.0
 Bayankhongor, Physiotherapists,2017,3.0
 Bayankhongor, Physiotherapists,2016,4.0
 Bayankhongor, Physiotherapists,2015,3.0
 Bayankhongor, Palliative care,2025,3.0
 Bayankhongor, Palliative care,2024,5.0
 Bayankhongor, Palliative care,2023,4.0
 Bayankhongor, Palliative care,2022,4.0
 Bayankhongor, Palliative care,2021,3.0
 Bayankhongor, Palliative care,2020,5.0
 Bayankhongor, Palliative care,2019,5.0
 Bayankhongor, Palliative care,2018,6.0
 Bayankhongor, Palliative care,2017,4.0
 Bayankhongor, Palliative care,2016,3.0
 Bayankhongor, Palliative care,2015,3.0
 Bayankhongor, Elderly,2025,
 Bayankhongor, Elderly,2024,0.0
 Bayankhongor, Elderly,2023,0.0
 Bayankhongor, Elderly,2022,0.0
 Bayankhongor, Elderly,2021,0.0
 Bayankhongor, Elderly,2020,0.0
 Bayankhongor, Elderly,2019,0.0
 Bayankhongor, Elderly,2018,1.0
 Bayankhongor, Elderly,2017,0.0
 Bayankhongor, Elderly,2016,0.0
 Bayankhongor, Elderly,2015,0.0
 Bayankhongor, Traditional medicine doctor,2025,17.0
 Bayankhongor, Traditional medicine doctor,2024,16.0
 Bayankhongor, Traditional medicine doctor,2023,13.0
 Bayankhongor, Traditional medicine doctor,2022,9.0
 Bayankhongor, Traditional medicine doctor,2021,11.0
 Bayankhongor, Traditional medicine doctor,2020,18.0
 Bayankhongor, Traditional medicine doctor,2019,23.0
 Bayankhongor, Traditional medicine doctor,2018,7.0
 Bayankhongor, Traditional medicine doctor,2017,17.0
 Bayankhongor, Traditional medicine doctor,2016,14.0
 Bayankhongor, Traditional medicine doctor,2015,10.0
 Bayankhongor, Dentist & stamatologist,2025,6.0
 Bayankhongor, Dentist & stamatologist,2024,3.0
 Bayankhongor, Dentist & stamatologist,2023,3.0
 Bayankhongor, Dentist & stamatologist,2022,2.0
 Bayankhongor, Dentist & stamatologist,2021,2.0
 Bayankhongor, Dentist & stamatologist,2020,1.0
 Bayankhongor, Dentist & stamatologist,2019,5.0
 Bayankhongor, Dentist & stamatologist,2018,3.0
 Bayankhongor, Dentist & stamatologist,2017,3.0
 Bayankhongor, Dentist & stamatologist,2016,3.0
 Bayankhongor, Dentist & stamatologist,2015,3.0
 Bayankhongor, Other,2025,46.0
 Bayankhongor, Other,2024,42.0
 Bayankhongor, Other,2023,33.0
 Bayankhongor, Other,2022,15.0
 Bayankhongor, Other,2021,23.0
 Bayankhongor, Other,2020,24.0
 Bayankhongor, Other,2019,14.0
 Bayankhongor, Other,2018,15.0
 Bayankhongor, Other,2017,16.0
 Bayankhongor, Other,2016,13.0
 Bayankhongor, Other,2015,18.0
 Bulgan,Nurses-Total,2025,216.0
 Bulgan,Nurses-Total,2024,210.0
 Bulgan,Nurses-Total,2023,207.0
 Bulgan,Nurses-Total,2022,205.0
 Bulgan,Nurses-Total,2021,213.0
 Bulgan,Nurses-Total,2020,227.0
 Bulgan,Nurses-Total,2019,204.0
 Bulgan,Nurses-Total,2018,191.0
 Bulgan,Nurses-Total,2017,194.0
 Bulgan,Nurses-Total,2016,194.0
 Bulgan,Nurses-Total,2015,198.0
 Bulgan, General practitioners,2025,152.0
 Bulgan, General practitioners,2024,150.0
 Bulgan, General practitioners,2023,138.0
 Bulgan, General practitioners,2022,138.0
 Bulgan, General practitioners,2021,136.0
 Bulgan, General practitioners,2020,147.0
 Bulgan, General practitioners,2019,124.0
 Bulgan, General practitioners,2018,104.0
 Bulgan, General practitioners,2017,93.0
 Bulgan, General practitioners,2016,92.0
 Bulgan, General practitioners,2015,90.0
 Bulgan, Basic and specialized,2025,53.0
 Bulgan, Basic and specialized,2024,53.0
 Bulgan, Basic and specialized,2023,59.0
 Bulgan, Basic and specialized,2022,57.0
 Bulgan, Basic and specialized,2021,70.0
 Bulgan, Basic and specialized,2020,70.0
 Bulgan, Basic and specialized,2019,72.0
 Bulgan, Basic and specialized,2018,78.0
 Bulgan, Basic and specialized,2017,91.0
 Bulgan, Basic and specialized,2016,92.0
 Bulgan, Basic and specialized,2015,97.0
 Bulgan, Internists,2025,0.0
 Bulgan, Internists,2024,0.0
 Bulgan, Internists,2023,0.0
 Bulgan, Internists,2022,0.0
 Bulgan, Internists,2021,0.0
 Bulgan, Internists,2020,0.0
 Bulgan, Internists,2019,0.0
 Bulgan, Internists,2018,9.0
 Bulgan, Internists,2017,14.0
 Bulgan, Internists,2016,14.0
 Bulgan, Internists,2015,14.0
 Bulgan, Pediatrics,2025,9.0
 Bulgan, Pediatrics,2024,9.0
 Bulgan, Pediatrics,2023,12.0
 Bulgan, Pediatrics,2022,11.0
 Bulgan, Pediatrics,2021,10.0
 Bulgan, Pediatrics,2020,10.0
 Bulgan, Pediatrics,2019,12.0
 Bulgan, Pediatrics,2018,12.0
 Bulgan, Pediatrics,2017,16.0
 Bulgan, Pediatrics,2016,16.0
 Bulgan, Pediatrics,2015,19.0
 Bulgan, Surgical,2025,7.0
 Bulgan, Surgical,2024,7.0
 Bulgan, Surgical,2023,8.0
 Bulgan, Surgical,2022,6.0
 Bulgan, Surgical,2021,13.0
 Bulgan, Surgical,2020,13.0
 Bulgan, Surgical,2019,8.0
 Bulgan, Surgical,2018,15.0
 Bulgan, Surgical,2017,10.0
 Bulgan, Surgical,2016,11.0
 Bulgan, Surgical,2015,14.0
 Bulgan, Traumotologists,2025,4.0
 Bulgan, Traumotologists,2024,4.0
 Bulgan, Traumotologists,2023,3.0
 Bulgan, Traumotologists,2022,3.0
 Bulgan, Traumotologists,2021,0.0
 Bulgan, Traumotologists,2020,0.0
 Bulgan, Traumotologists,2019,1.0
 Bulgan, Traumotologists,2018,0.0
 Bulgan, Traumotologists,2017,0.0
 Bulgan, Traumotologists,2016,0.0
 Bulgan, Traumotologists,2015,0.0
 Bulgan, Сэхээн амьдруулахын,2025,
 Bulgan, Сэхээн амьдруулахын,2024,0.0
 Bulgan, Сэхээн амьдруулахын,2023,5.0
 Bulgan, Сэхээн амьдруулахын,2022,5.0
 Bulgan, Сэхээн амьдруулахын,2021,0.0
 Bulgan, Сэхээн амьдруулахын,2020,5.0
 Bulgan, Сэхээн амьдруулахын,2019,0.0
 Bulgan, Сэхээн амьдруулахын,2018,0.0
 Bulgan, Сэхээн амьдруулахын,2017,0.0
 Bulgan, Сэхээн амьдруулахын,2016,0.0
 Bulgan, Сэхээн амьдруулахын,2015,0.0
 Bulgan, Anaesthesiologists,2025,8.0
 Bulgan, Anaesthesiologists,2024,8.0
 Bulgan, Anaesthesiologists,2023,4.0
 Bulgan, Anaesthesiologists,2022,4.0
 Bulgan, Anaesthesiologists,2021,10.0
 Bulgan, Anaesthesiologists,2020,5.0
 Bulgan, Anaesthesiologists,2019,7.0
 Bulgan, Anaesthesiologists,2018,6.0
 Bulgan, Anaesthesiologists,2017,6.0
 Bulgan, Anaesthesiologists,2016,6.0
 Bulgan, Anaesthesiologists,2015,6.0
 Bulgan, Neurologists,2025,1.0
 Bulgan, Neurologists,2024,1.0
 Bulgan, Neurologists,2023,6.0
 Bulgan, Neurologists,2022,6.0
 Bulgan, Neurologists,2021,10.0
 Bulgan, Neurologists,2020,4.0
 Bulgan, Neurologists,2019,4.0
 Bulgan, Neurologists,2018,5.0
 Bulgan, Neurologists,2017,7.0
 Bulgan, Neurologists,2016,7.0
 Bulgan, Neurologists,2015,8.0
 Bulgan, Obstetrics & gynecologists,2025,0.0
 Bulgan, Obstetrics & gynecologists,2024,0.0
 Bulgan, Obstetrics & gynecologists,2023,0.0
 Bulgan, Obstetrics & gynecologists,2022,0.0
 Bulgan, Obstetrics & gynecologists,2021,4.0
 Bulgan, Obstetrics & gynecologists,2020,0.0
 Bulgan, Obstetrics & gynecologists,2019,10.0
 Bulgan, Obstetrics & gynecologists,2018,1.0
 Bulgan, Obstetrics & gynecologists,2017,14.0
 Bulgan, Obstetrics & gynecologists,2016,14.0
 Bulgan, Obstetrics & gynecologists,2015,12.0
 Bulgan, Oncologists,2025,0.0
 Bulgan, Oncologists,2024,0.0
 Bulgan, Oncologists,2023,0.0
 Bulgan, Oncologists,2022,1.0
 Bulgan, Oncologists,2021,2.0
 Bulgan, Oncologists,2020,2.0
 Bulgan, Oncologists,2019,1.0
 Bulgan, Oncologists,2018,0.0
 Bulgan, Oncologists,2017,1.0
 Bulgan, Oncologists,2016,1.0
 Bulgan, Oncologists,2015,1.0
 Bulgan, Psychiatrists,2025,4.0
 Bulgan, Psychiatrists,2024,4.0
 Bulgan, Psychiatrists,2023,5.0
 Bulgan, Psychiatrists,2022,5.0
 Bulgan, Psychiatrists,2021,4.0
 Bulgan, Psychiatrists,2020,4.0
 Bulgan, Psychiatrists,2019,4.0
 Bulgan, Psychiatrists,2018,4.0
 Bulgan, Psychiatrists,2017,4.0
 Bulgan, Psychiatrists,2016,4.0
 Bulgan, Psychiatrists,2015,4.0
 Bulgan, Ophtalmologists,2025,1.0
 Bulgan, Ophtalmologists,2024,1.0
 Bulgan, Ophtalmologists,2023,1.0
 Bulgan, Ophtalmologists,2022,1.0
 Bulgan, Ophtalmologists,2021,1.0
 Bulgan, Ophtalmologists,2020,1.0
 Bulgan, Ophtalmologists,2019,1.0
 Bulgan, Ophtalmologists,2018,1.0
 Bulgan, Ophtalmologists,2017,1.0
 Bulgan, Ophtalmologists,2016,1.0
 Bulgan, Ophtalmologists,2015,1.0
 Bulgan, Otorhinolaryngologists,2025,1.0
 Bulgan, Otorhinolaryngologists,2024,1.0
 Bulgan, Otorhinolaryngologists,2023,1.0
 Bulgan, Otorhinolaryngologists,2022,1.0
 Bulgan, Otorhinolaryngologists,2021,1.0
 Bulgan, Otorhinolaryngologists,2020,1.0
 Bulgan, Otorhinolaryngologists,2019,1.0
 Bulgan, Otorhinolaryngologists,2018,1.0
 Bulgan, Otorhinolaryngologists,2017,1.0
 Bulgan, Otorhinolaryngologists,2016,1.0
 Bulgan, Otorhinolaryngologists,2015,1.0
 Bulgan, Dermatologists,2025,1.0
 Bulgan, Dermatologists,2024,1.0
 Bulgan, Dermatologists,2023,1.0
 Bulgan, Dermatologists,2022,1.0
 Bulgan, Dermatologists,2021,1.0
 Bulgan, Dermatologists,2020,1.0
 Bulgan, Dermatologists,2019,1.0
 Bulgan, Dermatologists,2018,1.0
 Bulgan, Dermatologists,2017,1.0
 Bulgan, Dermatologists,2016,1.0
 Bulgan, Dermatologists,2015,1.0
 Bulgan, Infections,2025,6.0
 Bulgan, Infections,2024,6.0
 Bulgan, Infections,2023,2.0
 Bulgan, Infections,2022,2.0
 Bulgan, Infections,2021,6.0
 Bulgan, Infections,2020,6.0
 Bulgan, Infections,2019,7.0
 Bulgan, Infections,2018,11.0
 Bulgan, Infections,2017,13.0
 Bulgan, Infections,2016,13.0
 Bulgan, Infections,2015,13.0
 Bulgan, Tuberculosis,2025,
 Bulgan, Tuberculosis,2024,0.0
 Bulgan, Tuberculosis,2023,0.0
 Bulgan, Tuberculosis,2022,0.0
 Bulgan, Tuberculosis,2021,0.0
 Bulgan, Tuberculosis,2020,0.0
 Bulgan, Tuberculosis,2019,0.0
 Bulgan, Tuberculosis,2018,5.0
 Bulgan, Tuberculosis,2017,6.0
 Bulgan, Tuberculosis,2016,6.0
 Bulgan, Tuberculosis,2015,6.0
 Bulgan, HIV/Venerology,2025,
 Bulgan, HIV/Venerology,2024,0.0
 Bulgan, HIV/Venerology,2023,0.0
 Bulgan, HIV/Venerology,2022,0.0
 Bulgan, HIV/Venerology,2021,0.0
 Bulgan, HIV/Venerology,2020,0.0
 Bulgan, HIV/Venerology,2019,0.0
 Bulgan, HIV/Venerology,2018,0.0
 Bulgan, HIV/Venerology,2017,1.0
 Bulgan, HIV/Venerology,2016,1.0
 Bulgan, HIV/Venerology,2015,1.0
 Bulgan, Physiotherapists,2025,1.0
 Bulgan, Physiotherapists,2024,1.0
 Bulgan, Physiotherapists,2023,1.0
 Bulgan, Physiotherapists,2022,1.0
 Bulgan, Physiotherapists,2021,0.0
 Bulgan, Physiotherapists,2020,0.0
 Bulgan, Physiotherapists,2019,1.0
 Bulgan, Physiotherapists,2018,0.0
 Bulgan, Physiotherapists,2017,0.0
 Bulgan, Physiotherapists,2016,0.0
 Bulgan, Physiotherapists,2015,0.0
 Bulgan, Palliative care,2025,1.0
 Bulgan, Palliative care,2024,1.0
 Bulgan, Palliative care,2023,1.0
 Bulgan, Palliative care,2022,1.0
 Bulgan, Palliative care,2021,1.0
 Bulgan, Palliative care,2020,1.0
 Bulgan, Palliative care,2019,1.0
 Bulgan, Palliative care,2018,1.0
 Bulgan, Palliative care,2017,0.0
 Bulgan, Palliative care,2016,0.0
 Bulgan, Palliative care,2015,0.0
 Bulgan, Elderly,2025,
 Bulgan, Elderly,2024,0.0
 Bulgan, Elderly,2023,0.0
 Bulgan, Elderly,2022,0.0
 Bulgan, Elderly,2021,0.0
 Bulgan, Elderly,2020,0.0
 Bulgan, Elderly,2019,0.0
 Bulgan, Elderly,2018,0.0
 Bulgan, Elderly,2017,0.0
 Bulgan, Elderly,2016,0.0
 Bulgan, Elderly,2015,2.0
 Bulgan, Traditional medicine doctor,2025,9.0
 Bulgan, Traditional medicine doctor,2024,5.0
 Bulgan, Traditional medicine doctor,2023,9.0
 Bulgan, Traditional medicine doctor,2022,9.0
 Bulgan, Traditional medicine doctor,2021,5.0
 Bulgan, Traditional medicine doctor,2020,8.0
 Bulgan, Traditional medicine doctor,2019,6.0
 Bulgan, Traditional medicine doctor,2018,8.0
 Bulgan, Traditional medicine doctor,2017,9.0
 Bulgan, Traditional medicine doctor,2016,9.0
 Bulgan, Traditional medicine doctor,2015,10.0
 Bulgan, Dentist & stamatologist,2025,2.0
 Bulgan, Dentist & stamatologist,2024,2.0
 Bulgan, Dentist & stamatologist,2023,1.0
 Bulgan, Dentist & stamatologist,2022,1.0
 Bulgan, Dentist & stamatologist,2021,2.0
 Bulgan, Dentist & stamatologist,2020,2.0
 Bulgan, Dentist & stamatologist,2019,2.0
 Bulgan, Dentist & stamatologist,2018,1.0
 Bulgan, Dentist & stamatologist,2017,1.0
 Bulgan, Dentist & stamatologist,2016,1.0
 Bulgan, Dentist & stamatologist,2015,1.0
 Bulgan, Other,2025,9.0
 Bulgan, Other,2024,9.0
 Bulgan, Other,2023,9.0
 Bulgan, Other,2022,9.0
 Bulgan, Other,2021,17.0
 Bulgan, Other,2020,17.0
 Bulgan, Other,2019,13.0
 Bulgan, Other,2018,11.0
 Bulgan, Other,2017,3.0
 Bulgan, Other,2016,3.0
 Bulgan, Other,2015,1.0
 Orkhon,Nurses-Total,2025,507.0
 Orkhon,Nurses-Total,2024,512.0
 Orkhon,Nurses-Total,2023,507.0
 Orkhon,Nurses-Total,2022,487.0
 Orkhon,Nurses-Total,2021,433.0
 Orkhon,Nurses-Total,2020,420.0
 Orkhon,Nurses-Total,2019,415.0
 Orkhon,Nurses-Total,2018,436.0
 Orkhon,Nurses-Total,2017,420.0
 Orkhon,Nurses-Total,2016,418.0
 Orkhon,Nurses-Total,2015,354.0
 Orkhon, General practitioners,2025,210.0
 Orkhon, General practitioners,2024,198.0
 Orkhon, General practitioners,2023,169.0
 Orkhon, General practitioners,2022,228.0
 Orkhon, General practitioners,2021,160.0
 Orkhon, General practitioners,2020,164.0
 Orkhon, General practitioners,2019,171.0
 Orkhon, General practitioners,2018,272.0
 Orkhon, General practitioners,2017,228.0
 Orkhon, General practitioners,2016,218.0
 Orkhon, General practitioners,2015,216.0
 Orkhon, Basic and specialized,2025,262.0
 Orkhon, Basic and specialized,2024,254.0
 Orkhon, Basic and specialized,2023,277.0
 Orkhon, Basic and specialized,2022,222.0
 Orkhon, Basic and specialized,2021,243.0
 Orkhon, Basic and specialized,2020,230.0
 Orkhon, Basic and specialized,2019,217.0
 Orkhon, Basic and specialized,2018,132.0
 Orkhon, Basic and specialized,2017,176.0
 Orkhon, Basic and specialized,2016,185.0
 Orkhon, Basic and specialized,2015,124.0
 Orkhon, Internists,2025,15.0
 Orkhon, Internists,2024,18.0
 Orkhon, Internists,2023,18.0
 Orkhon, Internists,2022,22.0
 Orkhon, Internists,2021,42.0
 Orkhon, Internists,2020,51.0
 Orkhon, Internists,2019,43.0
 Orkhon, Internists,2018,6.0
 Orkhon, Internists,2017,6.0
 Orkhon, Internists,2016,7.0
 Orkhon, Internists,2015,10.0
 Orkhon, Pediatrics,2025,18.0
 Orkhon, Pediatrics,2024,23.0
 Orkhon, Pediatrics,2023,33.0
 Orkhon, Pediatrics,2022,16.0
 Orkhon, Pediatrics,2021,26.0
 Orkhon, Pediatrics,2020,26.0
 Orkhon, Pediatrics,2019,27.0
 Orkhon, Pediatrics,2018,15.0
 Orkhon, Pediatrics,2017,18.0
 Orkhon, Pediatrics,2016,21.0
 Orkhon, Pediatrics,2015,20.0
 Orkhon, Surgical,2025,20.0
 Orkhon, Surgical,2024,22.0
 Orkhon, Surgical,2023,33.0
 Orkhon, Surgical,2022,16.0
 Orkhon, Surgical,2021,26.0
 Orkhon, Surgical,2020,26.0
 Orkhon, Surgical,2019,27.0
 Orkhon, Surgical,2018,21.0
 Orkhon, Surgical,2017,21.0
 Orkhon, Surgical,2016,20.0
 Orkhon, Surgical,2015,20.0
 Orkhon, Traumotologists,2025,6.0
 Orkhon, Traumotologists,2024,4.0
 Orkhon, Traumotologists,2023,7.0
 Orkhon, Traumotologists,2022,5.0
 Orkhon, Traumotologists,2021,8.0
 Orkhon, Traumotologists,2020,5.0
 Orkhon, Traumotologists,2019,6.0
 Orkhon, Traumotologists,2018,5.0
 Orkhon, Traumotologists,2017,12.0
 Orkhon, Traumotologists,2016,5.0
 Orkhon, Traumotologists,2015,6.0
 Orkhon, Сэхээн амьдруулахын,2025,
 Orkhon, Сэхээн амьдруулахын,2024,0.0
 Orkhon, Сэхээн амьдруулахын,2023,14.0
 Orkhon, Сэхээн амьдруулахын,2022,18.0
 Orkhon, Сэхээн амьдруулахын,2021,0.0
 Orkhon, Сэхээн амьдруулахын,2020,8.0
 Orkhon, Сэхээн амьдруулахын,2019,0.0
 Orkhon, Сэхээн амьдруулахын,2018,15.0
 Orkhon, Сэхээн амьдруулахын,2017,23.0
 Orkhon, Сэхээн амьдруулахын,2016,26.0
 Orkhon, Сэхээн амьдруулахын,2015,20.0
 Orkhon, Anaesthesiologists,2025,39.0
 Orkhon, Anaesthesiologists,2024,32.0
 Orkhon, Anaesthesiologists,2023,17.0
 Orkhon, Anaesthesiologists,2022,23.0
 Orkhon, Anaesthesiologists,2021,25.0
 Orkhon, Anaesthesiologists,2020,18.0
 Orkhon, Anaesthesiologists,2019,30.0
 Orkhon, Anaesthesiologists,2018,23.0
 Orkhon, Anaesthesiologists,2017,19.0
 Orkhon, Anaesthesiologists,2016,16.0
 Orkhon, Anaesthesiologists,2015,13.0
 Orkhon, Neurologists,2025,2.0
 Orkhon, Neurologists,2024,2.0
 Orkhon, Neurologists,2023,2.0
 Orkhon, Neurologists,2022,8.0
 Orkhon, Neurologists,2021,25.0
 Orkhon, Neurologists,2020,2.0
 Orkhon, Neurologists,2019,2.0
 Orkhon, Neurologists,2018,1.0
 Orkhon, Neurologists,2017,9.0
 Orkhon, Neurologists,2016,3.0
 Orkhon, Neurologists,2015,1.0
 Orkhon, Obstetrics & gynecologists,2025,2.0
 Orkhon, Obstetrics & gynecologists,2024,3.0
 Orkhon, Obstetrics & gynecologists,2023,4.0
 Orkhon, Obstetrics & gynecologists,2022,9.0
 Orkhon, Obstetrics & gynecologists,2021,2.0
 Orkhon, Obstetrics & gynecologists,2020,3.0
 Orkhon, Obstetrics & gynecologists,2019,4.0
 Orkhon, Obstetrics & gynecologists,2018,4.0
 Orkhon, Obstetrics & gynecologists,2017,28.0
 Orkhon, Obstetrics & gynecologists,2016,21.0
 Orkhon, Obstetrics & gynecologists,2015,1.0
 Orkhon, Oncologists,2025,3.0
 Orkhon, Oncologists,2024,3.0
 Orkhon, Oncologists,2023,3.0
