Насжилт,Бүс,Он,value
10 ба түүнээс дээш жил,Зүүн бүс,2012,22015
10 ба түүнээс дээш жил,    Дорнод,2025,24592
10 ба түүнээс дээш жил,    Дорнод,2024,20997
10 ба түүнээс дээш жил,    Дорнод,2023,18480
10 ба түүнээс дээш жил,    Дорнод,2022,17360
10 ба түүнээс дээш жил,    Дорнод,2021,21326
10 ба түүнээс дээш жил,    Дорнод,2020,18874
10 ба түүнээс дээш жил,    Дорнод,2019,16676
10 ба түүнээс дээш жил,    Дорнод,2018,15180
10 ба түүнээс дээш жил,    Дорнод,2017,14007
10 ба түүнээс дээш жил,    Дорнод,2016,12443
10 ба түүнээс дээш жил,    Дорнод,2015,11299
10 ба түүнээс дээш жил,    Дорнод,2014,10549
10 ба түүнээс дээш жил,    Дорнод,2013,9568
10 ба түүнээс дээш жил,    Дорнод,2012,8519
10 ба түүнээс дээш жил,    Сүхбаатар,2025,18685
10 ба түүнээс дээш жил,    Сүхбаатар,2024,16549
10 ба түүнээс дээш жил,    Сүхбаатар,2023,15174
10 ба түүнээс дээш жил,    Сүхбаатар,2022,16012
10 ба түүнээс дээш жил,    Сүхбаатар,2021,16352
10 ба түүнээс дээш жил,    Сүхбаатар,2020,14116
10 ба түүнээс дээш жил,    Сүхбаатар,2019,12655
10 ба түүнээс дээш жил,    Сүхбаатар,2018,11369
10 ба түүнээс дээш жил,    Сүхбаатар,2017,10632
10 ба түүнээс дээш жил,    Сүхбаатар,2016,10045
10 ба түүнээс дээш жил,    Сүхбаатар,2015,9214
10 ба түүнээс дээш жил,    Сүхбаатар,2014,8494
10 ба түүнээс дээш жил,    Сүхбаатар,2013,7521
10 ба түүнээс дээш жил,    Сүхбаатар,2012,6603
10 ба түүнээс дээш жил,    Хэнтий,2025,21992
10 ба түүнээс дээш жил,    Хэнтий,2024,18640
10 ба түүнээс дээш жил,    Хэнтий,2023,17641
10 ба түүнээс дээш жил,    Хэнтий,2022,18138
10 ба түүнээс дээш жил,    Хэнтий,2021,18423
10 ба түүнээс дээш жил,    Хэнтий,2020,16356
10 ба түүнээс дээш жил,    Хэнтий,2019,14793
10 ба түүнээс дээш жил,    Хэнтий,2018,13235
10 ба түүнээс дээш жил,    Хэнтий,2017,12176
10 ба түүнээс дээш жил,    Хэнтий,2016,11091
10 ба түүнээс дээш жил,    Хэнтий,2015,9888
10 ба түүнээс дээш жил,    Хэнтий,2014,8954
10 ба түүнээс дээш жил,    Хэнтий,2013,7959
10 ба түүнээс дээш жил,    Хэнтий,2012,6893
10 ба түүнээс дээш жил,Улаанбаатар,2025,622952
10 ба түүнээс дээш жил,Улаанбаатар,2024,633310
10 ба түүнээс дээш жил,Улаанбаатар,2023,555483
10 ба түүнээс дээш жил,Улаанбаатар,2022,528695
10 ба түүнээс дээш жил,Улаанбаатар,2021,524291
10 ба түүнээс дээш жил,Улаанбаатар,2020,479972
10 ба түүнээс дээш жил,Улаанбаатар,2019,423169
10 ба түүнээс дээш жил,Улаанбаатар,2018,404963
10 ба түүнээс дээш жил,Улаанбаатар,2017,423568
10 ба түүнээс дээш жил,Улаанбаатар,2016,398736
10 ба түүнээс дээш жил,Улаанбаатар,2015,370740
10 ба түүнээс дээш жил,Улаанбаатар,2014,345360
10 ба түүнээс дээш жил,Улаанбаатар,2013,318628
10 ба түүнээс дээш жил,Улаанбаатар,2012,281581
10 ба түүнээс дээш жил,    Улаанбаатар,2025,622952
10 ба түүнээс дээш жил,    Улаанбаатар,2024,633310
10 ба түүнээс дээш жил,    Улаанбаатар,2023,555483
10 ба түүнээс дээш жил,    Улаанбаатар,2022,528695
10 ба түүнээс дээш жил,    Улаанбаатар,2021,524291
10 ба түүнээс дээш жил,    Улаанбаатар,2020,479972
10 ба түүнээс дээш жил,    Улаанбаатар,2019,423169
10 ба түүнээс дээш жил,    Улаанбаатар,2018,404963
10 ба түүнээс дээш жил,    Улаанбаатар,2017,423568
10 ба түүнээс дээш жил,    Улаанбаатар,2016,398736
10 ба түүнээс дээш жил,    Улаанбаатар,2015,370740
10 ба түүнээс дээш жил,    Улаанбаатар,2014,345360
10 ба түүнээс дээш жил,    Улаанбаатар,2013,318628
10 ба түүнээс дээш жил,    Улаанбаатар,2012,281581
