Type,Country,Year,value
Motor vehicles for the transport of goods,Total,2011,24853.0
Motor vehicles for the transport of goods,Total,2010,12221.0
Motor vehicles for the transport of goods,Total,2009,4557.0
Motor vehicles for the transport of goods,Total,2008,17733.0
Motor vehicles for the transport of goods,Total,2007,13114.0
Motor vehicles for the transport of goods,Australia,2025,5.0
Motor vehicles for the transport of goods,Australia,2024,8.0
Motor vehicles for the transport of goods,Australia,2023,50.0
Motor vehicles for the transport of goods,Australia,2022,4.0
Motor vehicles for the transport of goods,Australia,2021,
Motor vehicles for the transport of goods,Australia,2020,
Motor vehicles for the transport of goods,Australia,2019,
Motor vehicles for the transport of goods,Australia,2018,
Motor vehicles for the transport of goods,Australia,2017,
Motor vehicles for the transport of goods,Australia,2016,
Motor vehicles for the transport of goods,Australia,2015,
Motor vehicles for the transport of goods,Australia,2014,
Motor vehicles for the transport of goods,Australia,2013,
Motor vehicles for the transport of goods,Australia,2012,
Motor vehicles for the transport of goods,Australia,2011,6.0
Motor vehicles for the transport of goods,Australia,2010,
Motor vehicles for the transport of goods,Australia,2009,
Motor vehicles for the transport of goods,Australia,2008,
Motor vehicles for the transport of goods,Australia,2007,
Motor vehicles for the transport of goods,Austria,2025,
Motor vehicles for the transport of goods,Austria,2024,
Motor vehicles for the transport of goods,Austria,2023,
Motor vehicles for the transport of goods,Austria,2022,
Motor vehicles for the transport of goods,Austria,2021,
Motor vehicles for the transport of goods,Austria,2020,
Motor vehicles for the transport of goods,Austria,2019,
Motor vehicles for the transport of goods,Austria,2018,
Motor vehicles for the transport of goods,Austria,2017,
Motor vehicles for the transport of goods,Austria,2016,
Motor vehicles for the transport of goods,Austria,2015,
Motor vehicles for the transport of goods,Austria,2014,6.0
Motor vehicles for the transport of goods,Austria,2013,1.0
Motor vehicles for the transport of goods,Austria,2012,157.0
Motor vehicles for the transport of goods,Austria,2011,
Motor vehicles for the transport of goods,Austria,2010,
Motor vehicles for the transport of goods,Austria,2009,
Motor vehicles for the transport of goods,Austria,2008,
Motor vehicles for the transport of goods,Austria,2007,
Motor vehicles for the transport of goods,United States of America,2025,580.0
Motor vehicles for the transport of goods,United States of America,2024,442.0
Motor vehicles for the transport of goods,United States of America,2023,263.0
Motor vehicles for the transport of goods,United States of America,2022,385.0
Motor vehicles for the transport of goods,United States of America,2021,193.0
Motor vehicles for the transport of goods,United States of America,2020,208.0
Motor vehicles for the transport of goods,United States of America,2019,196.0
Motor vehicles for the transport of goods,United States of America,2018,178.0
Motor vehicles for the transport of goods,United States of America,2017,125.0
Motor vehicles for the transport of goods,United States of America,2016,36.0
Motor vehicles for the transport of goods,United States of America,2015,61.0
Motor vehicles for the transport of goods,United States of America,2014,83.0
Motor vehicles for the transport of goods,United States of America,2013,218.0
Motor vehicles for the transport of goods,United States of America,2012,37.0
Motor vehicles for the transport of goods,United States of America,2011,137.0
Motor vehicles for the transport of goods,United States of America,2010,70.0
Motor vehicles for the transport of goods,United States of America,2009,41.0
Motor vehicles for the transport of goods,United States of America,2008,65.0
Motor vehicles for the transport of goods,United States of America,2007,30.0
Motor vehicles for the transport of goods,United Arab Emirates,2025,
Motor vehicles for the transport of goods,United Arab Emirates,2024,
Motor vehicles for the transport of goods,United Arab Emirates,2023,
Motor vehicles for the transport of goods,United Arab Emirates,2022,
Motor vehicles for the transport of goods,United Arab Emirates,2021,
Motor vehicles for the transport of goods,United Arab Emirates,2020,
Motor vehicles for the transport of goods,United Arab Emirates,2019,
Motor vehicles for the transport of goods,United Arab Emirates,2018,
Motor vehicles for the transport of goods,United Arab Emirates,2017,
Motor vehicles for the transport of goods,United Arab Emirates,2016,
Motor vehicles for the transport of goods,United Arab Emirates,2015,
Motor vehicles for the transport of goods,United Arab Emirates,2014,
Motor vehicles for the transport of goods,United Arab Emirates,2013,
Motor vehicles for the transport of goods,United Arab Emirates,2012,
Motor vehicles for the transport of goods,United Arab Emirates,2011,
Motor vehicles for the transport of goods,United Arab Emirates,2010,
Motor vehicles for the transport of goods,United Arab Emirates,2009,
Motor vehicles for the transport of goods,United Arab Emirates,2008,
Motor vehicles for the transport of goods,United Arab Emirates,2007,
Motor vehicles for the transport of goods,Belarus,2025,
Motor vehicles for the transport of goods,Belarus,2024,
Motor vehicles for the transport of goods,Belarus,2023,
Motor vehicles for the transport of goods,Belarus,2022,8.0
Motor vehicles for the transport of goods,Belarus,2021,5.0
Motor vehicles for the transport of goods,Belarus,2020,26.0
Motor vehicles for the transport of goods,Belarus,2019,35.0
Motor vehicles for the transport of goods,Belarus,2018,11.0
Motor vehicles for the transport of goods,Belarus,2017,17.0
Motor vehicles for the transport of goods,Belarus,2016,11.0
Motor vehicles for the transport of goods,Belarus,2015,12.0
Motor vehicles for the transport of goods,Belarus,2014,7.0
Motor vehicles for the transport of goods,Belarus,2013,23.0
Motor vehicles for the transport of goods,Belarus,2012,15449.0
Motor vehicles for the transport of goods,Belarus,2011,30.0
Motor vehicles for the transport of goods,Belarus,2010,14.0
Motor vehicles for the transport of goods,Belarus,2009,7.0
Motor vehicles for the transport of goods,Belarus,2008,16.0
Motor vehicles for the transport of goods,Belarus,2007,13.0
Motor vehicles for the transport of goods,Belgium,2025,4.0
Motor vehicles for the transport of goods,Belgium,2024,9.0
Motor vehicles for the transport of goods,Belgium,2023,10.0
Motor vehicles for the transport of goods,Belgium,2022,
Motor vehicles for the transport of goods,Belgium,2021,
Motor vehicles for the transport of goods,Belgium,2020,
Motor vehicles for the transport of goods,Belgium,2019,
Motor vehicles for the transport of goods,Belgium,2018,
Motor vehicles for the transport of goods,Belgium,2017,
Motor vehicles for the transport of goods,Belgium,2016,
Motor vehicles for the transport of goods,Belgium,2015,
Motor vehicles for the transport of goods,Belgium,2014,
Motor vehicles for the transport of goods,Belgium,2013,
Motor vehicles for the transport of goods,Belgium,2012,
Motor vehicles for the transport of goods,Belgium,2011,
Motor vehicles for the transport of goods,Belgium,2010,
Motor vehicles for the transport of goods,Belgium,2009,
Motor vehicles for the transport of goods,Belgium,2008,2.0
Motor vehicles for the transport of goods,Belgium,2007,
Motor vehicles for the transport of goods,Republic of Korea,2025,8905.0
Motor vehicles for the transport of goods,Republic of Korea,2024,12854.0
Motor vehicles for the transport of goods,Republic of Korea,2023,8836.0
Motor vehicles for the transport of goods,Republic of Korea,2022,10571.0
Motor vehicles for the transport of goods,Republic of Korea,2021,10661.0
Motor vehicles for the transport of goods,Republic of Korea,2020,10585.0
Motor vehicles for the transport of goods,Republic of Korea,2019,13021.0
Motor vehicles for the transport of goods,Republic of Korea,2018,10720.0
Motor vehicles for the transport of goods,Republic of Korea,2017,7149.0
Motor vehicles for the transport of goods,Republic of Korea,2016,4809.0
Motor vehicles for the transport of goods,Republic of Korea,2015,5293.0
Motor vehicles for the transport of goods,Republic of Korea,2014,8287.0
Motor vehicles for the transport of goods,Republic of Korea,2013,11783.0
Motor vehicles for the transport of goods,Republic of Korea,2012,2867.0
Motor vehicles for the transport of goods,Republic of Korea,2011,14381.0
Motor vehicles for the transport of goods,Republic of Korea,2010,7656.0
Motor vehicles for the transport of goods,Republic of Korea,2009,3017.0
Motor vehicles for the transport of goods,Republic of Korea,2008,11934.0
Motor vehicles for the transport of goods,Republic of Korea,2007,8237.0
Motor vehicles for the transport of goods,China,2025,5893.0
Motor vehicles for the transport of goods,China,2024,9125.0
Motor vehicles for the transport of goods,China,2023,8446.0
Motor vehicles for the transport of goods,China,2022,6529.0
Motor vehicles for the transport of goods,China,2021,7904.0
Motor vehicles for the transport of goods,China,2020,4100.0
Motor vehicles for the transport of goods,China,2019,3742.0
Motor vehicles for the transport of goods,China,2018,6140.0
Motor vehicles for the transport of goods,China,2017,3972.0
Motor vehicles for the transport of goods,China,2016,323.0
Motor vehicles for the transport of goods,China,2015,386.0
Motor vehicles for the transport of goods,China,2014,1035.0
Motor vehicles for the transport of goods,China,2013,1875.0
Motor vehicles for the transport of goods,China,2012,
Motor vehicles for the transport of goods,China,2011,7246.0
Motor vehicles for the transport of goods,China,2010,2858.0
Motor vehicles for the transport of goods,China,2009,554.0
Motor vehicles for the transport of goods,China,2008,1846.0
Motor vehicles for the transport of goods,China,2007,1060.0
Motor vehicles for the transport of goods,Brazil,2025,1.0
Motor vehicles for the transport of goods,Brazil,2024,
Motor vehicles for the transport of goods,Brazil,2023,
Motor vehicles for the transport of goods,Brazil,2022,2.0
Motor vehicles for the transport of goods,Brazil,2021,21.0
Motor vehicles for the transport of goods,Brazil,2020,2.0
Motor vehicles for the transport of goods,Brazil,2019,
Motor vehicles for the transport of goods,Brazil,2018,1.0
Motor vehicles for the transport of goods,Brazil,2017,
Motor vehicles for the transport of goods,Brazil,2016,
Motor vehicles for the transport of goods,Brazil,2015,
Motor vehicles for the transport of goods,Brazil,2014,
Motor vehicles for the transport of goods,Brazil,2013,
Motor vehicles for the transport of goods,Brazil,2012,
Motor vehicles for the transport of goods,Brazil,2011,
Motor vehicles for the transport of goods,Brazil,2010,
Motor vehicles for the transport of goods,Brazil,2009,
Motor vehicles for the transport of goods,Brazil,2008,
Motor vehicles for the transport of goods,Brazil,2007,
Motor vehicles for the transport of goods,Vietnam,2025,
Motor vehicles for the transport of goods,Vietnam,2024,2.0
Motor vehicles for the transport of goods,Vietnam,2023,
Motor vehicles for the transport of goods,Vietnam,2022,
Motor vehicles for the transport of goods,Vietnam,2021,
Motor vehicles for the transport of goods,Vietnam,2020,
Motor vehicles for the transport of goods,Vietnam,2019,
Motor vehicles for the transport of goods,Vietnam,2018,
Motor vehicles for the transport of goods,Vietnam,2017,
Motor vehicles for the transport of goods,Vietnam,2016,
Motor vehicles for the transport of goods,Vietnam,2015,
Motor vehicles for the transport of goods,Vietnam,2014,
Motor vehicles for the transport of goods,Vietnam,2013,
Motor vehicles for the transport of goods,Vietnam,2012,
Motor vehicles for the transport of goods,Vietnam,2011,
Motor vehicles for the transport of goods,Vietnam,2010,
Motor vehicles for the transport of goods,Vietnam,2009,
Motor vehicles for the transport of goods,Vietnam,2008,
Motor vehicles for the transport of goods,Vietnam,2007,
Motor vehicles for the transport of goods,Indonesia,2025,
Motor vehicles for the transport of goods,Indonesia,2024,2.0
Motor vehicles for the transport of goods,Indonesia,2023,
Motor vehicles for the transport of goods,Indonesia,2022,
Motor vehicles for the transport of goods,Indonesia,2021,3.0
Motor vehicles for the transport of goods,Indonesia,2020,
Motor vehicles for the transport of goods,Indonesia,2019,
Motor vehicles for the transport of goods,Indonesia,2018,
Motor vehicles for the transport of goods,Indonesia,2017,
Motor vehicles for the transport of goods,Indonesia,2016,
Motor vehicles for the transport of goods,Indonesia,2015,2.0
Motor vehicles for the transport of goods,Indonesia,2014,
Motor vehicles for the transport of goods,Indonesia,2013,
Motor vehicles for the transport of goods,Indonesia,2012,
Motor vehicles for the transport of goods,Indonesia,2011,
Motor vehicles for the transport of goods,Indonesia,2010,
Motor vehicles for the transport of goods,Indonesia,2009,
Motor vehicles for the transport of goods,Indonesia,2008,
Motor vehicles for the transport of goods,Indonesia,2007,
Motor vehicles for the transport of goods,Ireland,2025,
Motor vehicles for the transport of goods,Ireland,2024,
Motor vehicles for the transport of goods,Ireland,2023,
Motor vehicles for the transport of goods,Ireland,2022,1.0
Motor vehicles for the transport of goods,Ireland,2021,
Motor vehicles for the transport of goods,Ireland,2020,
Motor vehicles for the transport of goods,Ireland,2019,
Motor vehicles for the transport of goods,Ireland,2018,
Motor vehicles for the transport of goods,Ireland,2017,
Motor vehicles for the transport of goods,Ireland,2016,
Motor vehicles for the transport of goods,Ireland,2015,
Motor vehicles for the transport of goods,Ireland,2014,
Motor vehicles for the transport of goods,Ireland,2013,3.0
Motor vehicles for the transport of goods,Ireland,2012,1.0
Motor vehicles for the transport of goods,Ireland,2011,
Motor vehicles for the transport of goods,Ireland,2010,
Motor vehicles for the transport of goods,Ireland,2009,
Motor vehicles for the transport of goods,Ireland,2008,
Motor vehicles for the transport of goods,Ireland,2007,
Motor vehicles for the transport of goods,Spain,2025,11.0
Motor vehicles for the transport of goods,Spain,2024,16.0
Motor vehicles for the transport of goods,Spain,2023,9.0
Motor vehicles for the transport of goods,Spain,2022,33.0
Motor vehicles for the transport of goods,Spain,2021,9.0
Motor vehicles for the transport of goods,Spain,2020,22.0
Motor vehicles for the transport of goods,Spain,2019,24.0
Motor vehicles for the transport of goods,Spain,2018,11.0
Motor vehicles for the transport of goods,Spain,2017,
Motor vehicles for the transport of goods,Spain,2016,5.0
Motor vehicles for the transport of goods,Spain,2015,1.0
Motor vehicles for the transport of goods,Spain,2014,
Motor vehicles for the transport of goods,Spain,2013,
Motor vehicles for the transport of goods,Spain,2012,
Motor vehicles for the transport of goods,Spain,2011,
Motor vehicles for the transport of goods,Spain,2010,
Motor vehicles for the transport of goods,Spain,2009,
Motor vehicles for the transport of goods,Spain,2008,
Motor vehicles for the transport of goods,Spain,2007,
Motor vehicles for the transport of goods,Italy,2025,
Motor vehicles for the transport of goods,Italy,2024,2.0
Motor vehicles for the transport of goods,Italy,2023,
Motor vehicles for the transport of goods,Italy,2022,5.0
Motor vehicles for the transport of goods,Italy,2021,1.0
Motor vehicles for the transport of goods,Italy,2020,7.0
Motor vehicles for the transport of goods,Italy,2019,15.0
Motor vehicles for the transport of goods,Italy,2018,3.0
Motor vehicles for the transport of goods,Italy,2017,1.0
Motor vehicles for the transport of goods,Italy,2016,4.0
Motor vehicles for the transport of goods,Italy,2015,3.0
Motor vehicles for the transport of goods,Italy,2014,3.0
Motor vehicles for the transport of goods,Italy,2013,13.0
Motor vehicles for the transport of goods,Italy,2012,21.0
Motor vehicles for the transport of goods,Italy,2011,1.0
Motor vehicles for the transport of goods,Italy,2010,1.0
Motor vehicles for the transport of goods,Italy,2009,
Motor vehicles for the transport of goods,Italy,2008,2.0
Motor vehicles for the transport of goods,Italy,2007,
Motor vehicles for the transport of goods,United Kingdom,2025,
Motor vehicles for the transport of goods,United Kingdom,2024,
Motor vehicles for the transport of goods,United Kingdom,2023,
Motor vehicles for the transport of goods,United Kingdom,2022,2.0
Motor vehicles for the transport of goods,United Kingdom,2021,1.0
Motor vehicles for the transport of goods,United Kingdom,2020,
Motor vehicles for the transport of goods,United Kingdom,2019,3.0
Motor vehicles for the transport of goods,United Kingdom,2018,4.0
Motor vehicles for the transport of goods,United Kingdom,2017,6.0
Motor vehicles for the transport of goods,United Kingdom,2016,7.0
Motor vehicles for the transport of goods,United Kingdom,2015,4.0
Motor vehicles for the transport of goods,United Kingdom,2014,2.0
Motor vehicles for the transport of goods,United Kingdom,2013,5.0
Motor vehicles for the transport of goods,United Kingdom,2012,5.0
Motor vehicles for the transport of goods,United Kingdom,2011,2.0
Motor vehicles for the transport of goods,United Kingdom,2010,6.0
Motor vehicles for the transport of goods,United Kingdom,2009,16.0
Motor vehicles for the transport of goods,United Kingdom,2008,7.0
Motor vehicles for the transport of goods,United Kingdom,2007,4.0
Motor vehicles for the transport of goods,Canada,2025,1.0
Motor vehicles for the transport of goods,Canada,2024,2.0
Motor vehicles for the transport of goods,Canada,2023,1.0
Motor vehicles for the transport of goods,Canada,2022,
Motor vehicles for the transport of goods,Canada,2021,6.0
Motor vehicles for the transport of goods,Canada,2020,1.0
Motor vehicles for the transport of goods,Canada,2019,3.0
Motor vehicles for the transport of goods,Canada,2018,5.0
Motor vehicles for the transport of goods,Canada,2017,4.0
Motor vehicles for the transport of goods,Canada,2016,1.0
Motor vehicles for the transport of goods,Canada,2015,
Motor vehicles for the transport of goods,Canada,2014,
Motor vehicles for the transport of goods,Canada,2013,10.0
Motor vehicles for the transport of goods,Canada,2012,
Motor vehicles for the transport of goods,Canada,2011,1.0
Motor vehicles for the transport of goods,Canada,2010,3.0
Motor vehicles for the transport of goods,Canada,2009,1.0
Motor vehicles for the transport of goods,Canada,2008,11.0
Motor vehicles for the transport of goods,Canada,2007,7.0
Motor vehicles for the transport of goods,Kyrgyzstan,2025,
Motor vehicles for the transport of goods,Kyrgyzstan,2024,
Motor vehicles for the transport of goods,Kyrgyzstan,2023,
Motor vehicles for the transport of goods,Kyrgyzstan,2022,
Motor vehicles for the transport of goods,Kyrgyzstan,2021,
Motor vehicles for the transport of goods,Kyrgyzstan,2020,
Motor vehicles for the transport of goods,Kyrgyzstan,2019,
Motor vehicles for the transport of goods,Kyrgyzstan,2018,
Motor vehicles for the transport of goods,Kyrgyzstan,2017,
Motor vehicles for the transport of goods,Kyrgyzstan,2016,
Motor vehicles for the transport of goods,Kyrgyzstan,2015,
Motor vehicles for the transport of goods,Kyrgyzstan,2014,
Motor vehicles for the transport of goods,Kyrgyzstan,2013,
Motor vehicles for the transport of goods,Kyrgyzstan,2012,
Motor vehicles for the transport of goods,Kyrgyzstan,2011,
Motor vehicles for the transport of goods,Kyrgyzstan,2010,
Motor vehicles for the transport of goods,Kyrgyzstan,2009,
Motor vehicles for the transport of goods,Kyrgyzstan,2008,1.0
Motor vehicles for the transport of goods,Kyrgyzstan,2007,
Motor vehicles for the transport of goods,Lithuania,2025,1.0
Motor vehicles for the transport of goods,Lithuania,2024,
Motor vehicles for the transport of goods,Lithuania,2023,
Motor vehicles for the transport of goods,Lithuania,2022,
Motor vehicles for the transport of goods,Lithuania,2021,
Motor vehicles for the transport of goods,Lithuania,2020,
Motor vehicles for the transport of goods,Lithuania,2019,
Motor vehicles for the transport of goods,Lithuania,2018,
Motor vehicles for the transport of goods,Lithuania,2017,
Motor vehicles for the transport of goods,Lithuania,2016,
Motor vehicles for the transport of goods,Lithuania,2015,
Motor vehicles for the transport of goods,Lithuania,2014,
Motor vehicles for the transport of goods,Lithuania,2013,
Motor vehicles for the transport of goods,Lithuania,2012,
Motor vehicles for the transport of goods,Lithuania,2011,
Motor vehicles for the transport of goods,Lithuania,2010,
Motor vehicles for the transport of goods,Lithuania,2009,
Motor vehicles for the transport of goods,Lithuania,2008,
Motor vehicles for the transport of goods,Lithuania,2007,
Motor vehicles for the transport of goods,Mexico,2025,49.0
Motor vehicles for the transport of goods,Mexico,2024,34.0
Motor vehicles for the transport of goods,Mexico,2023,17.0
Motor vehicles for the transport of goods,Mexico,2022,24.0
Motor vehicles for the transport of goods,Mexico,2021,25.0
Motor vehicles for the transport of goods,Mexico,2020,17.0
Motor vehicles for the transport of goods,Mexico,2019,24.0
Motor vehicles for the transport of goods,Mexico,2018,9.0
Motor vehicles for the transport of goods,Mexico,2017,2.0
Motor vehicles for the transport of goods,Mexico,2016,2.0
Motor vehicles for the transport of goods,Mexico,2015,2.0
Motor vehicles for the transport of goods,Mexico,2014,
Motor vehicles for the transport of goods,Mexico,2013,5.0
Motor vehicles for the transport of goods,Mexico,2012,
Motor vehicles for the transport of goods,Mexico,2011,
Motor vehicles for the transport of goods,Mexico,2010,
Motor vehicles for the transport of goods,Mexico,2009,
Motor vehicles for the transport of goods,Mexico,2008,
Motor vehicles for the transport of goods,Mexico,2007,
Motor vehicles for the transport of goods,Netherland,2025,49.0
Motor vehicles for the transport of goods,Netherland,2024,58.0
Motor vehicles for the transport of goods,Netherland,2023,67.0
Motor vehicles for the transport of goods,Netherland,2022,44.0
Motor vehicles for the transport of goods,Netherland,2021,154.0
Motor vehicles for the transport of goods,Netherland,2020,19.0
Motor vehicles for the transport of goods,Netherland,2019,33.0
Motor vehicles for the transport of goods,Netherland,2018,37.0
Motor vehicles for the transport of goods,Netherland,2017,19.0
Motor vehicles for the transport of goods,Netherland,2016,3.0
Motor vehicles for the transport of goods,Netherland,2015,16.0
Motor vehicles for the transport of goods,Netherland,2014,
Motor vehicles for the transport of goods,Netherland,2013,9.0
Motor vehicles for the transport of goods,Netherland,2012,7.0
Motor vehicles for the transport of goods,Netherland,2011,
Motor vehicles for the transport of goods,Netherland,2010,
Motor vehicles for the transport of goods,Netherland,2009,
Motor vehicles for the transport of goods,Netherland,2008,
Motor vehicles for the transport of goods,Netherland,2007,1.0
Motor vehicles for the transport of goods,Russian Federation,2025,58.0
Motor vehicles for the transport of goods,Russian Federation,2024,121.0
Motor vehicles for the transport of goods,Russian Federation,2023,71.0
Motor vehicles for the transport of goods,Russian Federation,2022,146.0
Motor vehicles for the transport of goods,Russian Federation,2021,530.0
Motor vehicles for the transport of goods,Russian Federation,2020,255.0
Motor vehicles for the transport of goods,Russian Federation,2019,206.0
Motor vehicles for the transport of goods,Russian Federation,2018,242.0
Motor vehicles for the transport of goods,Russian Federation,2017,141.0
Motor vehicles for the transport of goods,Russian Federation,2016,133.0
Motor vehicles for the transport of goods,Russian Federation,2015,128.0
Motor vehicles for the transport of goods,Russian Federation,2014,79.0
Motor vehicles for the transport of goods,Russian Federation,2013,113.0
Motor vehicles for the transport of goods,Russian Federation,2012,386.0
Motor vehicles for the transport of goods,Russian Federation,2011,462.0
Motor vehicles for the transport of goods,Russian Federation,2010,115.0
Motor vehicles for the transport of goods,Russian Federation,2009,81.0
Motor vehicles for the transport of goods,Russian Federation,2008,
Motor vehicles for the transport of goods,Russian Federation,2007,529.0
Motor vehicles for the transport of goods,Republic of South Africa,2025,6.0
Motor vehicles for the transport of goods,Republic of South Africa,2024,5.0
Motor vehicles for the transport of goods,Republic of South Africa,2023,8.0
Motor vehicles for the transport of goods,Republic of South Africa,2022,
Motor vehicles for the transport of goods,Republic of South Africa,2021,3.0
Motor vehicles for the transport of goods,Republic of South Africa,2020,5.0
Motor vehicles for the transport of goods,Republic of South Africa,2019,1.0
Motor vehicles for the transport of goods,Republic of South Africa,2018,2.0
Motor vehicles for the transport of goods,Republic of South Africa,2017,
Motor vehicles for the transport of goods,Republic of South Africa,2016,1.0
Motor vehicles for the transport of goods,Republic of South Africa,2015,
Motor vehicles for the transport of goods,Republic of South Africa,2014,
Motor vehicles for the transport of goods,Republic of South Africa,2013,
Motor vehicles for the transport of goods,Republic of South Africa,2012,
Motor vehicles for the transport of goods,Republic of South Africa,2011,
Motor vehicles for the transport of goods,Republic of South Africa,2010,
Motor vehicles for the transport of goods,Republic of South Africa,2009,
Motor vehicles for the transport of goods,Republic of South Africa,2008,
Motor vehicles for the transport of goods,Republic of South Africa,2007,
Motor vehicles for the transport of goods,Poland,2025,
Motor vehicles for the transport of goods,Poland,2024,
Motor vehicles for the transport of goods,Poland,2023,
Motor vehicles for the transport of goods,Poland,2022,1.0
Motor vehicles for the transport of goods,Poland,2021,
Motor vehicles for the transport of goods,Poland,2020,
Motor vehicles for the transport of goods,Poland,2019,
Motor vehicles for the transport of goods,Poland,2018,
Motor vehicles for the transport of goods,Poland,2017,
Motor vehicles for the transport of goods,Poland,2016,
Motor vehicles for the transport of goods,Poland,2015,
Motor vehicles for the transport of goods,Poland,2014,1.0
Motor vehicles for the transport of goods,Poland,2013,1.0
Motor vehicles for the transport of goods,Poland,2012,
Motor vehicles for the transport of goods,Poland,2011,3.0
Motor vehicles for the transport of goods,Poland,2010,
Motor vehicles for the transport of goods,Poland,2009,
Motor vehicles for the transport of goods,Poland,2008,
Motor vehicles for the transport of goods,Poland,2007,
Motor vehicles for the transport of goods,Romania,2025,
Motor vehicles for the transport of goods,Romania,2024,
Motor vehicles for the transport of goods,Romania,2023,
Motor vehicles for the transport of goods,Romania,2022,
Motor vehicles for the transport of goods,Romania,2021,
Motor vehicles for the transport of goods,Romania,2020,
Motor vehicles for the transport of goods,Romania,2019,
Motor vehicles for the transport of goods,Romania,2018,
Motor vehicles for the transport of goods,Romania,2017,
Motor vehicles for the transport of goods,Romania,2016,
Motor vehicles for the transport of goods,Romania,2015,
Motor vehicles for the transport of goods,Romania,2014,
Motor vehicles for the transport of goods,Romania,2013,2.0
Motor vehicles for the transport of goods,Romania,2012,
Motor vehicles for the transport of goods,Romania,2011,
Motor vehicles for the transport of goods,Romania,2010,
Motor vehicles for the transport of goods,Romania,2009,
Motor vehicles for the transport of goods,Romania,2008,
Motor vehicles for the transport of goods,Romania,2007,
Motor vehicles for the transport of goods,Slovakia,2025,
Motor vehicles for the transport of goods,Slovakia,2024,
Motor vehicles for the transport of goods,Slovakia,2023,
Motor vehicles for the transport of goods,Slovakia,2022,
Motor vehicles for the transport of goods,Slovakia,2021,
Motor vehicles for the transport of goods,Slovakia,2020,
Motor vehicles for the transport of goods,Slovakia,2019,
Motor vehicles for the transport of goods,Slovakia,2018,
Motor vehicles for the transport of goods,Slovakia,2017,
Motor vehicles for the transport of goods,Slovakia,2016,
Motor vehicles for the transport of goods,Slovakia,2015,
Motor vehicles for the transport of goods,Slovakia,2014,
Motor vehicles for the transport of goods,Slovakia,2013,
Motor vehicles for the transport of goods,Slovakia,2012,
Motor vehicles for the transport of goods,Slovakia,2011,
Motor vehicles for the transport of goods,Slovakia,2010,
Motor vehicles for the transport of goods,Slovakia,2009,
Motor vehicles for the transport of goods,Slovakia,2008,
Motor vehicles for the transport of goods,Slovakia,2007,
Motor vehicles for the transport of goods,Taiwan,2025,
Motor vehicles for the transport of goods,Taiwan,2024,3.0
Motor vehicles for the transport of goods,Taiwan,2023,3.0
Motor vehicles for the transport of goods,Taiwan,2022,2.0
Motor vehicles for the transport of goods,Taiwan,2021,
Motor vehicles for the transport of goods,Taiwan,2020,
Motor vehicles for the transport of goods,Taiwan,2019,
Motor vehicles for the transport of goods,Taiwan,2018,
Motor vehicles for the transport of goods,Taiwan,2017,
Motor vehicles for the transport of goods,Taiwan,2016,
Motor vehicles for the transport of goods,Taiwan,2015,
Motor vehicles for the transport of goods,Taiwan,2014,
Motor vehicles for the transport of goods,Taiwan,2013,
Motor vehicles for the transport of goods,Taiwan,2012,
Motor vehicles for the transport of goods,Taiwan,2011,
Motor vehicles for the transport of goods,Taiwan,2010,
Motor vehicles for the transport of goods,Taiwan,2009,
Motor vehicles for the transport of goods,Taiwan,2008,
Motor vehicles for the transport of goods,Taiwan,2007,
Motor vehicles for the transport of goods,Thailand,2025,422.0
Motor vehicles for the transport of goods,Thailand,2024,317.0
Motor vehicles for the transport of goods,Thailand,2023,284.0
Motor vehicles for the transport of goods,Thailand,2022,314.0
Motor vehicles for the transport of goods,Thailand,2021,267.0
Motor vehicles for the transport of goods,Thailand,2020,451.0
Motor vehicles for the transport of goods,Thailand,2019,597.0
Motor vehicles for the transport of goods,Thailand,2018,531.0
Motor vehicles for the transport of goods,Thailand,2017,308.0
Motor vehicles for the transport of goods,Thailand,2016,134.0
Motor vehicles for the transport of goods,Thailand,2015,100.0
Motor vehicles for the transport of goods,Thailand,2014,84.0
Motor vehicles for the transport of goods,Thailand,2013,53.0
Motor vehicles for the transport of goods,Thailand,2012,84.0
Motor vehicles for the transport of goods,Thailand,2011,92.0
Motor vehicles for the transport of goods,Thailand,2010,75.0
Motor vehicles for the transport of goods,Thailand,2009,12.0
Motor vehicles for the transport of goods,Thailand,2008,34.0
Motor vehicles for the transport of goods,Thailand,2007,17.0
Motor vehicles for the transport of goods,Turkey,2025,
Motor vehicles for the transport of goods,Turkey,2024,16.0
Motor vehicles for the transport of goods,Turkey,2023,7.0
Motor vehicles for the transport of goods,Turkey,2022,5.0
Motor vehicles for the transport of goods,Turkey,2021,7.0
Motor vehicles for the transport of goods,Turkey,2020,11.0
Motor vehicles for the transport of goods,Turkey,2019,10.0
Motor vehicles for the transport of goods,Turkey,2018,5.0
Motor vehicles for the transport of goods,Turkey,2017,
Motor vehicles for the transport of goods,Turkey,2016,2.0
Motor vehicles for the transport of goods,Turkey,2015,4.0
Motor vehicles for the transport of goods,Turkey,2014,5.0
Motor vehicles for the transport of goods,Turkey,2013,1.0
Motor vehicles for the transport of goods,Turkey,2012,12.0
Motor vehicles for the transport of goods,Turkey,2011,2.0
Motor vehicles for the transport of goods,Turkey,2010,
Motor vehicles for the transport of goods,Turkey,2009,6.0
Motor vehicles for the transport of goods,Turkey,2008,14.0
Motor vehicles for the transport of goods,Turkey,2007,
Motor vehicles for the transport of goods,Uzbekistan,2025,
