Бүс,Насны бүлэг,Хүйс,Он,value
Улаанбаатар,30-34,Эмэгтэй,2009,65.4
Улаанбаатар,35-39,Нийт,2025,78.3
Улаанбаатар,35-39,Нийт,2024,78.9
Улаанбаатар,35-39,Нийт,2023,74.6
Улаанбаатар,35-39,Нийт,2022,73.8
Улаанбаатар,35-39,Нийт,2021,75.1
Улаанбаатар,35-39,Нийт,2020,75.5
Улаанбаатар,35-39,Нийт,2019,80.0
Улаанбаатар,35-39,Нийт,2018,76.9
Улаанбаатар,35-39,Нийт,2017,74.9
Улаанбаатар,35-39,Нийт,2016,75.6
Улаанбаатар,35-39,Нийт,2015,78.2
Улаанбаатар,35-39,Нийт,2014,80.1
Улаанбаатар,35-39,Нийт,2013,75.7
Улаанбаатар,35-39,Нийт,2012,78.3
Улаанбаатар,35-39,Нийт,2011,79.4
Улаанбаатар,35-39,Нийт,2010,79.3
Улаанбаатар,35-39,Нийт,2009,78.4
Улаанбаатар,35-39,Эрэгтэй,2025,94.2
Улаанбаатар,35-39,Эрэгтэй,2024,89.6
Улаанбаатар,35-39,Эрэгтэй,2023,89.9
Улаанбаатар,35-39,Эрэгтэй,2022,89.0
Улаанбаатар,35-39,Эрэгтэй,2021,84.0
Улаанбаатар,35-39,Эрэгтэй,2020,89.9
Улаанбаатар,35-39,Эрэгтэй,2019,90.4
Улаанбаатар,35-39,Эрэгтэй,2018,89.2
Улаанбаатар,35-39,Эрэгтэй,2017,85.1
Улаанбаатар,35-39,Эрэгтэй,2016,83.4
Улаанбаатар,35-39,Эрэгтэй,2015,87.2
Улаанбаатар,35-39,Эрэгтэй,2014,89.6
Улаанбаатар,35-39,Эрэгтэй,2013,83.1
Улаанбаатар,35-39,Эрэгтэй,2012,84.7
Улаанбаатар,35-39,Эрэгтэй,2011,87.2
Улаанбаатар,35-39,Эрэгтэй,2010,86.2
Улаанбаатар,35-39,Эрэгтэй,2009,85.6
Улаанбаатар,35-39,Эмэгтэй,2025,62.4
Улаанбаатар,35-39,Эмэгтэй,2024,69.5
Улаанбаатар,35-39,Эмэгтэй,2023,59.3
Улаанбаатар,35-39,Эмэгтэй,2022,60.3
Улаанбаатар,35-39,Эмэгтэй,2021,66.2
Улаанбаатар,35-39,Эмэгтэй,2020,62.4
Улаанбаатар,35-39,Эмэгтэй,2019,70.1
Улаанбаатар,35-39,Эмэгтэй,2018,66.7
Улаанбаатар,35-39,Эмэгтэй,2017,65.6
Улаанбаатар,35-39,Эмэгтэй,2016,68.0
Улаанбаатар,35-39,Эмэгтэй,2015,69.9
Улаанбаатар,35-39,Эмэгтэй,2014,71.2
Улаанбаатар,35-39,Эмэгтэй,2013,69.3
Улаанбаатар,35-39,Эмэгтэй,2012,73.1
Улаанбаатар,35-39,Эмэгтэй,2011,72.5
Улаанбаатар,35-39,Эмэгтэй,2010,73.2
Улаанбаатар,35-39,Эмэгтэй,2009,71.9
Улаанбаатар,40-44,Нийт,2025,81.6
Улаанбаатар,40-44,Нийт,2024,83.2
Улаанбаатар,40-44,Нийт,2023,79.1
Улаанбаатар,40-44,Нийт,2022,81.1
Улаанбаатар,40-44,Нийт,2021,72.0
Улаанбаатар,40-44,Нийт,2020,77.5
Улаанбаатар,40-44,Нийт,2019,81.2
Улаанбаатар,40-44,Нийт,2018,77.5
Улаанбаатар,40-44,Нийт,2017,77.9
Улаанбаатар,40-44,Нийт,2016,74.2
Улаанбаатар,40-44,Нийт,2015,79.0
Улаанбаатар,40-44,Нийт,2014,80.1
Улаанбаатар,40-44,Нийт,2013,79.4
Улаанбаатар,40-44,Нийт,2012,79.8
Улаанбаатар,40-44,Нийт,2011,79.9
Улаанбаатар,40-44,Нийт,2010,80.8
Улаанбаатар,40-44,Нийт,2009,84.5
Улаанбаатар,40-44,Эрэгтэй,2025,90.8
Улаанбаатар,40-44,Эрэгтэй,2024,92.5
Улаанбаатар,40-44,Эрэгтэй,2023,86.2
Улаанбаатар,40-44,Эрэгтэй,2022,89.3
Улаанбаатар,40-44,Эрэгтэй,2021,77.2
Улаанбаатар,40-44,Эрэгтэй,2020,87.8
Улаанбаатар,40-44,Эрэгтэй,2019,88.9
Улаанбаатар,40-44,Эрэгтэй,2018,85.6
Улаанбаатар,40-44,Эрэгтэй,2017,84.2
Улаанбаатар,40-44,Эрэгтэй,2016,80.5
Улаанбаатар,40-44,Эрэгтэй,2015,85.1
Улаанбаатар,40-44,Эрэгтэй,2014,86.7
Улаанбаатар,40-44,Эрэгтэй,2013,83.5
Улаанбаатар,40-44,Эрэгтэй,2012,82.6
Улаанбаатар,40-44,Эрэгтэй,2011,83.6
Улаанбаатар,40-44,Эрэгтэй,2010,84.9
Улаанбаатар,40-44,Эрэгтэй,2009,87.4
Улаанбаатар,40-44,Эмэгтэй,2025,72.6
Улаанбаатар,40-44,Эмэгтэй,2024,75.1
Улаанбаатар,40-44,Эмэгтэй,2023,72.4
Улаанбаатар,40-44,Эмэгтэй,2022,73.3
Улаанбаатар,40-44,Эмэгтэй,2021,67.7
Улаанбаатар,40-44,Эмэгтэй,2020,69.3
Улаанбаатар,40-44,Эмэгтэй,2019,74.1
Улаанбаатар,40-44,Эмэгтэй,2018,70.3
Улаанбаатар,40-44,Эмэгтэй,2017,72.3
Улаанбаатар,40-44,Эмэгтэй,2016,68.3
Улаанбаатар,40-44,Эмэгтэй,2015,73.2
Улаанбаатар,40-44,Эмэгтэй,2014,74.4
Улаанбаатар,40-44,Эмэгтэй,2013,75.4
Улаанбаатар,40-44,Эмэгтэй,2012,77.2
Улаанбаатар,40-44,Эмэгтэй,2011,76.5
Улаанбаатар,40-44,Эмэгтэй,2010,77.5
Улаанбаатар,40-44,Эмэгтэй,2009,81.8
Улаанбаатар,45-49,Нийт,2025,79.5
Улаанбаатар,45-49,Нийт,2024,83.5
Улаанбаатар,45-49,Нийт,2023,77.4
Улаанбаатар,45-49,Нийт,2022,80.6
Улаанбаатар,45-49,Нийт,2021,69.2
Улаанбаатар,45-49,Нийт,2020,72.4
Улаанбаатар,45-49,Нийт,2019,76.9
Улаанбаатар,45-49,Нийт,2018,78.2
Улаанбаатар,45-49,Нийт,2017,76.7
Улаанбаатар,45-49,Нийт,2016,75.3
Улаанбаатар,45-49,Нийт,2015,78.4
Улаанбаатар,45-49,Нийт,2014,76.0
Улаанбаатар,45-49,Нийт,2013,78.3
Улаанбаатар,45-49,Нийт,2012,76.4
Улаанбаатар,45-49,Нийт,2011,78.2
Улаанбаатар,45-49,Нийт,2010,76.9
Улаанбаатар,45-49,Нийт,2009,80.6
Улаанбаатар,45-49,Эрэгтэй,2025,85.6
Улаанбаатар,45-49,Эрэгтэй,2024,86.6
Улаанбаатар,45-49,Эрэгтэй,2023,81.4
Улаанбаатар,45-49,Эрэгтэй,2022,87.1
Улаанбаатар,45-49,Эрэгтэй,2021,71.4
Улаанбаатар,45-49,Эрэгтэй,2020,74.6
Улаанбаатар,45-49,Эрэгтэй,2019,84.1
Улаанбаатар,45-49,Эрэгтэй,2018,83.8
Улаанбаатар,45-49,Эрэгтэй,2017,79.8
Улаанбаатар,45-49,Эрэгтэй,2016,78.8
Улаанбаатар,45-49,Эрэгтэй,2015,81.2
Улаанбаатар,45-49,Эрэгтэй,2014,81.6
Улаанбаатар,45-49,Эрэгтэй,2013,82.1
Улаанбаатар,45-49,Эрэгтэй,2012,76.7
Улаанбаатар,45-49,Эрэгтэй,2011,80.7
Улаанбаатар,45-49,Эрэгтэй,2010,81.9
Улаанбаатар,45-49,Эрэгтэй,2009,87.9
Улаанбаатар,45-49,Эмэгтэй,2025,75.3
Улаанбаатар,45-49,Эмэгтэй,2024,80.5
Улаанбаатар,45-49,Эмэгтэй,2023,73.8
Улаанбаатар,45-49,Эмэгтэй,2022,74.8
Улаанбаатар,45-49,Эмэгтэй,2021,67.0
Улаанбаатар,45-49,Эмэгтэй,2020,70.4
Улаанбаатар,45-49,Эмэгтэй,2019,70.5
Улаанбаатар,45-49,Эмэгтэй,2018,73.3
Улаанбаатар,45-49,Эмэгтэй,2017,74.1
Улаанбаатар,45-49,Эмэгтэй,2016,72.3
Улаанбаатар,45-49,Эмэгтэй,2015,76.2
Улаанбаатар,45-49,Эмэгтэй,2014,71.4
Улаанбаатар,45-49,Эмэгтэй,2013,75.1
Улаанбаатар,45-49,Эмэгтэй,2012,76.1
Улаанбаатар,45-49,Эмэгтэй,2011,76.1
Улаанбаатар,45-49,Эмэгтэй,2010,72.5
Улаанбаатар,45-49,Эмэгтэй,2009,75.2
Улаанбаатар,50-54,Нийт,2025,74.4
Улаанбаатар,50-54,Нийт,2024,75.6
Улаанбаатар,50-54,Нийт,2023,70.9
Улаанбаатар,50-54,Нийт,2022,75.0
Улаанбаатар,50-54,Нийт,2021,62.8
Улаанбаатар,50-54,Нийт,2020,67.3
Улаанбаатар,50-54,Нийт,2019,66.2
Улаанбаатар,50-54,Нийт,2018,63.9
Улаанбаатар,50-54,Нийт,2017,65.0
Улаанбаатар,50-54,Нийт,2016,66.2
Улаанбаатар,50-54,Нийт,2015,63.7
Улаанбаатар,50-54,Нийт,2014,63.5
Улаанбаатар,50-54,Нийт,2013,66.3
Улаанбаатар,50-54,Нийт,2012,63.0
Улаанбаатар,50-54,Нийт,2011,62.5
Улаанбаатар,50-54,Нийт,2010,64.3
Улаанбаатар,50-54,Нийт,2009,63.5
Улаанбаатар,50-54,Эрэгтэй,2025,76.9
Улаанбаатар,50-54,Эрэгтэй,2024,83.0
Улаанбаатар,50-54,Эрэгтэй,2023,76.1
Улаанбаатар,50-54,Эрэгтэй,2022,79.0
Улаанбаатар,50-54,Эрэгтэй,2021,62.9
Улаанбаатар,50-54,Эрэгтэй,2020,65.6
Улаанбаатар,50-54,Эрэгтэй,2019,68.0
Улаанбаатар,50-54,Эрэгтэй,2018,71.7
Улаанбаатар,50-54,Эрэгтэй,2017,73.3
Улаанбаатар,50-54,Эрэгтэй,2016,72.3
Улаанбаатар,50-54,Эрэгтэй,2015,71.5
Улаанбаатар,50-54,Эрэгтэй,2014,70.4
Улаанбаатар,50-54,Эрэгтэй,2013,71.5
Улаанбаатар,50-54,Эрэгтэй,2012,69.8
Улаанбаатар,50-54,Эрэгтэй,2011,71.5
Улаанбаатар,50-54,Эрэгтэй,2010,71.9
Улаанбаатар,50-54,Эрэгтэй,2009,72.7
Улаанбаатар,50-54,Эмэгтэй,2025,71.9
Улаанбаатар,50-54,Эмэгтэй,2024,70.4
Улаанбаатар,50-54,Эмэгтэй,2023,66.9
Улаанбаатар,50-54,Эмэгтэй,2022,71.6
Улаанбаатар,50-54,Эмэгтэй,2021,62.7
Улаанбаатар,50-54,Эмэгтэй,2020,68.9
Улаанбаатар,50-54,Эмэгтэй,2019,64.8
Улаанбаатар,50-54,Эмэгтэй,2018,58.0
Улаанбаатар,50-54,Эмэгтэй,2017,58.5
Улаанбаатар,50-54,Эмэгтэй,2016,60.8
Улаанбаатар,50-54,Эмэгтэй,2015,56.9
Улаанбаатар,50-54,Эмэгтэй,2014,58.2
Улаанбаатар,50-54,Эмэгтэй,2013,62.6
Улаанбаатар,50-54,Эмэгтэй,2012,57.5
Улаанбаатар,50-54,Эмэгтэй,2011,54.4
Улаанбаатар,50-54,Эмэгтэй,2010,57.3
Улаанбаатар,50-54,Эмэгтэй,2009,55.0
Улаанбаатар,55-59,Нийт,2025,59.2
Улаанбаатар,55-59,Нийт,2024,51.3
Улаанбаатар,55-59,Нийт,2023,49.2
Улаанбаатар,55-59,Нийт,2022,43.4
Улаанбаатар,55-59,Нийт,2021,37.6
Улаанбаатар,55-59,Нийт,2020,36.0
Улаанбаатар,55-59,Нийт,2019,41.1
Улаанбаатар,55-59,Нийт,2018,37.4
Улаанбаатар,55-59,Нийт,2017,33.3
Улаанбаатар,55-59,Нийт,2016,35.1
Улаанбаатар,55-59,Нийт,2015,33.0
Улаанбаатар,55-59,Нийт,2014,32.9
Улаанбаатар,55-59,Нийт,2013,37.5
Улаанбаатар,55-59,Нийт,2012,36.0
Улаанбаатар,55-59,Нийт,2011,36.8
Улаанбаатар,55-59,Нийт,2010,40.2
Улаанбаатар,55-59,Нийт,2009,33.4
Улаанбаатар,55-59,Эрэгтэй,2025,66.0
Улаанбаатар,55-59,Эрэгтэй,2024,69.7
Улаанбаатар,55-59,Эрэгтэй,2023,63.3
Улаанбаатар,55-59,Эрэгтэй,2022,60.7
Улаанбаатар,55-59,Эрэгтэй,2021,51.5
Улаанбаатар,55-59,Эрэгтэй,2020,48.9
Улаанбаатар,55-59,Эрэгтэй,2019,64.6
Улаанбаатар,55-59,Эрэгтэй,2018,52.6
Улаанбаатар,55-59,Эрэгтэй,2017,46.1
Улаанбаатар,55-59,Эрэгтэй,2016,52.5
Улаанбаатар,55-59,Эрэгтэй,2015,52.3
Улаанбаатар,55-59,Эрэгтэй,2014,48.8
Улаанбаатар,55-59,Эрэгтэй,2013,49.4
Улаанбаатар,55-59,Эрэгтэй,2012,50.4
Улаанбаатар,55-59,Эрэгтэй,2011,51.0
Улаанбаатар,55-59,Эрэгтэй,2010,54.7
Улаанбаатар,55-59,Эрэгтэй,2009,53.3
Улаанбаатар,55-59,Эмэгтэй,2025,53.4
Улаанбаатар,55-59,Эмэгтэй,2024,36.3
Улаанбаатар,55-59,Эмэгтэй,2023,38.0
Улаанбаатар,55-59,Эмэгтэй,2022,29.3
Улаанбаатар,55-59,Эмэгтэй,2021,27.9
Улаанбаатар,55-59,Эмэгтэй,2020,28.7
Улаанбаатар,55-59,Эмэгтэй,2019,26.5
Улаанбаатар,55-59,Эмэгтэй,2018,24.6
Улаанбаатар,55-59,Эмэгтэй,2017,23.2
Улаанбаатар,55-59,Эмэгтэй,2016,22.5
Улаанбаатар,55-59,Эмэгтэй,2015,20.1
Улаанбаатар,55-59,Эмэгтэй,2014,20.9
Улаанбаатар,55-59,Эмэгтэй,2013,29.3
Улаанбаатар,55-59,Эмэгтэй,2012,24.8
Улаанбаатар,55-59,Эмэгтэй,2011,23.7
Улаанбаатар,55-59,Эмэгтэй,2010,27.0
Улаанбаатар,55-59,Эмэгтэй,2009,16.9
Улаанбаатар,60-64,Нийт,2025,25.3
Улаанбаатар,60-64,Нийт,2024,27.0
Улаанбаатар,60-64,Нийт,2023,17.1
Улаанбаатар,60-64,Нийт,2022,21.0
Улаанбаатар,60-64,Нийт,2021,13.7
Улаанбаатар,60-64,Нийт,2020,15.0
Улаанбаатар,60-64,Нийт,2019,16.5
Улаанбаатар,60-64,Нийт,2018,9.5
Улаанбаатар,60-64,Нийт,2017,13.0
Улаанбаатар,60-64,Нийт,2016,10.7
Улаанбаатар,60-64,Нийт,2015,10.3
Улаанбаатар,60-64,Нийт,2014,12.0
Улаанбаатар,60-64,Нийт,2013,10.1
Улаанбаатар,60-64,Нийт,2012,10.4
Улаанбаатар,60-64,Нийт,2011,14.6
Улаанбаатар,60-64,Нийт,2010,14.9
Улаанбаатар,60-64,Нийт,2009,10.9
Улаанбаатар,60-64,Эрэгтэй,2025,39.2
Улаанбаатар,60-64,Эрэгтэй,2024,39.3
Улаанбаатар,60-64,Эрэгтэй,2023,21.3
Улаанбаатар,60-64,Эрэгтэй,2022,24.0
Улаанбаатар,60-64,Эрэгтэй,2021,19.5
Улаанбаатар,60-64,Эрэгтэй,2020,24.9
Улаанбаатар,60-64,Эрэгтэй,2019,14.9
Улаанбаатар,60-64,Эрэгтэй,2018,12.5
Улаанбаатар,60-64,Эрэгтэй,2017,15.7
Улаанбаатар,60-64,Эрэгтэй,2016,16.0
Улаанбаатар,60-64,Эрэгтэй,2015,11.1
Улаанбаатар,60-64,Эрэгтэй,2014,16.9
Улаанбаатар,60-64,Эрэгтэй,2013,12.5
Улаанбаатар,60-64,Эрэгтэй,2012,16.4
Улаанбаатар,60-64,Эрэгтэй,2011,20.1
Улаанбаатар,60-64,Эрэгтэй,2010,22.3
Улаанбаатар,60-64,Эрэгтэй,2009,14.0
Улаанбаатар,60-64,Эмэгтэй,2025,14.9
Улаанбаатар,60-64,Эмэгтэй,2024,19.6
Улаанбаатар,60-64,Эмэгтэй,2023,14.4
Улаанбаатар,60-64,Эмэгтэй,2022,18.8
Улаанбаатар,60-64,Эмэгтэй,2021,8.8
Улаанбаатар,60-64,Эмэгтэй,2020,9.0
Улаанбаатар,60-64,Эмэгтэй,2019,17.4
Улаанбаатар,60-64,Эмэгтэй,2018,7.5
Улаанбаатар,60-64,Эмэгтэй,2017,11.2
Улаанбаатар,60-64,Эмэгтэй,2016,6.9
Улаанбаатар,60-64,Эмэгтэй,2015,9.7
Улаанбаатар,60-64,Эмэгтэй,2014,8.3
Улаанбаатар,60-64,Эмэгтэй,2013,8.1
Улаанбаатар,60-64,Эмэгтэй,2012,5.5
Улаанбаатар,60-64,Эмэгтэй,2011,10.3
Улаанбаатар,60-64,Эмэгтэй,2010,9.1
Улаанбаатар,60-64,Эмэгтэй,2009,8.5
Улаанбаатар,65-69,Нийт,2025,15.3
Улаанбаатар,65-69,Нийт,2024,11.8
Улаанбаатар,65-69,Нийт,2023,10.8
Улаанбаатар,65-69,Нийт,2022,4.3
Улаанбаатар,65-69,Нийт,2021,8.3
Улаанбаатар,65-69,Нийт,2020,11.4
Улаанбаатар,65-69,Нийт,2019,4.7
Улаанбаатар,65-69,Нийт,2018,4.8
Улаанбаатар,65-69,Нийт,2017,5.3
Улаанбаатар,65-69,Нийт,2016,7.1
Улаанбаатар,65-69,Нийт,2015,4.6
Улаанбаатар,65-69,Нийт,2014,5.5
Улаанбаатар,65-69,Нийт,2013,2.0
Улаанбаатар,65-69,Нийт,2012,8.3
Улаанбаатар,65-69,Нийт,2011,6.3
Улаанбаатар,65-69,Нийт,2010,7.4
Улаанбаатар,65-69,Нийт,2009,3.8
Улаанбаатар,65-69,Эрэгтэй,2025,25.4
Улаанбаатар,65-69,Эрэгтэй,2024,10.5
Улаанбаатар,65-69,Эрэгтэй,2023,10.8
Улаанбаатар,65-69,Эрэгтэй,2022,7.5
Улаанбаатар,65-69,Эрэгтэй,2021,13.4
Улаанбаатар,65-69,Эрэгтэй,2020,18.4
Улаанбаатар,65-69,Эрэгтэй,2019,5.2
Улаанбаатар,65-69,Эрэгтэй,2018,7.5
Улаанбаатар,65-69,Эрэгтэй,2017,6.1
Улаанбаатар,65-69,Эрэгтэй,2016,11.3
Улаанбаатар,65-69,Эрэгтэй,2015,5.3
Улаанбаатар,65-69,Эрэгтэй,2014,6.4
Улаанбаатар,65-69,Эрэгтэй,2013,4.8
Улаанбаатар,65-69,Эрэгтэй,2012,12.2
Улаанбаатар,65-69,Эрэгтэй,2011,10.2
Улаанбаатар,65-69,Эрэгтэй,2010,10.7
Улаанбаатар,65-69,Эрэгтэй,2009,3.8
Улаанбаатар,65-69,Эмэгтэй,2025,10.0
Улаанбаатар,65-69,Эмэгтэй,2024,13.0
Улаанбаатар,65-69,Эмэгтэй,2023,10.8
Улаанбаатар,65-69,Эмэгтэй,2022,2.2
Улаанбаатар,65-69,Эмэгтэй,2021,4.8
Улаанбаатар,65-69,Эмэгтэй,2020,7.1
Улаанбаатар,65-69,Эмэгтэй,2019,4.4
Улаанбаатар,65-69,Эмэгтэй,2018,3.0
Улаанбаатар,65-69,Эмэгтэй,2017,4.7
Улаанбаатар,65-69,Эмэгтэй,2016,3.8
Улаанбаатар,65-69,Эмэгтэй,2015,4.2
Улаанбаатар,65-69,Эмэгтэй,2014,4.9
Улаанбаатар,65-69,Эмэгтэй,2013,0.0
Улаанбаатар,65-69,Эмэгтэй,2012,5.2
Улаанбаатар,65-69,Эмэгтэй,2011,3.5
Улаанбаатар,65-69,Эмэгтэй,2010,4.5
Улаанбаатар,65-69,Эмэгтэй,2009,3.7
Улаанбаатар,70+,Нийт,2025,4.0
Улаанбаатар,70+,Нийт,2024,1.8
Улаанбаатар,70+,Нийт,2023,2.8
Улаанбаатар,70+,Нийт,2022,2.6
Улаанбаатар,70+,Нийт,2021,1.4
Улаанбаатар,70+,Нийт,2020,4.1
Улаанбаатар,70+,Нийт,2019,5.0
Улаанбаатар,70+,Нийт,2018,2.4
Улаанбаатар,70+,Нийт,2017,1.2
Улаанбаатар,70+,Нийт,2016,1.2
Улаанбаатар,70+,Нийт,2015,1.5
Улаанбаатар,70+,Нийт,2014,3.4
Улаанбаатар,70+,Нийт,2013,0.2
Улаанбаатар,70+,Нийт,2012,3.5
Улаанбаатар,70+,Нийт,2011,5.2
Улаанбаатар,70+,Нийт,2010,2.4
Улаанбаатар,70+,Нийт,2009,2.3
Улаанбаатар,70+,Эрэгтэй,2025,2.8
Улаанбаатар,70+,Эрэгтэй,2024,3.9
Улаанбаатар,70+,Эрэгтэй,2023,4.9
Улаанбаатар,70+,Эрэгтэй,2022,3.3
Улаанбаатар,70+,Эрэгтэй,2021,2.1
Улаанбаатар,70+,Эрэгтэй,2020,9.7
Улаанбаатар,70+,Эрэгтэй,2019,6.1
Улаанбаатар,70+,Эрэгтэй,2018,3.0
Улаанбаатар,70+,Эрэгтэй,2017,1.1
Улаанбаатар,70+,Эрэгтэй,2016,2.5
Улаанбаатар,70+,Эрэгтэй,2015,3.4
Улаанбаатар,70+,Эрэгтэй,2014,6.6
