Бүс,Насны бүлэг,Хүйс,Он,value
Өмнөговь,45-49,Эмэгтэй,2011,90.6
Өмнөговь,45-49,Эмэгтэй,2010,92.8
Өмнөговь,45-49,Эмэгтэй,2009,89.2
Өмнөговь,50-54,Нийт,2025,89.5
Өмнөговь,50-54,Нийт,2024,93.5
Өмнөговь,50-54,Нийт,2023,89.9
Өмнөговь,50-54,Нийт,2022,88.7
Өмнөговь,50-54,Нийт,2021,81.8
Өмнөговь,50-54,Нийт,2020,82.7
Өмнөговь,50-54,Нийт,2019,81.9
Өмнөговь,50-54,Нийт,2018,84.2
Өмнөговь,50-54,Нийт,2017,82.2
Өмнөговь,50-54,Нийт,2016,83.3
Өмнөговь,50-54,Нийт,2015,81.7
Өмнөговь,50-54,Нийт,2014,85.2
Өмнөговь,50-54,Нийт,2013,75.4
Өмнөговь,50-54,Нийт,2012,83.2
Өмнөговь,50-54,Нийт,2011,91.5
Өмнөговь,50-54,Нийт,2010,90.8
Өмнөговь,50-54,Нийт,2009,70.6
Өмнөговь,50-54,Эрэгтэй,2025,85.5
Өмнөговь,50-54,Эрэгтэй,2024,93.7
Өмнөговь,50-54,Эрэгтэй,2023,97.3
Өмнөговь,50-54,Эрэгтэй,2022,92.8
Өмнөговь,50-54,Эрэгтэй,2021,100.0
Өмнөговь,50-54,Эрэгтэй,2020,82.7
Өмнөговь,50-54,Эрэгтэй,2019,91.2
Өмнөговь,50-54,Эрэгтэй,2018,87.8
Өмнөговь,50-54,Эрэгтэй,2017,82.3
Өмнөговь,50-54,Эрэгтэй,2016,87.5
Өмнөговь,50-54,Эрэгтэй,2015,83.3
Өмнөговь,50-54,Эрэгтэй,2014,84.3
Өмнөговь,50-54,Эрэгтэй,2013,83.5
Өмнөговь,50-54,Эрэгтэй,2012,90.8
Өмнөговь,50-54,Эрэгтэй,2011,90.9
Өмнөговь,50-54,Эрэгтэй,2010,90.8
Өмнөговь,50-54,Эрэгтэй,2009,85.8
Өмнөговь,50-54,Эмэгтэй,2025,93.1
Өмнөговь,50-54,Эмэгтэй,2024,93.4
Өмнөговь,50-54,Эмэгтэй,2023,84.8
Өмнөговь,50-54,Эмэгтэй,2022,83.5
Өмнөговь,50-54,Эмэгтэй,2021,69.8
Өмнөговь,50-54,Эмэгтэй,2020,82.8
Өмнөговь,50-54,Эмэгтэй,2019,75.7
Өмнөговь,50-54,Эмэгтэй,2018,81.0
Өмнөговь,50-54,Эмэгтэй,2017,82.2
Өмнөговь,50-54,Эмэгтэй,2016,77.1
Өмнөговь,50-54,Эмэгтэй,2015,80.3
Өмнөговь,50-54,Эмэгтэй,2014,86.3
Өмнөговь,50-54,Эмэгтэй,2013,69.9
Өмнөговь,50-54,Эмэгтэй,2012,78.0
Өмнөговь,50-54,Эмэгтэй,2011,92.3
Өмнөговь,50-54,Эмэгтэй,2010,90.7
Өмнөговь,50-54,Эмэгтэй,2009,59.9
Өмнөговь,55-59,Нийт,2025,63.5
Өмнөговь,55-59,Нийт,2024,62.8
Өмнөговь,55-59,Нийт,2023,50.5
Өмнөговь,55-59,Нийт,2022,67.2
Өмнөговь,55-59,Нийт,2021,63.2
Өмнөговь,55-59,Нийт,2020,61.4
Өмнөговь,55-59,Нийт,2019,57.5
Өмнөговь,55-59,Нийт,2018,52.0
Өмнөговь,55-59,Нийт,2017,57.6
Өмнөговь,55-59,Нийт,2016,60.7
Өмнөговь,55-59,Нийт,2015,61.4
Өмнөговь,55-59,Нийт,2014,56.2
Өмнөговь,55-59,Нийт,2013,57.4
Өмнөговь,55-59,Нийт,2012,31.5
Өмнөговь,55-59,Нийт,2011,78.0
Өмнөговь,55-59,Нийт,2010,58.9
Өмнөговь,55-59,Нийт,2009,66.6
Өмнөговь,55-59,Эрэгтэй,2025,89.9
Өмнөговь,55-59,Эрэгтэй,2024,72.6
Өмнөговь,55-59,Эрэгтэй,2023,75.1
Өмнөговь,55-59,Эрэгтэй,2022,65.8
Өмнөговь,55-59,Эрэгтэй,2021,71.0
Өмнөговь,55-59,Эрэгтэй,2020,65.2
Өмнөговь,55-59,Эрэгтэй,2019,69.6
Өмнөговь,55-59,Эрэгтэй,2018,65.9
Өмнөговь,55-59,Эрэгтэй,2017,72.2
Өмнөговь,55-59,Эрэгтэй,2016,72.8
Өмнөговь,55-59,Эрэгтэй,2015,81.3
Өмнөговь,55-59,Эрэгтэй,2014,82.2
Өмнөговь,55-59,Эрэгтэй,2013,59.5
Өмнөговь,55-59,Эрэгтэй,2012,62.5
Өмнөговь,55-59,Эрэгтэй,2011,80.5
Өмнөговь,55-59,Эрэгтэй,2010,77.1
Өмнөговь,55-59,Эрэгтэй,2009,80.2
Өмнөговь,55-59,Эмэгтэй,2025,44.3
Өмнөговь,55-59,Эмэгтэй,2024,56.2
Өмнөговь,55-59,Эмэгтэй,2023,34.7
Өмнөговь,55-59,Эмэгтэй,2022,68.3
Өмнөговь,55-59,Эмэгтэй,2021,53.7
Өмнөговь,55-59,Эмэгтэй,2020,57.8
Өмнөговь,55-59,Эмэгтэй,2019,44.7
Өмнөговь,55-59,Эмэгтэй,2018,34.4
Өмнөговь,55-59,Эмэгтэй,2017,43.6
Өмнөговь,55-59,Эмэгтэй,2016,51.8
Өмнөговь,55-59,Эмэгтэй,2015,36.4
Өмнөговь,55-59,Эмэгтэй,2014,36.6
Өмнөговь,55-59,Эмэгтэй,2013,55.7
Өмнөговь,55-59,Эмэгтэй,2012,14.0
Өмнөговь,55-59,Эмэгтэй,2011,74.3
Өмнөговь,55-59,Эмэгтэй,2010,46.1
Өмнөговь,55-59,Эмэгтэй,2009,49.6
Өмнөговь,60-64,Нийт,2025,33.2
Өмнөговь,60-64,Нийт,2024,22.9
Өмнөговь,60-64,Нийт,2023,26.3
Өмнөговь,60-64,Нийт,2022,46.6
Өмнөговь,60-64,Нийт,2021,50.1
Өмнөговь,60-64,Нийт,2020,49.7
Өмнөговь,60-64,Нийт,2019,40.1
Өмнөговь,60-64,Нийт,2018,47.1
Өмнөговь,60-64,Нийт,2017,29.8
Өмнөговь,60-64,Нийт,2016,27.8
Өмнөговь,60-64,Нийт,2015,25.9
Өмнөговь,60-64,Нийт,2014,43.6
Өмнөговь,60-64,Нийт,2013,15.6
Өмнөговь,60-64,Нийт,2012,32.3
Өмнөговь,60-64,Нийт,2011,63.6
Өмнөговь,60-64,Нийт,2010,100.0
Өмнөговь,60-64,Нийт,2009,71.3
Өмнөговь,60-64,Эрэгтэй,2025,43.7
Өмнөговь,60-64,Эрэгтэй,2024,33.9
Өмнөговь,60-64,Эрэгтэй,2023,49.0
Өмнөговь,60-64,Эрэгтэй,2022,34.3
Өмнөговь,60-64,Эрэгтэй,2021,27.1
Өмнөговь,60-64,Эрэгтэй,2020,68.7
Өмнөговь,60-64,Эрэгтэй,2019,47.7
Өмнөговь,60-64,Эрэгтэй,2018,42.6
Өмнөговь,60-64,Эрэгтэй,2017,30.6
Өмнөговь,60-64,Эрэгтэй,2016,38.3
Өмнөговь,60-64,Эрэгтэй,2015,25.9
Өмнөговь,60-64,Эрэгтэй,2014,37.3
Өмнөговь,60-64,Эрэгтэй,2013,26.8
Өмнөговь,60-64,Эрэгтэй,2012,31.1
Өмнөговь,60-64,Эрэгтэй,2011,34.5
Өмнөговь,60-64,Эрэгтэй,2010,100.0
Өмнөговь,60-64,Эрэгтэй,2009,100.0
Өмнөговь,60-64,Эмэгтэй,2025,24.2
Өмнөговь,60-64,Эмэгтэй,2024,13.8
Өмнөговь,60-64,Эмэгтэй,2023,10.3
Өмнөговь,60-64,Эмэгтэй,2022,52.9
Өмнөговь,60-64,Эмэгтэй,2021,66.7
Өмнөговь,60-64,Эмэгтэй,2020,36.4
Өмнөговь,60-64,Эмэгтэй,2019,35.0
Өмнөговь,60-64,Эмэгтэй,2018,50.9
Өмнөговь,60-64,Эмэгтэй,2017,29.2
Өмнөговь,60-64,Эмэгтэй,2016,18.8
Өмнөговь,60-64,Эмэгтэй,2015,25.8
Өмнөговь,60-64,Эмэгтэй,2014,57.9
Өмнөговь,60-64,Эмэгтэй,2013,5.4
Өмнөговь,60-64,Эмэгтэй,2012,33.1
Өмнөговь,60-64,Эмэгтэй,2011,73.8
Өмнөговь,60-64,Эмэгтэй,2010,
Өмнөговь,60-64,Эмэгтэй,2009,49.8
Өмнөговь,65-69,Нийт,2025,33.6
Өмнөговь,65-69,Нийт,2024,24.1
Өмнөговь,65-69,Нийт,2023,37.4
Өмнөговь,65-69,Нийт,2022,60.9
Өмнөговь,65-69,Нийт,2021,19.3
Өмнөговь,65-69,Нийт,2020,23.2
Өмнөговь,65-69,Нийт,2019,45.9
Өмнөговь,65-69,Нийт,2018,19.5
Өмнөговь,65-69,Нийт,2017,23.2
Өмнөговь,65-69,Нийт,2016,25.6
Өмнөговь,65-69,Нийт,2015,36.2
Өмнөговь,65-69,Нийт,2014,17.2
Өмнөговь,65-69,Нийт,2013,23.8
Өмнөговь,65-69,Нийт,2012,30.2
Өмнөговь,65-69,Нийт,2011,54.1
Өмнөговь,65-69,Нийт,2010,44.8
Өмнөговь,65-69,Нийт,2009,26.2
Өмнөговь,65-69,Эрэгтэй,2025,40.1
Өмнөговь,65-69,Эрэгтэй,2024,27.7
Өмнөговь,65-69,Эрэгтэй,2023,36.1
Өмнөговь,65-69,Эрэгтэй,2022,74.5
Өмнөговь,65-69,Эрэгтэй,2021,22.8
Өмнөговь,65-69,Эрэгтэй,2020,16.5
Өмнөговь,65-69,Эрэгтэй,2019,20.9
Өмнөговь,65-69,Эрэгтэй,2018,0.0
Өмнөговь,65-69,Эрэгтэй,2017,14.4
Өмнөговь,65-69,Эрэгтэй,2016,35.7
Өмнөговь,65-69,Эрэгтэй,2015,44.3
Өмнөговь,65-69,Эрэгтэй,2014,22.2
Өмнөговь,65-69,Эрэгтэй,2013,23.3
Өмнөговь,65-69,Эрэгтэй,2012,28.8
Өмнөговь,65-69,Эрэгтэй,2011,64.6
Өмнөговь,65-69,Эрэгтэй,2010,65.1
Өмнөговь,65-69,Эрэгтэй,2009,
Өмнөговь,65-69,Эмэгтэй,2025,30.5
Өмнөговь,65-69,Эмэгтэй,2024,13.5
Өмнөговь,65-69,Эмэгтэй,2023,37.9
Өмнөговь,65-69,Эмэгтэй,2022,41.4
Өмнөговь,65-69,Эмэгтэй,2021,12.7
Өмнөговь,65-69,Эмэгтэй,2020,26.1
Өмнөговь,65-69,Эмэгтэй,2019,72.4
Өмнөговь,65-69,Эмэгтэй,2018,27.1
Өмнөговь,65-69,Эмэгтэй,2017,28.8
Өмнөговь,65-69,Эмэгтэй,2016,10.1
Өмнөговь,65-69,Эмэгтэй,2015,30.4
Өмнөговь,65-69,Эмэгтэй,2014,11.6
Өмнөговь,65-69,Эмэгтэй,2013,24.2
Өмнөговь,65-69,Эмэгтэй,2012,32.3
Өмнөговь,65-69,Эмэгтэй,2011,50.2
Өмнөговь,65-69,Эмэгтэй,2010,32.0
Өмнөговь,65-69,Эмэгтэй,2009,26.2
Өмнөговь,70+,Нийт,2025,3.8
Өмнөговь,70+,Нийт,2024,6.6
Өмнөговь,70+,Нийт,2023,11.5
Өмнөговь,70+,Нийт,2022,21.5
Өмнөговь,70+,Нийт,2021,24.1
Өмнөговь,70+,Нийт,2020,53.8
Өмнөговь,70+,Нийт,2019,22.9
Өмнөговь,70+,Нийт,2018,20.8
Өмнөговь,70+,Нийт,2017,12.4
Өмнөговь,70+,Нийт,2016,14.8
Өмнөговь,70+,Нийт,2015,9.7
Өмнөговь,70+,Нийт,2014,8.6
Өмнөговь,70+,Нийт,2013,12.2
Өмнөговь,70+,Нийт,2012,27.1
Өмнөговь,70+,Нийт,2011,30.5
Өмнөговь,70+,Нийт,2010,7.9
Өмнөговь,70+,Нийт,2009,0.0
Өмнөговь,70+,Эрэгтэй,2025,4.1
Өмнөговь,70+,Эрэгтэй,2024,3.0
Өмнөговь,70+,Эрэгтэй,2023,28.4
Өмнөговь,70+,Эрэгтэй,2022,32.1
Өмнөговь,70+,Эрэгтэй,2021,28.1
Өмнөговь,70+,Эрэгтэй,2020,75.1
Өмнөговь,70+,Эрэгтэй,2019,27.0
Өмнөговь,70+,Эрэгтэй,2018,40.8
Өмнөговь,70+,Эрэгтэй,2017,16.4
Өмнөговь,70+,Эрэгтэй,2016,24.5
Өмнөговь,70+,Эрэгтэй,2015,9.5
Өмнөговь,70+,Эрэгтэй,2014,18.5
Өмнөговь,70+,Эрэгтэй,2013,18.3
Өмнөговь,70+,Эрэгтэй,2012,37.6
Өмнөговь,70+,Эрэгтэй,2011,63.2
Өмнөговь,70+,Эрэгтэй,2010,7.3
Өмнөговь,70+,Эрэгтэй,2009,0.0
Өмнөговь,70+,Эмэгтэй,2025,3.5
Өмнөговь,70+,Эмэгтэй,2024,8.9
Өмнөговь,70+,Эмэгтэй,2023,4.6
Өмнөговь,70+,Эмэгтэй,2022,4.1
Өмнөговь,70+,Эмэгтэй,2021,21.4
Өмнөговь,70+,Эмэгтэй,2020,43.4
Өмнөговь,70+,Эмэгтэй,2019,20.4
Өмнөговь,70+,Эмэгтэй,2018,9.9
Өмнөговь,70+,Эмэгтэй,2017,8.5
Өмнөговь,70+,Эмэгтэй,2016,8.5
Өмнөговь,70+,Эмэгтэй,2015,9.8
Өмнөговь,70+,Эмэгтэй,2014,0.0
Өмнөговь,70+,Эмэгтэй,2013,7.4
Өмнөговь,70+,Эмэгтэй,2012,21.2
Өмнөговь,70+,Эмэгтэй,2011,18.0
Өмнөговь,70+,Эмэгтэй,2010,8.6
Өмнөговь,70+,Эмэгтэй,2009,0.0
Улаанбаатар,Бүгд,Нийт,2025,58.6
Улаанбаатар,Бүгд,Нийт,2024,58.3
Улаанбаатар,Бүгд,Нийт,2023,53.8
Улаанбаатар,Бүгд,Нийт,2022,55.9
Улаанбаатар,Бүгд,Нийт,2021,52.3
Улаанбаатар,Бүгд,Нийт,2020,55.5
Улаанбаатар,Бүгд,Нийт,2019,56.8
Улаанбаатар,Бүгд,Нийт,2018,53.4
Улаанбаатар,Бүгд,Нийт,2017,52.6
Улаанбаатар,Бүгд,Нийт,2016,52.1
Улаанбаатар,Бүгд,Нийт,2015,53.8
Улаанбаатар,Бүгд,Нийт,2014,54.7
Улаанбаатар,Бүгд,Нийт,2013,52.9
Улаанбаатар,Бүгд,Нийт,2012,53.5
Улаанбаатар,Бүгд,Нийт,2011,53.9
Улаанбаатар,Бүгд,Нийт,2010,52.8
Улаанбаатар,Бүгд,Нийт,2009,52.9
Улаанбаатар,Бүгд,Эрэгтэй,2025,69.0
Улаанбаатар,Бүгд,Эрэгтэй,2024,68.8
Улаанбаатар,Бүгд,Эрэгтэй,2023,64.3
Улаанбаатар,Бүгд,Эрэгтэй,2022,64.9
Улаанбаатар,Бүгд,Эрэгтэй,2021,61.1
Улаанбаатар,Бүгд,Эрэгтэй,2020,65.8
Улаанбаатар,Бүгд,Эрэгтэй,2019,66.7
Улаанбаатар,Бүгд,Эрэгтэй,2018,63.6
Улаанбаатар,Бүгд,Эрэгтэй,2017,59.7
Улаанбаатар,Бүгд,Эрэгтэй,2016,60.8
Улаанбаатар,Бүгд,Эрэгтэй,2015,62.1
Улаанбаатар,Бүгд,Эрэгтэй,2014,62.6
Улаанбаатар,Бүгд,Эрэгтэй,2013,60.5
Улаанбаатар,Бүгд,Эрэгтэй,2012,59.6
Улаанбаатар,Бүгд,Эрэгтэй,2011,61.4
Улаанбаатар,Бүгд,Эрэгтэй,2010,59.7
Улаанбаатар,Бүгд,Эрэгтэй,2009,60.2
Улаанбаатар,Бүгд,Эмэгтэй,2025,49.1
Улаанбаатар,Бүгд,Эмэгтэй,2024,49.2
Улаанбаатар,Бүгд,Эмэгтэй,2023,44.7
Улаанбаатар,Бүгд,Эмэгтэй,2022,47.8
Улаанбаатар,Бүгд,Эмэгтэй,2021,44.4
Улаанбаатар,Бүгд,Эмэгтэй,2020,46.6
Улаанбаатар,Бүгд,Эмэгтэй,2019,48.1
Улаанбаатар,Бүгд,Эмэгтэй,2018,44.8
Улаанбаатар,Бүгд,Эмэгтэй,2017,46.3
Улаанбаатар,Бүгд,Эмэгтэй,2016,44.4
Улаанбаатар,Бүгд,Эмэгтэй,2015,46.6
Улаанбаатар,Бүгд,Эмэгтэй,2014,47.7
Улаанбаатар,Бүгд,Эмэгтэй,2013,46.4
Улаанбаатар,Бүгд,Эмэгтэй,2012,48.0
Улаанбаатар,Бүгд,Эмэгтэй,2011,47.2
Улаанбаатар,Бүгд,Эмэгтэй,2010,46.7
Улаанбаатар,Бүгд,Эмэгтэй,2009,46.6
Улаанбаатар,15-19,Нийт,2025,6.5
Улаанбаатар,15-19,Нийт,2024,8.5
Улаанбаатар,15-19,Нийт,2023,7.0
Улаанбаатар,15-19,Нийт,2022,9.2
Улаанбаатар,15-19,Нийт,2021,7.8
Улаанбаатар,15-19,Нийт,2020,7.4
Улаанбаатар,15-19,Нийт,2019,8.9
Улаанбаатар,15-19,Нийт,2018,7.6
Улаанбаатар,15-19,Нийт,2017,4.5
Улаанбаатар,15-19,Нийт,2016,4.6
Улаанбаатар,15-19,Нийт,2015,6.2
Улаанбаатар,15-19,Нийт,2014,6.0
Улаанбаатар,15-19,Нийт,2013,4.8
Улаанбаатар,15-19,Нийт,2012,8.1
Улаанбаатар,15-19,Нийт,2011,6.5
Улаанбаатар,15-19,Нийт,2010,5.0
Улаанбаатар,15-19,Нийт,2009,6.4
Улаанбаатар,15-19,Эрэгтэй,2025,7.6
Улаанбаатар,15-19,Эрэгтэй,2024,9.5
Улаанбаатар,15-19,Эрэгтэй,2023,9.3
Улаанбаатар,15-19,Эрэгтэй,2022,11.4
Улаанбаатар,15-19,Эрэгтэй,2021,11.8
Улаанбаатар,15-19,Эрэгтэй,2020,10.1
Улаанбаатар,15-19,Эрэгтэй,2019,12.6
Улаанбаатар,15-19,Эрэгтэй,2018,12.2
Улаанбаатар,15-19,Эрэгтэй,2017,4.5
Улаанбаатар,15-19,Эрэгтэй,2016,6.0
Улаанбаатар,15-19,Эрэгтэй,2015,7.1
Улаанбаатар,15-19,Эрэгтэй,2014,6.1
Улаанбаатар,15-19,Эрэгтэй,2013,6.6
Улаанбаатар,15-19,Эрэгтэй,2012,10.6
Улаанбаатар,15-19,Эрэгтэй,2011,8.0
Улаанбаатар,15-19,Эрэгтэй,2010,6.6
Улаанбаатар,15-19,Эрэгтэй,2009,8.1
Улаанбаатар,15-19,Эмэгтэй,2025,5.3
Улаанбаатар,15-19,Эмэгтэй,2024,7.6
Улаанбаатар,15-19,Эмэгтэй,2023,4.5
Улаанбаатар,15-19,Эмэгтэй,2022,6.3
Улаанбаатар,15-19,Эмэгтэй,2021,3.4
Улаанбаатар,15-19,Эмэгтэй,2020,5.1
Улаанбаатар,15-19,Эмэгтэй,2019,5.1
Улаанбаатар,15-19,Эмэгтэй,2018,2.9
Улаанбаатар,15-19,Эмэгтэй,2017,4.6
Улаанбаатар,15-19,Эмэгтэй,2016,3.0
Улаанбаатар,15-19,Эмэгтэй,2015,5.2
Улаанбаатар,15-19,Эмэгтэй,2014,5.8
Улаанбаатар,15-19,Эмэгтэй,2013,3.2
Улаанбаатар,15-19,Эмэгтэй,2012,5.7
Улаанбаатар,15-19,Эмэгтэй,2011,5.1
Улаанбаатар,15-19,Эмэгтэй,2010,3.4
Улаанбаатар,15-19,Эмэгтэй,2009,4.7
Улаанбаатар,20-24,Нийт,2025,53.1
Улаанбаатар,20-24,Нийт,2024,52.8
Улаанбаатар,20-24,Нийт,2023,42.1
Улаанбаатар,20-24,Нийт,2022,51.2
Улаанбаатар,20-24,Нийт,2021,39.1
Улаанбаатар,20-24,Нийт,2020,45.9
Улаанбаатар,20-24,Нийт,2019,52.4
Улаанбаатар,20-24,Нийт,2018,42.8
Улаанбаатар,20-24,Нийт,2017,37.7
Улаанбаатар,20-24,Нийт,2016,41.7
Улаанбаатар,20-24,Нийт,2015,45.9
Улаанбаатар,20-24,Нийт,2014,44.1
Улаанбаатар,20-24,Нийт,2013,41.8
Улаанбаатар,20-24,Нийт,2012,41.2
Улаанбаатар,20-24,Нийт,2011,40.7
Улаанбаатар,20-24,Нийт,2010,38.0
Улаанбаатар,20-24,Нийт,2009,41.5
Улаанбаатар,20-24,Эрэгтэй,2025,64.4
Улаанбаатар,20-24,Эрэгтэй,2024,64.8
Улаанбаатар,20-24,Эрэгтэй,2023,55.9
Улаанбаатар,20-24,Эрэгтэй,2022,56.5
Улаанбаатар,20-24,Эрэгтэй,2021,48.0
Улаанбаатар,20-24,Эрэгтэй,2020,53.2
Улаанбаатар,20-24,Эрэгтэй,2019,59.5
Улаанбаатар,20-24,Эрэгтэй,2018,48.6
Улаанбаатар,20-24,Эрэгтэй,2017,43.6
Улаанбаатар,20-24,Эрэгтэй,2016,52.9
Улаанбаатар,20-24,Эрэгтэй,2015,51.9
Улаанбаатар,20-24,Эрэгтэй,2014,51.5
Улаанбаатар,20-24,Эрэгтэй,2013,51.5
Улаанбаатар,20-24,Эрэгтэй,2012,46.7
Улаанбаатар,20-24,Эрэгтэй,2011,48.9
Улаанбаатар,20-24,Эрэгтэй,2010,45.4
Улаанбаатар,20-24,Эрэгтэй,2009,50.3
Улаанбаатар,20-24,Эмэгтэй,2025,42.7
Улаанбаатар,20-24,Эмэгтэй,2024,40.4
Улаанбаатар,20-24,Эмэгтэй,2023,29.3
Улаанбаатар,20-24,Эмэгтэй,2022,46.4
Улаанбаатар,20-24,Эмэгтэй,2021,30.5
Улаанбаатар,20-24,Эмэгтэй,2020,38.3
Улаанбаатар,20-24,Эмэгтэй,2019,44.1
Улаанбаатар,20-24,Эмэгтэй,2018,37.3
Улаанбаатар,20-24,Эмэгтэй,2017,31.8
Улаанбаатар,20-24,Эмэгтэй,2016,31.2
Улаанбаатар,20-24,Эмэгтэй,2015,39.6
Улаанбаатар,20-24,Эмэгтэй,2014,36.7
Улаанбаатар,20-24,Эмэгтэй,2013,33.9
Улаанбаатар,20-24,Эмэгтэй,2012,36.0
Улаанбаатар,20-24,Эмэгтэй,2011,33.1
Улаанбаатар,20-24,Эмэгтэй,2010,31.5
Улаанбаатар,20-24,Эмэгтэй,2009,33.2
Улаанбаатар,25-29,Нийт,2025,75.3
Улаанбаатар,25-29,Нийт,2024,75.7
Улаанбаатар,25-29,Нийт,2023,69.9
Улаанбаатар,25-29,Нийт,2022,72.9
Улаанбаатар,25-29,Нийт,2021,71.9
Улаанбаатар,25-29,Нийт,2020,74.2
Улаанбаатар,25-29,Нийт,2019,71.4
Улаанбаатар,25-29,Нийт,2018,67.0
Улаанбаатар,25-29,Нийт,2017,65.7
Улаанбаатар,25-29,Нийт,2016,68.4
Улаанбаатар,25-29,Нийт,2015,67.4
Улаанбаатар,25-29,Нийт,2014,72.6
Улаанбаатар,25-29,Нийт,2013,70.2
Улаанбаатар,25-29,Нийт,2012,71.2
Улаанбаатар,25-29,Нийт,2011,69.5
Улаанбаатар,25-29,Нийт,2010,69.0
Улаанбаатар,25-29,Нийт,2009,65.3
Улаанбаатар,25-29,Эрэгтэй,2025,94.2
Улаанбаатар,25-29,Эрэгтэй,2024,93.5
Улаанбаатар,25-29,Эрэгтэй,2023,90.9
Улаанбаатар,25-29,Эрэгтэй,2022,82.8
Улаанбаатар,25-29,Эрэгтэй,2021,82.4
Улаанбаатар,25-29,Эрэгтэй,2020,83.9
Улаанбаатар,25-29,Эрэгтэй,2019,86.4
Улаанбаатар,25-29,Эрэгтэй,2018,85.1
Улаанбаатар,25-29,Эрэгтэй,2017,78.8
Улаанбаатар,25-29,Эрэгтэй,2016,82.1
Улаанбаатар,25-29,Эрэгтэй,2015,82.2
Улаанбаатар,25-29,Эрэгтэй,2014,84.3
Улаанбаатар,25-29,Эрэгтэй,2013,83.2
Улаанбаатар,25-29,Эрэгтэй,2012,83.5
Улаанбаатар,25-29,Эрэгтэй,2011,81.6
Улаанбаатар,25-29,Эрэгтэй,2010,81.7
Улаанбаатар,25-29,Эрэгтэй,2009,79.0
Улаанбаатар,25-29,Эмэгтэй,2025,55.6
Улаанбаатар,25-29,Эмэгтэй,2024,58.4
Улаанбаатар,25-29,Эмэгтэй,2023,54.1
Улаанбаатар,25-29,Эмэгтэй,2022,63.1
Улаанбаатар,25-29,Эмэгтэй,2021,62.1
Улаанбаатар,25-29,Эмэгтэй,2020,64.4
Улаанбаатар,25-29,Эмэгтэй,2019,58.2
Улаанбаатар,25-29,Эмэгтэй,2018,51.5
Улаанбаатар,25-29,Эмэгтэй,2017,53.6
Улаанбаатар,25-29,Эмэгтэй,2016,56.1
Улаанбаатар,25-29,Эмэгтэй,2015,54.4
Улаанбаатар,25-29,Эмэгтэй,2014,61.9
Улаанбаатар,25-29,Эмэгтэй,2013,58.9
Улаанбаатар,25-29,Эмэгтэй,2012,60.1
Улаанбаатар,25-29,Эмэгтэй,2011,58.3
Улаанбаатар,25-29,Эмэгтэй,2010,57.1
Улаанбаатар,25-29,Эмэгтэй,2009,53.4
Улаанбаатар,30-34,Нийт,2025,80.8
Улаанбаатар,30-34,Нийт,2024,81.2
Улаанбаатар,30-34,Нийт,2023,74.5
Улаанбаатар,30-34,Нийт,2022,73.8
Улаанбаатар,30-34,Нийт,2021,69.5
Улаанбаатар,30-34,Нийт,2020,71.2
Улаанбаатар,30-34,Нийт,2019,74.2
Улаанбаатар,30-34,Нийт,2018,76.2
Улаанбаатар,30-34,Нийт,2017,73.0
Улаанбаатар,30-34,Нийт,2016,70.6
Улаанбаатар,30-34,Нийт,2015,75.0
Улаанбаатар,30-34,Нийт,2014,77.2
Улаанбаатар,30-34,Нийт,2013,73.3
Улаанбаатар,30-34,Нийт,2012,74.1
Улаанбаатар,30-34,Нийт,2011,74.3
Улаанбаатар,30-34,Нийт,2010,74.1
Улаанбаатар,30-34,Нийт,2009,74.8
Улаанбаатар,30-34,Эрэгтэй,2025,92.8
Улаанбаатар,30-34,Эрэгтэй,2024,92.6
Улаанбаатар,30-34,Эрэгтэй,2023,86.9
Улаанбаатар,30-34,Эрэгтэй,2022,91.8
Улаанбаатар,30-34,Эрэгтэй,2021,89.3
Улаанбаатар,30-34,Эрэгтэй,2020,86.7
Улаанбаатар,30-34,Эрэгтэй,2019,88.5
Улаанбаатар,30-34,Эрэгтэй,2018,92.9
Улаанбаатар,30-34,Эрэгтэй,2017,85.0
Улаанбаатар,30-34,Эрэгтэй,2016,84.5
Улаанбаатар,30-34,Эрэгтэй,2015,89.1
Улаанбаатар,30-34,Эрэгтэй,2014,89.4
Улаанбаатар,30-34,Эрэгтэй,2013,86.8
Улаанбаатар,30-34,Эрэгтэй,2012,84.6
Улаанбаатар,30-34,Эрэгтэй,2011,87.3
Улаанбаатар,30-34,Эрэгтэй,2010,85.0
Улаанбаатар,30-34,Эрэгтэй,2009,86.3
Улаанбаатар,30-34,Эмэгтэй,2025,68.7
Улаанбаатар,30-34,Эмэгтэй,2024,69.2
Улаанбаатар,30-34,Эмэгтэй,2023,62.5
Улаанбаатар,30-34,Эмэгтэй,2022,58.0
Улаанбаатар,30-34,Эмэгтэй,2021,51.9
Улаанбаатар,30-34,Эмэгтэй,2020,56.9
Улаанбаатар,30-34,Эмэгтэй,2019,61.4
Улаанбаатар,30-34,Эмэгтэй,2018,61.5
Улаанбаатар,30-34,Эмэгтэй,2017,62.4
Улаанбаатар,30-34,Эмэгтэй,2016,58.6
Улаанбаатар,30-34,Эмэгтэй,2015,62.0
Улаанбаатар,30-34,Эмэгтэй,2014,66.4
Улаанбаатар,30-34,Эмэгтэй,2013,60.8
Улаанбаатар,30-34,Эмэгтэй,2012,64.7
Улаанбаатар,30-34,Эмэгтэй,2011,62.4
Улаанбаатар,30-34,Эмэгтэй,2010,64.3
