Indicator,Month,value
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2012-09,-731.18
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2012-08,-464.247
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2012-07,-542.782
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2012-06,-513.282
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2012-05,-281.478
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2012-04,-346.634
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2012-03,-946.877
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2012-02,-362.086
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2012-01,-228.276
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-12,-605.647
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-11,-359.084
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-10,-494.777
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-09,-170.492
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-08,-349.419
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-07,-384.25
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-06,-478.835
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-05,-617.016
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-04,-169.293
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-03,-329.475
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-02,-167.452
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2011-01,-456.634
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-12,-695.387
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-11,-101.544
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-10,-292.471
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-09,-89.571
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-08,-143.568
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-07,-48.679
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-06,12.403
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-05,-44.069
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-04,-134.435
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-03,-107.552
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-02,-26.968
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2010-01,3.094
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-12,10.833
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-11,-88.217
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-10,-198.516
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-09,-33.959
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-08,-162.153
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-07,-86.395
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-06,-58.028
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-05,-52.771
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-04,32.209
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-03,15.692
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-02,-14.368
 Санхүүгийн дансны тэнцэл (зээлдүүлэг + / зээллэг -),2009-01,27.339
 III. FINANCIAL ACCOUNT,2026-05,-599.822
 III. FINANCIAL ACCOUNT,2026-04,-59.585
 III. FINANCIAL ACCOUNT,2026-03,-577.864
 III. FINANCIAL ACCOUNT,2026-02,151.734
 III. FINANCIAL ACCOUNT,2026-01,258.583
 III. FINANCIAL ACCOUNT,2025-12,-501.95
 III. FINANCIAL ACCOUNT,2025-11,88.93
 III. FINANCIAL ACCOUNT,2025-10,-423.78
 III. FINANCIAL ACCOUNT,2025-09,137.28
 III. FINANCIAL ACCOUNT,2025-08,-599.27
 III. FINANCIAL ACCOUNT,2025-07,-715.15
 III. FINANCIAL ACCOUNT,2025-06,-276.91
 III. FINANCIAL ACCOUNT,2025-05,-351.2
 III. FINANCIAL ACCOUNT,2025-04,-285.98
 III. FINANCIAL ACCOUNT,2025-03,-162.16
 III. FINANCIAL ACCOUNT,2025-02,-269.34
 III. FINANCIAL ACCOUNT,2025-01,88.36
 III. FINANCIAL ACCOUNT,2024-12,-1263.666
 III. FINANCIAL ACCOUNT,2024-11,-741.501
 III. FINANCIAL ACCOUNT,2024-10,-217.815
 III. FINANCIAL ACCOUNT,2024-09,-158.901
 III. FINANCIAL ACCOUNT,2024-08,-147.44
 III. FINANCIAL ACCOUNT,2024-07,120.637
 III. FINANCIAL ACCOUNT,2024-06,267.24
 III. FINANCIAL ACCOUNT,2024-05,-372.88
 III. FINANCIAL ACCOUNT,2024-04,-62.931
 III. FINANCIAL ACCOUNT,2024-03,-141.543
 III. FINANCIAL ACCOUNT,2024-02,-77.496
 III. FINANCIAL ACCOUNT,2024-01,-533.255
 III. FINANCIAL ACCOUNT,2023-12,-920.575
 III. FINANCIAL ACCOUNT,2023-11,-353.864
 III. FINANCIAL ACCOUNT,2023-10,-13.342
 III. FINANCIAL ACCOUNT,2023-09,-30.598
 III. FINANCIAL ACCOUNT,2023-08,-204.408
 III. FINANCIAL ACCOUNT,2023-07,104.465
 III. FINANCIAL ACCOUNT,2023-06,-140.698
 III. FINANCIAL ACCOUNT,2023-05,-164.51
 III. FINANCIAL ACCOUNT,2023-04,-253.573
 III. FINANCIAL ACCOUNT,2023-03,153.134
 III. FINANCIAL ACCOUNT,2023-02,277.788
 III. FINANCIAL ACCOUNT,2023-01,69.585
 III. FINANCIAL ACCOUNT,2022-12,-389.335
 III. FINANCIAL ACCOUNT,2022-11,-112.274
 III. FINANCIAL ACCOUNT,2022-10,-236.419
 III. FINANCIAL ACCOUNT,2022-09,28.679
 III. FINANCIAL ACCOUNT,2022-08,30.06
 III. FINANCIAL ACCOUNT,2022-07,-38.984
 III. FINANCIAL ACCOUNT,2022-06,-397.13
 III. FINANCIAL ACCOUNT,2022-05,-234.883
 III. FINANCIAL ACCOUNT,2022-04,-2.845
 III. FINANCIAL ACCOUNT,2022-03,-99.186
 III. FINANCIAL ACCOUNT,2022-02,-112.141
 III. FINANCIAL ACCOUNT,2022-01,-79.608
 III. FINANCIAL ACCOUNT,2021-12,-878.108
 III. FINANCIAL ACCOUNT,2021-11,-23.319
 III. FINANCIAL ACCOUNT,2021-10,-80.011
 III. FINANCIAL ACCOUNT,2021-09,0.888
 III. FINANCIAL ACCOUNT,2021-08,-152.083
 III. FINANCIAL ACCOUNT,2021-07,-158.761
 III. FINANCIAL ACCOUNT,2021-06,17.739
 III. FINANCIAL ACCOUNT,2021-05,-203.703
 III. FINANCIAL ACCOUNT,2021-04,-134.447
 III. FINANCIAL ACCOUNT,2021-03,-244.946
 III. FINANCIAL ACCOUNT,2021-02,-201.809
 III. FINANCIAL ACCOUNT,2021-01,76.352
 III. FINANCIAL ACCOUNT,2020-12,-800.953
 III. FINANCIAL ACCOUNT,2020-11,24.505
 III. FINANCIAL ACCOUNT,2020-10,-197.085
 III. FINANCIAL ACCOUNT,2020-09,146.928
 III. FINANCIAL ACCOUNT,2020-08,-135.045
 III. FINANCIAL ACCOUNT,2020-07,-123.399
 III. FINANCIAL ACCOUNT,2020-06,-422.82
 III. FINANCIAL ACCOUNT,2020-05,277.621
 III. FINANCIAL ACCOUNT,2020-04,31.906
 III. FINANCIAL ACCOUNT,2020-03,-22.624
 III. FINANCIAL ACCOUNT,2020-02,-173.097
 III. FINANCIAL ACCOUNT,2020-01,-110.177
 III. FINANCIAL ACCOUNT,2019-12,-814.485
 III. FINANCIAL ACCOUNT,2019-11,-92.215
 III. FINANCIAL ACCOUNT,2019-10,-314.089
 III. FINANCIAL ACCOUNT,2019-09,-425.75
 III. FINANCIAL ACCOUNT,2019-08,-224.503
 III. FINANCIAL ACCOUNT,2019-07,291.761
 III. FINANCIAL ACCOUNT,2019-06,-484.069
 III. FINANCIAL ACCOUNT,2019-05,-0.844
 III. FINANCIAL ACCOUNT,2019-04,-55.879
 III. FINANCIAL ACCOUNT,2019-03,-51.787
 III. FINANCIAL ACCOUNT,2019-02,-225.804
 III. FINANCIAL ACCOUNT,2019-01,-279.984
 III. FINANCIAL ACCOUNT,2018-12,-349.619
 III. FINANCIAL ACCOUNT,2018-11,-64.848
 III. FINANCIAL ACCOUNT,2018-10,-609.398
 III. FINANCIAL ACCOUNT,2018-09,-34.215
 III. FINANCIAL ACCOUNT,2018-08,-148.616
 III. FINANCIAL ACCOUNT,2018-07,-231.958
 III. FINANCIAL ACCOUNT,2018-06,3.354
 III. FINANCIAL ACCOUNT,2018-05,-307.917
 III. FINANCIAL ACCOUNT,2018-04,-50.297
 III. FINANCIAL ACCOUNT,2018-03,-119.522
 III. FINANCIAL ACCOUNT,2018-02,-301.691
 III. FINANCIAL ACCOUNT,2018-01,123.686
 III. FINANCIAL ACCOUNT,2017-12,-766.834
 III. FINANCIAL ACCOUNT,2017-11,-724.919
 III. FINANCIAL ACCOUNT,2017-10,-190.836
 III. FINANCIAL ACCOUNT,2017-09,-21.765
 III. FINANCIAL ACCOUNT,2017-08,-350.806
 III. FINANCIAL ACCOUNT,2017-07,-58.422
 III. FINANCIAL ACCOUNT,2017-06,-266.754
 III. FINANCIAL ACCOUNT,2017-05,-74.846
 III. FINANCIAL ACCOUNT,2017-04,-23.739
 III. FINANCIAL ACCOUNT,2017-03,-140.532
 III. FINANCIAL ACCOUNT,2017-02,-26.703
 III. FINANCIAL ACCOUNT,2017-01,46.812
 III. FINANCIAL ACCOUNT,2016-12,50.931
 III. FINANCIAL ACCOUNT,2016-11,-185.638
 III. FINANCIAL ACCOUNT,2016-10,-18.561
 III. FINANCIAL ACCOUNT,2016-09,-15.479
 III. FINANCIAL ACCOUNT,2016-08,2.166
 III. FINANCIAL ACCOUNT,2016-07,-55.219
 III. FINANCIAL ACCOUNT,2016-06,-20.211
 III. FINANCIAL ACCOUNT,2016-05,21.269
 III. FINANCIAL ACCOUNT,2016-04,-307.479
 III. FINANCIAL ACCOUNT,2016-03,-133.132
 III. FINANCIAL ACCOUNT,2016-02,98.186
 III. FINANCIAL ACCOUNT,2016-01,-248.766
 III. FINANCIAL ACCOUNT,2015-12,10.414
 III. FINANCIAL ACCOUNT,2015-11,-148.047
 III. FINANCIAL ACCOUNT,2015-10,-111.773
 III. FINANCIAL ACCOUNT,2015-09,220.538
 III. FINANCIAL ACCOUNT,2015-08,-91.483
 III. FINANCIAL ACCOUNT,2015-07,-185.071
 III. FINANCIAL ACCOUNT,2015-06,-131.921
 III. FINANCIAL ACCOUNT,2015-05,-353.179
 III. FINANCIAL ACCOUNT,2015-04,-26.532
 III. FINANCIAL ACCOUNT,2015-03,-135.96
 III. FINANCIAL ACCOUNT,2015-02,-105.319
 III. FINANCIAL ACCOUNT,2015-01,270.313
 III. FINANCIAL ACCOUNT,2014-12,-333.815
 III. FINANCIAL ACCOUNT,2014-11,-203.119
 III. FINANCIAL ACCOUNT,2014-10,211.945
 III. FINANCIAL ACCOUNT,2014-09,-418.256
 III. FINANCIAL ACCOUNT,2014-08,-126.547
 III. FINANCIAL ACCOUNT,2014-07,-278.677
 III. FINANCIAL ACCOUNT,2014-06,108.753
 III. FINANCIAL ACCOUNT,2014-05,98.106
 III. FINANCIAL ACCOUNT,2014-04,-41.643
 III. FINANCIAL ACCOUNT,2014-03,-43.347
 III. FINANCIAL ACCOUNT,2014-02,49.028
 III. FINANCIAL ACCOUNT,2014-01,-526.228
 III. FINANCIAL ACCOUNT,2013-12,-308.381
 III. FINANCIAL ACCOUNT,2013-11,-331.594
 III. FINANCIAL ACCOUNT,2013-10,-118.068
 III. FINANCIAL ACCOUNT,2013-09,-266.252
 III. FINANCIAL ACCOUNT,2013-08,-86.837
 III. FINANCIAL ACCOUNT,2013-07,-294.04
 III. FINANCIAL ACCOUNT,2013-06,-183.432
 III. FINANCIAL ACCOUNT,2013-05,-311.852
 III. FINANCIAL ACCOUNT,2013-04,-287.49
 III. FINANCIAL ACCOUNT,2013-03,-37.762
 III. FINANCIAL ACCOUNT,2013-02,-226.148
 III. FINANCIAL ACCOUNT,2013-01,-356.07
 III. FINANCIAL ACCOUNT,2012-12,-1713.19
 III. FINANCIAL ACCOUNT,2012-11,-404.817
 III. FINANCIAL ACCOUNT,2012-10,-154.454
 III. FINANCIAL ACCOUNT,2012-09,-731.18
 III. FINANCIAL ACCOUNT,2012-08,-464.247
 III. FINANCIAL ACCOUNT,2012-07,-542.782
 III. FINANCIAL ACCOUNT,2012-06,-513.282
 III. FINANCIAL ACCOUNT,2012-05,-281.478
 III. FINANCIAL ACCOUNT,2012-04,-346.634
 III. FINANCIAL ACCOUNT,2012-03,-946.877
 III. FINANCIAL ACCOUNT,2012-02,-362.086
 III. FINANCIAL ACCOUNT,2012-01,-228.276
 III. FINANCIAL ACCOUNT,2011-12,-605.647
 III. FINANCIAL ACCOUNT,2011-11,-359.084
 III. FINANCIAL ACCOUNT,2011-10,-494.777
 III. FINANCIAL ACCOUNT,2011-09,-170.492
 III. FINANCIAL ACCOUNT,2011-08,-349.419
 III. FINANCIAL ACCOUNT,2011-07,-384.25
 III. FINANCIAL ACCOUNT,2011-06,-478.835
 III. FINANCIAL ACCOUNT,2011-05,-617.016
 III. FINANCIAL ACCOUNT,2011-04,-169.293
 III. FINANCIAL ACCOUNT,2011-03,-329.475
 III. FINANCIAL ACCOUNT,2011-02,-167.452
 III. FINANCIAL ACCOUNT,2011-01,-456.634
 III. FINANCIAL ACCOUNT,2010-12,-695.387
 III. FINANCIAL ACCOUNT,2010-11,-101.544
 III. FINANCIAL ACCOUNT,2010-10,-292.471
 III. FINANCIAL ACCOUNT,2010-09,-89.571
 III. FINANCIAL ACCOUNT,2010-08,-143.568
 III. FINANCIAL ACCOUNT,2010-07,-48.679
 III. FINANCIAL ACCOUNT,2010-06,12.403
 III. FINANCIAL ACCOUNT,2010-05,-44.069
 III. FINANCIAL ACCOUNT,2010-04,-134.435
 III. FINANCIAL ACCOUNT,2010-03,-107.552
 III. FINANCIAL ACCOUNT,2010-02,-26.968
 III. FINANCIAL ACCOUNT,2010-01,3.094
 III. FINANCIAL ACCOUNT,2009-12,10.833
 III. FINANCIAL ACCOUNT,2009-11,-88.217
 III. FINANCIAL ACCOUNT,2009-10,-198.516
 III. FINANCIAL ACCOUNT,2009-09,-33.959
 III. FINANCIAL ACCOUNT,2009-08,-162.153
 III. FINANCIAL ACCOUNT,2009-07,-86.395
 III. FINANCIAL ACCOUNT,2009-06,-58.028
 III. FINANCIAL ACCOUNT,2009-05,-52.771
 III. FINANCIAL ACCOUNT,2009-04,32.209
 III. FINANCIAL ACCOUNT,2009-03,15.692
 III. FINANCIAL ACCOUNT,2009-02,-14.368
 III. FINANCIAL ACCOUNT,2009-01,27.339
      1. Direct investment,2026-05,-497.045
      1. Direct investment,2026-04,-505.599
      1. Direct investment,2026-03,-417.62
      1. Direct investment,2026-02,-432.018
      1. Direct investment,2026-01,-402.369
      1. Direct investment,2025-12,28.71
      1. Direct investment,2025-11,-460.56
      1. Direct investment,2025-10,-487.82
      1. Direct investment,2025-09,-264.95
      1. Direct investment,2025-08,-327.95
      1. Direct investment,2025-07,-310.78
      1. Direct investment,2025-06,-133.1
      1. Direct investment,2025-05,-203.01
      1. Direct investment,2025-04,-176.93
      1. Direct investment,2025-03,-140.04
      1. Direct investment,2025-02,-125.65
      1. Direct investment,2025-01,-137.6
      1. Direct investment,2024-12,-394.094
      1. Direct investment,2024-11,-120.605
      1. Direct investment,2024-10,-165.249
      1. Direct investment,2024-09,-161.564
      1. Direct investment,2024-08,-95.847
      1. Direct investment,2024-07,-156.991
      1. Direct investment,2024-06,-366.886
      1. Direct investment,2024-05,-266.163
      1. Direct investment,2024-04,-325.009
      1. Direct investment,2024-03,-122.646
      1. Direct investment,2024-02,-258.952
      1. Direct investment,2024-01,-292.703
      1. Direct investment,2023-12,-427.456
      1. Direct investment,2023-11,-177.715
      1. Direct investment,2023-10,-172.979
      1. Direct investment,2023-09,-172.085
      1. Direct investment,2023-08,-171.107
      1. Direct investment,2023-07,-202.004
      1. Direct investment,2023-06,-270.291
      1. Direct investment,2023-05,-130.238
      1. Direct investment,2023-04,-139.703
      1. Direct investment,2023-03,-153.49
      1. Direct investment,2023-02,-65.511
      1. Direct investment,2023-01,-89.056
      1. Direct investment,2022-12,-1029.551
      1. Direct investment,2022-11,-201.24
      1. Direct investment,2022-10,-169.694
      1. Direct investment,2022-09,-165.961
      1. Direct investment,2022-08,-169.037
      1. Direct investment,2022-07,-177.072
      1. Direct investment,2022-06,-37.471
      1. Direct investment,2022-05,-46.132
      1. Direct investment,2022-04,-40.168
      1. Direct investment,2022-03,-96.335
      1. Direct investment,2022-02,-62.445
      1. Direct investment,2022-01,-233.331
      1. Direct investment,2021-12,-194.852
      1. Direct investment,2021-11,-201.9
      1. Direct investment,2021-10,-210.365
      1. Direct investment,2021-09,-159.048
      1. Direct investment,2021-08,-188.79
      1. Direct investment,2021-07,-184.907
      1. Direct investment,2021-06,-107.34
      1. Direct investment,2021-05,-92.422
      1. Direct investment,2021-04,-114.554
      1. Direct investment,2021-03,-340.718
      1. Direct investment,2021-02,-142.319
      1. Direct investment,2021-01,-122.807
      1. Direct investment,2020-12,-238.161
      1. Direct investment,2020-11,-138.695
      1. Direct investment,2020-10,-81.002
      1. Direct investment,2020-09,-117.401
      1. Direct investment,2020-08,-89.336
      1. Direct investment,2020-07,-104.316
      1. Direct investment,2020-06,-307.49
      1. Direct investment,2020-05,-109.601
      1. Direct investment,2020-04,-137.956
      1. Direct investment,2020-03,-200.623
      1. Direct investment,2020-02,-77.189
      1. Direct investment,2020-01,-91.378
      1. Direct investment,2019-12,-409.664
      1. Direct investment,2019-11,-158.167
      1. Direct investment,2019-10,-202.499
      1. Direct investment,2019-09,-186.56
      1. Direct investment,2019-08,-135.058
      1. Direct investment,2019-07,-170.506
      1. Direct investment,2019-06,-277.051
      1. Direct investment,2019-05,-150.699
      1. Direct investment,2019-04,-144.347
      1. Direct investment,2019-03,-100.094
      1. Direct investment,2019-02,-158.63
      1. Direct investment,2019-01,-223.096
      1. Direct investment,2018-12,-361.133
      1. Direct investment,2018-11,-107.338
      1. Direct investment,2018-10,-191.224
      1. Direct investment,2018-09,-174.191
      1. Direct investment,2018-08,-125.117
      1. Direct investment,2018-07,-168.512
      1. Direct investment,2018-06,-264.426
      1. Direct investment,2018-05,-154.467
      1. Direct investment,2018-04,-112.205
      1. Direct investment,2018-03,-187.934
      1. Direct investment,2018-02,-159.528
      1. Direct investment,2018-01,-130.62
      1. Direct investment,2017-12,-221.514
      1. Direct investment,2017-11,-161.144
      1. Direct investment,2017-10,-91.447
      1. Direct investment,2017-09,-121.329
      1. Direct investment,2017-08,-152.761
      1. Direct investment,2017-07,-165.371
      1. Direct investment,2017-06,-185.011
      1. Direct investment,2017-05,-105.622
      1. Direct investment,2017-04,-103.607
      1. Direct investment,2017-03,-28.982
      1. Direct investment,2017-02,-41.721
      1. Direct investment,2017-01,-67.227
      1. Direct investment,2016-12,-73.386
      1. Direct investment,2016-11,13.509
      1. Direct investment,2016-10,-33.869
      1. Direct investment,2016-09,-23.949
      1. Direct investment,2016-08,-5.6
      1. Direct investment,2016-07,-26.198
      1. Direct investment,2016-06,745.243
      1. Direct investment,2016-05,3862.903
      1. Direct investment,2016-04,-74.21
      1. Direct investment,2016-03,-72.879
      1. Direct investment,2016-02,-37.179
      1. Direct investment,2016-01,-103.508
      1. Direct investment,2015-12,-69.821
      1. Direct investment,2015-11,-64.041
      1. Direct investment,2015-10,-33.946
      1. Direct investment,2015-09,40.052
      1. Direct investment,2015-08,-18.156
      1. Direct investment,2015-07,6.448
      1. Direct investment,2015-06,-28.076
      1. Direct investment,2015-05,-39.164
      1. Direct investment,2015-04,10.332
      1. Direct investment,2015-03,35.484
      1. Direct investment,2015-02,28.551
      1. Direct investment,2015-01,49.425
      1. Direct investment,2014-12,4.077
      1. Direct investment,2014-11,126.7
      1. Direct investment,2014-10,114.402
      1. Direct investment,2014-09,-44.265
      1. Direct investment,2014-08,-52.439
      1. Direct investment,2014-07,-55.484
      1. Direct investment,2014-06,-12.739
      1. Direct investment,2014-05,0.689
      1. Direct investment,2014-04,-39.237
      1. Direct investment,2014-03,-54.488
      1. Direct investment,2014-02,-67.483
      1. Direct investment,2014-01,-150.419
      1. Direct investment,2013-12,-141.608
      1. Direct investment,2013-11,-149.374
      1. Direct investment,2013-10,-129.171
      1. Direct investment,2013-09,-104.842
      1. Direct investment,2013-08,-137.394
      1. Direct investment,2013-07,-124.901
      1. Direct investment,2013-06,-125.615
      1. Direct investment,2013-05,-113.915
      1. Direct investment,2013-04,-152.016
      1. Direct investment,2013-03,-278.622
      1. Direct investment,2013-02,-280.736
      1. Direct investment,2013-01,-280.522
      1. Direct investment,2012-12,-137.226
      1. Direct investment,2012-11,-62.035
      1. Direct investment,2012-10,-135.82
      1. Direct investment,2012-09,-472.587
      1. Direct investment,2012-08,-467.248
      1. Direct investment,2012-07,-518.49
      1. Direct investment,2012-06,-438.179
      1. Direct investment,2012-05,-462.328
      1. Direct investment,2012-04,-447.038
      1. Direct investment,2012-03,-376.588
      1. Direct investment,2012-02,-357.81
      1. Direct investment,2012-01,-332.469
      1. Direct investment,2011-12,-426.742
      1. Direct investment,2011-11,-398.738
      1. Direct investment,2011-10,-474.619
      1. Direct investment,2011-09,-314.22
      1. Direct investment,2011-08,-293.753
      1. Direct investment,2011-07,-380.469
      1. Direct investment,2011-06,-446.044
      1. Direct investment,2011-05,-398.545
      1. Direct investment,2011-04,-369.612
      1. Direct investment,2011-03,-315.806
      1. Direct investment,2011-02,-327.108
      1. Direct investment,2011-01,-330.944
      1. Direct investment,2010-12,-202.716
      1. Direct investment,2010-11,-155.573
      1. Direct investment,2010-10,-209.198
      1. Direct investment,2010-09,-168.454
      1. Direct investment,2010-08,-198.3
      1. Direct investment,2010-07,-74.207
      1. Direct investment,2010-06,-161.441
      1. Direct investment,2010-05,-81.728
      1. Direct investment,2010-04,-183.296
      1. Direct investment,2010-03,-71.885
      1. Direct investment,2010-02,-62.874
      1. Direct investment,2010-01,-59.423
      1. Direct investment,2009-12,-55.965
      1. Direct investment,2009-11,-60.789
      1. Direct investment,2009-10,-169.657
      1. Direct investment,2009-09,-65.846
      1. Direct investment,2009-08,-52.982
      1. Direct investment,2009-07,-52.16
      1. Direct investment,2009-06,-18.551
      1. Direct investment,2009-05,-0.687
      1. Direct investment,2009-04,8.862
      1. Direct investment,2009-03,-47.791
      1. Direct investment,2009-02,-41.885
      1. Direct investment,2009-01,-12.353
            1.1 Asset,2026-05,4.292
            1.1 Asset,2026-04,1.634
            1.1 Asset,2026-03,10.118
            1.1 Asset,2026-02,9.049
            1.1 Asset,2026-01,6.036
            1.1 Asset,2025-12,9.6
            1.1 Asset,2025-11,-3.5
            1.1 Asset,2025-10,-1.12
            1.1 Asset,2025-09,0.08
            1.1 Asset,2025-08,-5.27
            1.1 Asset,2025-07,-3.33
            1.1 Asset,2025-06,-1.15
            1.1 Asset,2025-05,-4.11
            1.1 Asset,2025-04,-0.62
            1.1 Asset,2025-03,2.05
            1.1 Asset,2025-02,-1.67
            1.1 Asset,2025-01,14.57
            1.1 Asset,2024-12,-29.983
            1.1 Asset,2024-11,-5.122
            1.1 Asset,2024-10,-34.125
            1.1 Asset,2024-09,48.921
            1.1 Asset,2024-08,69.239
            1.1 Asset,2024-07,46.853
            1.1 Asset,2024-06,23.319
            1.1 Asset,2024-05,-43.643
            1.1 Asset,2024-04,-50.889
            1.1 Asset,2024-03,60.059
            1.1 Asset,2024-02,-6.195
            1.1 Asset,2024-01,-22.966
            1.1 Asset,2023-12,40.024
            1.1 Asset,2023-11,2.57
            1.1 Asset,2023-10,2.722
            1.1 Asset,2023-09,2.748
            1.1 Asset,2023-08,2.105
            1.1 Asset,2023-07,10.775
            1.1 Asset,2023-06,4.619
            1.1 Asset,2023-05,0.556
            1.1 Asset,2023-04,0.198
            1.1 Asset,2023-03,1.901
            1.1 Asset,2023-02,7.306
            1.1 Asset,2023-01,0.414
            1.1 Asset,2022-12,4.93
            1.1 Asset,2022-11,3.682
            1.1 Asset,2022-10,11.291
            1.1 Asset,2022-09,3.567
            1.1 Asset,2022-08,4.731
            1.1 Asset,2022-07,5.097
            1.1 Asset,2022-06,6.312
            1.1 Asset,2022-05,8.29
            1.1 Asset,2022-04,14.366
            1.1 Asset,2022-03,6.638
            1.1 Asset,2022-02,7.021
            1.1 Asset,2022-01,-0.069
            1.1 Asset,2021-12,5.461
            1.1 Asset,2021-11,4.721
            1.1 Asset,2021-10,1.183
            1.1 Asset,2021-09,5.57
            1.1 Asset,2021-08,4.164
            1.1 Asset,2021-07,5.261
            1.1 Asset,2021-06,2.346
            1.1 Asset,2021-05,9.433
            1.1 Asset,2021-04,75.677
            1.1 Asset,2021-03,-1.847
            1.1 Asset,2021-02,0.857
            1.1 Asset,2021-01,0.536
            1.1 Asset,2020-12,-4.295
            1.1 Asset,2020-11,0.207
            1.1 Asset,2020-10,1.157
            1.1 Asset,2020-09,3.944
            1.1 Asset,2020-08,3.469
            1.1 Asset,2020-07,3.636
            1.1 Asset,2020-06,0.033
            1.1 Asset,2020-05,2.642
            1.1 Asset,2020-04,4.936
            1.1 Asset,2020-03,-1.192
            1.1 Asset,2020-02,2.98
            1.1 Asset,2020-01,8.45
            1.1 Asset,2019-12,17.915
            1.1 Asset,2019-11,40.89
            1.1 Asset,2019-10,23.572
            1.1 Asset,2019-09,3.533
            1.1 Asset,2019-08,4.971
            1.1 Asset,2019-07,9.347
            1.1 Asset,2019-06,0.735
            1.1 Asset,2019-05,8.57
            1.1 Asset,2019-04,7.862
            1.1 Asset,2019-03,4.745
            1.1 Asset,2019-02,1.809
            1.1 Asset,2019-01,3.025
            1.1 Asset,2018-12,1.43
            1.1 Asset,2018-11,3.257
            1.1 Asset,2018-10,1.006
            1.1 Asset,2018-09,0.656
            1.1 Asset,2018-08,2.542
            1.1 Asset,2018-07,1.925
            1.1 Asset,2018-06,-0.527
            1.1 Asset,2018-05,1.597
            1.1 Asset,2018-04,0.878
            1.1 Asset,2018-03,9.022
            1.1 Asset,2018-02,8.505
            1.1 Asset,2018-01,6.754
            1.1 Asset,2017-12,3.327
            1.1 Asset,2017-11,2.61
            1.1 Asset,2017-10,10.766
            1.1 Asset,2017-09,7.664
            1.1 Asset,2017-08,5.763
            1.1 Asset,2017-07,10.397
            1.1 Asset,2017-06,-0.004
            1.1 Asset,2017-05,-0.991
            1.1 Asset,2017-04,5.542
            1.1 Asset,2017-03,1.288
            1.1 Asset,2017-02,1.257
            1.1 Asset,2017-01,0.996
            1.1 Asset,2016-12,7.923
            1.1 Asset,2016-11,0.507
            1.1 Asset,2016-10,0.652
