Indicator,Month,value
      3. Primary income,2009-07,-21.805
      3. Primary income,2009-06,-3.086
      3. Primary income,2009-05,-13.645
      3. Primary income,2009-04,-7.288
      3. Primary income,2009-03,-7.951
      3. Primary income,2009-02,-7.217
      3. Primary income,2009-01,-15.42
              Credit,2026-05,55.434
              Credit,2026-04,43.237
              Credit,2026-03,48.851
              Credit,2026-02,45.23
              Credit,2026-01,44.177
              Credit,2025-12,55.51
              Credit,2025-11,43.95
              Credit,2025-10,52.23
              Credit,2025-09,46.69
              Credit,2025-08,43.85
              Credit,2025-07,50.15
              Credit,2025-06,43.43
              Credit,2025-05,42.53
              Credit,2025-04,39.96
              Credit,2025-03,40.29
              Credit,2025-02,50.24
              Credit,2025-01,40.11
              Credit,2024-12,47.495
              Credit,2024-11,42.785
              Credit,2024-10,53.051
              Credit,2024-09,44.428
              Credit,2024-08,45.498
              Credit,2024-07,53.335
              Credit,2024-06,44.785
              Credit,2024-05,52.456
              Credit,2024-04,45.356
              Credit,2024-03,47.249
              Credit,2024-02,42.096
              Credit,2024-01,40.352
              Credit,2023-12,44.908
              Credit,2023-11,39.5
              Credit,2023-10,39.933
              Credit,2023-09,37.301
              Credit,2023-08,39.133
              Credit,2023-07,38.154
              Credit,2023-06,45.273
              Credit,2023-05,35.807
              Credit,2023-04,38.136
              Credit,2023-03,32.725
              Credit,2023-02,32.31
              Credit,2023-01,31.363
              Credit,2022-12,36.42
              Credit,2022-11,28.37
              Credit,2022-10,33.568
              Credit,2022-09,35.197
              Credit,2022-08,24.673
              Credit,2022-07,26.911
              Credit,2022-06,26.339
              Credit,2022-05,22.804
              Credit,2022-04,30.507
              Credit,2022-03,29.238
              Credit,2022-02,28.839
              Credit,2022-01,21.403
              Credit,2021-12,28.877
              Credit,2021-11,22.037
              Credit,2021-10,21.274
              Credit,2021-09,27.07
              Credit,2021-08,24.587
              Credit,2021-07,23.198
              Credit,2021-06,26.497
              Credit,2021-05,24.155
              Credit,2021-04,27.653
              Credit,2021-03,21.744
              Credit,2021-02,22.659
              Credit,2021-01,21.938
              Credit,2020-12,29.55
              Credit,2020-11,27.358
              Credit,2020-10,25.014
              Credit,2020-09,35.713
              Credit,2020-08,25.133
              Credit,2020-07,25.705
              Credit,2020-06,27.017
              Credit,2020-05,27.214
              Credit,2020-04,27.111
              Credit,2020-03,29.716
              Credit,2020-02,30.62
              Credit,2020-01,31.33
              Credit,2019-12,38.798
              Credit,2019-11,30.263
              Credit,2019-10,36.611
              Credit,2019-09,31.457
              Credit,2019-08,36.665
              Credit,2019-07,34.261
              Credit,2019-06,31.142
              Credit,2019-05,30.114
              Credit,2019-04,31.976
              Credit,2019-03,32.516
              Credit,2019-02,29.776
              Credit,2019-01,30.907
              Credit,2018-12,30.058
              Credit,2018-11,28.803
              Credit,2018-10,28.939
              Credit,2018-09,28.929
              Credit,2018-08,29.912
              Credit,2018-07,29.503
              Credit,2018-06,31.955
              Credit,2018-05,29.163
              Credit,2018-04,27.601
              Credit,2018-03,27.615
              Credit,2018-02,25.875
              Credit,2018-01,27.198
              Credit,2017-12,8.389
              Credit,2017-11,7.019
              Credit,2017-10,3.522
              Credit,2017-09,5.724
              Credit,2017-08,7.022
              Credit,2017-07,6.908
              Credit,2017-06,7.524
              Credit,2017-05,6.436
              Credit,2017-04,5.936
              Credit,2017-03,7.189
              Credit,2017-02,5.483
              Credit,2017-01,5.254
              Credit,2016-12,7.082
              Credit,2016-11,4.287
              Credit,2016-10,6.403
              Credit,2016-09,5.503
              Credit,2016-08,6.822
              Credit,2016-07,7.346
              Credit,2016-06,7.496
              Credit,2016-05,5.255
              Credit,2016-04,5.427
              Credit,2016-03,4.903
              Credit,2016-02,3.674
              Credit,2016-01,4.103
              Credit,2015-12,6.585
              Credit,2015-11,4.403
              Credit,2015-10,4.35
              Credit,2015-09,5.814
              Credit,2015-08,5.596
              Credit,2015-07,5.157
              Credit,2015-06,5.808
              Credit,2015-05,4.433
              Credit,2015-04,3.685
              Credit,2015-03,4.956
              Credit,2015-02,4.02
              Credit,2015-01,4.027
              Credit,2014-12,5.169
              Credit,2014-11,3.225
              Credit,2014-10,5.345
              Credit,2014-09,4.509
              Credit,2014-08,3.834
              Credit,2014-07,4.454
              Credit,2014-06,4.262
              Credit,2014-05,5.262
              Credit,2014-04,5.158
              Credit,2014-03,6.384
              Credit,2014-02,4.899
              Credit,2014-01,4.617
              Credit,2013-12,5.742
              Credit,2013-11,4.007
              Credit,2013-10,4.661
              Credit,2013-09,3.85
              Credit,2013-08,3.491
              Credit,2013-07,4.368
              Credit,2013-06,3.626
              Credit,2013-05,4.011
              Credit,2013-04,4.848
              Credit,2013-03,5.225
              Credit,2013-02,4.241
              Credit,2013-01,4.028
              Credit,2012-12,8.419
              Credit,2012-11,3.747
              Credit,2012-10,3.213
              Credit,2012-09,2.458
              Credit,2012-08,3.27
              Credit,2012-07,3.273
              Credit,2012-06,2.853
              Credit,2012-05,19.471
              Credit,2012-04,3.793
              Credit,2012-03,3.217
              Credit,2012-02,3.171
              Credit,2012-01,3.634
              Credit,2011-12,4.155
              Credit,2011-11,3.909
              Credit,2011-10,3.961
              Credit,2011-09,3.275
              Credit,2011-08,4.451
              Credit,2011-07,3.95
              Credit,2011-06,2.858
              Credit,2011-05,5.252
              Credit,2011-04,4.465
              Credit,2011-03,2.468
              Credit,2011-02,2.224
              Credit,2011-01,2.274
              Credit,2010-12,5.168
              Credit,2010-11,3.554
              Credit,2010-10,2.842
              Credit,2010-09,3.083
              Credit,2010-08,2.23
              Credit,2010-07,2.102
              Credit,2010-06,2.267
