Үзүүлэлт,Эдийн засгийн салбар,Он,value
"ДНБ, оны үнээр, мянган ам.доллар",Тээвэр ба агуулахын үйл ажиллагаа,1993,37589.46
"ДНБ, оны үнээр, мянган ам.доллар",Тээвэр ба агуулахын үйл ажиллагаа,1992,53499.5
"ДНБ, оны үнээр, мянган ам.доллар",Тээвэр ба агуулахын үйл ажиллагаа,1991,36897.46
"ДНБ, оны үнээр, мянган ам.доллар",Тээвэр ба агуулахын үйл ажиллагаа,1990,270673.54
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2024,278420.9
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2023,217416.88
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2022,169691.45
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2021,134447.57
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2020,114247.08
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2019,150022.09
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2018,139332.5
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2017,113725.7
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2016,122324.99
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2015,111935.22
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2014,108104.8
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2013,134714.43
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2012,136995.62
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2011,74517.85
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2010,38800.84
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2009,30378.16
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2008,33420.27
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2007,24612.48
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2006,19493.26
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2005,16047.23
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2004,12676.37
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2003,11018.58
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2002,10884.7
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2001,10271.07
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2000,10001.93
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1999,12431.18
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1998,11759.85
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1997,11446.06
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1996,10978.88
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1995,8930.66
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1994,4934.88
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1993,3497.74
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1992,9659.0
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1991,6379.14
"ДНБ, оны үнээр, мянган ам.доллар","Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",1990,17196.89
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2024,485264.73
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2023,390849.31
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2022,338634.78
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2021,321288.87
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2020,254684.04
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2019,250023.66
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2018,231213.18
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2017,207057.97
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2016,235416.88
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2015,242015.1
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2014,270653.75
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2013,271312.17
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2012,279212.09
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2011,229358.35
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2010,188501.69
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2009,149874.14
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2008,189811.29
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2007,141993.37
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2006,85200.03
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2005,79864.84
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2004,63508.19
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2003,54834.33
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2002,51001.23
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2001,40583.04
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",2000,32108.59
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1999,26218.85
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1998,28804.83
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1997,25824.7
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1996,27480.88
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1995,25392.15
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1994,21819.77
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1993,13872.75
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1992,20275.0
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1991,13865.72
"ДНБ, оны үнээр, мянган ам.доллар","Мэдээлэл, холбоо",1990,98886.0
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2024,1252667.86
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2023,940180.62
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2022,813040.11
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2021,722926.15
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2020,600713.34
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2019,586160.85
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2018,515377.18
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2017,452309.28
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2016,421364.98
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2015,417747.45
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2014,572949.05
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2013,512749.13
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2012,429254.54
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2011,301137.08
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2010,176644.16
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2009,147940.74
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2008,202664.8
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2007,132602.64
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2006,98351.99
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2005,93154.21
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2004,82317.29
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2003,64687.37
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2002,44934.88
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2001,38747.15
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,2000,28569.65
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1999,25691.69
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1998,20259.89
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1997,21733.96
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1996,25938.74
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1995,19122.09
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1994,10566.4
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1993,7489.25
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1992,20681.5
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1991,13658.88
"ДНБ, оны үнээр, мянган ам.доллар",Санхүүгийн болон даатгалын үйл ажиллагаа,1990,36821.24
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2024,1057223.37
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2023,885393.76
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2022,779700.98
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2021,728275.8
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2020,709785.07
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2019,731373.16
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2018,752140.67
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2017,717749.21
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2016,761935.36
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2015,813020.52
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2014,822249.65
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2013,761778.83
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2012,704217.0
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2011,698646.61
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2010,506987.09
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2009,333566.49
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2008,296701.98
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2007,159623.68
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2006,147377.06
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2005,133180.69
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2004,116167.09
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2003,109819.09
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2002,102634.81
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2001,75946.51
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,2000,45432.85
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1999,35074.04
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1998,27679.99
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1997,24785.26
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1996,28879.48
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1995,29380.94
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1994,49790.93
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1993,39403.66
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1992,84537.49
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1991,52161.85
"ДНБ, оны үнээр, мянган ам.доллар",Үл хөдлөх хөрөнгийн үйл ажиллагаа,1990,210041.42
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2024,355436.43
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2023,256741.4
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2022,235187.28
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2021,218509.55
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2020,201881.12
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2019,199591.17
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2018,165480.56
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2017,157313.79
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2016,171467.63
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2015,196213.99
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2014,277407.5
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2013,292855.96
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2012,312074.83
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2011,170817.35
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2010,97554.81
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2009,45660.92
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2008,65770.13
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2007,30817.17
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2006,23480.22
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2005,14954.34
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2004,13055.66
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2003,12234.16
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2002,11424.21
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2001,10251.77
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2000,9876.86
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1999,9579.58
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1998,10042.26
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1997,8910.36
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1996,9862.53
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1995,9049.17
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1994,819.25
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1993,580.67
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1992,1603.5
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1991,1058.95
"ДНБ, оны үнээр, мянган ам.доллар","Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",1990,2854.92
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2024,172340.44
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2023,133698.83
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2022,106234.64
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2021,86758.36
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2020,74945.0
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2019,84298.87
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2018,80293.09
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2017,79644.17
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2016,84686.12
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2015,74059.36
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2014,115815.55
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2013,139894.02
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2012,130646.81
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2011,56255.3
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2010,59812.02
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2009,61759.8
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2008,84469.43
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2007,43761.1
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2006,28658.52
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2005,28267.7
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2004,23209.48
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2003,20832.05
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2002,19428.12
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2001,16407.13
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,2000,14334.97
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1999,12735.42
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1998,13565.54
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1997,12046.04
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1996,13013.98
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1995,11837.14
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1994,5061.16
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1993,3221.4
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1992,4845.25
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1991,3325.78
"ДНБ, оны үнээр, мянган ам.доллар",Удирдлагын болон дэмжлэг үзүүлэх үйл ажиллагаа,1990,22751.29
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2024,1178003.38
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2023,895693.0
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2022,749462.95
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2021,765261.6
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2020,713223.17
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2019,670534.34
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2018,640532.53
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2017,632265.84
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2016,656000.09
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2015,682170.58
"ДНБ, оны үнээр, мянган ам.доллар","Төрийн удирдлага ба батлан хамгаалах үйл ажиллагаа, албан журмын нийгмийн хамгаалал",2014,498926.24
