Products,Region,Time,value
"Mutton, kg",Zavkhan,2024-07-08,14000.0
"Mutton, kg",Zavkhan,2024-07-01,14000.0
"Mutton, kg",Zavkhan,2024-06-24,14000.0
"Mutton, kg",Zavkhan,2024-06-17,15000.0
"Mutton, kg",Zavkhan,2024-06-10,15000.0
"Mutton, kg",Zavkhan,2024-06-03,16000.0
"Mutton, kg",Zavkhan,2024-05-27,16000.0
"Mutton, kg",Zavkhan,2024-05-20,16000.0
"Mutton, kg",Zavkhan,2024-05-13,16000.0
"Mutton, kg",Zavkhan,2024-05-06,16000.0
"Mutton, kg",Zavkhan,2024-04-29,16000.0
"Mutton, kg",Zavkhan,2024-04-22,16000.0
"Mutton, kg",Zavkhan,2024-04-15,10000.0
"Mutton, kg",Zavkhan,2024-04-08,10000.0
"Mutton, kg",Zavkhan,2024-04-01,10000.0
"Mutton, kg",Zavkhan,2024-03-25,10000.0
"Mutton, kg",Zavkhan,2024-03-18,10000.0
"Mutton, kg",Zavkhan,2024-03-11,8500.0
"Mutton, kg",Zavkhan,2024-03-04,8500.0
"Mutton, kg",Zavkhan,2024-02-26,8000.0
"Mutton, kg",Zavkhan,2024-02-19,8000.0
"Mutton, kg",Zavkhan,2024-02-05,8500.0
"Mutton, kg",Zavkhan,2024-01-29,9000.0
"Mutton, kg",Zavkhan,2024-01-22,9000.0
"Mutton, kg",Zavkhan,2024-01-15,9000.0
"Mutton, kg",Zavkhan,2024-01-08,9000.0
"Mutton, kg",Zavkhan,2024-01-02,9000.0
"Mutton, kg",Uvs,2026-08-31,21000.0
"Mutton, kg",Uvs,2026-08-24,22328.0
"Mutton, kg",Uvs,2026-08-17,22000.0
"Mutton, kg",Uvs,2026-8-10,22000.0
"Mutton, kg",Uvs,2026-08-03,22000.0
"Mutton, kg",Uvs,2026-07-20,22000.0
"Mutton, kg",Uvs,2026-07-20,22000.0
"Mutton, kg",Uvs,2026-07-06,22000.0
"Mutton, kg",Uvs,2026-06-29,22000.0
"Mutton, kg",Uvs,2026-06-22,22000.0
"Mutton, kg",Uvs,2026-06-15,22000.0
"Mutton, kg",Uvs,2026-06-08,22000.0
"Mutton, kg",Uvs,2026-06-02,22000.0
"Mutton, kg",Uvs,2026-05-25,22000.0
"Mutton, kg",Uvs,2026-05-18,21333.0
"Mutton, kg",Uvs,2026-05-11,21333.0
"Mutton, kg",Uvs,2026-05-04,21333.0
"Mutton, kg",Uvs,2026-04-28,21000.0
"Mutton, kg",Uvs,2026-04-20,20000.0
"Mutton, kg",Uvs,2026-04-13,20000.0
"Mutton, kg",Uvs,2026-04-07,19000.0
"Mutton, kg",Uvs,2026-03-30,19000.0
"Mutton, kg",Uvs,2026-03-23,18000.0
"Mutton, kg",Uvs,2026-03-16,18000.0
"Mutton, kg",Uvs,2026-03-09,18000.0
"Mutton, kg",Uvs,2026-03-02,17000.0
"Mutton, kg",Uvs,2026-02-23,17000.0
"Mutton, kg",Uvs,2026-02-09,17000.0
"Mutton, kg",Uvs,2026-02-02,16333.0
"Mutton, kg",Uvs,2026-01-26,16000.0
"Mutton, kg",Uvs,2026-01-19,16000.0
"Mutton, kg",Uvs,2026-01-12,16000.0
"Mutton, kg",Uvs,2026-01-05,16000.0
"Mutton, kg",Uvs,2025-12-30,16000.0
"Mutton, kg",Uvs,2025-12-22,16000.0
"Mutton, kg",Uvs,2025-12-15,16000.0
"Mutton, kg",Uvs,2025-12-08,14667.0
"Mutton, kg",Uvs,2025-12-01,14667.0
"Mutton, kg",Uvs,2025-11-24,14667.0
"Mutton, kg",Uvs,2025-11-17,14000.0
"Mutton, kg",Uvs,2025-11-10,14000.0
"Mutton, kg",Uvs,2025-11-03,14000.0
"Mutton, kg",Uvs,2025-10-27,14000.0
"Mutton, kg",Uvs,2025-10-20,14000.0
"Mutton, kg",Uvs,2025-10-13,14000.0
"Mutton, kg",Uvs,2025-10-06,14000.0
"Mutton, kg",Uvs,2025-09-29,13667.0
"Mutton, kg",Uvs,2025-09-22,13667.0
"Mutton, kg",Uvs,2025-09-15,13667.0
"Mutton, kg",Uvs,2025-09-08,13667.0
"Mutton, kg",Uvs,2025-09-01,14000.0
"Mutton, kg",Uvs,2025-08-25,14000.0
"Mutton, kg",Uvs,2025-08-18,14000.0
"Mutton, kg",Uvs,2025-08-11,15000.0
"Mutton, kg",Uvs,2025-08-04,15000.0
"Mutton, kg",Uvs,2025-07-28,15000.0
"Mutton, kg",Uvs,2025-07-21,14500.0
"Mutton, kg",Uvs,2025-07-07,14500.0
"Mutton, kg",Uvs,2025-06-30,13666.0
"Mutton, kg",Uvs,2025-06-23,14000.0
"Mutton, kg",Uvs,2025-06-16,14500.0
"Mutton, kg",Uvs,2025-06-09,15000.0
"Mutton, kg",Uvs,2025-06-02,15000.0
"Mutton, kg",Uvs,2025-05-26,15000.0
"Mutton, kg",Uvs,2025-05-19,15000.0
"Mutton, kg",Uvs,2025-05-12,15000.0
"Mutton, kg",Uvs,2025-05-05,16000.0
"Mutton, kg",Uvs,2025-04-28,16000.0
"Mutton, kg",Uvs,2025-04-21,16000.0
"Mutton, kg",Uvs,2025-04-14,16000.0
"Mutton, kg",Uvs,2025-04-07,15333.0
"Mutton, kg",Uvs,2025-03-31,14000.0
"Mutton, kg",Uvs,2025-03-24,14333.0
"Mutton, kg",Uvs,2025-03-17,15166.0
"Mutton, kg",Uvs,2025-03-10,14000.0
"Mutton, kg",Uvs,2025-02-24,14666.0
"Mutton, kg",Uvs,2025-02-17,15000.0
"Mutton, kg",Uvs,2025-02-10,15000.0
"Mutton, kg",Uvs,2025-02-03,14333.0
"Mutton, kg",Uvs,2025-01-27,14333.0
"Mutton, kg",Uvs,2025-01-20,14333.0
"Mutton, kg",Uvs,2025-01-13,14000.0
"Mutton, kg",Uvs,2025-01-06,14000.0
"Mutton, kg",Uvs,2024-12-30,13333.0
"Mutton, kg",Uvs,2024-12-23,12666.0
"Mutton, kg",Uvs,2024-12-16,12333.0
"Mutton, kg",Uvs,2024-12-09,11667.0
"Mutton, kg",Uvs,2024-12-02,11667.0
"Mutton, kg",Uvs,2024-11-25,11333.0
"Mutton, kg",Uvs,2024-11-18,11333.0
"Mutton, kg",Uvs,2024-11-12,11000.0
"Mutton, kg",Uvs,2024-11-04,11333.0
"Mutton, kg",Uvs,2024-10-28,11333.0
"Mutton, kg",Uvs,2024-10-21,11333.0
"Mutton, kg",Uvs,2024-10-14,11333.0
"Mutton, kg",Uvs,2024-10-07,8667.0
"Mutton, kg",Uvs,2024-09-30,10166.0
"Mutton, kg",Uvs,2024-09-23,10166.0
"Mutton, kg",Uvs,2024-09-16,10166.0
"Mutton, kg",Uvs,2024-09-09,10166.0
"Mutton, kg",Uvs,2024-09-02,10166.0
"Mutton, kg",Uvs,2024-08-26,9166.0
"Mutton, kg",Uvs,2024-08-19,12000.0
"Mutton, kg",Uvs,2024-08-12,13000.0
"Mutton, kg",Uvs,2024-08-05,12333.0
"Mutton, kg",Uvs,2024-07-29,12000.0
"Mutton, kg",Uvs,2024-07-22,12333.0
"Mutton, kg",Uvs,2024-07-08,13333.0
"Mutton, kg",Uvs,2024-07-01,13666.0
"Mutton, kg",Uvs,2024-06-24,14000.0
"Mutton, kg",Uvs,2024-06-17,15000.0
"Mutton, kg",Uvs,2024-06-10,15000.0
"Mutton, kg",Uvs,2024-06-03,14000.0
"Mutton, kg",Uvs,2024-05-27,14000.0
"Mutton, kg",Uvs,2024-05-20,14000.0
"Mutton, kg",Uvs,2024-05-13,14000.0
"Mutton, kg",Uvs,2024-05-06,14000.0
"Mutton, kg",Uvs,2024-04-29,14000.0
"Mutton, kg",Uvs,2024-04-22,14000.0
"Mutton, kg",Uvs,2024-04-15,11666.0
"Mutton, kg",Uvs,2024-04-08,11666.0
"Mutton, kg",Uvs,2024-04-01,10333.0
"Mutton, kg",Uvs,2024-03-25,10000.0
"Mutton, kg",Uvs,2024-03-18,10000.0
"Mutton, kg",Uvs,2024-03-11,9000.0
"Mutton, kg",Uvs,2024-03-04,8333.0
"Mutton, kg",Uvs,2024-02-26,8333.0
"Mutton, kg",Uvs,2024-02-19,10000.0
"Mutton, kg",Uvs,2024-02-05,9666.0
"Mutton, kg",Uvs,2024-01-29,8833.0
"Mutton, kg",Uvs,2024-01-22,8500.0
"Mutton, kg",Uvs,2024-01-15,8500.0
"Mutton, kg",Uvs,2024-01-08,8500.0
"Mutton, kg",Uvs,2024-01-02,10000.0
"Mutton, kg",Khovd,2026-08-31,24000.0
"Mutton, kg",Khovd,2026-08-24,24000.0
"Mutton, kg",Khovd,2026-08-17,24000.0
"Mutton, kg",Khovd,2026-8-10,24000.0
"Mutton, kg",Khovd,2026-08-03,24000.0
"Mutton, kg",Khovd,2026-07-20,24000.0
"Mutton, kg",Khovd,2026-07-20,24000.0
"Mutton, kg",Khovd,2026-07-06,24000.0
"Mutton, kg",Khovd,2026-06-29,24000.0
"Mutton, kg",Khovd,2026-06-22,24000.0
"Mutton, kg",Khovd,2026-06-15,24000.0
"Mutton, kg",Khovd,2026-06-08,24000.0
"Mutton, kg",Khovd,2026-06-02,24000.0
"Mutton, kg",Khovd,2026-05-25,24000.0
"Mutton, kg",Khovd,2026-05-18,25000.0
"Mutton, kg",Khovd,2026-05-11,23000.0
"Mutton, kg",Khovd,2026-05-04,23000.0
"Mutton, kg",Khovd,2026-04-28,22000.0
"Mutton, kg",Khovd,2026-04-20,22000.0
"Mutton, kg",Khovd,2026-04-13,22000.0
"Mutton, kg",Khovd,2026-04-07,20000.0
"Mutton, kg",Khovd,2026-03-30,20000.0
"Mutton, kg",Khovd,2026-03-23,20000.0
"Mutton, kg",Khovd,2026-03-16,20000.0
"Mutton, kg",Khovd,2026-03-09,20000.0
"Mutton, kg",Khovd,2026-03-02,20000.0
"Mutton, kg",Khovd,2026-02-23,20000.0
"Mutton, kg",Khovd,2026-02-09,20000.0
"Mutton, kg",Khovd,2026-02-02,18000.0
"Mutton, kg",Khovd,2026-01-26,18000.0
"Mutton, kg",Khovd,2026-01-19,18000.0
"Mutton, kg",Khovd,2026-01-12,18000.0
"Mutton, kg",Khovd,2026-01-05,17000.0
"Mutton, kg",Khovd,2025-12-30,17000.0
"Mutton, kg",Khovd,2025-12-22,17000.0
"Mutton, kg",Khovd,2025-12-15,17000.0
"Mutton, kg",Khovd,2025-12-08,17000.0
"Mutton, kg",Khovd,2025-12-01,16000.0
"Mutton, kg",Khovd,2025-11-24,16000.0
"Mutton, kg",Khovd,2025-11-17,16000.0
"Mutton, kg",Khovd,2025-11-10,16000.0
"Mutton, kg",Khovd,2025-11-03,16000.0
"Mutton, kg",Khovd,2025-10-27,16000.0
"Mutton, kg",Khovd,2025-10-20,16000.0
"Mutton, kg",Khovd,2025-10-13,16000.0
"Mutton, kg",Khovd,2025-10-06,16000.0
"Mutton, kg",Khovd,2025-09-29,16000.0
"Mutton, kg",Khovd,2025-09-22,16000.0
"Mutton, kg",Khovd,2025-09-15,16000.0
"Mutton, kg",Khovd,2025-09-08,15000.0
"Mutton, kg",Khovd,2025-09-01,16000.0
"Mutton, kg",Khovd,2025-08-25,17000.0
"Mutton, kg",Khovd,2025-08-18,17000.0
"Mutton, kg",Khovd,2025-08-11,17000.0
"Mutton, kg",Khovd,2025-08-04,17000.0
"Mutton, kg",Khovd,2025-07-28,17000.0
"Mutton, kg",Khovd,2025-07-21,17000.0
"Mutton, kg",Khovd,2025-07-07,18000.0
"Mutton, kg",Khovd,2025-06-30,18000.0
"Mutton, kg",Khovd,2025-06-23,18000.0
"Mutton, kg",Khovd,2025-06-16,18000.0
"Mutton, kg",Khovd,2025-06-09,18000.0
"Mutton, kg",Khovd,2025-06-02,18000.0
"Mutton, kg",Khovd,2025-05-26,18000.0
"Mutton, kg",Khovd,2025-05-19,18000.0
"Mutton, kg",Khovd,2025-05-12,18000.0
"Mutton, kg",Khovd,2025-05-05,18000.0
"Mutton, kg",Khovd,2025-04-28,18000.0
"Mutton, kg",Khovd,2025-04-21,18000.0
"Mutton, kg",Khovd,2025-04-14,18000.0
"Mutton, kg",Khovd,2025-04-07,18000.0
"Mutton, kg",Khovd,2025-03-31,18000.0
"Mutton, kg",Khovd,2025-03-24,18000.0
"Mutton, kg",Khovd,2025-03-17,17000.0
"Mutton, kg",Khovd,2025-03-10,17000.0
"Mutton, kg",Khovd,2025-02-24,16000.0
"Mutton, kg",Khovd,2025-02-17,16000.0
"Mutton, kg",Khovd,2025-02-10,15000.0
"Mutton, kg",Khovd,2025-02-03,15000.0
"Mutton, kg",Khovd,2025-01-27,15000.0
"Mutton, kg",Khovd,2025-01-20,15000.0
"Mutton, kg",Khovd,2025-01-13,15000.0
"Mutton, kg",Khovd,2025-01-06,15500.0
"Mutton, kg",Khovd,2024-12-30,15000.0
"Mutton, kg",Khovd,2024-12-23,14000.0
"Mutton, kg",Khovd,2024-12-16,14000.0
"Mutton, kg",Khovd,2024-12-09,14000.0
"Mutton, kg",Khovd,2024-12-02,14000.0
"Mutton, kg",Khovd,2024-11-25,14000.0
"Mutton, kg",Khovd,2024-11-18,13000.0
"Mutton, kg",Khovd,2024-11-12,13000.0
"Mutton, kg",Khovd,2024-11-04,14000.0
"Mutton, kg",Khovd,2024-10-28,14000.0
"Mutton, kg",Khovd,2024-10-21,14000.0
"Mutton, kg",Khovd,2024-10-14,14000.0
"Mutton, kg",Khovd,2024-10-07,15000.0
"Mutton, kg",Khovd,2024-09-30,15000.0
"Mutton, kg",Khovd,2024-09-23,15000.0
"Mutton, kg",Khovd,2024-09-16,15000.0
"Mutton, kg",Khovd,2024-09-09,15000.0
"Mutton, kg",Khovd,2024-09-02,15000.0
"Mutton, kg",Khovd,2024-08-26,14000.0
"Mutton, kg",Khovd,2024-08-19,15000.0
"Mutton, kg",Khovd,2024-08-12,15000.0
"Mutton, kg",Khovd,2024-08-05,16000.0
"Mutton, kg",Khovd,2024-07-29,17000.0
"Mutton, kg",Khovd,2024-07-22,17000.0
"Mutton, kg",Khovd,2024-07-08,18000.0
"Mutton, kg",Khovd,2024-07-01,18000.0
"Mutton, kg",Khovd,2024-06-24,18000.0
"Mutton, kg",Khovd,2024-06-17,18000.0
"Mutton, kg",Khovd,2024-06-10,18000.0
"Mutton, kg",Khovd,2024-06-03,18000.0
"Mutton, kg",Khovd,2024-05-27,18000.0
"Mutton, kg",Khovd,2024-05-20,18000.0
"Mutton, kg",Khovd,2024-05-13,17000.0
"Mutton, kg",Khovd,2024-05-06,18000.0
"Mutton, kg",Khovd,2024-04-29,16000.0
"Mutton, kg",Khovd,2024-04-22,16000.0
"Mutton, kg",Khovd,2024-04-15,16000.0
"Mutton, kg",Khovd,2024-04-08,16000.0
"Mutton, kg",Khovd,2024-04-01,16000.0
"Mutton, kg",Khovd,2024-03-25,16000.0
"Mutton, kg",Khovd,2024-03-18,14000.0
"Mutton, kg",Khovd,2024-03-11,13000.0
"Mutton, kg",Khovd,2024-03-04,14000.0
"Mutton, kg",Khovd,2024-02-26,14000.0
"Mutton, kg",Khovd,2024-02-19,14000.0
"Mutton, kg",Khovd,2024-02-05,13000.0
"Mutton, kg",Khovd,2024-01-29,13000.0
"Mutton, kg",Khovd,2024-01-22,13000.0
"Mutton, kg",Khovd,2024-01-15,13000.0
"Mutton, kg",Khovd,2024-01-08,12000.0
"Mutton, kg",Khovd,2024-01-02,12000.0
"Mutton, kg",Khangai region,2026-08-31,
"Mutton, kg",Khangai region,2026-08-24,
"Mutton, kg",Khangai region,2026-08-17,
"Mutton, kg",Khangai region,2026-8-10,
"Mutton, kg",Khangai region,2026-08-03,
"Mutton, kg",Khangai region,2026-07-20,
"Mutton, kg",Khangai region,2026-07-20,
"Mutton, kg",Khangai region,2026-07-06,
"Mutton, kg",Khangai region,2026-06-29,
"Mutton, kg",Khangai region,2026-06-22,
"Mutton, kg",Khangai region,2026-06-15,
"Mutton, kg",Khangai region,2026-06-08,
"Mutton, kg",Khangai region,2026-06-02,
"Mutton, kg",Khangai region,2026-05-25,
"Mutton, kg",Khangai region,2026-05-18,
"Mutton, kg",Khangai region,2026-05-11,
"Mutton, kg",Khangai region,2026-05-04,
"Mutton, kg",Khangai region,2026-04-28,
"Mutton, kg",Khangai region,2026-04-20,
"Mutton, kg",Khangai region,2026-04-13,
"Mutton, kg",Khangai region,2026-04-07,
"Mutton, kg",Khangai region,2026-03-30,
"Mutton, kg",Khangai region,2026-03-23,
"Mutton, kg",Khangai region,2026-03-16,
"Mutton, kg",Khangai region,2026-03-09,
"Mutton, kg",Khangai region,2026-03-02,
"Mutton, kg",Khangai region,2026-02-23,
"Mutton, kg",Khangai region,2026-02-09,
"Mutton, kg",Khangai region,2026-02-02,
"Mutton, kg",Khangai region,2026-01-26,
"Mutton, kg",Khangai region,2026-01-19,
"Mutton, kg",Khangai region,2026-01-12,
"Mutton, kg",Khangai region,2026-01-05,
"Mutton, kg",Khangai region,2025-12-30,
"Mutton, kg",Khangai region,2025-12-22,
"Mutton, kg",Khangai region,2025-12-15,
"Mutton, kg",Khangai region,2025-12-08,
"Mutton, kg",Khangai region,2025-12-01,
"Mutton, kg",Khangai region,2025-11-24,
"Mutton, kg",Khangai region,2025-11-17,
"Mutton, kg",Khangai region,2025-11-10,
"Mutton, kg",Khangai region,2025-11-03,
"Mutton, kg",Khangai region,2025-10-27,
"Mutton, kg",Khangai region,2025-10-20,
"Mutton, kg",Khangai region,2025-10-13,
"Mutton, kg",Khangai region,2025-10-06,
"Mutton, kg",Khangai region,2025-09-29,
"Mutton, kg",Khangai region,2025-09-22,
"Mutton, kg",Khangai region,2025-09-15,
"Mutton, kg",Khangai region,2025-09-08,
"Mutton, kg",Khangai region,2025-09-01,
"Mutton, kg",Khangai region,2025-08-25,
"Mutton, kg",Khangai region,2025-08-18,
"Mutton, kg",Khangai region,2025-08-11,
"Mutton, kg",Khangai region,2025-08-04,
"Mutton, kg",Khangai region,2025-07-28,
"Mutton, kg",Khangai region,2025-07-21,
"Mutton, kg",Khangai region,2025-07-07,
"Mutton, kg",Khangai region,2025-06-30,
"Mutton, kg",Khangai region,2025-06-23,
"Mutton, kg",Khangai region,2025-06-16,
"Mutton, kg",Khangai region,2025-06-09,
"Mutton, kg",Khangai region,2025-06-02,
"Mutton, kg",Khangai region,2025-05-26,
"Mutton, kg",Khangai region,2025-05-19,
"Mutton, kg",Khangai region,2025-05-12,
"Mutton, kg",Khangai region,2025-05-05,
"Mutton, kg",Khangai region,2025-04-28,
"Mutton, kg",Khangai region,2025-04-21,
"Mutton, kg",Khangai region,2025-04-14,
"Mutton, kg",Khangai region,2025-04-07,
"Mutton, kg",Khangai region,2025-03-31,
"Mutton, kg",Khangai region,2025-03-24,
"Mutton, kg",Khangai region,2025-03-17,
"Mutton, kg",Khangai region,2025-03-10,
"Mutton, kg",Khangai region,2025-02-24,
"Mutton, kg",Khangai region,2025-02-17,
"Mutton, kg",Khangai region,2025-02-10,
"Mutton, kg",Khangai region,2025-02-03,
"Mutton, kg",Khangai region,2025-01-27,
"Mutton, kg",Khangai region,2025-01-20,
"Mutton, kg",Khangai region,2025-01-13,
"Mutton, kg",Khangai region,2025-01-06,
"Mutton, kg",Khangai region,2024-12-30,
"Mutton, kg",Khangai region,2024-12-23,
"Mutton, kg",Khangai region,2024-12-16,
"Mutton, kg",Khangai region,2024-12-09,
"Mutton, kg",Khangai region,2024-12-02,
"Mutton, kg",Khangai region,2024-11-25,
"Mutton, kg",Khangai region,2024-11-18,
"Mutton, kg",Khangai region,2024-11-12,
"Mutton, kg",Khangai region,2024-11-04,
"Mutton, kg",Khangai region,2024-10-28,
"Mutton, kg",Khangai region,2024-10-21,
"Mutton, kg",Khangai region,2024-10-14,
"Mutton, kg",Khangai region,2024-10-07,
"Mutton, kg",Khangai region,2024-09-30,
"Mutton, kg",Khangai region,2024-09-23,
"Mutton, kg",Khangai region,2024-09-16,
"Mutton, kg",Khangai region,2024-09-09,
"Mutton, kg",Khangai region,2024-09-02,
"Mutton, kg",Khangai region,2024-08-26,
"Mutton, kg",Khangai region,2024-08-19,
"Mutton, kg",Khangai region,2024-08-12,
"Mutton, kg",Khangai region,2024-08-05,
"Mutton, kg",Khangai region,2024-07-29,
"Mutton, kg",Khangai region,2024-07-22,
"Mutton, kg",Khangai region,2024-07-08,
"Mutton, kg",Khangai region,2024-07-01,
"Mutton, kg",Khangai region,2024-06-24,
"Mutton, kg",Khangai region,2024-06-17,
"Mutton, kg",Khangai region,2024-06-10,
"Mutton, kg",Khangai region,2024-06-03,
"Mutton, kg",Khangai region,2024-05-27,
"Mutton, kg",Khangai region,2024-05-20,
"Mutton, kg",Khangai region,2024-05-13,
"Mutton, kg",Khangai region,2024-05-06,
"Mutton, kg",Khangai region,2024-04-29,
"Mutton, kg",Khangai region,2024-04-22,
"Mutton, kg",Khangai region,2024-04-15,
"Mutton, kg",Khangai region,2024-04-08,
"Mutton, kg",Khangai region,2024-04-01,
"Mutton, kg",Khangai region,2024-03-25,
"Mutton, kg",Khangai region,2024-03-18,
"Mutton, kg",Khangai region,2024-03-11,
"Mutton, kg",Khangai region,2024-03-04,
"Mutton, kg",Khangai region,2024-02-26,
"Mutton, kg",Khangai region,2024-02-19,
"Mutton, kg",Khangai region,2024-02-05,
"Mutton, kg",Khangai region,2024-01-29,
"Mutton, kg",Khangai region,2024-01-22,
"Mutton, kg",Khangai region,2024-01-15,
"Mutton, kg",Khangai region,2024-01-08,
"Mutton, kg",Khangai region,2024-01-02,
"Mutton, kg",Arkhangai,2026-08-31,19661.0
"Mutton, kg",Arkhangai,2026-08-24,19661.0
"Mutton, kg",Arkhangai,2026-08-17,19661.0
"Mutton, kg",Arkhangai,2026-8-10,20646.0
"Mutton, kg",Arkhangai,2026-08-03,20984.0
"Mutton, kg",Arkhangai,2026-07-20,21328.0
"Mutton, kg",Arkhangai,2026-07-20,23000.0
"Mutton, kg",Arkhangai,2026-07-06,22000.0
"Mutton, kg",Arkhangai,2026-06-29,22496.0
"Mutton, kg",Arkhangai,2026-06-22,23000.0
"Mutton, kg",Arkhangai,2026-06-15,23000.0
"Mutton, kg",Arkhangai,2026-06-08,23329.0
"Mutton, kg",Arkhangai,2026-06-02,23496.0
"Mutton, kg",Arkhangai,2026-05-25,22825.0
"Mutton, kg",Arkhangai,2026-05-18,24667.0
"Mutton, kg",Arkhangai,2026-05-11,24000.0
"Mutton, kg",Arkhangai,2026-05-04,24000.0
"Mutton, kg",Arkhangai,2026-04-28,21667.0
"Mutton, kg",Arkhangai,2026-04-20,21667.0
"Mutton, kg",Arkhangai,2026-04-13,20333.0
"Mutton, kg",Arkhangai,2026-04-07,19000.0
"Mutton, kg",Arkhangai,2026-03-30,18167.0
"Mutton, kg",Arkhangai,2026-03-23,18333.0
"Mutton, kg",Arkhangai,2026-03-16,18333.0
"Mutton, kg",Arkhangai,2026-03-09,18333.0
"Mutton, kg",Arkhangai,2026-03-02,16000.0
"Mutton, kg",Arkhangai,2026-02-23,16000.0
"Mutton, kg",Arkhangai,2026-02-09,16000.0
"Mutton, kg",Arkhangai,2026-02-02,16000.0
"Mutton, kg",Arkhangai,2026-01-26,14500.0
"Mutton, kg",Arkhangai,2026-01-19,14500.0
"Mutton, kg",Arkhangai,2026-01-12,14333.0
"Mutton, kg",Arkhangai,2026-01-05,13833.0
"Mutton, kg",Arkhangai,2025-12-30,13833.0
"Mutton, kg",Arkhangai,2025-12-22,13667.0
"Mutton, kg",Arkhangai,2025-12-15,13500.0
"Mutton, kg",Arkhangai,2025-12-08,13333.0
"Mutton, kg",Arkhangai,2025-12-01,13333.0
"Mutton, kg",Arkhangai,2025-11-24,13000.0
"Mutton, kg",Arkhangai,2025-11-17,13000.0
"Mutton, kg",Arkhangai,2025-11-10,13000.0
"Mutton, kg",Arkhangai,2025-11-03,13000.0
"Mutton, kg",Arkhangai,2025-10-27,13000.0
"Mutton, kg",Arkhangai,2025-10-20,13000.0
"Mutton, kg",Arkhangai,2025-10-13,13000.0
"Mutton, kg",Arkhangai,2025-10-06,13167.0
"Mutton, kg",Arkhangai,2025-09-29,13000.0
"Mutton, kg",Arkhangai,2025-09-22,13000.0
"Mutton, kg",Arkhangai,2025-09-15,13000.0
"Mutton, kg",Arkhangai,2025-09-08,13000.0
"Mutton, kg",Arkhangai,2025-09-01,12667.0
"Mutton, kg",Arkhangai,2025-08-25,13000.0
"Mutton, kg",Arkhangai,2025-08-18,13000.0
"Mutton, kg",Arkhangai,2025-08-11,13000.0
"Mutton, kg",Arkhangai,2025-08-04,13000.0
"Mutton, kg",Arkhangai,2025-07-28,13333.0
"Mutton, kg",Arkhangai,2025-07-21,13167.0
"Mutton, kg",Arkhangai,2025-07-07,13000.0
"Mutton, kg",Arkhangai,2025-06-30,13667.0
"Mutton, kg",Arkhangai,2025-06-23,14167.0
"Mutton, kg",Arkhangai,2025-06-16,14167.0
"Mutton, kg",Arkhangai,2025-06-09,14167.0
"Mutton, kg",Arkhangai,2025-06-02,15000.0
"Mutton, kg",Arkhangai,2025-05-26,14833.0
"Mutton, kg",Arkhangai,2025-05-19,15167.0
"Mutton, kg",Arkhangai,2025-05-12,15500.0
"Mutton, kg",Arkhangai,2025-05-05,14667.0
"Mutton, kg",Arkhangai,2025-04-28,13333.0
"Mutton, kg",Arkhangai,2025-04-21,13333.0
"Mutton, kg",Arkhangai,2025-04-14,13333.0
"Mutton, kg",Arkhangai,2025-04-07,13000.0
"Mutton, kg",Arkhangai,2025-03-31,13000.0
"Mutton, kg",Arkhangai,2025-03-24,13167.0
"Mutton, kg",Arkhangai,2025-03-17,13167.0
"Mutton, kg",Arkhangai,2025-03-10,13167.0
"Mutton, kg",Arkhangai,2025-02-24,13167.0
"Mutton, kg",Arkhangai,2025-02-17,12667.0
"Mutton, kg",Arkhangai,2025-02-10,12667.0
"Mutton, kg",Arkhangai,2025-02-03,12667.0
"Mutton, kg",Arkhangai,2025-01-27,12667.0
"Mutton, kg",Arkhangai,2025-01-20,12667.0
"Mutton, kg",Arkhangai,2025-01-13,12333.0
"Mutton, kg",Arkhangai,2025-01-06,12333.0
"Mutton, kg",Arkhangai,2024-12-30,11500.0
"Mutton, kg",Arkhangai,2024-12-23,11500.0
"Mutton, kg",Arkhangai,2024-12-16,11500.0
"Mutton, kg",Arkhangai,2024-12-09,10333.0
"Mutton, kg",Arkhangai,2024-12-02,10333.0
"Mutton, kg",Arkhangai,2024-11-25,10333.0
"Mutton, kg",Arkhangai,2024-11-18,10500.0
"Mutton, kg",Arkhangai,2024-11-12,10500.0
"Mutton, kg",Arkhangai,2024-11-04,10333.0
"Mutton, kg",Arkhangai,2024-10-28,10500.0
"Mutton, kg",Arkhangai,2024-10-21,10333.0
"Mutton, kg",Arkhangai,2024-10-14,10500.0
"Mutton, kg",Arkhangai,2024-10-07,10333.0
"Mutton, kg",Arkhangai,2024-09-30,11333.0
"Mutton, kg",Arkhangai,2024-09-23,10333.0
"Mutton, kg",Arkhangai,2024-09-16,10667.0
"Mutton, kg",Arkhangai,2024-09-09,10667.0
"Mutton, kg",Arkhangai,2024-09-02,11000.0
"Mutton, kg",Arkhangai,2024-08-26,10500.0
"Mutton, kg",Arkhangai,2024-08-19,11000.0
"Mutton, kg",Arkhangai,2024-08-12,11333.0
"Mutton, kg",Arkhangai,2024-08-05,11333.0
"Mutton, kg",Arkhangai,2024-07-29,11333.0
"Mutton, kg",Arkhangai,2024-07-22,12000.0
"Mutton, kg",Arkhangai,2024-07-08,11667.0
"Mutton, kg",Arkhangai,2024-07-01,12333.0
"Mutton, kg",Arkhangai,2024-06-24,12000.0
"Mutton, kg",Arkhangai,2024-06-17,13000.0
"Mutton, kg",Arkhangai,2024-06-10,12667.0
"Mutton, kg",Arkhangai,2024-06-03,12333.0
