Indicator,Region,Year,value
Marriage,Arvaikheer,2017,162
Marriage,Arvaikheer,2016,130
Marriage,Arvaikheer,2015,137
Marriage,Arvaikheer,2014,85
Marriage,Arvaikheer,2013,81
Marriage,Arvaikheer,2011,32
Marriage,Arvaikheer,2010,95
Marriage,Arvaikheer,2009,355
Marriage,Arvaikheer,2008,334
Marriage,Arvaikheer,2007,504
Marriage,Arvaikheer,2006,808
Marriage,Baruunbayan-Ulaan,2025,2
Marriage,Baruunbayan-Ulaan,2024,4
Marriage,Baruunbayan-Ulaan,2023,6
Marriage,Baruunbayan-Ulaan,2022,10
Marriage,Baruunbayan-Ulaan,2021,26
Marriage,Baruunbayan-Ulaan,2020,13
Marriage,Baruunbayan-Ulaan,2019,20
Marriage,Baruunbayan-Ulaan,2018,12
Marriage,Baruunbayan-Ulaan,2017,11
Marriage,Baruunbayan-Ulaan,2016,21
Marriage,Baruunbayan-Ulaan,2015,12
Marriage,Baruunbayan-Ulaan,2014,9
Marriage,Baruunbayan-Ulaan,2013,11
Marriage,Baruunbayan-Ulaan,2011,6
Marriage,Baruunbayan-Ulaan,2010,4
Marriage,Baruunbayan-Ulaan,2009,16
Marriage,Baruunbayan-Ulaan,2008,28
Marriage,Baruunbayan-Ulaan,2007,61
Marriage,Baruunbayan-Ulaan,2006,31
Marriage,Bat-Ulzii,2025,9
Marriage,Bat-Ulzii,2024,11
Marriage,Bat-Ulzii,2023,14
Marriage,Bat-Ulzii,2022,25
Marriage,Bat-Ulzii,2021,31
Marriage,Bat-Ulzii,2020,9
Marriage,Bat-Ulzii,2019,29
Marriage,Bat-Ulzii,2018,28
Marriage,Bat-Ulzii,2017,38
Marriage,Bat-Ulzii,2016,39
Marriage,Bat-Ulzii,2015,48
Marriage,Bat-Ulzii,2014,48
Marriage,Bat-Ulzii,2013,20
Marriage,Bat-Ulzii,2011,7
Marriage,Bat-Ulzii,2010,29
Marriage,Bat-Ulzii,2009,69
Marriage,Bat-Ulzii,2008,63
Marriage,Bat-Ulzii,2007,86
Marriage,Bat-Ulzii,2006,101
Marriage,Bayangol,2025,4
Marriage,Bayangol,2024,10
Marriage,Bayangol,2023,11
Marriage,Bayangol,2022,15
Marriage,Bayangol,2021,15
Marriage,Bayangol,2020,20
Marriage,Bayangol,2019,22
Marriage,Bayangol,2018,28
Marriage,Bayangol,2017,23
Marriage,Bayangol,2016,18
Marriage,Bayangol,2015,23
Marriage,Bayangol,2014,10
Marriage,Bayangol,2013,9
Marriage,Bayangol,2011,3
Marriage,Bayangol,2010,3
Marriage,Bayangol,2009,40
Marriage,Bayangol,2008,52
Marriage,Bayangol,2007,61
Marriage,Bayangol,2006,79
Marriage,Bayan-Undur,2025,6
Marriage,Bayan-Undur,2024,7
Marriage,Bayan-Undur,2023,10
Marriage,Bayan-Undur,2022,17
Marriage,Bayan-Undur,2021,9
Marriage,Bayan-Undur,2020,10
Marriage,Bayan-Undur,2019,10
Marriage,Bayan-Undur,2018,9
Marriage,Bayan-Undur,2017,18
Marriage,Bayan-Undur,2016,5
Marriage,Bayan-Undur,2015,12
Marriage,Bayan-Undur,2014,25
Marriage,Bayan-Undur,2013,16
Marriage,Bayan-Undur,2011,7
Marriage,Bayan-Undur,2010,11
Marriage,Bayan-Undur,2009,40
Marriage,Bayan-Undur,2008,64
Marriage,Bayan-Undur,2007,164
Marriage,Bayan-Undur,2006,107
Marriage,Bogd,2025,16
Marriage,Bogd,2024,12
Marriage,Bogd,2023,18
Marriage,Bogd,2022,26
Marriage,Bogd,2021,30
Marriage,Bogd,2020,14
Marriage,Bogd,2019,32
Marriage,Bogd,2018,25
Marriage,Bogd,2017,28
Marriage,Bogd,2016,23
Marriage,Bogd,2015,29
Marriage,Bogd,2014,12
Marriage,Bogd,2013,10
Marriage,Bogd,2011,21
Marriage,Bogd,2010,1
Marriage,Bogd,2009,41
Marriage,Bogd,2008,60
Marriage,Bogd,2007,102
Marriage,Bogd,2006,89
Marriage,Burd,2025,5
Marriage,Burd,2024,5
Marriage,Burd,2023,9
Marriage,Burd,2022,12
Marriage,Burd,2021,8
Marriage,Burd,2020,13
Marriage,Burd,2019,14
Marriage,Burd,2018,15
Marriage,Burd,2017,12
Marriage,Burd,2016,10
Marriage,Burd,2015,17
Marriage,Burd,2014,9
Marriage,Burd,2013,11
Marriage,Burd,2011,5
Marriage,Burd,2010,3
Marriage,Burd,2009,34
Marriage,Burd,2008,25
Marriage,Burd,2007,42
Marriage,Burd,2006,53
Marriage,Guchin-Us,2025,3
Marriage,Guchin-Us,2024,10
Marriage,Guchin-Us,2023,7
Marriage,Guchin-Us,2022,12
Marriage,Guchin-Us,2021,8
Marriage,Guchin-Us,2020,7
Marriage,Guchin-Us,2019,5
Marriage,Guchin-Us,2018,19
Marriage,Guchin-Us,2017,12
Marriage,Guchin-Us,2016,9
Marriage,Guchin-Us,2015,12
Marriage,Guchin-Us,2014,6
Marriage,Guchin-Us,2013,5
Marriage,Guchin-Us,2011,4
Marriage,Guchin-Us,2010,13
Marriage,Guchin-Us,2009,29
Marriage,Guchin-Us,2008,21
Marriage,Guchin-Us,2007,31
Marriage,Guchin-Us,2006,35
Marriage,Yesun zuil,2025,7
Marriage,Yesun zuil,2024,4
Marriage,Yesun zuil,2023,6
Marriage,Yesun zuil,2022,11
Marriage,Yesun zuil,2021,7
Marriage,Yesun zuil,2020,6
Marriage,Yesun zuil,2019,12
Marriage,Yesun zuil,2018,15
Marriage,Yesun zuil,2017,7
Marriage,Yesun zuil,2016,6
Marriage,Yesun zuil,2015,15
Marriage,Yesun zuil,2014,5
Marriage,Yesun zuil,2013,9
Marriage,Yesun zuil,2011,6
Marriage,Yesun zuil,2010,38
Marriage,Yesun zuil,2009,42
Marriage,Yesun zuil,2008,39
Marriage,Yesun zuil,2007,138
Marriage,Yesun zuil,2006,63
Marriage,Zuunbayan-Ulaan,2025,14
Marriage,Zuunbayan-Ulaan,2024,24
Marriage,Zuunbayan-Ulaan,2023,11
Marriage,Zuunbayan-Ulaan,2022,11
Marriage,Zuunbayan-Ulaan,2021,27
Marriage,Zuunbayan-Ulaan,2020,9
Marriage,Zuunbayan-Ulaan,2019,15
Marriage,Zuunbayan-Ulaan,2018,25
Marriage,Zuunbayan-Ulaan,2017,16
Marriage,Zuunbayan-Ulaan,2016,19
Marriage,Zuunbayan-Ulaan,2015,27
Marriage,Zuunbayan-Ulaan,2014,21
Marriage,Zuunbayan-Ulaan,2013,10
Marriage,Zuunbayan-Ulaan,2011,5
Marriage,Zuunbayan-Ulaan,2010,12
Marriage,Zuunbayan-Ulaan,2009,34
Marriage,Zuunbayan-Ulaan,2008,53
Marriage,Zuunbayan-Ulaan,2007,82
Marriage,Zuunbayan-Ulaan,2006,125
Marriage,Nariinteel,2025,3
Marriage,Nariinteel,2024,10
Marriage,Nariinteel,2023,5
Marriage,Nariinteel,2022,6
Marriage,Nariinteel,2021,27
Marriage,Nariinteel,2020,9
Marriage,Nariinteel,2019,17
Marriage,Nariinteel,2018,24
Marriage,Nariinteel,2017,22
Marriage,Nariinteel,2016,19
Marriage,Nariinteel,2015,22
Marriage,Nariinteel,2014,10
Marriage,Nariinteel,2013,11
Marriage,Nariinteel,2011,13
Marriage,Nariinteel,2010,2
Marriage,Nariinteel,2009,41
Marriage,Nariinteel,2008,14
Marriage,Nariinteel,2007,32
Marriage,Nariinteel,2006,54
Marriage,Ulziit,2025,6
Marriage,Ulziit,2024,3
Marriage,Ulziit,2023,3
Marriage,Ulziit,2022,2
Marriage,Ulziit,2021,10
Marriage,Ulziit,2020,4
Marriage,Ulziit,2019,7
Marriage,Ulziit,2018,6
Marriage,Ulziit,2017,13
Marriage,Ulziit,2016,10
Marriage,Ulziit,2015,24
Marriage,Ulziit,2014,17
Marriage,Ulziit,2013,12
Marriage,Ulziit,2011,2
Marriage,Ulziit,2010,4
Marriage,Ulziit,2009,18
Marriage,Ulziit,2008,14
Marriage,Ulziit,2007,36
Marriage,Ulziit,2006,72
Marriage,Sant,2025,8
Marriage,Sant,2024,7
Marriage,Sant,2023,8
Marriage,Sant,2022,10
Marriage,Sant,2021,12
Marriage,Sant,2020,19
Marriage,Sant,2019,9
Marriage,Sant,2018,7
Marriage,Sant,2017,12
Marriage,Sant,2016,12
Marriage,Sant,2015,15
Marriage,Sant,2014,9
Marriage,Sant,2013,11
Marriage,Sant,2011,4
Marriage,Sant,2010,6
Marriage,Sant,2009,26
Marriage,Sant,2008,39
Marriage,Sant,2007,69
Marriage,Sant,2006,61
Marriage,Taragt,2025,14
Marriage,Taragt,2024,9
Marriage,Taragt,2023,5
Marriage,Taragt,2022,8
Marriage,Taragt,2021,13
Marriage,Taragt,2020,15
Marriage,Taragt,2019,22
Marriage,Taragt,2018,16
Marriage,Taragt,2017,7
Marriage,Taragt,2016,10
Marriage,Taragt,2015,22
Marriage,Taragt,2014,9
Marriage,Taragt,2013,10
Marriage,Taragt,2011,11
Marriage,Taragt,2010,7
Marriage,Taragt,2009,34
Marriage,Taragt,2008,38
Marriage,Taragt,2007,65
Marriage,Taragt,2006,42
Marriage,Tugrug,2025,0
Marriage,Tugrug,2024,7
Marriage,Tugrug,2023,8
Marriage,Tugrug,2022,14
Marriage,Tugrug,2021,9
Marriage,Tugrug,2020,7
Marriage,Tugrug,2019,4
Marriage,Tugrug,2018,11
Marriage,Tugrug,2017,4
Marriage,Tugrug,2016,10
Marriage,Tugrug,2015,9
Marriage,Tugrug,2014,8
Marriage,Tugrug,2013,2
Marriage,Tugrug,2011,3
Marriage,Tugrug,2010,11
Marriage,Tugrug,2009,18
Marriage,Tugrug,2008,26
Marriage,Tugrug,2007,51
Marriage,Tugrug,2006,40
Marriage,Uyanga,2025,21
Marriage,Uyanga,2024,22
Marriage,Uyanga,2023,24
Marriage,Uyanga,2022,39
Marriage,Uyanga,2021,48
Marriage,Uyanga,2020,26
Marriage,Uyanga,2019,48
Marriage,Uyanga,2018,75
Marriage,Uyanga,2017,79
Marriage,Uyanga,2016,60
Marriage,Uyanga,2015,63
Marriage,Uyanga,2014,46
Marriage,Uyanga,2013,40
Marriage,Uyanga,2011,13
Marriage,Uyanga,2010,5
Marriage,Uyanga,2009,87
Marriage,Uyanga,2008,112
Marriage,Uyanga,2007,90
Marriage,Uyanga,2006,226
Marriage,Khairkhandulaan,2025,6
Marriage,Khairkhandulaan,2024,6
Marriage,Khairkhandulaan,2023,15
Marriage,Khairkhandulaan,2022,9
Marriage,Khairkhandulaan,2021,13
Marriage,Khairkhandulaan,2020,10
Marriage,Khairkhandulaan,2019,23
Marriage,Khairkhandulaan,2018,15
Marriage,Khairkhandulaan,2017,21
Marriage,Khairkhandulaan,2016,9
Marriage,Khairkhandulaan,2015,12
Marriage,Khairkhandulaan,2014,8
Marriage,Khairkhandulaan,2013,3
Marriage,Khairkhandulaan,2011,2
Marriage,Khairkhandulaan,2010,7
Marriage,Khairkhandulaan,2009,34
Marriage,Khairkhandulaan,2008,33
Marriage,Khairkhandulaan,2007,84
Marriage,Khairkhandulaan,2006,162
Marriage,Kharkhorin,2025,34
Marriage,Kharkhorin,2024,49
Marriage,Kharkhorin,2023,55
Marriage,Kharkhorin,2022,60
Marriage,Kharkhorin,2021,54
Marriage,Kharkhorin,2020,33
Marriage,Kharkhorin,2019,59
Marriage,Kharkhorin,2018,33
Marriage,Kharkhorin,2017,37
Marriage,Kharkhorin,2016,39
Marriage,Kharkhorin,2015,26
Marriage,Kharkhorin,2014,29
Marriage,Kharkhorin,2013,34
Marriage,Kharkhorin,2011,8
Marriage,Kharkhorin,2010,17
Marriage,Kharkhorin,2009,143
Marriage,Kharkhorin,2008,144
Marriage,Kharkhorin,2007,148
Marriage,Kharkhorin,2006,200
Marriage,Khujirt,2025,10
Marriage,Khujirt,2024,7
Marriage,Khujirt,2023,15
Marriage,Khujirt,2022,15
Marriage,Khujirt,2021,41
Marriage,Khujirt,2020,18
Marriage,Khujirt,2019,10
Marriage,Khujirt,2018,34
Marriage,Khujirt,2017,15
Marriage,Khujirt,2016,16
Marriage,Khujirt,2015,10
Marriage,Khujirt,2014,36
Marriage,Khujirt,2013,29
Marriage,Khujirt,2011,22
Marriage,Khujirt,2010,33
Marriage,Khujirt,2009,70
Marriage,Khujirt,2008,59
Marriage,Khujirt,2007,54
Marriage,Khujirt,2006,102
Marriage,Khuvsgul,2025,405
Marriage,Khuvsgul,2024,441
Marriage,Khuvsgul,2023,633
Marriage,Khuvsgul,2022,484
Marriage,Khuvsgul,2021,905
Marriage,Khuvsgul,2020,714
Marriage,Khuvsgul,2019,710
Marriage,Khuvsgul,2018,791
Marriage,Khuvsgul,2017,786
Marriage,Khuvsgul,2016,662
Marriage,Khuvsgul,2015,686
Marriage,Khuvsgul,2014,792
Marriage,Khuvsgul,2013,849
Marriage,Khuvsgul,2011,648
Marriage,Khuvsgul,2010,416
Marriage,Khuvsgul,2009,1446
Marriage,Khuvsgul,2008,1255
Marriage,Khuvsgul,2007,1587
Marriage,Khuvsgul,2006,2451
Marriage,Murun,2025,156
Marriage,Murun,2024,154
Marriage,Murun,2023,219
Marriage,Murun,2022,192
Marriage,Murun,2021,313
Marriage,Murun,2020,218
Marriage,Murun,2019,251
Marriage,Murun,2018,251
Marriage,Murun,2017,233
Marriage,Murun,2016,192
Marriage,Murun,2015,198
Marriage,Murun,2014,249
Marriage,Murun,2013,277
Marriage,Murun,2011,19
Marriage,Murun,2010,13
Marriage,Murun,2009,39
Marriage,Murun,2008,27
Marriage,Murun,2007,26
Marriage,Murun,2006,50
Marriage,Alag-Erdene,2025,17
Marriage,Alag-Erdene,2024,18
Marriage,Alag-Erdene,2023,21
Marriage,Alag-Erdene,2022,32
Marriage,Alag-Erdene,2021,37
Marriage,Alag-Erdene,2020,25
Marriage,Alag-Erdene,2019,35
Marriage,Alag-Erdene,2018,37
Marriage,Alag-Erdene,2017,40
Marriage,Alag-Erdene,2016,24
Marriage,Alag-Erdene,2015,25
Marriage,Alag-Erdene,2014,27
Marriage,Alag-Erdene,2013,26
Marriage,Alag-Erdene,2011,31
Marriage,Alag-Erdene,2010,18
Marriage,Alag-Erdene,2009,72
Marriage,Alag-Erdene,2008,52
Marriage,Alag-Erdene,2007,91
Marriage,Alag-Erdene,2006,103
Marriage,Khatgal tosgon,2025,9
Marriage,Khatgal tosgon,2024,9
Marriage,Khatgal tosgon,2023,16
Marriage,Khatgal tosgon,2022,4
Marriage,Khatgal tosgon,2021,25
Marriage,Khatgal tosgon,2020,14
Marriage,Khatgal tosgon,2019,25
Marriage,Khatgal tosgon,2018,21
Marriage,Khatgal tosgon,2017,20
Marriage,Khatgal tosgon,2016,20
Marriage,Khatgal tosgon,2015,30
Marriage,Khatgal tosgon,2014,32
Marriage,Khatgal tosgon,2013,23
Marriage,Khatgal tosgon,2011,28
Marriage,Khatgal tosgon,2010,12
Marriage,Khatgal tosgon,2009,43
Marriage,Khatgal tosgon,2008,49
Marriage,Khatgal tosgon,2007,67
Marriage,Khatgal tosgon,2006,58
Marriage,Arbulag,2025,11
Marriage,Arbulag,2024,17
Marriage,Arbulag,2023,25
Marriage,Arbulag,2022,16
Marriage,Arbulag,2021,30
Marriage,Arbulag,2020,23
Marriage,Arbulag,2019,27
Marriage,Arbulag,2018,23
Marriage,Arbulag,2017,17
Marriage,Arbulag,2016,18
Marriage,Arbulag,2015,20
Marriage,Arbulag,2014,35
Marriage,Arbulag,2013,31
Marriage,Arbulag,2011,19
Marriage,Arbulag,2010,13
Marriage,Arbulag,2009,49
Marriage,Arbulag,2008,57
Marriage,Arbulag,2007,44
Marriage,Arbulag,2006,68
Marriage,Bayanzurkh,2025,6
Marriage,Bayanzurkh,2024,8
Marriage,Bayanzurkh,2023,3
Marriage,Bayanzurkh,2022,2
Marriage,Bayanzurkh,2021,18
Marriage,Bayanzurkh,2020,30
Marriage,Bayanzurkh,2019,29
Marriage,Bayanzurkh,2018,19
Marriage,Bayanzurkh,2017,38
Marriage,Bayanzurkh,2016,28
Marriage,Bayanzurkh,2015,22
Marriage,Bayanzurkh,2014,13
Marriage,Bayanzurkh,2013,15
Marriage,Bayanzurkh,2011,16
Marriage,Bayanzurkh,2010,9
Marriage,Bayanzurkh,2009,55
Marriage,Bayanzurkh,2008,45
Marriage,Bayanzurkh,2007,48
Marriage,Bayanzurkh,2006,124
Marriage,Burentogtokh,2025,8
Marriage,Burentogtokh,2024,8
Marriage,Burentogtokh,2023,16
Marriage,Burentogtokh,2022,6
Marriage,Burentogtokh,2021,40
Marriage,Burentogtokh,2020,22
Marriage,Burentogtokh,2019,17
Marriage,Burentogtokh,2018,25
Marriage,Burentogtokh,2017,31
Marriage,Burentogtokh,2016,37
Marriage,Burentogtokh,2015,41
Marriage,Burentogtokh,2014,35
Marriage,Burentogtokh,2013,50
Marriage,Burentogtokh,2011,28
Marriage,Burentogtokh,2010,12
Marriage,Burentogtokh,2009,48
Marriage,Burentogtokh,2008,45
Marriage,Burentogtokh,2007,65
Marriage,Burentogtokh,2006,100
Marriage,Galt,2025,23
Marriage,Galt,2024,22
Marriage,Galt,2023,24
Marriage,Galt,2022,26
Marriage,Galt,2021,36
Marriage,Galt,2020,49
Marriage,Galt,2019,40
Marriage,Galt,2018,33
Marriage,Galt,2017,34
Marriage,Galt,2016,43
Marriage,Galt,2015,35
Marriage,Galt,2014,39
Marriage,Galt,2013,32
Marriage,Galt,2011,38
Marriage,Galt,2010,13
Marriage,Galt,2009,54
Marriage,Galt,2008,38
Marriage,Galt,2007,82
Marriage,Galt,2006,118
Marriage,Jargalant,2025,9
Marriage,Jargalant,2024,11
Marriage,Jargalant,2023,15
Marriage,Jargalant,2022,15
Marriage,Jargalant,2021,28
Marriage,Jargalant,2020,15
Marriage,Jargalant,2019,15
Marriage,Jargalant,2018,18
Marriage,Jargalant,2017,16
Marriage,Jargalant,2016,15
Marriage,Jargalant,2015,22
Marriage,Jargalant,2014,15
Marriage,Jargalant,2013,19
Marriage,Jargalant,2011,20
Marriage,Jargalant,2010,15
Marriage,Jargalant,2009,40
Marriage,Jargalant,2008,45
Marriage,Jargalant,2007,54
Marriage,Jargalant,2006,67
Marriage,Ikh-Uul,2025,4
Marriage,Ikh-Uul,2024,12
Marriage,Ikh-Uul,2023,9
Marriage,Ikh-Uul,2022,7
Marriage,Ikh-Uul,2021,23
Marriage,Ikh-Uul,2020,11
Marriage,Ikh-Uul,2019,19
Marriage,Ikh-Uul,2018,25
Marriage,Ikh-Uul,2017,27
Marriage,Ikh-Uul,2016,14
Marriage,Ikh-Uul,2015,14
Marriage,Ikh-Uul,2014,25
Marriage,Ikh-Uul,2013,19
Marriage,Ikh-Uul,2011,18
Marriage,Ikh-Uul,2010,9
Marriage,Ikh-Uul,2009,31
Marriage,Ikh-Uul,2008,33
Marriage,Ikh-Uul,2007,39
Marriage,Ikh-Uul,2006,68
Marriage,Rashaant,2025,8
Marriage,Rashaant,2024,11
Marriage,Rashaant,2023,23
Marriage,Rashaant,2022,15
Marriage,Rashaant,2021,18
Marriage,Rashaant,2020,28
Marriage,Rashaant,2019,15
Marriage,Rashaant,2018,36
Marriage,Rashaant,2017,19
Marriage,Rashaant,2016,25
Marriage,Rashaant,2015,27
Marriage,Rashaant,2014,19
Marriage,Rashaant,2013,23
Marriage,Rashaant,2011,22
Marriage,Rashaant,2010,4
Marriage,Rashaant,2009,61
Marriage,Rashaant,2008,37
Marriage,Rashaant,2007,56
Marriage,Rashaant,2006,95
Marriage,Renchinlkhumbe,2025,20
Marriage,Renchinlkhumbe,2024,20
Marriage,Renchinlkhumbe,2023,24
Marriage,Renchinlkhumbe,2022,10
Marriage,Renchinlkhumbe,2021,47
Marriage,Renchinlkhumbe,2020,25
Marriage,Renchinlkhumbe,2019,18
Marriage,Renchinlkhumbe,2018,24
Marriage,Renchinlkhumbe,2017,26
Marriage,Renchinlkhumbe,2016,16
Marriage,Renchinlkhumbe,2015,29
Marriage,Renchinlkhumbe,2014,17
Marriage,Renchinlkhumbe,2013,25
Marriage,Renchinlkhumbe,2011,26
Marriage,Renchinlkhumbe,2010,17
Marriage,Renchinlkhumbe,2009,81
Marriage,Renchinlkhumbe,2008,61
Marriage,Renchinlkhumbe,2007,86
Marriage,Renchinlkhumbe,2006,140
Marriage,Tarialan,2025,9
Marriage,Tarialan,2024,16
Marriage,Tarialan,2023,21
Marriage,Tarialan,2022,24
Marriage,Tarialan,2021,35
Marriage,Tarialan,2020,32
Marriage,Tarialan,2019,21
Marriage,Tarialan,2018,23
Marriage,Tarialan,2017,34
Marriage,Tarialan,2016,28
Marriage,Tarialan,2015,25
Marriage,Tarialan,2014,20
Marriage,Tarialan,2013,25
Marriage,Tarialan,2011,10
Marriage,Tarialan,2010,7
Marriage,Tarialan,2009,57
Marriage,Tarialan,2008,58
Marriage,Tarialan,2007,47
Marriage,Tarialan,2006,73
Marriage,Tosontsengel,2025,11
Marriage,Tosontsengel,2024,10
Marriage,Tosontsengel,2023,21
Marriage,Tosontsengel,2022,14
Marriage,Tosontsengel,2021,25
Marriage,Tosontsengel,2020,21
Marriage,Tosontsengel,2019,24
Marriage,Tosontsengel,2018,29
Marriage,Tosontsengel,2017,22
Marriage,Tosontsengel,2016,14
Marriage,Tosontsengel,2015,25
Marriage,Tosontsengel,2014,22
Marriage,Tosontsengel,2013,29
Marriage,Tosontsengel,2011,19
Marriage,Tosontsengel,2010,13
Marriage,Tosontsengel,2009,45
Marriage,Tosontsengel,2008,48
Marriage,Tosontsengel,2007,61
Marriage,Tosontsengel,2006,69
Marriage,Tumurbulag,2025,11
Marriage,Tumurbulag,2024,13
Marriage,Tumurbulag,2023,23
Marriage,Tumurbulag,2022,11
Marriage,Tumurbulag,2021,14
Marriage,Tumurbulag,2020,14
Marriage,Tumurbulag,2019,19
Marriage,Tumurbulag,2018,21
Marriage,Tumurbulag,2017,23
Marriage,Tumurbulag,2016,17
Marriage,Tumurbulag,2015,17
Marriage,Tumurbulag,2014,26
Marriage,Tumurbulag,2013,33
Marriage,Tumurbulag,2011,18
Marriage,Tumurbulag,2010,11
Marriage,Tumurbulag,2009,46
Marriage,Tumurbulag,2008,36
Marriage,Tumurbulag,2007,37
Marriage,Tumurbulag,2006,64
Marriage,Tunel,2025,23
Marriage,Tunel,2024,13
Marriage,Tunel,2023,33
Marriage,Tunel,2022,16
Marriage,Tunel,2021,30
Marriage,Tunel,2020,29
Marriage,Tunel,2019,28
Marriage,Tunel,2018,26
Marriage,Tunel,2017,33
Marriage,Tunel,2016,23
Marriage,Tunel,2015,36
Marriage,Tunel,2014,34
Marriage,Tunel,2013,42
Marriage,Tunel,2011,10
Marriage,Tunel,2010,38
Marriage,Tunel,2009,42
Marriage,Tunel,2008,61
Marriage,Tunel,2007,56
Marriage,Tunel,2006,76
Marriage,Ulaan-Uul,2025,12
Marriage,Ulaan-Uul,2024,8
Marriage,Ulaan-Uul,2023,16
Marriage,Ulaan-Uul,2022,14
Marriage,Ulaan-Uul,2021,21
Marriage,Ulaan-Uul,2020,15
Marriage,Ulaan-Uul,2019,9
Marriage,Ulaan-Uul,2018,15
Marriage,Ulaan-Uul,2017,14
Marriage,Ulaan-Uul,2016,21
Marriage,Ulaan-Uul,2015,14
Marriage,Ulaan-Uul,2014,17
Marriage,Ulaan-Uul,2013,15
Marriage,Ulaan-Uul,2011,12
Marriage,Ulaan-Uul,2010,8
Marriage,Ulaan-Uul,2009,26
Marriage,Ulaan-Uul,2008,20
Marriage,Ulaan-Uul,2007,29
Marriage,Ulaan-Uul,2006,33
Marriage,Khankh,2025,12
Marriage,Khankh,2024,19
Marriage,Khankh,2023,9
Marriage,Khankh,2022,6
Marriage,Khankh,2021,16
Marriage,Khankh,2020,12
Marriage,Khankh,2019,12
Marriage,Khankh,2018,16
Marriage,Khankh,2017,18
Marriage,Khankh,2016,12
Marriage,Khankh,2015,6
Marriage,Khankh,2014,9
Marriage,Khankh,2013,21
Marriage,Khankh,2011,22
Marriage,Khankh,2010,1
Marriage,Khankh,2009,15
Marriage,Khankh,2008,14
Marriage,Khankh,2007,15
Marriage,Khankh,2006,34
Marriage,Tsagaannuur,2025,15
Marriage,Tsagaannuur,2024,18
Marriage,Tsagaannuur,2023,34
Marriage,Tsagaannuur,2022,17
Marriage,Tsagaannuur,2021,52
Marriage,Tsagaannuur,2020,36
Marriage,Tsagaannuur,2019,32
Marriage,Tsagaannuur,2018,29
Marriage,Tsagaannuur,2017,36
Marriage,Tsagaannuur,2016,28
Marriage,Tsagaannuur,2015,29
Marriage,Tsagaannuur,2014,32
Marriage,Tsagaannuur,2013,36
Marriage,Tsagaannuur,2011,36
Marriage,Tsagaannuur,2010,27
Marriage,Tsagaannuur,2009,61
Marriage,Tsagaannuur,2008,54
Marriage,Tsagaannuur,2007,67
Marriage,Tsagaannuur,2006,80
Marriage,Tsagaan-Uul,2025,5
Marriage,Tsagaan-Uul,2024,11
Marriage,Tsagaan-Uul,2023,10
Marriage,Tsagaan-Uul,2022,14
Marriage,Tsagaan-Uul,2021,12
Marriage,Tsagaan-Uul,2020,16
Marriage,Tsagaan-Uul,2019,16
Marriage,Tsagaan-Uul,2018,22
Marriage,Tsagaan-Uul,2017,21
Marriage,Tsagaan-Uul,2016,11
Marriage,Tsagaan-Uul,2015,14
Marriage,Tsagaan-Uul,2014,17
Marriage,Tsagaan-Uul,2013,14
Marriage,Tsagaan-Uul,2011,8
Marriage,Tsagaan-Uul,2010,14
Marriage,Tsagaan-Uul,2009,24
Marriage,Tsagaan-Uul,2008,25
Marriage,Tsagaan-Uul,2007,25
Marriage,Tsagaan-Uul,2006,54
Marriage,Tsagaan-Uur,2025,13
Marriage,Tsagaan-Uur,2024,13
Marriage,Tsagaan-Uur,2023,22
Marriage,Tsagaan-Uur,2022,16
Marriage,Tsagaan-Uur,2021,23
Marriage,Tsagaan-Uur,2020,31
Marriage,Tsagaan-Uur,2019,19
Marriage,Tsagaan-Uur,2018,24
Marriage,Tsagaan-Uur,2017,27
Marriage,Tsagaan-Uur,2016,19
Marriage,Tsagaan-Uur,2015,15
Marriage,Tsagaan-Uur,2014,41
Marriage,Tsagaan-Uur,2013,34
Marriage,Tsagaan-Uur,2011,30
Marriage,Tsagaan-Uur,2010,43
Marriage,Tsagaan-Uur,2009,57
Marriage,Tsagaan-Uur,2008,62
Marriage,Tsagaan-Uur,2007,65
Marriage,Tsagaan-Uur,2006,102
Marriage,Tsetserleg,2025,3
Marriage,Tsetserleg,2024,8
Marriage,Tsetserleg,2023,18
Marriage,Tsetserleg,2022,8
Marriage,Tsetserleg,2021,23
Marriage,Tsetserleg,2020,11
Marriage,Tsetserleg,2019,15
Marriage,Tsetserleg,2018,28
Marriage,Tsetserleg,2017,20
Marriage,Tsetserleg,2016,15
Marriage,Tsetserleg,2015,10
Marriage,Tsetserleg,2014,18
Marriage,Tsetserleg,2013,10
Marriage,Tsetserleg,2011,17
Marriage,Tsetserleg,2010,13
Marriage,Tsetserleg,2009,37
Marriage,Tsetserleg,2008,23
Marriage,Tsetserleg,2007,33
Marriage,Tsetserleg,2006,46
Marriage,Chandmani-Undur,2025,7
Marriage,Chandmani-Undur,2024,6
Marriage,Chandmani-Undur,2023,12
Marriage,Chandmani-Undur,2022,10
Marriage,Chandmani-Undur,2021,21
Marriage,Chandmani-Undur,2020,15
Marriage,Chandmani-Undur,2019,11
Marriage,Chandmani-Undur,2018,19
Marriage,Chandmani-Undur,2017,22
Marriage,Chandmani-Undur,2016,18
Marriage,Chandmani-Undur,2015,16
Marriage,Chandmani-Undur,2014,33
Marriage,Chandmani-Undur,2013,28
Marriage,Chandmani-Undur,2011,22
Marriage,Chandmani-Undur,2010,11
Marriage,Chandmani-Undur,2009,35
Marriage,Chandmani-Undur,2008,33
