Region,Year,value
    Ulaanbaatar,2025,10639.0
    Ulaanbaatar,2024,10624.0
    Ulaanbaatar,2023,9856.0
    Ulaanbaatar,2022,9112.0
    Ulaanbaatar,2021,8239.0
    Ulaanbaatar,2020,7762.0
    Ulaanbaatar,2019,7263.0
    Ulaanbaatar,2018,6895.0
    Ulaanbaatar,2017,6429.0
    Ulaanbaatar,2016,5986.0
    Ulaanbaatar,2015,5834.0
    Ulaanbaatar,2014,5793.0
    Ulaanbaatar,2013,5495.0
    Ulaanbaatar,2012,5359.0
    Ulaanbaatar,2011,4907.0
    Ulaanbaatar,2010,4565.0
    Ulaanbaatar,2009,4328.0
    Ulaanbaatar,2008,4562.0
    Ulaanbaatar,2007,4472.0
    Ulaanbaatar,2006,4322.0
    Ulaanbaatar,2005,4073.0
    Ulaanbaatar,2004,3904.0
    Ulaanbaatar,2003,3832.0
    Ulaanbaatar,2002,3971.0
    Ulaanbaatar,2001,3760.0
    Ulaanbaatar,2000,3680.0
    Ulaanbaatar,1999,3375.0
    Ulaanbaatar,1998,3100.0
    Ulaanbaatar,1997,3174.0
    Ulaanbaatar,1996,3215.0
    Ulaanbaatar,1995,2850.0
    Ulaanbaatar,1994,3085.0
    Ulaanbaatar,1993,2649.0
    Ulaanbaatar,1992,2726.0
    Ulaanbaatar,1991,3139.0
    Ulaanbaatar,1990,3125.0
    Ulaanbaatar,1989,2820.0
            Ulaanbaatar,2025,10639.0
            Ulaanbaatar,2024,10624.0
            Ulaanbaatar,2023,9856.0
            Ulaanbaatar,2022,9112.0
            Ulaanbaatar,2021,8239.0
            Ulaanbaatar,2020,7762.0
            Ulaanbaatar,2019,7263.0
            Ulaanbaatar,2018,6895.0
            Ulaanbaatar,2017,6429.0
            Ulaanbaatar,2016,5986.0
            Ulaanbaatar,2015,5834.0
            Ulaanbaatar,2014,5793.0
            Ulaanbaatar,2013,5495.0
            Ulaanbaatar,2012,5359.0
            Ulaanbaatar,2011,4907.0
            Ulaanbaatar,2010,4565.0
            Ulaanbaatar,2009,4328.0
            Ulaanbaatar,2008,4562.0
            Ulaanbaatar,2007,4472.0
            Ulaanbaatar,2006,4322.0
            Ulaanbaatar,2005,4073.0
            Ulaanbaatar,2004,3904.0
            Ulaanbaatar,2003,3832.0
            Ulaanbaatar,2002,3971.0
            Ulaanbaatar,2001,3760.0
            Ulaanbaatar,2000,3680.0
            Ulaanbaatar,1999,3375.0
            Ulaanbaatar,1998,3100.0
            Ulaanbaatar,1997,3174.0
            Ulaanbaatar,1996,3215.0
            Ulaanbaatar,1995,2850.0
            Ulaanbaatar,1994,3085.0
            Ulaanbaatar,1993,2649.0
            Ulaanbaatar,1992,2726.0
            Ulaanbaatar,1991,3139.0
            Ulaanbaatar,1990,3125.0
            Ulaanbaatar,1989,2820.0
