улс,он,импорт_сая_ам_дол
Тажикстан,2012,14.37
Тайвань,2012,11858.12
Тайланд,2012,41010.01
Тунис,2012,913.97
Турк,2012,34096.61
Уганда,2012,0.0
Узбикистан,2012,4769.87
Украйн,2012,69875.61
Унгар,2012,9564.52
Уругвай,2012,11.51
Фижи,2012,0.0
Филиппин,2012,2870.61
Финлянд,2012,23348.7
Франц,2012,63578.43
ХБНГУ,2012,246444.28
Хорват,2012,506.08
Чад,2012,0.0
Чехийн БНУ,2012,20672.98
Чили,2012,18994.08
Швед,2012,40996.02
Швейцарь,2012,14202.78
Шинэ Зеланд,2012,19797.34
Шри Ланк,2012,2748.56
Эквадор,2012,194.81
Эл Сальвадор,2012,0.15
Энэтхэг,2012,54307.0
Эстон,2012,2157.04
Этиоп,2012,3.05
Ямайка,2012,4.81
Япон,2012,501618.18
Өмнөд Африкийн Бүгд Найрамдах Улс,2012,3349.54
АНУ,2013,512678.62
Австрали,2013,120563.41
Австри,2013,6943.32
Азербайжан,2013,487.2
Албани,2013,49.93
Алжир,2013,0.0
Арабын Нэгдсэн Эмират,2013,1106.34
Аргентин,2013,4392.99
Армен,2013,61.97
Аруба,2013,0.0
Афганистан,2013,3.41
БНАСAУ,2013,679.78
БНСУ,2013,507359.65
БНХАУ,2013,1822603.59
Багамын арал,2013,1.69
Балба,2013,72.19
Бангладеш,2013,1780.33
Бахрейн,2013,0.32
Беларусь,2013,154979.61
Бельги,2013,18408.66
Болгар,2013,7674.7
Босни Герцоговин,2013,125.36
Бразил,2013,7172.21
Бүгд Найрамдах Доминикан Улс,2013,110.8
Вануату,2013,0.0
Венесуэл,2013,11.43
Вьетнам,2013,22304.47
Гайти,2013,2.51
Гватемал,2013,2.52
Гондурас,2013,4.43
Грек,2013,1482.76
Гренланд,2013,0.0
Гүрж,2013,914.11
Дани,2013,18996.95
Доминик,2013,0.0
Дүн,2013,6357821.81
Европын холбоо,2013,677209.68
Египет,2013,1366.32
Зимбабве,2013,4.89
Зүүн Хойд Ази,2013,2774844.85
Зүүн Өмнөд Ази,2013,243972.47
Израиль,2013,2218.0
Индонез,2013,17505.43
Иордан,2013,2.13
Иран,2013,319.77
Ирланд,2013,3529.64
Исланд,2013,131.97
Испани,2013,25471.28
Итали,2013,54313.29
Их Британи,2013,46451.31
Казакстан,2013,34237.4
Камбож,2013,330.52
Канад,2013,80389.07
Катар,2013,0.08
Кени,2013,58.58
Кипр,2013,1511.52
Киргизстан,2013,1607.79
Колумби,2013,47.83
Коста Рика,2013,212.61
Куба,2013,30.61
Кувейт,2013,0.0
Лаос,2013,32.63
Латви,2013,3248.15
Литва,2013,16073.71
Лихтенштейн Вант улс,2013,18.21
Люксембург,2013,597.56
Мавритани,2013,1.8
Мавритус,2013,36.63
Мадагаскар,2013,9.12
Македони,2013,117.24
Малайз,2013,87972.87
Мали,2013,24.13
Мальта,2013,2458.43
Марокко,2013,278.62
Мексик,2013,6850.85
Молдав,2013,212.42
Монако,2013,2.01
Мьянмар,2013,28.99
Намиби,2013,0.11
Нидерланд,2013,22298.24
Никарагуа,2013,2.97
Норвеги,2013,2160.82
ОХУ,2013,1561852.23
Оман,2013,3.81
Пакистан,2013,556.78
Перу,2013,536.17
Польш,2013,63751.39
Португаль,2013,551.87
Пуэрто-Рико,2013,19.83
Румын,2013,7941.51
Саудын Араб,2013,329.23
Свазиленд,2013,69.91
Сейшелийн аралын Бүгд Найрамдах Улс,2013,113.41
Сенегал,2013,0.86
Серби,2013,1053.73
Сингапур,2013,66633.76
Сири,2013,7.61
Словак,2013,2996.21
Словени,2013,11017.52
Съерра Леон,2013,0.0
Тажикстан,2013,19.22
Тайвань,2013,12488.31
Тайланд,2013,44996.37
Тунис,2013,766.11
Турк,2013,41907.03
Уганда,2013,0.0
Узбикистан,2013,6175.53
Украйн,2013,56229.48
Унгар,2013,10072.16
Уругвай,2013,205.9
Фижи,2013,18.96
Филиппин,2013,4167.43
Финлянд,2013,24951.86
Франц,2013,62545.97
ХБНГУ,2013,252179.2
Хорват,2013,832.41
Чад,2013,0.0
Чехийн БНУ,2013,16132.67
Чили,2013,2571.62
Швед,2013,39803.42
Швейцарь,2013,11635.67
Шинэ Зеланд,2013,19768.48
Шри Ланк,2013,1110.31
Эквадор,2013,245.54
Эл Сальвадор,2013,20.35
Энэтхэг,2013,34280.8
Эстон,2013,1425.27
Этиоп,2013,8.29
Ямайка,2013,0.82
Япон,2013,444201.83
Өмнөд Африкийн Бүгд Найрамдах Улс,2013,10950.4
АНУ,2014,229478.2
Австрали,2014,49967.4
Австри,2014,9426.68
Азербайжан,2014,394.06
Албани,2014,738.84
Алжир,2014,0.0
Арабын Нэгдсэн Эмират,2014,765.97
Аргентин,2014,2171.96
Армен,2014,74.8
Аруба,2014,0.04
Афганистан,2014,0.45
БНАСAУ,2014,603.64
БНСУ,2014,352556.8
БНХАУ,2014,1767915.86
Багамын арал,2014,1.84
Балба,2014,70.78
Бангладеш,2014,2282.03
Бахрейн,2014,0.0
Беларусь,2014,21130.19
Бельги,2014,8780.0
Болгар,2014,3272.11
Босни Герцоговин,2014,154.88
Бразил,2014,2293.58
Бүгд Найрамдах Доминикан Улс,2014,71.27
Вануату,2014,0.0
Венесуэл,2014,27.33
Вьетнам,2014,24526.22
Гайти,2014,0.27
Гватемал,2014,5.27
Гондурас,2014,5.53
Грек,2014,738.2
Гренланд,2014,0.0
Гүрж,2014,816.77
Дани,2014,9001.72
Доминик,2014,23.25
Дүн,2014,5236667.44
Европын холбоо,2014,452267.71
Египет,2014,273.3
Зимбабве,2014,0.0
Зүүн Хойд Ази,2014,2488865.79
Зүүн Өмнөд Ази,2014,206496.14
Израиль,2014,822.73
Индонез,2014,15450.07
Иордан,2014,64.85
Иран,2014,942.27
Ирланд,2014,3901.6
Исланд,2014,104.02
Испани,2014,23702.54
Итали,2014,45347.24
Их Британи,2014,26429.47
Казакстан,2014,29432.19
Камбож,2014,427.23
Канад,2014,21510.92
Катар,2014,1.03
Кени,2014,39.68
Кипр,2014,1276.29
Киргизстан,2014,1272.25
Колумби,2014,66.27
Коста Рика,2014,45.32
Куба,2014,119.1
Кувейт,2014,4.76
Лаос,2014,74.95
Латви,2014,2913.16
Литва,2014,4161.14
Лихтенштейн Вант улс,2014,4.72
Люксембург,2014,412.91
Мавритани,2014,2.49
Мавритус,2014,44.89
Мадагаскар,2014,12.96
Македони,2014,324.24
Малайз,2014,63038.74
Мали,2014,13.58
Мальта,2014,29.58
Марокко,2014,671.89
Мексик,2014,7569.7
Молдав,2014,147.11
Монако,2014,4.72
Мьянмар,2014,261.7
Намиби,2014,8.48
Нидерланд,2014,15977.16
Никарагуа,2014,0.0
Норвеги,2014,293.73
ОХУ,2014,1549318.25
Оман,2014,0.0
Пакистан,2014,847.27
Перу,2014,79.84
Польш,2014,51581.77
Португаль,2014,791.22
Пуэрто-Рико,2014,16.64
Румын,2014,3488.58
Саудын Араб,2014,472.88
Свазиленд,2014,23.49
Сейшелийн аралын Бүгд Найрамдах Улс,2014,107.14
Сенегал,2014,0.89
Серби,2014,1051.59
Сингапур,2014,52800.92
Сири,2014,0.89
Словак,2014,4103.42
Словени,2014,9249.75
Съерра Леон,2014,1.71
Тажикстан,2014,14.56
Тайвань,2014,12201.51
Тайланд,2014,44858.87
Тунис,2014,921.48
Турк,2014,37858.23
Уганда,2014,0.0
Узбикистан,2014,5507.44
Украйн,2014,70051.64
Унгар,2014,11794.13
Уругвай,2014,2.63
Фижи,2014,7.2
Филиппин,2014,5057.24
Финлянд,2014,6592.99
Франц,2014,53559.04
ХБНГУ,2014,159158.88
Хорват,2014,375.3
Чад,2014,0.0
Чехийн БНУ,2014,10258.65
Чили,2014,4906.85
Швед,2014,11596.86
Швейцарь,2014,9136.23
Шинэ Зеланд,2014,20350.18
Шри Ланк,2014,1065.95
Эквадор,2014,379.98
Эл Сальвадор,2014,44.42
Энэтхэг,2014,12671.59
Эстон,2014,776.8
Этиоп,2014,12.16
Ямайка,2014,2.45
Япон,2014,367789.49
Өмнөд Африкийн Бүгд Найрамдах Улс,2014,8545.71
АНУ,2015,116493.27
Австрали,2015,32563.94
Австри,2015,23909.66
Азербайжан,2015,314.72
Албани,2015,75.74
Алжир,2015,0.0
Арабын Нэгдсэн Эмират,2015,1403.06
Аргентин,2015,2826.13
Армен,2015,105.7
Аруба,2015,12.06
Афганистан,2015,6.97
БНАСAУ,2015,824.08
БНСУ,2015,258698.83
БНХАУ,2015,1389940.65
Багамын арал,2015,23.37
Балба,2015,48.1
Бангладеш,2015,4576.85
Бахрейн,2015,2.51
Беларусь,2015,17946.71
Бельги,2015,6605.1
Болгар,2015,1949.45
Босни Герцоговин,2015,106.64
Бразил,2015,3876.3
Бүгд Найрамдах Доминикан Улс,2015,100.82
Вануату,2015,70.69
Венесуэл,2015,0.81
Вьетнам,2015,29133.01
Гайти,2015,0.0
Гватемал,2015,1303.44
Гондурас,2015,15.57
Грек,2015,1103.41
Гренланд,2015,0.0
Гүрж,2015,791.4
Дани,2015,4858.27
Доминик,2015,1.18
Дүн,2015,3797519.14
Европын холбоо,2015,348913.93
Египет,2015,2170.85
Зимбабве,2015,4.94
Зүүн Хойд Ази,2015,1924102.65
Зүүн Өмнөд Ази,2015,140669.55
Израиль,2015,668.98
Индонез,2015,11804.93
Иордан,2015,59.97
Иран,2015,357.51
Ирланд,2015,3146.35
Исланд,2015,9.13
Испани,2015,8217.62
Итали,2015,33286.13
Их Британи,2015,23684.87
Казакстан,2015,29223.15
Камбож,2015,500.72
Канад,2015,19625.2
Катар,2015,47.25
Кени,2015,1.89
Кипр,2015,831.26
Киргизстан,2015,281.95
Колумби,2015,30.96
Коста Рика,2015,45.55
Куба,2015,79.85
Кувейт,2015,0.0
Лаос,2015,68.51
Латви,2015,1372.04
Литва,2015,1168.52
Лихтенштейн Вант улс,2015,14.02
Люксембург,2015,57.44
Мавритани,2015,3.18
Мавритус,2015,27.36
Мадагаскар,2015,10.13
Македони,2015,3260.6
Малайз,2015,38770.91
Мали,2015,0.0
Мальта,2015,74.63
Марокко,2015,886.54
Мексик,2015,6524.32
Молдав,2015,591.42
Монако,2015,1.94
Мьянмар,2015,146.17
Намиби,2015,3.21
Нидерланд,2015,14548.98
Никарагуа,2015,1.86
Норвеги,2015,1133.55
ОХУ,2015,1020986.16
Оман,2015,0.0
Пакистан,2015,1036.39
Перу,2015,70.65
Польш,2015,39755.19
Португаль,2015,775.57
Пуэрто-Рико,2015,104.21
Румын,2015,3092.13
Саудын Араб,2015,307.69
Свазиленд,2015,26.47
Сейшелийн аралын Бүгд Найрамдах Улс,2015,82.1
Сенегал,2015,2.54
Серби,2015,667.65
Сингапур,2015,22108.78
Сири,2015,1.21
Словак,2015,3166.58
Словени,2015,11070.22
Съерра Леон,2015,28.51
Тажикстан,2015,8.5
Тайвань,2015,8734.33
Тайланд,2015,33533.0
Тунис,2015,633.9
Турк,2015,28398.06
Уганда,2015,0.0
Узбикистан,2015,4445.8
Украйн,2015,36877.96
Унгар,2015,9479.98
Уругвай,2015,15.91
Фижи,2015,3.23
Филиппин,2015,4603.22
Финлянд,2015,6618.83
Франц,2015,27479.99
ХБНГУ,2015,124480.8
Хорват,2015,250.12
Чад,2015,0.0
Чехийн БНУ,2015,7546.0
Чили,2015,1375.54
Швед,2015,12760.03
Швейцарь,2015,8440.78
Шинэ Зеланд,2015,8898.72
Шри Ланк,2015,1186.45
Эквадор,2015,353.05
Эл Сальвадор,2015,15.57
Энэтхэг,2015,16775.98
Эстон,2015,1309.64
Этиоп,2015,15.16
Ямайка,2015,1.38
Япон,2015,274639.09
Өмнөд Африкийн Бүгд Найрамдах Улс,2015,1766.73
АНУ,2016,139229.33
Австрали,2016,52536.25
Австри,2016,11254.16
Азербайжан,2016,142.7
Албани,2016,103.94
Алжир,2016,2.41
Арабын Нэгдсэн Эмират,2016,927.84
Аргентин,2016,1503.18
Армен,2016,2.42
Аруба,2016,11.94
Афганистан,2016,1.88
БНАСAУ,2016,383.32
БНСУ,2016,197888.96
БНХАУ,2016,1061134.87
Багамын арал,2016,0.0
Балба,2016,17.75
Бангладеш,2016,6000.95
Бахрейн,2016,0.0
Беларусь,2016,13076.33
Бельги,2016,5414.39
Болгар,2016,2403.02
Босни Герцоговин,2016,109.21
Бразил,2016,3971.68
Бүгд Найрамдах Доминикан Улс,2016,93.54
Вануату,2016,0.0
Венесуэл,2016,1.12
Вьетнам,2016,40139.19
Гайти,2016,0.16
Гватемал,2016,4345.08
Гондурас,2016,7.26
Грек,2016,1293.77
Гренланд,2016,0.0
Гүрж,2016,1008.4
Дани,2016,4265.56
Доминик,2016,12.38
Дүн,2016,3339618.46
Европын холбоо,2016,344616.53
Египет,2016,361.69
Зимбабве,2016,0.69
Зүүн Хойд Ази,2016,1590015.54
Зүүн Өмнөд Ази,2016,142900.58
Израиль,2016,906.87
Индонез,2016,11758.39
Иордан,2016,63.51
Иран,2016,84.09
Ирланд,2016,3863.13
Исланд,2016,54.58
Испани,2016,14413.86
Итали,2016,31991.1
Их Британи,2016,28200.83
Казакстан,2016,29281.18
Камбож,2016,738.74
Канад,2016,19183.57
Катар,2016,25.08
Кени,2016,12.52
Кипр,2016,609.08
Киргизстан,2016,940.82
Колумби,2016,44.02
Коста Рика,2016,72.56
Куба,2016,41.96
Кувейт,2016,0.0
Лаос,2016,23.47
Латви,2016,1586.34
Литва,2016,1225.78
Лихтенштейн Вант улс,2016,11.91
Люксембург,2016,62.32
Мавритани,2016,0.17
Мавритус,2016,11.96
Мадагаскар,2016,10.72
Македони,2016,3506.08
Малайз,2016,41075.58
Мали,2016,1.7
Мальта,2016,35.66
Марокко,2016,941.67
Мексик,2016,9384.28
Молдав,2016,564.14
Монако,2016,7.07
Мьянмар,2016,186.83
Намиби,2016,0.41
Нидерланд,2016,12818.3
Никарагуа,2016,18.59
Норвеги,2016,486.79
ОХУ,2016,861889.1
Оман,2016,0.0
Пакистан,2016,1299.16
Перу,2016,160.32
Польш,2016,40754.45
Португаль,2016,731.03
Пуэрто-Рико,2016,148.09
Румын,2016,3036.11
Саудын Араб,2016,56.72
Свазиленд,2016,209.71
Сейшелийн аралын Бүгд Найрамдах Улс,2016,5.98
Сенегал,2016,0.02
Серби,2016,978.73
Сингапур,2016,14745.28
Сири,2016,0.0
Словак,2016,1634.37
Словени,2016,12181.8
Съерра Леон,2016,3.97
Тажикстан,2016,0.47
Тайвань,2016,6555.21
Тайланд,2016,30198.93
Тунис,2016,632.44
Турк,2016,26000.5
Уганда,2016,0.0
Узбикистан,2016,603.55
Украйн,2016,35046.26
Унгар,2016,8102.46
Уругвай,2016,1.73
Фижи,2016,13.61
Филиппин,2016,4034.17
Финлянд,2016,12953.12
Франц,2016,19497.99
ХБНГУ,2016,120024.69
Хорват,2016,228.97
Чад,2016,4.05
Чехийн БНУ,2016,8450.06
Чили,2016,809.38
Швед,2016,25385.97
Швейцарь,2016,9984.67
Шинэ Зеланд,2016,8626.39
Шри Ланк,2016,1215.71
Эквадор,2016,518.9
Эл Сальвадор,2016,26.36
Энэтхэг,2016,24756.53
Эстон,2016,399.03
Этиоп,2016,15.32
Ямайка,2016,0.76
Япон,2016,330608.39
Өмнөд Африкийн Бүгд Найрамдах Улс,2016,1509.21
АНУ,2017,208442.45
Австрали,2017,80488.03
Австри,2017,10089.51
Азербайжан,2017,105.42
Албани,2017,247.47
Алжир,2017,2.91
Арабын Нэгдсэн Эмират,2017,1945.8
Аргентин,2017,2144.89
Армен,2017,48.79
Аруба,2017,0.0
Афганистан,2017,0.97
БНАСAУ,2017,342.0
БНСУ,2017,197703.67
БНХАУ,2017,1427773.42
Багамын арал,2017,1.28
Балба,2017,7.18
Бангладеш,2017,6732.6
Бахрейн,2017,0.1
Беларусь,2017,26715.83
Бельги,2017,7625.02
Болгар,2017,2014.65
Босни Герцоговин,2017,118.01
Бразил,2017,7729.03
Бүгд Найрамдах Доминикан Улс,2017,131.91
Вануату,2017,0.0
Венесуэл,2017,2.49
Вьетнам,2017,39798.76
Гайти,2017,3.62
Гватемал,2017,4011.66
Гондурас,2017,5.28
Грек,2017,1303.94
Гренланд,2017,0.65
Гүрж,2017,1207.13
Дани,2017,31332.77
Доминик,2017,9.94
Дүн,2017,4337322.38
Европын холбоо,2017,442717.45
Египет,2017,975.08
Зимбабве,2017,0.06
Зүүн Хойд Ази,2017,1988969.21
Зүүн Өмнөд Ази,2017,149000.24
Израиль,2017,1134.41
Индонез,2017,14449.44
Иордан,2017,127.0
Иран,2017,316.52
Ирланд,2017,4938.39
Исланд,2017,10.97
Испани,2017,15166.68
Итали,2017,45840.61
Их Британи,2017,29364.84
Казакстан,2017,34152.71
Камбож,2017,1134.33
Канад,2017,29870.28
Катар,2017,272.62
Кени,2017,7.3
Кипр,2017,471.29
Киргизстан,2017,378.43
Колумби,2017,133.8
Коста Рика,2017,115.11
Куба,2017,69.49
Кувейт,2017,0.0
Лаос,2017,36.62
Латви,2017,1420.6
Литва,2017,2975.55
Лихтенштейн Вант улс,2017,12.46
Люксембург,2017,91.04
Мавритани,2017,0.0
Мавритус,2017,11.39
Мадагаскар,2017,15.23
Македони,2017,2492.73
Малайз,2017,39988.27
Мали,2017,58.98
Мальта,2017,22.32
Марокко,2017,1267.63
Мексик,2017,14424.89
Молдав,2017,704.89
Монако,2017,1.13
Мьянмар,2017,559.62
Намиби,2017,65.22
Нидерланд,2017,17095.39
Никарагуа,2017,1.13
Норвеги,2017,549.06
ОХУ,2017,1219188.22
Оман,2017,20.0
Пакистан,2017,1515.84
Перу,2017,75.96
Польш,2017,48350.0
Португаль,2017,855.54
Пуэрто-Рико,2017,120.97
Румын,2017,3266.47
Саудын Араб,2017,225.08
Свазиленд,2017,14.59
Сейшелийн аралын Бүгд Найрамдах Улс,2017,0.0
Сенегал,2017,0.35
Серби,2017,806.72
Сингапур,2017,17491.74
Сири,2017,0.0
Словак,2017,2214.03
Словени,2017,13012.92
Съерра Леон,2017,0.0
Тажикстан,2017,4.22
Тайвань,2017,7107.63
Тайланд,2017,28852.33
Тунис,2017,782.34
Турк,2017,29095.75
Уганда,2017,0.89
Узбикистан,2017,821.8
Украйн,2017,27312.47
Унгар,2017,12157.1
Уругвай,2017,21.45
Фижи,2017,85.49
Филиппин,2017,6689.13
Финлянд,2017,17413.35
Франц,2017,32417.9
ХБНГУ,2017,128350.45
Хорват,2017,427.47
Чад,2017,0.0
Чехийн БНУ,2017,10723.79
Чили,2017,917.55
Швед,2017,32747.64
Швейцарь,2017,13533.12
Шинэ Зеланд,2017,7300.03
Шри Ланк,2017,1389.86
Эквадор,2017,1013.38
Эл Сальвадор,2017,500.47
Энэтхэг,2017,35878.01
Эстон,2017,393.04
Этиоп,2017,29.99
Ямайка,2017,0.74
Япон,2017,363150.12
Өмнөд Африкийн Бүгд Найрамдах Улс,2017,3055.79
АНУ,2018,211464.25
Австрали,2018,107346.59
Австри,2018,19443.62
Азербайжан,2018,117.52
Албани,2018,309.75
Алжир,2018,7.21
Арабын Нэгдсэн Эмират,2018,3397.21
Аргентин,2018,2853.99
Армен,2018,80.14
Аруба,2018,0.0
Афганистан,2018,0.0
БНАСAУ,2018,478.37
БНСУ,2018,262366.03
БНХАУ,2018,1994813.72
Багамын арал,2018,0.87
Балба,2018,31.22
Бангладеш,2018,6823.65
Бахрейн,2018,1.4
Беларусь,2018,20693.46
Бельги,2018,12447.12
Болгар,2018,2643.31
Босни Герцоговин,2018,525.52
Бразил,2018,11931.53
Бүгд Найрамдах Доминикан Улс,2018,82.31
Вануату,2018,0.45
Венесуэл,2018,0.0
Вьетнам,2018,48951.0
Гайти,2018,1.3
Гватемал,2018,3949.33
Гондурас,2018,3.39
Грек,2018,1621.01
Гренланд,2018,4.17
Гүрж,2018,1562.59
Дани,2018,19329.7
Доминик,2018,0.3
Дүн,2018,5874803.77
Европын холбоо,2018,543820.29
Египет,2018,3080.71
Зимбабве,2018,0.0
Зүүн Хойд Ази,2018,2818700.42
Зүүн Өмнөд Ази,2018,187744.89
Израиль,2018,1375.78
Индонез,2018,17919.97
Иордан,2018,62.59
Иран,2018,447.85
Ирланд,2018,8612.68
Исланд,2018,0.99
Испани,2018,17621.58
Итали,2018,54726.57
Их Британи,2018,31944.51
Казакстан,2018,32186.02
Камбож,2018,1311.65
Канад,2018,38989.22
Катар,2018,6.2
Кени,2018,38.55
Кипр,2018,478.89
Киргизстан,2018,531.92
Колумби,2018,87.64
Коста Рика,2018,188.14
Куба,2018,213.78
Кувейт,2018,8.5
Лаос,2018,108.53
Латви,2018,1825.06
Литва,2018,4661.91
Лихтенштейн Вант улс,2018,15.63
Люксембург,2018,476.77
Мавритани,2018,2.29
Мавритус,2018,478.72
Мадагаскар,2018,8.7
Македони,2018,3506.98
Малайз,2018,50277.53
Мали,2018,3.93
Мальта,2018,24.75
Марокко,2018,1222.21
Мексик,2018,11906.31
Молдав,2018,841.83
Монако,2018,1.21
Мьянмар,2018,571.89
Намиби,2018,0.0
Нидерланд,2018,22490.06
Никарагуа,2018,2.23
Норвеги,2018,998.97
ОХУ,2018,1710347.31
Оман,2018,3.08
Пакистан,2018,1586.41
Перу,2018,130.45
Польш,2018,58027.07
Португаль,2018,1176.1
Пуэрто-Рико,2018,83.17
Румын,2018,4141.03
Саудын Араб,2018,2266.06
Свазиленд,2018,9.91
Сейшелийн аралын Бүгд Найрамдах Улс,2018,1.8
Сенегал,2018,0.2
Серби,2018,671.48
Сингапур,2018,27629.39
Сири,2018,3.31
Словак,2018,2950.25
Словени,2018,23178.29
Съерра Леон,2018,8.4
Тажикстан,2018,7.5
Тайвань,2018,13354.19
Тайланд,2018,34439.99
Тунис,2018,1048.83
Турк,2018,39155.01
Уганда,2018,0.0
Узбикистан,2018,1772.65
Украйн,2018,38555.83
Унгар,2018,11895.09
Уругвай,2018,82.94
Фижи,2018,55.69
Филиппин,2018,6534.97
Финлянд,2018,17735.48
Франц,2018,39145.29
ХБНГУ,2018,168737.05
Хорват,2018,551.07
Чад,2018,0.0
Чехийн БНУ,2018,9420.68
Чили,2018,1984.81
Швед,2018,39084.73
Швейцарь,2018,16226.61
Шинэ Зеланд,2018,7410.7
Шри Ланк,2018,1450.14
Эквадор,2018,767.61
Эл Сальвадор,2018,720.96
Энэтхэг,2018,51751.59
Эстон,2018,1375.12
Этиоп,2018,69.58
Ямайка,2018,1.68
Япон,2018,561042.29
Өмнөд Африкийн Бүгд Найрамдах Улс,2018,6067.54
АНУ,2019,289571.65
Австрали,2019,126074.20000000001
Австри,2019,34477.46
Азербайжан,2019,78.48
Албани,2019,293.56
Алжир,2019,5.12
Арабын Нэгдсэн Эмират,2019,2483.96
Аргентин,2019,3100.86
Армен,2019,132.15
Аруба,2019,0.1
Афганистан,2019,0.0
БНАСAУ,2019,488.03
БНСУ,2019,267035.49
БНХАУ,2019,2060795.23
Багамын арал,2019,23.12
Балба,2019,43.85
Бангладеш,2019,6862.41
Бахрейн,2019,0.37
Беларусь,2019,33702.07
Бельги,2019,9418.44
Болгар,2019,2534.36
Босни Герцоговин,2019,308.68
Бразил,2019,34896.75
Бүгд Найрамдах Доминикан Улс,2019,91.99
Вануату,2019,0.0
Венесуэл,2019,32.54
Вьетнам,2019,56968.66
Гайти,2019,2.19
Гватемал,2019,1099.08
Гондурас,2019,16.76
Грек,2019,1947.58
Гренланд,2019,2.58
Гүрж,2019,1360.37
Дани,2019,4304.69
Доминик,2019,58.95
Дүн,2019,6127515.88
Европын холбоо,2019,555557.45
Египет,2019,878.14
Зимбабве,2019,0.0
Зүүн Хойд Ази,2019,2913796.05
Зүүн Өмнөд Ази,2019,198525.39
Израиль,2019,1494.43
Индонез,2019,21262.86
Иордан,2019,110.17
Иран,2019,645.9
Ирланд,2019,7673.95
Исланд,2019,233.44
Испани,2019,17206.35
Итали,2019,60052.86
Их Британи,2019,30966.87
Казакстан,2019,29107.96
Камбож,2019,1301.15
Канад,2019,46672.34
Катар,2019,10.94
Кени,2019,24.52
Кипр,2019,457.58
Киргизстан,2019,338.62
Колумби,2019,67.2
Коста Рика,2019,336.14
Куба,2019,120.0
Кувейт,2019,0.0
Лаос,2019,179.88
Латви,2019,2279.62
Литва,2019,4481.35
Лихтенштейн Вант улс,2019,13.35
Люксембург,2019,128.06
Мавритани,2019,1.7
Мавритус,2019,227.8
Мадагаскар,2019,23.8
Македони,2019,7263.28
Малайз,2019,52485.56
Мали,2019,112.81
Мальта,2019,21.13
Марокко,2019,1593.83
Мексик,2019,15020.34
Молдав,2019,1244.38
Монако,2019,9.19
Мьянмар,2019,833.93
Намиби,2019,1.13
Нидерланд,2019,14878.83
Никарагуа,2019,2.62
Норвеги,2019,833.73
ОХУ,2019,1729860.98
Оман,2019,6.49
Пакистан,2019,2185.67
Перу,2019,146.19
Польш,2019,64450.58
Португаль,2019,1367.33
Пуэрто-Рико,2019,58.14
Румын,2019,3731.68
Саудын Араб,2019,63.06
Свазиленд,2019,333.03
Сейшелийн аралын Бүгд Найрамдах Улс,2019,0.0
Сенегал,2019,0.21
Серби,2019,2578.07
Сингапур,2019,22280.47
Сири,2019,2.02
Словак,2019,2957.6
Словени,2019,16991.3
Съерра Леон,2019,0.94
Тажикстан,2019,10.32
Тайвань,2019,10826.84
Тайланд,2019,37032.71
Тунис,2019,743.73
Турк,2019,40657.73
Уганда,2019,0.31
Узбикистан,2019,2025.35
Украйн,2019,29607.45
Унгар,2019,9702.47
Уругвай,2019,148.22
Фижи,2019,58.18
Филиппин,2019,6179.48
Финлянд,2019,17291.03
Франц,2019,37337.25
ХБНГУ,2019,188872.68
Хорват,2019,533.37
Чад,2019,0.0
Чехийн БНУ,2019,9642.65
Чили,2019,1639.46
Швед,2019,42050.43
Швейцарь,2019,24352.59
Шинэ Зеланд,2019,11858.55
Шри Ланк,2019,1336.59
Эквадор,2019,486.63
Эл Сальвадор,2019,83.42
Энэтхэг,2019,37143.22
Эстон,2019,766.81
Этиоп,2019,42.01
Ямайка,2019,7.03
Япон,2019,585477.31
Өмнөд Африкийн Бүгд Найрамдах Улс,2019,5406.89
АНУ,2020,245357.16
Австрали,2020,102832.48000000001
Австри,2020,34506.72
Азербайжан,2020,193.53
Албани,2020,207.95
Алжир,2020,35.99
Арабын Нэгдсэн Эмират,2020,2267.24
Аргентин,2020,3112.08
Армен,2020,1121.89
Аруба,2020,0.0
Афганистан,2020,0.0
БНАСAУ,2020,52.0
БНСУ,2020,235769.08
БНХАУ,2020,1910259.01
Багамын арал,2020,0.08
Балба,2020,1.71
Бангладеш,2020,7038.96
Бахрейн,2020,1.83
Беларусь,2020,52025.4
Бельги,2020,12661.27
Болгар,2020,2332.62
Босни Герцоговин,2020,158.21
Бразил,2020,4776.09
Бүгд Найрамдах Доминикан Улс,2020,97.68
Вануату,2020,0.0
Венесуэл,2020,11.97
Вьетнам,2020,56052.34
Гайти,2020,4.87
Гватемал,2020,27.31
Гондурас,2020,3.41
Грек,2020,1703.69
Гренланд,2020,0.0
Гүрж,2020,1638.1
Дани,2020,5317.69
Доминик,2020,0.58
Дүн,2020,5298913.46
Европын холбоо,2020,534143.95
Египет,2020,618.23
Зимбабве,2020,0.0
Зүүн Хойд Ази,2020,2552792.94
Зүүн Өмнөд Ази,2020,189199.99
Израиль,2020,2290.14
Индонез,2020,24262.74
Иордан,2020,195.54
Иран,2020,575.52
Ирланд,2020,11402.23
Исланд,2020,0.0
Испани,2020,11137.48
Итали,2020,40694.12
Их Британи,2020,32959.19
Казакстан,2020,17989.22
Камбож,2020,1113.91
Канад,2020,22158.58
Катар,2020,0.85
Кени,2020,118.55
Кипр,2020,483.21
Киргизстан,2020,500.98
Колумби,2020,84.59
Коста Рика,2020,236.93
Куба,2020,30.84
