сар,аймаг_үзүүлэлт,утга
2024-03,Дорнод — Ашиглалтын талбай (мян.га),64.3
2024-03,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),732.1
2024-03,Дорнод — Нийт зөвшөөрөл (тоо),169.0
2024-03,Дорнод — Хайгуулын зөвшөөрөл (тоо),96.0
2024-03,Дорнод — Хайгуулын талбай (мян.га),667.8
2024-03,Дундговь — Ашиглалтын зөвшөөрөл (тоо),130.0
2024-03,Дундговь — Ашиглалтын талбай (мян.га),201.7
2024-03,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),563.6
2024-03,Дундговь — Нийт зөвшөөрөл (тоо),196.0
2024-03,Дундговь — Хайгуулын зөвшөөрөл (тоо),66.0
2024-03,Дундговь — Хайгуулын талбай (мян.га),361.9
2024-03,Завхан — Ашиглалтын зөвшөөрөл (тоо),13.0
2024-03,Завхан — Ашиглалтын талбай (мян.га),21.3
2024-03,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),215.4
2024-03,Завхан — Нийт зөвшөөрөл (тоо),51.0
2024-03,Завхан — Хайгуулын зөвшөөрөл (тоо),38.0
2024-03,Завхан — Хайгуулын талбай (мян.га),194.1
2024-03,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2024-03,Орхон — Ашиглалтын талбай (мян.га),10.7
2024-03,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),17.6
2024-03,Орхон — Нийт зөвшөөрөл (тоо),14.0
2024-03,Орхон — Хайгуулын зөвшөөрөл (тоо),5.0
2024-03,Орхон — Хайгуулын талбай (мян.га),6.9
2024-03,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),141.0
2024-03,Сэлэнгэ — Ашиглалтын талбай (мян.га),48.2
2024-03,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),104.4
2024-03,Сэлэнгэ — Нийт зөвшөөрөл (тоо),178.0
2024-03,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),37.0
2024-03,Сэлэнгэ — Хайгуулын талбай (мян.га),56.2
2024-03,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),68.0
2024-03,Сүхбаатар — Ашиглалтын талбай (мян.га),56.2
2024-03,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),393.3
2024-03,Сүхбаатар — Нийт зөвшөөрөл (тоо),105.0
2024-03,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),37.0
2024-03,Сүхбаатар — Хайгуулын талбай (мян.га),337.1
2024-03,Төв — Ашиглалтын зөвшөөрөл (тоо),306.0
2024-03,Төв — Ашиглалтын талбай (мян.га),164.7
2024-03,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),364.1
2024-03,Төв — Нийт зөвшөөрөл (тоо),390.0
2024-03,Төв — Хайгуулын зөвшөөрөл (тоо),84.0
2024-03,Төв — Хайгуулын талбай (мян.га),199.4
2024-03,Увс — Ашиглалтын зөвшөөрөл (тоо),46.0
2024-03,Увс — Ашиглалтын талбай (мян.га),21.2
2024-03,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),256.9
2024-03,Увс — Нийт зөвшөөрөл (тоо),111.0
2024-03,Увс — Хайгуулын зөвшөөрөл (тоо),65.0
2024-03,Увс — Хайгуулын талбай (мян.га),235.7
2024-03,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),91.0
2024-03,Улаанбаатар — Ашиглалтын талбай (мян.га),9.7
2024-03,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),9.9
2024-03,Улаанбаатар — Нийт зөвшөөрөл (тоо),95.0
2024-03,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),4.0
2024-03,Улаанбаатар — Хайгуулын талбай (мян.га),0.2
2024-03,Ховд — Ашиглалтын зөвшөөрөл (тоо),38.0
2024-03,Ховд — Ашиглалтын талбай (мян.га),32.4
2024-03,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),323.5
2024-03,Ховд — Нийт зөвшөөрөл (тоо),105.0
2024-03,Ховд — Хайгуулын зөвшөөрөл (тоо),67.0
2024-03,Ховд — Хайгуулын талбай (мян.га),291.0
2024-03,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),130.0
2024-03,Хэнтий — Ашиглалтын талбай (мян.га),57.3
2024-03,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),291.5
2024-03,Хэнтий — Нийт зөвшөөрөл (тоо),220.0
2024-03,Хэнтий — Хайгуулын зөвшөөрөл (тоо),90.0
2024-03,Хэнтий — Хайгуулын талбай (мян.га),234.1
2024-03,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2024-03,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2024-03,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),11.6
2024-03,Хөвсгөл — Нийт зөвшөөрөл (тоо),23.0
2024-03,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),2.0
2024-03,Хөвсгөл — Хайгуулын талбай (мян.га),1.3
2024-03,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),29.0
2024-03,Өвөрхангай — Ашиглалтын талбай (мян.га),20.7
2024-03,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),196.0
2024-03,Өвөрхангай — Нийт зөвшөөрөл (тоо),64.0
2024-03,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),35.0
2024-03,Өвөрхангай — Хайгуулын талбай (мян.га),175.3
2024-03,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),108.0
2024-03,Өмнөговь — Ашиглалтын талбай (мян.га),484.2
2024-03,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),881.6
2024-03,Өмнөговь — Нийт зөвшөөрөл (тоо),160.0
2024-03,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),52.0
2024-03,Өмнөговь — Хайгуулын талбай (мян.га),397.3
2024-04,Архангай — Ашиглалтын зөвшөөрөл (тоо),18.0
2024-04,Архангай — Ашиглалтын талбай (мян.га),11.2
2024-04,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),29.4
2024-04,Архангай — Нийт зөвшөөрөл (тоо),27.0
2024-04,Архангай — Хайгуулын зөвшөөрөл (тоо),9.0
2024-04,Архангай — Хайгуулын талбай (мян.га),18.2
2024-04,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),30.0
2024-04,Баян-Өлгий — Ашиглалтын талбай (мян.га),16.5
2024-04,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),365.2
2024-04,Баян-Өлгий — Нийт зөвшөөрөл (тоо),97.0
2024-04,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),67.0
2024-04,Баян-Өлгий — Хайгуулын талбай (мян.га),348.6
2024-04,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),99.0
2024-04,Баянхонгор — Ашиглалтын талбай (мян.га),167.9
2024-04,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),379.0
2024-04,Баянхонгор — Нийт зөвшөөрөл (тоо),137.0
2024-04,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),38.0
2024-04,Баянхонгор — Хайгуулын талбай (мян.га),211.1
2024-04,Булган — Ашиглалтын зөвшөөрөл (тоо),79.0
2024-04,Булган — Ашиглалтын талбай (мян.га),40.7
2024-04,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),213.9
2024-04,Булган — Нийт зөвшөөрөл (тоо),113.0
2024-04,Булган — Хайгуулын зөвшөөрөл (тоо),34.0
2024-04,Булган — Хайгуулын талбай (мян.га),173.2
2024-04,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),64.0
2024-04,Говь-Алтай — Ашиглалтын талбай (мян.га),82.8
2024-04,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),572.3
2024-04,Говь-Алтай — Нийт зөвшөөрөл (тоо),140.0
2024-04,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),76.0
2024-04,Говь-Алтай — Хайгуулын талбай (мян.га),489.5
2024-04,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),14.0
2024-04,Говьсүмбэр — Ашиглалтын талбай (мян.га),37.7
2024-04,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),43.4
2024-04,Говьсүмбэр — Нийт зөвшөөрөл (тоо),17.0
2024-04,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),3.0
2024-04,Говьсүмбэр — Хайгуулын талбай (мян.га),5.8
2024-04,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),61.0
2024-04,Дархан-Уул — Ашиглалтын талбай (мян.га),8.4
2024-04,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),15.8
2024-04,Дархан-Уул — Нийт зөвшөөрөл (тоо),68.0
2024-04,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),7.0
2024-04,Дархан-Уул — Хайгуулын талбай (мян.га),7.4
2024-04,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),215.0
2024-04,Дорноговь — Ашиглалтын талбай (мян.га),271.0
2024-04,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),996.6
2024-04,Дорноговь — Нийт зөвшөөрөл (тоо),358.0
2024-04,Дорноговь — Хайгуулын зөвшөөрөл (тоо),143.0
2024-04,Дорноговь — Хайгуулын талбай (мян.га),725.6
2024-04,Дорнод — Ашиглалтын зөвшөөрөл (тоо),75.0
2024-04,Дорнод — Ашиглалтын талбай (мян.га),67.2
2024-04,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),729.0
2024-04,Дорнод — Нийт зөвшөөрөл (тоо),170.0
2024-04,Дорнод — Хайгуулын зөвшөөрөл (тоо),95.0
2024-04,Дорнод — Хайгуулын талбай (мян.га),661.8
2024-04,Дундговь — Ашиглалтын зөвшөөрөл (тоо),131.0
2024-04,Дундговь — Ашиглалтын талбай (мян.га),202.5
2024-04,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),563.4
2024-04,Дундговь — Нийт зөвшөөрөл (тоо),196.0
2024-04,Дундговь — Хайгуулын зөвшөөрөл (тоо),65.0
2024-04,Дундговь — Хайгуулын талбай (мян.га),360.9
2024-04,Завхан — Ашиглалтын зөвшөөрөл (тоо),13.0
2024-04,Завхан — Ашиглалтын талбай (мян.га),21.3
2024-04,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),207.3
2024-04,Завхан — Нийт зөвшөөрөл (тоо),49.0
2024-04,Завхан — Хайгуулын зөвшөөрөл (тоо),36.0
2024-04,Завхан — Хайгуулын талбай (мян.га),185.9
2024-04,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2024-04,Орхон — Ашиглалтын талбай (мян.га),10.7
2024-04,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),17.6
2024-04,Орхон — Нийт зөвшөөрөл (тоо),14.0
2024-04,Орхон — Хайгуулын зөвшөөрөл (тоо),5.0
2024-04,Орхон — Хайгуулын талбай (мян.га),6.9
2024-04,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),141.0
2024-04,Сэлэнгэ — Ашиглалтын талбай (мян.га),48.2
2024-04,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),104.4
2024-04,Сэлэнгэ — Нийт зөвшөөрөл (тоо),178.0
2024-04,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),37.0
2024-04,Сэлэнгэ — Хайгуулын талбай (мян.га),56.2
2024-04,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),68.0
2024-04,Сүхбаатар — Ашиглалтын талбай (мян.га),56.2
2024-04,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),393.3
2024-04,Сүхбаатар — Нийт зөвшөөрөл (тоо),104.0
2024-04,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),36.0
