сар,аймаг_үзүүлэлт,утга
2025-07,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),60.0
2025-07,Дархан-Уул — Ашиглалтын талбай (мян.га),8.4
2025-07,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),14.7
2025-07,Дархан-Уул — Нийт зөвшөөрөл (тоо),66.0
2025-07,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),6.0
2025-07,Дархан-Уул — Хайгуулын талбай (мян.га),6.3
2025-07,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),229.0
2025-07,Дорноговь — Ашиглалтын талбай (мян.га),284.6
2025-07,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),1066.0
2025-07,Дорноговь — Нийт зөвшөөрөл (тоо),361.0
2025-07,Дорноговь — Хайгуулын зөвшөөрөл (тоо),132.0
2025-07,Дорноговь — Хайгуулын талбай (мян.га),781.5
2025-07,Дорнод — Ашиглалтын зөвшөөрөл (тоо),80.0
2025-07,Дорнод — Ашиглалтын талбай (мян.га),75.0
2025-07,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),703.0
2025-07,Дорнод — Нийт зөвшөөрөл (тоо),167.0
2025-07,Дорнод — Хайгуулын зөвшөөрөл (тоо),87.0
2025-07,Дорнод — Хайгуулын талбай (мян.га),628.1
2025-07,Дундговь — Ашиглалтын зөвшөөрөл (тоо),133.0
2025-07,Дундговь — Ашиглалтын талбай (мян.га),204.2
2025-07,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),459.3
2025-07,Дундговь — Нийт зөвшөөрөл (тоо),193.0
2025-07,Дундговь — Хайгуулын зөвшөөрөл (тоо),60.0
2025-07,Дундговь — Хайгуулын талбай (мян.га),255.1
2025-07,Завхан — Ашиглалтын зөвшөөрөл (тоо),14.0
2025-07,Завхан — Ашиглалтын талбай (мян.га),22.2
2025-07,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),193.5
2025-07,Завхан — Нийт зөвшөөрөл (тоо),48.0
2025-07,Завхан — Хайгуулын зөвшөөрөл (тоо),34.0
2025-07,Завхан — Хайгуулын талбай (мян.га),171.3
2025-07,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2025-07,Орхон — Ашиглалтын талбай (мян.га),10.7
2025-07,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),17.6
2025-07,Орхон — Нийт зөвшөөрөл (тоо),14.0
2025-07,Орхон — Хайгуулын зөвшөөрөл (тоо),5.0
2025-07,Орхон — Хайгуулын талбай (мян.га),6.9
2025-07,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),135.0
2025-07,Сэлэнгэ — Ашиглалтын талбай (мян.га),48.6
2025-07,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),104.3
2025-07,Сэлэнгэ — Нийт зөвшөөрөл (тоо),171.0
2025-07,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),36.0
2025-07,Сэлэнгэ — Хайгуулын талбай (мян.га),55.7
2025-07,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),72.0
2025-07,Сүхбаатар — Ашиглалтын талбай (мян.га),57.7
2025-07,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),368.7
2025-07,Сүхбаатар — Нийт зөвшөөрөл (тоо),106.0
2025-07,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),34.0
2025-07,Сүхбаатар — Хайгуулын талбай (мян.га),311.0
2025-07,Төв — Ашиглалтын зөвшөөрөл (тоо),307.0
2025-07,Төв — Ашиглалтын талбай (мян.га),172.0
2025-07,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),363.9
2025-07,Төв — Нийт зөвшөөрөл (тоо),384.0
2025-07,Төв — Хайгуулын зөвшөөрөл (тоо),77.0
2025-07,Төв — Хайгуулын талбай (мян.га),191.9
2025-07,Увс — Ашиглалтын зөвшөөрөл (тоо),47.0
2025-07,Увс — Ашиглалтын талбай (мян.га),21.7
2025-07,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),218.9
2025-07,Увс — Нийт зөвшөөрөл (тоо),110.0
2025-07,Увс — Хайгуулын зөвшөөрөл (тоо),63.0
2025-07,Увс — Хайгуулын талбай (мян.га),197.2
2025-07,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),93.0
2025-07,Улаанбаатар — Ашиглалтын талбай (мян.га),9.8
2025-07,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),10.0
2025-07,Улаанбаатар — Нийт зөвшөөрөл (тоо),96.0
2025-07,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),3.0
2025-07,Улаанбаатар — Хайгуулын талбай (мян.га),0.2
2025-07,Ховд — Ашиглалтын зөвшөөрөл (тоо),38.0
2025-07,Ховд — Ашиглалтын талбай (мян.га),32.3
2025-07,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),360.8
2025-07,Ховд — Нийт зөвшөөрөл (тоо),108.0
2025-07,Ховд — Хайгуулын зөвшөөрөл (тоо),70.0
2025-07,Ховд — Хайгуулын талбай (мян.га),328.5
2025-07,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),136.0
2025-07,Хэнтий — Ашиглалтын талбай (мян.га),60.0
2025-07,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),265.5
2025-07,Хэнтий — Нийт зөвшөөрөл (тоо),223.0
2025-07,Хэнтий — Хайгуулын зөвшөөрөл (тоо),87.0
2025-07,Хэнтий — Хайгуулын талбай (мян.га),205.5
2025-07,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2025-07,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2025-07,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),11.6
2025-07,Хөвсгөл — Нийт зөвшөөрөл (тоо),23.0
2025-07,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),2.0
2025-07,Хөвсгөл — Хайгуулын талбай (мян.га),1.3
2025-07,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),28.0
2025-07,Өвөрхангай — Ашиглалтын талбай (мян.га),20.6
2025-07,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),180.4
2025-07,Өвөрхангай — Нийт зөвшөөрөл (тоо),61.0
2025-07,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),33.0
2025-07,Өвөрхангай — Хайгуулын талбай (мян.га),159.8
2025-07,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),110.0
2025-07,Өмнөговь — Ашиглалтын талбай (мян.га),486.3
2025-07,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),815.2
2025-07,Өмнөговь — Нийт зөвшөөрөл (тоо),153.0
2025-07,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),43.0
2025-07,Өмнөговь — Хайгуулын талбай (мян.га),329.0
2025-08,Архангай — Ашиглалтын зөвшөөрөл (тоо),19.0
2025-08,Архангай — Ашиглалтын талбай (мян.га),11.8
2025-08,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),37.7
2025-08,Архангай — Нийт зөвшөөрөл (тоо),30.0
2025-08,Архангай — Хайгуулын зөвшөөрөл (тоо),11.0
2025-08,Архангай — Хайгуулын талбай (мян.га),26.0
2025-08,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),31.0
2025-08,Баян-Өлгий — Ашиглалтын талбай (мян.га),20.3
2025-08,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),392.9
2025-08,Баян-Өлгий — Нийт зөвшөөрөл (тоо),102.0
2025-08,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),71.0
2025-08,Баян-Өлгий — Хайгуулын талбай (мян.га),372.5
2025-08,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),99.0
2025-08,Баянхонгор — Ашиглалтын талбай (мян.га),166.7
2025-08,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),407.1
2025-08,Баянхонгор — Нийт зөвшөөрөл (тоо),142.0
2025-08,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),43.0
2025-08,Баянхонгор — Хайгуулын талбай (мян.га),240.4
2025-08,Булган — Ашиглалтын зөвшөөрөл (тоо),79.0
2025-08,Булган — Ашиглалтын талбай (мян.га),40.3
2025-08,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),208.8
2025-08,Булган — Нийт зөвшөөрөл (тоо),116.0
2025-08,Булган — Хайгуулын зөвшөөрөл (тоо),37.0
2025-08,Булган — Хайгуулын талбай (мян.га),168.5
2025-08,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),64.0
2025-08,Говь-Алтай — Ашиглалтын талбай (мян.га),78.3
2025-08,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),569.5
2025-08,Говь-Алтай — Нийт зөвшөөрөл (тоо),137.0
2025-08,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),73.0
2025-08,Говь-Алтай — Хайгуулын талбай (мян.га),491.3
2025-08,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),14.0
2025-08,Говьсүмбэр — Ашиглалтын талбай (мян.га),37.5
2025-08,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),41.5
2025-08,Говьсүмбэр — Нийт зөвшөөрөл (тоо),16.0
2025-08,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),2.0
2025-08,Говьсүмбэр — Хайгуулын талбай (мян.га),4.0
2025-08,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),60.0
2025-08,Дархан-Уул — Ашиглалтын талбай (мян.га),8.4
2025-08,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),14.7
2025-08,Дархан-Уул — Нийт зөвшөөрөл (тоо),66.0
2025-08,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),6.0
2025-08,Дархан-Уул — Хайгуулын талбай (мян.га),6.3
2025-08,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),228.0
2025-08,Дорноговь — Ашиглалтын талбай (мян.га),285.5
2025-08,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),1070.0
2025-08,Дорноговь — Нийт зөвшөөрөл (тоо),361.0
2025-08,Дорноговь — Хайгуулын зөвшөөрөл (тоо),133.0
2025-08,Дорноговь — Хайгуулын талбай (мян.га),784.5
2025-08,Дорнод — Ашиглалтын зөвшөөрөл (тоо),82.0
2025-08,Дорнод — Ашиглалтын талбай (мян.га),76.5
2025-08,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),706.1
2025-08,Дорнод — Нийт зөвшөөрөл (тоо),169.0
2025-08,Дорнод — Хайгуулын зөвшөөрөл (тоо),87.0
2025-08,Дорнод — Хайгуулын талбай (мян.га),629.6
2025-08,Дундговь — Ашиглалтын зөвшөөрөл (тоо),132.0
2025-08,Дундговь — Ашиглалтын талбай (мян.га),202.7
2025-08,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),457.9
2025-08,Дундговь — Нийт зөвшөөрөл (тоо),193.0
2025-08,Дундговь — Хайгуулын зөвшөөрөл (тоо),61.0
2025-08,Дундговь — Хайгуулын талбай (мян.га),255.2
2025-08,Завхан — Ашиглалтын зөвшөөрөл (тоо),14.0
2025-08,Завхан — Ашиглалтын талбай (мян.га),22.2
2025-08,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),193.5
2025-08,Завхан — Нийт зөвшөөрөл (тоо),48.0
2025-08,Завхан — Хайгуулын зөвшөөрөл (тоо),34.0
2025-08,Завхан — Хайгуулын талбай (мян.га),171.3
2025-08,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2025-08,Орхон — Ашиглалтын талбай (мян.га),10.7
2025-08,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),17.6
2025-08,Орхон — Нийт зөвшөөрөл (тоо),14.0
2025-08,Орхон — Хайгуулын зөвшөөрөл (тоо),5.0
2025-08,Орхон — Хайгуулын талбай (мян.га),6.9
2025-08,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),135.0
2025-08,Сэлэнгэ — Ашиглалтын талбай (мян.га),50.1
2025-08,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),104.5
2025-08,Сэлэнгэ — Нийт зөвшөөрөл (тоо),170.0
2025-08,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),35.0
2025-08,Сэлэнгэ — Хайгуулын талбай (мян.га),54.4
2025-08,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),72.0
2025-08,Сүхбаатар — Ашиглалтын талбай (мян.га),57.7
2025-08,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),368.7
2025-08,Сүхбаатар — Нийт зөвшөөрөл (тоо),106.0
2025-08,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),34.0
2025-08,Сүхбаатар — Хайгуулын талбай (мян.га),311.0
2025-08,Төв — Ашиглалтын зөвшөөрөл (тоо),303.0
2025-08,Төв — Ашиглалтын талбай (мян.га),171.8
2025-08,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),362.8
2025-08,Төв — Нийт зөвшөөрөл (тоо),380.0
2025-08,Төв — Хайгуулын зөвшөөрөл (тоо),77.0
2025-08,Төв — Хайгуулын талбай (мян.га),191.0
2025-08,Увс — Ашиглалтын зөвшөөрөл (тоо),49.0
2025-08,Увс — Ашиглалтын талбай (мян.га),26.7
2025-08,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),219.0
2025-08,Увс — Нийт зөвшөөрөл (тоо),112.0
2025-08,Увс — Хайгуулын зөвшөөрөл (тоо),63.0
2025-08,Увс — Хайгуулын талбай (мян.га),192.3
2025-08,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),93.0
2025-08,Улаанбаатар — Ашиглалтын талбай (мян.га),9.8
2025-08,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),10.6
2025-08,Улаанбаатар — Нийт зөвшөөрөл (тоо),97.0
2025-08,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),4.0
2025-08,Улаанбаатар — Хайгуулын талбай (мян.га),0.8
2025-08,Ховд — Ашиглалтын зөвшөөрөл (тоо),38.0
2025-08,Ховд — Ашиглалтын талбай (мян.га),32.3
2025-08,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),378.0
2025-08,Ховд — Нийт зөвшөөрөл (тоо),111.0
2025-08,Ховд — Хайгуулын зөвшөөрөл (тоо),73.0
2025-08,Ховд — Хайгуулын талбай (мян.га),345.7
2025-08,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),136.0
2025-08,Хэнтий — Ашиглалтын талбай (мян.га),60.0
2025-08,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),266.7
2025-08,Хэнтий — Нийт зөвшөөрөл (тоо),225.0
2025-08,Хэнтий — Хайгуулын зөвшөөрөл (тоо),89.0
2025-08,Хэнтий — Хайгуулын талбай (мян.га),206.6
2025-08,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2025-08,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2025-08,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),11.6
2025-08,Хөвсгөл — Нийт зөвшөөрөл (тоо),23.0
2025-08,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),2.0
2025-08,Хөвсгөл — Хайгуулын талбай (мян.га),1.3
2025-08,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),29.0
2025-08,Өвөрхангай — Ашиглалтын талбай (мян.га),23.1
2025-08,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),180.5
2025-08,Өвөрхангай — Нийт зөвшөөрөл (тоо),64.0
2025-08,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),35.0
2025-08,Өвөрхангай — Хайгуулын талбай (мян.га),157.3
2025-08,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),109.0
2025-08,Өмнөговь — Ашиглалтын талбай (мян.га),485.9
2025-08,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),814.9
2025-08,Өмнөговь — Нийт зөвшөөрөл (тоо),152.0
2025-08,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),43.0
2025-08,Өмнөговь — Хайгуулын талбай (мян.га),329.0
2025-09,Архангай — Ашиглалтын зөвшөөрөл (тоо),19.0
2025-09,Архангай — Ашиглалтын талбай (мян.га),11.8
2025-09,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),37.7
2025-09,Архангай — Нийт зөвшөөрөл (тоо),30.0
2025-09,Архангай — Хайгуулын зөвшөөрөл (тоо),11.0
2025-09,Архангай — Хайгуулын талбай (мян.га),26.0
2025-09,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),31.0
2025-09,Баян-Өлгий — Ашиглалтын талбай (мян.га),20.3
2025-09,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),392.9
2025-09,Баян-Өлгий — Нийт зөвшөөрөл (тоо),102.0
2025-09,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),71.0
2025-09,Баян-Өлгий — Хайгуулын талбай (мян.га),372.5
2025-09,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),98.0
2025-09,Баянхонгор — Ашиглалтын талбай (мян.га),166.5
2025-09,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),406.9
2025-09,Баянхонгор — Нийт зөвшөөрөл (тоо),141.0
2025-09,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),43.0
2025-09,Баянхонгор — Хайгуулын талбай (мян.га),240.4
2025-09,Булган — Ашиглалтын зөвшөөрөл (тоо),79.0
2025-09,Булган — Ашиглалтын талбай (мян.га),40.3
2025-09,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),209.1
2025-09,Булган — Нийт зөвшөөрөл (тоо),117.0
2025-09,Булган — Хайгуулын зөвшөөрөл (тоо),38.0
2025-09,Булган — Хайгуулын талбай (мян.га),168.8
2025-09,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),64.0
2025-09,Говь-Алтай — Ашиглалтын талбай (мян.га),78.3
2025-09,Говь-Алтай — Нийт зөвшөөрөгдсөн талбай (мян.га),580.8
2025-09,Говь-Алтай — Нийт зөвшөөрөл (тоо),138.0
2025-09,Говь-Алтай — Хайгуулын зөвшөөрөл (тоо),74.0
2025-09,Говь-Алтай — Хайгуулын талбай (мян.га),502.5
2025-09,Говьсүмбэр — Ашиглалтын зөвшөөрөл (тоо),14.0
2025-09,Говьсүмбэр — Ашиглалтын талбай (мян.га),37.5
2025-09,Говьсүмбэр — Нийт зөвшөөрөгдсөн талбай (мян.га),41.5
2025-09,Говьсүмбэр — Нийт зөвшөөрөл (тоо),16.0
2025-09,Говьсүмбэр — Хайгуулын зөвшөөрөл (тоо),2.0
2025-09,Говьсүмбэр — Хайгуулын талбай (мян.га),4.0
2025-09,Дархан-Уул — Ашиглалтын зөвшөөрөл (тоо),60.0
2025-09,Дархан-Уул — Ашиглалтын талбай (мян.га),8.4
2025-09,Дархан-Уул — Нийт зөвшөөрөгдсөн талбай (мян.га),14.7
2025-09,Дархан-Уул — Нийт зөвшөөрөл (тоо),66.0
2025-09,Дархан-Уул — Хайгуулын зөвшөөрөл (тоо),6.0
2025-09,Дархан-Уул — Хайгуулын талбай (мян.га),6.3
2025-09,Дорноговь — Ашиглалтын зөвшөөрөл (тоо),227.0
2025-09,Дорноговь — Ашиглалтын талбай (мян.га),285.4
2025-09,Дорноговь — Нийт зөвшөөрөгдсөн талбай (мян.га),1098.4
2025-09,Дорноговь — Нийт зөвшөөрөл (тоо),361.0
2025-09,Дорноговь — Хайгуулын зөвшөөрөл (тоо),134.0
2025-09,Дорноговь — Хайгуулын талбай (мян.га),813.0
2025-09,Дорнод — Ашиглалтын зөвшөөрөл (тоо),82.0
2025-09,Дорнод — Ашиглалтын талбай (мян.га),76.5
2025-09,Дорнод — Нийт зөвшөөрөгдсөн талбай (мян.га),707.6
2025-09,Дорнод — Нийт зөвшөөрөл (тоо),169.0
2025-09,Дорнод — Хайгуулын зөвшөөрөл (тоо),87.0
2025-09,Дорнод — Хайгуулын талбай (мян.га),631.1
2025-09,Дундговь — Ашиглалтын зөвшөөрөл (тоо),133.0
2025-09,Дундговь — Ашиглалтын талбай (мян.га),208.9
2025-09,Дундговь — Нийт зөвшөөрөгдсөн талбай (мян.га),457.9
2025-09,Дундговь — Нийт зөвшөөрөл (тоо),193.0
2025-09,Дундговь — Хайгуулын зөвшөөрөл (тоо),60.0
2025-09,Дундговь — Хайгуулын талбай (мян.га),249.0
2025-09,Завхан — Ашиглалтын зөвшөөрөл (тоо),14.0
2025-09,Завхан — Ашиглалтын талбай (мян.га),22.2
2025-09,Завхан — Нийт зөвшөөрөгдсөн талбай (мян.га),193.5
2025-09,Завхан — Нийт зөвшөөрөл (тоо),48.0
2025-09,Завхан — Хайгуулын зөвшөөрөл (тоо),34.0
2025-09,Завхан — Хайгуулын талбай (мян.га),171.3
2025-09,Орхон — Ашиглалтын зөвшөөрөл (тоо),9.0
2025-09,Орхон — Ашиглалтын талбай (мян.га),10.7
2025-09,Орхон — Нийт зөвшөөрөгдсөн талбай (мян.га),17.6
2025-09,Орхон — Нийт зөвшөөрөл (тоо),14.0
2025-09,Орхон — Хайгуулын зөвшөөрөл (тоо),5.0
2025-09,Орхон — Хайгуулын талбай (мян.га),6.9
2025-09,Сэлэнгэ — Ашиглалтын зөвшөөрөл (тоо),135.0
2025-09,Сэлэнгэ — Ашиглалтын талбай (мян.га),50.1
2025-09,Сэлэнгэ — Нийт зөвшөөрөгдсөн талбай (мян.га),104.5
2025-09,Сэлэнгэ — Нийт зөвшөөрөл (тоо),170.0
2025-09,Сэлэнгэ — Хайгуулын зөвшөөрөл (тоо),35.0
2025-09,Сэлэнгэ — Хайгуулын талбай (мян.га),54.4
2025-09,Сүхбаатар — Ашиглалтын зөвшөөрөл (тоо),72.0
2025-09,Сүхбаатар — Ашиглалтын талбай (мян.га),57.7
2025-09,Сүхбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),368.6
2025-09,Сүхбаатар — Нийт зөвшөөрөл (тоо),106.0
2025-09,Сүхбаатар — Хайгуулын зөвшөөрөл (тоо),34.0
2025-09,Сүхбаатар — Хайгуулын талбай (мян.га),311.0
2025-09,Төв — Ашиглалтын зөвшөөрөл (тоо),305.0
2025-09,Төв — Ашиглалтын талбай (мян.га),172.4
2025-09,Төв — Нийт зөвшөөрөгдсөн талбай (мян.га),362.8
2025-09,Төв — Нийт зөвшөөрөл (тоо),382.0
2025-09,Төв — Хайгуулын зөвшөөрөл (тоо),77.0
2025-09,Төв — Хайгуулын талбай (мян.га),190.4
2025-09,Увс — Ашиглалтын зөвшөөрөл (тоо),49.0
2025-09,Увс — Ашиглалтын талбай (мян.га),26.7
2025-09,Увс — Нийт зөвшөөрөгдсөн талбай (мян.га),225.3
2025-09,Увс — Нийт зөвшөөрөл (тоо),114.0
2025-09,Увс — Хайгуулын зөвшөөрөл (тоо),65.0
2025-09,Увс — Хайгуулын талбай (мян.га),198.7
2025-09,Улаанбаатар — Ашиглалтын зөвшөөрөл (тоо),93.0
2025-09,Улаанбаатар — Ашиглалтын талбай (мян.га),9.8
2025-09,Улаанбаатар — Нийт зөвшөөрөгдсөн талбай (мян.га),10.6
2025-09,Улаанбаатар — Нийт зөвшөөрөл (тоо),97.0
2025-09,Улаанбаатар — Хайгуулын зөвшөөрөл (тоо),4.0
2025-09,Улаанбаатар — Хайгуулын талбай (мян.га),0.8
2025-09,Ховд — Ашиглалтын зөвшөөрөл (тоо),38.0
2025-09,Ховд — Ашиглалтын талбай (мян.га),32.3
2025-09,Ховд — Нийт зөвшөөрөгдсөн талбай (мян.га),378.0
2025-09,Ховд — Нийт зөвшөөрөл (тоо),111.0
2025-09,Ховд — Хайгуулын зөвшөөрөл (тоо),73.0
2025-09,Ховд — Хайгуулын талбай (мян.га),345.7
2025-09,Хэнтий — Ашиглалтын зөвшөөрөл (тоо),137.0
2025-09,Хэнтий — Ашиглалтын талбай (мян.га),61.1
2025-09,Хэнтий — Нийт зөвшөөрөгдсөн талбай (мян.га),266.7
2025-09,Хэнтий — Нийт зөвшөөрөл (тоо),227.0
2025-09,Хэнтий — Хайгуулын зөвшөөрөл (тоо),90.0
2025-09,Хэнтий — Хайгуулын талбай (мян.га),205.6
2025-09,Хөвсгөл — Ашиглалтын зөвшөөрөл (тоо),21.0
2025-09,Хөвсгөл — Ашиглалтын талбай (мян.га),10.3
2025-09,Хөвсгөл — Нийт зөвшөөрөгдсөн талбай (мян.га),11.6
2025-09,Хөвсгөл — Нийт зөвшөөрөл (тоо),23.0
2025-09,Хөвсгөл — Хайгуулын зөвшөөрөл (тоо),2.0
2025-09,Хөвсгөл — Хайгуулын талбай (мян.га),1.3
2025-09,Өвөрхангай — Ашиглалтын зөвшөөрөл (тоо),30.0
2025-09,Өвөрхангай — Ашиглалтын талбай (мян.га),23.2
2025-09,Өвөрхангай — Нийт зөвшөөрөгдсөн талбай (мян.га),180.5
2025-09,Өвөрхангай — Нийт зөвшөөрөл (тоо),65.0
2025-09,Өвөрхангай — Хайгуулын зөвшөөрөл (тоо),35.0
2025-09,Өвөрхангай — Хайгуулын талбай (мян.га),157.3
2025-09,Өмнөговь — Ашиглалтын зөвшөөрөл (тоо),109.0
2025-09,Өмнөговь — Ашиглалтын талбай (мян.га),485.9
2025-09,Өмнөговь — Нийт зөвшөөрөгдсөн талбай (мян.га),814.9
2025-09,Өмнөговь — Нийт зөвшөөрөл (тоо),152.0
2025-09,Өмнөговь — Хайгуулын зөвшөөрөл (тоо),43.0
2025-09,Өмнөговь — Хайгуулын талбай (мян.га),329.0
2025-10,Архангай — Ашиглалтын зөвшөөрөл (тоо),21.0
2025-10,Архангай — Ашиглалтын талбай (мян.га),12.3
2025-10,Архангай — Нийт зөвшөөрөгдсөн талбай (мян.га),38.3
2025-10,Архангай — Нийт зөвшөөрөл (тоо),32.0
2025-10,Архангай — Хайгуулын зөвшөөрөл (тоо),11.0
2025-10,Архангай — Хайгуулын талбай (мян.га),26.0
2025-10,Баян-Өлгий — Ашиглалтын зөвшөөрөл (тоо),31.0
2025-10,Баян-Өлгий — Ашиглалтын талбай (мян.га),20.3
2025-10,Баян-Өлгий — Нийт зөвшөөрөгдсөн талбай (мян.га),392.9
2025-10,Баян-Өлгий — Нийт зөвшөөрөл (тоо),102.0
2025-10,Баян-Өлгий — Хайгуулын зөвшөөрөл (тоо),71.0
2025-10,Баян-Өлгий — Хайгуулын талбай (мян.га),372.5
2025-10,Баянхонгор — Ашиглалтын зөвшөөрөл (тоо),98.0
2025-10,Баянхонгор — Ашиглалтын талбай (мян.га),166.5
2025-10,Баянхонгор — Нийт зөвшөөрөгдсөн талбай (мян.га),406.9
2025-10,Баянхонгор — Нийт зөвшөөрөл (тоо),141.0
2025-10,Баянхонгор — Хайгуулын зөвшөөрөл (тоо),43.0
2025-10,Баянхонгор — Хайгуулын талбай (мян.га),240.4
2025-10,Булган — Ашиглалтын зөвшөөрөл (тоо),79.0
2025-10,Булган — Ашиглалтын талбай (мян.га),40.3
2025-10,Булган — Нийт зөвшөөрөгдсөн талбай (мян.га),209.1
2025-10,Булган — Нийт зөвшөөрөл (тоо),117.0
2025-10,Булган — Хайгуулын зөвшөөрөл (тоо),38.0
2025-10,Булган — Хайгуулын талбай (мян.га),168.8
2025-10,Говь-Алтай — Ашиглалтын зөвшөөрөл (тоо),64.0
2025-10,Говь-Алтай — Ашиглалтын талбай (мян.га),78.5
