хүйс,салбар,жил,цалин_мнт
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2017,757.8
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2018,793.6
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2019,931.9
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2020,1102.4
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2021,1269.7
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2022,1457.3
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2023,1763.4
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2024,2221.9
Эмэгтэй,Хүний эрүүл мэнд ба нийгмийн үйл ажиллагаа,2025,2441.9
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2001,34.1
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2002,49.0
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2003,44.7
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2004,51.6
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2005,42.4
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2006,61.6
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2007,83.9
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2008,145.4
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2009,158.7
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2010,155.8
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2011,198.1
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2012,245.6
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2013,325.6
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2014,712.7
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2015,617.3
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2016,619.1
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2017,665.7
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2018,719.1
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2019,818.9
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2020,932.5
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2021,975.0
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2022,1120.5
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2023,1416.6
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2024,1874.9
Эмэгтэй,"Хөдөө аж ахуй, ойн аж ахуй, загас барилт, ан агнуур",2025,2115.5
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2001,70.6
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2002,75.1
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2003,90.0
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2004,105.4
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2005,116.4
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2006,138.1
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2007,159.6
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2008,214.3
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2009,258.2
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2010,295.7
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2011,375.3
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2012,514.3
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2013,949.7
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2014,1139.2
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2015,1139.5
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2016,1223.0
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2017,1341.3
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2018,1402.5
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2019,1396.5
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2020,1524.9
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2021,1544.6
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2022,1751.5
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2023,2175.7
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2024,2870.8
Эмэгтэй,"Цахилгаан, хий, агааржуулалт",2025,3381.4
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2001,45.0
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2002,45.6
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2003,48.7
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2004,60.0
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2005,68.4
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2006,92.1
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2007,147.6
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2008,210.2
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2009,229.9
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2010,264.8
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2011,311.6
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2012,441.4
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2013,516.5
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2014,581.3
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2015,703.0
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2016,719.3
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2017,706.8
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2018,746.3
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2019,842.6
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2020,944.7
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2021,1037.0
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2022,1215.7
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2023,1511.1
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2024,1880.0
Эмэгтэй,Үйлчилгээний бусад үйл ажиллагаа,2025,2098.0
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2001,61.7
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2002,55.3
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2003,63.4
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2004,69.5
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2005,67.6
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2006,89.4
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2007,129.7
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2008,254.1
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2009,270.3
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2010,292.1
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2011,333.3
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2012,496.6
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2013,517.8
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2014,779.9
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2015,797.5
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2016,831.1
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2017,861.4
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2018,933.5
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2019,1065.4
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2020,1174.2
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2021,1194.6
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2022,1556.0
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2023,1737.8
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2024,2048.3
Эмэгтэй,Үл хөдлөх хөрөнгийн үйл ажиллагаа,2025,2382.7
Эрэгтэй,Барилга,2001,75.6
Эрэгтэй,Барилга,2002,92.8
Эрэгтэй,Барилга,2003,87.6
Эрэгтэй,Барилга,2004,103.2
Эрэгтэй,Барилга,2005,113.5
Эрэгтэй,Барилга,2006,125.0
Эрэгтэй,Барилга,2007,170.8
Эрэгтэй,Барилга,2008,219.7
Эрэгтэй,Барилга,2009,235.8
Эрэгтэй,Барилга,2010,250.8
Эрэгтэй,Барилга,2011,351.2
Эрэгтэй,Барилга,2012,506.8
Эрэгтэй,Барилга,2013,736.1
Эрэгтэй,Барилга,2014,699.9
Эрэгтэй,Барилга,2015,685.1
Эрэгтэй,Барилга,2016,749.9
Эрэгтэй,Барилга,2017,864.3
Эрэгтэй,Барилга,2018,1023.8
Эрэгтэй,Барилга,2019,1152.0
Эрэгтэй,Барилга,2020,1252.8
Эрэгтэй,Барилга,2021,1244.5
Эрэгтэй,Барилга,2022,1433.7
Эрэгтэй,Барилга,2023,1885.5
Эрэгтэй,Барилга,2024,2275.8
Эрэгтэй,Барилга,2025,2533.5
Эрэгтэй,Боловсрол,2001,59.7
Эрэгтэй,Боловсрол,2002,61.7
Эрэгтэй,Боловсрол,2003,79.8
Эрэгтэй,Боловсрол,2004,92.5
Эрэгтэй,Боловсрол,2005,109.2
Эрэгтэй,Боловсрол,2006,86.2
Эрэгтэй,Боловсрол,2007,179.7
Эрэгтэй,Боловсрол,2008,302.1
Эрэгтэй,Боловсрол,2009,319.1
Эрэгтэй,Боловсрол,2010,321.3
Эрэгтэй,Боловсрол,2011,378.5
Эрэгтэй,Боловсрол,2012,514.8
Эрэгтэй,Боловсрол,2013,735.8
Эрэгтэй,Боловсрол,2014,732.3
Эрэгтэй,Боловсрол,2015,761.7
Эрэгтэй,Боловсрол,2016,727.0
Эрэгтэй,Боловсрол,2017,746.4
Эрэгтэй,Боловсрол,2018,786.5
Эрэгтэй,Боловсрол,2019,915.9
Эрэгтэй,Боловсрол,2020,1040.3
Эрэгтэй,Боловсрол,2021,1079.2
Эрэгтэй,Боловсрол,2022,1224.5
Эрэгтэй,Боловсрол,2023,1572.6
Эрэгтэй,Боловсрол,2024,2047.1
Эрэгтэй,Боловсрол,2025,2372.1
Эрэгтэй,Боловсруулах үйлдвэрлэл,2001,65.9
Эрэгтэй,Боловсруулах үйлдвэрлэл,2002,69.3
Эрэгтэй,Боловсруулах үйлдвэрлэл,2003,86.9
Эрэгтэй,Боловсруулах үйлдвэрлэл,2004,98.1
Эрэгтэй,Боловсруулах үйлдвэрлэл,2005,115.0
Эрэгтэй,Боловсруулах үйлдвэрлэл,2006,142.7
Эрэгтэй,Боловсруулах үйлдвэрлэл,2007,189.4
Эрэгтэй,Боловсруулах үйлдвэрлэл,2008,315.9
Эрэгтэй,Боловсруулах үйлдвэрлэл,2009,299.0
Эрэгтэй,Боловсруулах үйлдвэрлэл,2010,374.6
Эрэгтэй,Боловсруулах үйлдвэрлэл,2011,459.0
Эрэгтэй,Боловсруулах үйлдвэрлэл,2012,562.7
Эрэгтэй,Боловсруулах үйлдвэрлэл,2013,648.2
Эрэгтэй,Боловсруулах үйлдвэрлэл,2014,788.7
Эрэгтэй,Боловсруулах үйлдвэрлэл,2015,794.2
Эрэгтэй,Боловсруулах үйлдвэрлэл,2016,919.9
Эрэгтэй,Боловсруулах үйлдвэрлэл,2017,1155.7
Эрэгтэй,Боловсруулах үйлдвэрлэл,2018,1241.5
Эрэгтэй,Боловсруулах үйлдвэрлэл,2019,1264.0
Эрэгтэй,Боловсруулах үйлдвэрлэл,2020,1275.3
Эрэгтэй,Боловсруулах үйлдвэрлэл,2021,1338.8
Эрэгтэй,Боловсруулах үйлдвэрлэл,2022,1554.2
Эрэгтэй,Боловсруулах үйлдвэрлэл,2023,1913.5
Эрэгтэй,Боловсруулах үйлдвэрлэл,2024,2340.0
Эрэгтэй,Боловсруулах үйлдвэрлэл,2025,3328.7
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2001,56.2
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2002,63.0
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2003,70.4
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2004,75.8
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2005,81.3
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2006,94.1
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2007,125.3
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2008,194.8
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2009,234.4
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2010,248.6
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2011,300.2
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2012,409.0
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2013,804.3
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2014,768.5
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2015,741.9
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2016,797.8
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2017,838.4
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2018,884.1
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2019,966.5
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2020,1079.0
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2021,1153.0
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2022,1370.9
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2023,1616.7
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2024,1994.9
Эрэгтэй,"Бөөний болон жижиглэн худалдаа, машин, мотоциклийн засвар, үйлчилгээ",2025,2362.8
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2001,75.5
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2002,88.2
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2003,96.9
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2004,97.4
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2005,118.5
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2006,111.3
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2007,158.2
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2008,206.9
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2009,252.3
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2010,285.4
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2011,315.2
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2012,390.9
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2013,684.7
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2014,577.0
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2015,555.9
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2016,587.6
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2017,628.4
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2018,651.0
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2019,717.8
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2020,760.7
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2021,827.9
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2022,1007.4
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2023,1213.8
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2024,1451.8
Эрэгтэй,"Зочид буудал, байр, сууц болон нийтийн хоолны үйлчилгээ",2025,1920.2
Эрэгтэй,"Мэдээлэл, холбоо",2001,..
Эрэгтэй,"Мэдээлэл, холбоо",2002,..
Эрэгтэй,"Мэдээлэл, холбоо",2003,..
Эрэгтэй,"Мэдээлэл, холбоо",2004,..
Эрэгтэй,"Мэдээлэл, холбоо",2005,..
Эрэгтэй,"Мэдээлэл, холбоо",2006,..
Эрэгтэй,"Мэдээлэл, холбоо",2007,..
Эрэгтэй,"Мэдээлэл, холбоо",2008,..
Эрэгтэй,"Мэдээлэл, холбоо",2009,..
Эрэгтэй,"Мэдээлэл, холбоо",2010,..
Эрэгтэй,"Мэдээлэл, холбоо",2011,..
Эрэгтэй,"Мэдээлэл, холбоо",2012,..
Эрэгтэй,"Мэдээлэл, холбоо",2013,1001.4
Эрэгтэй,"Мэдээлэл, холбоо",2014,823.8
Эрэгтэй,"Мэдээлэл, холбоо",2015,847.0
Эрэгтэй,"Мэдээлэл, холбоо",2016,878.9
Эрэгтэй,"Мэдээлэл, холбоо",2017,943.3
Эрэгтэй,"Мэдээлэл, холбоо",2018,1067.5
Эрэгтэй,"Мэдээлэл, холбоо",2019,1188.9
Эрэгтэй,"Мэдээлэл, холбоо",2020,1308.4
Эрэгтэй,"Мэдээлэл, холбоо",2021,1441.0
Эрэгтэй,"Мэдээлэл, холбоо",2022,1899.6
Эрэгтэй,"Мэдээлэл, холбоо",2023,2071.0
Эрэгтэй,"Мэдээлэл, холбоо",2024,2617.1
Эрэгтэй,"Мэдээлэл, холбоо",2025,3098.2
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2001,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2002,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2003,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2004,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2005,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2006,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2007,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2008,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2009,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2010,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2011,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2012,..
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2013,781.1
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2014,1029.9
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2015,1134.7
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2016,1220.5
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2017,1611.0
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2018,1624.4
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2019,1687.3
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2020,1689.8
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2021,1703.8
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2022,1714.2
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2023,2161.2
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2024,2809.8
Эрэгтэй,"Мэргэжлийн, шинжлэх ухаан болон техникийн үйл ажиллагаа",2025,3299.3
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2001,..
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2002,..
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2003,..
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2004,..
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2005,..
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2006,..
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2007,..
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2008,..
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2009,150.9
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2010,164.8
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2011,167.6
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2012,377.5
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2013,983.0
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2014,1518.8
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2015,1588.2
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2016,1175.8
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2017,1624.8
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2018,1475.5
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2019,1754.6
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2020,1831.9
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2021,1883.3
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2022,5144.3
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2023,5801.7
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2024,5785.7
Эрэгтэй,"Олон улсын байгууллага, суурин төлөөлөгчийн үйл ажиллагаа",2025,3203.7
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2001,55.4
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2002,81.0
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2003,103.6
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2004,122.0
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2005,155.1
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2006,273.8
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2007,398.5
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2008,549.8
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2009,654.7
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2010,762.1
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2011,970.9
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2012,1193.3
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2013,1365.5
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2014,1250.7
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2015,1227.6
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2016,1240.8
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2017,1340.6
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2018,1374.3
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2019,1595.9
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2020,1735.4
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2021,1819.3
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2022,2365.8
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2023,2612.9
Эрэгтэй,Санхүүгийн болон даатгалын үйл ажиллагаа,2024,3376.8
