member_id,member,party,mandate,committee,metric,value,unit
m30,Ц.Даваасүрэн,Mongolian People’s Party,District 4,Standing Committee on State Structure,Foreign official assignments,11,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Sittings,146,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Physically attended,114,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Physical attendance rate,78.1,percent
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Officially on time,41,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Officially late,73,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Official on-time rate among appearances,36.0,percent
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Arrivals with a published scheduled start,71,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Arrived by scheduled start,22,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Arrived after scheduled start,49,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Scheduled-start on-time rate,31.0,percent
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Median minutes late after actual start,41,minutes
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Average minutes late after actual start,95.7,minutes
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Unexplained absences,23,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Unexplained absence rate,15.8,percent
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,General leave,2,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Medical leave,2,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Domestic official assignments,0,count
m31,Б.Жавхлан,Mongolian People’s Party,District 5,Standing Committee on Economy,Foreign official assignments,5,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Sittings,146,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Physically attended,100,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Physical attendance rate,68.5,percent
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Officially on time,49,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Officially late,51,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Official on-time rate among appearances,49.0,percent
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Arrivals with a published scheduled start,66,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Arrived by scheduled start,26,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Arrived after scheduled start,40,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Scheduled-start on-time rate,39.4,percent
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Median minutes late after actual start,22,minutes
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Average minutes late after actual start,64.9,minutes
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Unexplained absences,25,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Unexplained absence rate,17.1,percent
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",General leave,4,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Medical leave,2,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Domestic official assignments,9,count
m32,Ц.Туваан,Democratic Party,District 5,"Standing Committee on Environment, Food and Agriculture",Foreign official assignments,6,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Sittings,146,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Physically attended,120,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Physical attendance rate,82.2,percent
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Officially on time,76,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Officially late,44,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Official on-time rate among appearances,63.3,percent
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Arrivals with a published scheduled start,75,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Arrived by scheduled start,35,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Arrived after scheduled start,40,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Scheduled-start on-time rate,46.7,percent
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Median minutes late after actual start,17,minutes
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Average minutes late after actual start,34.7,minutes
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Unexplained absences,7,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Unexplained absence rate,4.8,percent
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,General leave,2,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Medical leave,9,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Domestic official assignments,2,count
m33,Д.Батбаяр,Democratic Party,District 5,Standing Committee on Budget,Foreign official assignments,6,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Sittings,146,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Physically attended,110,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Physical attendance rate,75.3,percent
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Officially on time,41,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Officially late,69,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Official on-time rate among appearances,37.3,percent
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Arrivals with a published scheduled start,73,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Arrived by scheduled start,19,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Arrived after scheduled start,54,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Scheduled-start on-time rate,26.0,percent
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Median minutes late after actual start,44,minutes
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Average minutes late after actual start,77.1,minutes
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Unexplained absences,18,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Unexplained absence rate,12.3,percent
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,General leave,7,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Medical leave,1,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Domestic official assignments,8,count
m34,Ж.Энхбаяр,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Foreign official assignments,2,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Sittings,146,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Physically attended,88,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Physical attendance rate,60.3,percent
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Officially on time,63,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Officially late,25,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Official on-time rate among appearances,71.6,percent
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Arrivals with a published scheduled start,55,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Arrived by scheduled start,29,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Arrived after scheduled start,26,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Scheduled-start on-time rate,52.7,percent
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Median minutes late after actual start,22.0,minutes
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Average minutes late after actual start,61.5,minutes
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Unexplained absences,5,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Unexplained absence rate,3.4,percent
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,General leave,13,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Medical leave,25,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Domestic official assignments,5,count
m35,Б.Тулга,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Foreign official assignments,10,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Sittings,146,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Physically attended,115,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Physical attendance rate,78.8,percent
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Officially on time,92,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Officially late,23,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Official on-time rate among appearances,80.0,percent
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Arrivals with a published scheduled start,78,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Arrived by scheduled start,49,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Arrived after scheduled start,29,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Scheduled-start on-time rate,62.8,percent
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Median minutes late after actual start,20.5,minutes
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Average minutes late after actual start,72.6,minutes
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Unexplained absences,4,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Unexplained absence rate,2.7,percent
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,General leave,5,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Medical leave,1,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Domestic official assignments,1,count
m36,Г.Дамдинням,Mongolian People’s Party,District 5,Standing Committee on Legal Affairs,Foreign official assignments,20,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Sittings,146,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Physically attended,136,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Physical attendance rate,93.2,percent
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Officially on time,134,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Officially late,2,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Official on-time rate among appearances,98.5,percent
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Arrivals with a published scheduled start,86,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Arrived by scheduled start,83,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Arrived after scheduled start,3,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Scheduled-start on-time rate,96.5,percent
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Median minutes late after actual start,,minutes
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Average minutes late after actual start,,minutes
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Unexplained absences,0,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Unexplained absence rate,0.0,percent
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,General leave,2,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Medical leave,2,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Domestic official assignments,1,count
m37,С.Эрдэнэболд,Democratic Party,District 5,Standing Committee on Security and Foreign Policy,Foreign official assignments,5,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Sittings,146,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Physically attended,85,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Physical attendance rate,58.2,percent
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Officially on time,61,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Officially late,24,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Official on-time rate among appearances,71.8,percent
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Arrivals with a published scheduled start,51,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Arrived by scheduled start,33,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Arrived after scheduled start,18,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Scheduled-start on-time rate,64.7,percent
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Median minutes late after actual start,17,minutes
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Average minutes late after actual start,62.6,minutes
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Unexplained absences,17,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Unexplained absence rate,11.6,percent
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,General leave,2,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Medical leave,33,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Domestic official assignments,3,count
m38,С.Лүндэг,Mongolian People’s Party,District 5,Standing Committee on Security and Foreign Policy,Foreign official assignments,6,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Sittings,146,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Physically attended,120,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Physical attendance rate,82.2,percent
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Officially on time,73,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Officially late,47,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Official on-time rate among appearances,60.8,percent
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Arrivals with a published scheduled start,81,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Arrived by scheduled start,38,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Arrived after scheduled start,43,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Scheduled-start on-time rate,46.9,percent
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Median minutes late after actual start,12.5,minutes
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Average minutes late after actual start,32.7,minutes
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Unexplained absences,1,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Unexplained absence rate,0.7,percent
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,General leave,8,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Medical leave,0,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Domestic official assignments,1,count
m39,Ч.Ундрам,Mongolian People’s Party,District 5,Standing Committee on Petitions,Foreign official assignments,16,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Sittings,146,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Physically attended,140,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Physical attendance rate,95.9,percent
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Officially on time,125,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Officially late,15,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Official on-time rate among appearances,89.3,percent
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Arrivals with a published scheduled start,91,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Arrived by scheduled start,69,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Arrived after scheduled start,22,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Scheduled-start on-time rate,75.8,percent
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Median minutes late after actual start,7.0,minutes
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Average minutes late after actual start,14.3,minutes
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Unexplained absences,0,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Unexplained absence rate,0.0,percent
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,General leave,0,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Medical leave,3,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Domestic official assignments,0,count
m40,Ж.Батжаргал,Mongolian People’s Party,District 5,Standing Committee on State Structure,Foreign official assignments,3,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Sittings,146,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Physically attended,39,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Physical attendance rate,26.7,percent
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Officially on time,24,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Officially late,15,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Official on-time rate among appearances,61.5,percent
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Arrivals with a published scheduled start,23,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Arrived by scheduled start,13,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Arrived after scheduled start,10,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Scheduled-start on-time rate,56.5,percent
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Median minutes late after actual start,244,minutes
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Average minutes late after actual start,207.4,minutes
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Unexplained absences,33,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Unexplained absence rate,22.6,percent
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,General leave,58,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Medical leave,0,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Domestic official assignments,1,count
m41,Л.Оюун-Эрдэнэ,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Foreign official assignments,15,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Sittings,146,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Physically attended,122,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Physical attendance rate,83.6,percent
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Officially on time,71,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Officially late,51,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Official on-time rate among appearances,58.2,percent
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Arrivals with a published scheduled start,83,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Arrived by scheduled start,41,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Arrived after scheduled start,42,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Scheduled-start on-time rate,49.4,percent
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Median minutes late after actual start,21.0,minutes
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Average minutes late after actual start,36.6,minutes
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Unexplained absences,1,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Unexplained absence rate,0.7,percent
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,General leave,0,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Medical leave,7,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Domestic official assignments,13,count
m42,М.Бадамсүрэн,Mongolian People’s Party,District 6,Standing Committee on Security and Foreign Policy,Foreign official assignments,3,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Sittings,146,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Physically attended,131,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Physical attendance rate,89.7,percent
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Officially on time,126,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Officially late,5,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Official on-time rate among appearances,96.2,percent
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Arrivals with a published scheduled start,85,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Arrived by scheduled start,78,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Arrived after scheduled start,7,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Scheduled-start on-time rate,91.8,percent
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Median minutes late after actual start,3.0,minutes
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Average minutes late after actual start,3.2,minutes
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Unexplained absences,5,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Unexplained absence rate,3.4,percent
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,General leave,1,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Medical leave,2,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Domestic official assignments,4,count
m43,Ц.Идэрбат,Mongolian People’s Party,District 6,Standing Committee on Petitions,Foreign official assignments,3,count
m44,У.Отгонбаяр,Mongolian People’s Party,District 6,"Standing Committee on Environment, Food and Agriculture",Sittings,146,count
m44,У.Отгонбаяр,Mongolian People’s Party,District 6,"Standing Committee on Environment, Food and Agriculture",Physically attended,139,count
m44,У.Отгонбаяр,Mongolian People’s Party,District 6,"Standing Committee on Environment, Food and Agriculture",Physical attendance rate,95.2,percent
m44,У.Отгонбаяр,Mongolian People’s Party,District 6,"Standing Committee on Environment, Food and Agriculture",Officially on time,137,count
m44,У.Отгонбаяр,Mongolian People’s Party,District 6,"Standing Committee on Environment, Food and Agriculture",Officially late,2,count
m44,У.Отгонбаяр,Mongolian People’s Party,District 6,"Standing Committee on Environment, Food and Agriculture",Official on-time rate among appearances,98.6,percent
m44,У.Отгонбаяр,Mongolian People’s Party,District 6,"Standing Committee on Environment, Food and Agriculture",Arrivals with a published scheduled start,93,count
