subdivision,date,value
Manufacture of dairy products,2019-10,19139.9
"Manufacture of fabricated metal products, except machinery and equipment",2019-10,432.3
Manufacture of food products,2019-10,92380.1
Manufacture of furniture,2019-10,1972.3
"Manufacture of grain mill products, starches and starch products",2019-10,21561.9
Manufacture of leather and related products,2019-10,1979.5
Manufacture of other food products,2019-10,19624.1
Manufacture of other non-metallic mineral products,2019-10,34389.2
Manufacture of other transport equipment,2019-10,184.0
Manufacture of paper and paper products,2019-10,3163.2
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2019-10,2312.3
Manufacture of rubber and plastics products,2019-10,1837.1
Manufacture of textiles,2019-10,17443.3
Manufacture of tobacco products,2019-10,3047.0
Manufacture of wearing apparel,2019-10,35636.3
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2019-10,397.8
Manufacturing,2019-10,287970.8
Mining and quarrying,2019-10,1227147.7
Mining of coal and lignite,2019-10,452528.6
Mining of metal ores,2019-10,651733.8
Mining support service activities,2019-10,18732.6
Other manufacturing,2019-10,2442.5
Other mining and quarrying,2019-10,16956.5
Printing and reproduction of recorded media,2019-10,5212.6
Processing and preserving of fruit and vegetables,2019-10,2595.0
Processing and preserving of meat,2019-10,29459.1
Remediation activities and other waste management services,2019-10,894.8
Total,2019-10,1669821.6
"Waste collection, treatment and disposal activities; materials recovery",2019-10,49965.7
"Water collection, treatment and supply",2019-10,7479.4
"Water supply; sewerage, waste management and remediation activities",2019-10,58339.9
"Electricity, gas, steam and air conditioning supply",2019-11,114744.6
"Electricity, gas, steam and air conditioning supply",2019-11,114744.6
Extraction of crude petroleum and natural gas,2019-11,87893.5
Manufacture of basic metals,2019-11,16444.5
Manufacture of beverages,2019-11,53766.0
Manufacture of chemicals and chemical products,2019-11,9608.1
Manufacture of coke and refined petroleum products,2019-11,1093.1
Manufacture of dairy products,2019-11,18685.7
"Manufacture of fabricated metal products, except machinery and equipment",2019-11,220.5
Manufacture of food products,2019-11,111074.3
Manufacture of furniture,2019-11,1525.5
"Manufacture of grain mill products, starches and starch products",2019-11,21651.8
Manufacture of leather and related products,2019-11,1336.7
Manufacture of other food products,2019-11,20302.8
Manufacture of other non-metallic mineral products,2019-11,20441.0
Manufacture of other transport equipment,2019-11,336.6
Manufacture of paper and paper products,2019-11,3203.9
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2019-11,2413.5
Manufacture of rubber and plastics products,2019-11,1084.6
Manufacture of textiles,2019-11,9683.0
Manufacture of tobacco products,2019-11,1594.2
Manufacture of wearing apparel,2019-11,35097.2
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2019-11,247.9
Manufacturing,2019-11,276307.5
Mining and quarrying,2019-11,1112531.4
Mining of coal and lignite,2019-11,445694.2
Mining of metal ores,2019-11,552318.4
Mining support service activities,2019-11,17325.2
Other manufacturing,2019-11,3302.5
Other mining and quarrying,2019-11,9300.1
Printing and reproduction of recorded media,2019-11,3834.4
Processing and preserving of fruit and vegetables,2019-11,2308.7
Processing and preserving of meat,2019-11,48125.4
Remediation activities and other waste management services,2019-11,999.4
Total,2019-11,1563001.9
"Waste collection, treatment and disposal activities; materials recovery",2019-11,50932.2
"Water collection, treatment and supply",2019-11,7486.8
"Water supply; sewerage, waste management and remediation activities",2019-11,59418.4
"Electricity, gas, steam and air conditioning supply",2019-12,123310.4
"Electricity, gas, steam and air conditioning supply",2019-12,123310.4
Extraction of crude petroleum and natural gas,2019-12,88724.2
Manufacture of basic metals,2019-12,21892.3
Manufacture of beverages,2019-12,58935.1
Manufacture of chemicals and chemical products,2019-12,7018.4
Manufacture of coke and refined petroleum products,2019-12,2610.3
Manufacture of dairy products,2019-12,20335.9
"Manufacture of fabricated metal products, except machinery and equipment",2019-12,222.7
Manufacture of food products,2019-12,113332.7
Manufacture of furniture,2019-12,1395.4
"Manufacture of grain mill products, starches and starch products",2019-12,24896.2
Manufacture of leather and related products,2019-12,3396.5
Manufacture of other food products,2019-12,23785.8
Manufacture of other non-metallic mineral products,2019-12,9220.3
Manufacture of other transport equipment,2019-12,328.5
Manufacture of paper and paper products,2019-12,3861.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2019-12,3790.0
Manufacture of rubber and plastics products,2019-12,1376.0
Manufacture of textiles,2019-12,15317.5
Manufacture of tobacco products,2019-12,986.6
Manufacture of wearing apparel,2019-12,31101.1
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2019-12,707.9
Manufacturing,2019-12,281589.6
Mining and quarrying,2019-12,862453.6
Mining of coal and lignite,2019-12,232840.3
Mining of metal ores,2019-12,482014.7
Mining support service activities,2019-12,44628.1
Other manufacturing,2019-12,1797.5
Other mining and quarrying,2019-12,14246.3
Printing and reproduction of recorded media,2019-12,4299.8
Processing and preserving of fruit and vegetables,2019-12,2516.9
Processing and preserving of meat,2019-12,41797.9
Remediation activities and other waste management services,2019-12,951.3
Total,2019-12,1277466.0
"Waste collection, treatment and disposal activities; materials recovery",2019-12,1523.4
"Water collection, treatment and supply",2019-12,7637.6
"Water supply; sewerage, waste management and remediation activities",2019-12,10112.3
"Electricity, gas, steam and air conditioning supply",2020-01,130959.8
"Electricity, gas, steam and air conditioning supply",2020-01,130959.8
Extraction of crude petroleum and natural gas,2020-01,60659.6
Manufacture of basic metals,2020-01,17862.9
Manufacture of beverages,2020-01,59161.9
Manufacture of chemicals and chemical products,2020-01,6164.1
Manufacture of coke and refined petroleum products,2020-01,10517.4
Manufacture of dairy products,2020-01,17863.4
"Manufacture of fabricated metal products, except machinery and equipment",2020-01,206.6
Manufacture of food products,2020-01,74729.6
Manufacture of furniture,2020-01,922.9
"Manufacture of grain mill products, starches and starch products",2020-01,21492.0
Manufacture of leather and related products,2020-01,4196.4
Manufacture of other food products,2020-01,19525.0
Manufacture of other non-metallic mineral products,2020-01,2255.2
Manufacture of other transport equipment,2020-01,361.5
Manufacture of paper and paper products,2020-01,4175.9
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-01,2482.9
Manufacture of rubber and plastics products,2020-01,3405.3
Manufacture of textiles,2020-01,8728.8
Manufacture of tobacco products,2020-01,133.8
Manufacture of wearing apparel,2020-01,30362.5
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-01,748.4
Manufacturing,2020-01,233671.5
Mining and quarrying,2020-01,796167.2
Mining of coal and lignite,2020-01,274849.9
Mining of metal ores,2020-01,437471.4
Mining support service activities,2020-01,14664.4
Other manufacturing,2020-01,2384.2
Other mining and quarrying,2020-01,8522.0
Printing and reproduction of recorded media,2020-01,4871.3
Processing and preserving of fruit and vegetables,2020-01,2583.1
Processing and preserving of meat,2020-01,13266.2
Remediation activities and other waste management services,2020-01,732.5
Total,2020-01,1171525.4
"Waste collection, treatment and disposal activities; materials recovery",2020-01,2667.9
"Water collection, treatment and supply",2020-01,7326.6
"Water supply; sewerage, waste management and remediation activities",2020-01,10727.0
"Electricity, gas, steam and air conditioning supply",2020-02,127173.2
"Electricity, gas, steam and air conditioning supply",2020-02,127173.2
Extraction of crude petroleum and natural gas,2020-02,7377.8
Manufacture of basic metals,2020-02,18930.3
Manufacture of beverages,2020-02,63760.8
Manufacture of chemicals and chemical products,2020-02,6576.1
Manufacture of coke and refined petroleum products,2020-02,10671.5
Manufacture of dairy products,2020-02,16855.2
"Manufacture of fabricated metal products, except machinery and equipment",2020-02,269.4
Manufacture of food products,2020-02,68458.5
Manufacture of furniture,2020-02,1047.9
"Manufacture of grain mill products, starches and starch products",2020-02,16607.0
Manufacture of leather and related products,2020-02,3191.2
Manufacture of other food products,2020-02,18783.8
Manufacture of other non-metallic mineral products,2020-02,2136.9
Manufacture of other transport equipment,2020-02,296.2
Manufacture of paper and paper products,2020-02,4112.2
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-02,3074.5
Manufacture of rubber and plastics products,2020-02,5020.6
Manufacture of textiles,2020-02,8784.0
Manufacture of tobacco products,2020-02,0.0
Manufacture of wearing apparel,2020-02,25977.9
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-02,853.9
Manufacturing,2020-02,228004.6
Mining and quarrying,2020-02,684923.5
Mining of coal and lignite,2020-02,290773.3
Mining of metal ores,2020-02,369575.1
Mining support service activities,2020-02,10033.8
Other manufacturing,2020-02,1792.7
Other mining and quarrying,2020-02,7163.5
Printing and reproduction of recorded media,2020-02,3050.1
Processing and preserving of fruit and vegetables,2020-02,2493.3
Processing and preserving of meat,2020-02,13719.2
Remediation activities and other waste management services,2020-02,746.8
Total,2020-02,1050837.9
"Waste collection, treatment and disposal activities; materials recovery",2020-02,2923.4
"Water collection, treatment and supply",2020-02,7066.4
"Water supply; sewerage, waste management and remediation activities",2020-02,10736.6
"Electricity, gas, steam and air conditioning supply",2020-03,115910.4
"Electricity, gas, steam and air conditioning supply",2020-03,115910.4
Extraction of crude petroleum and natural gas,2020-03,2530.9
Manufacture of basic metals,2020-03,12834.7
Manufacture of beverages,2020-03,70047.1
Manufacture of chemicals and chemical products,2020-03,7676.5
Manufacture of coke and refined petroleum products,2020-03,4823.2
Manufacture of dairy products,2020-03,17140.8
"Manufacture of fabricated metal products, except machinery and equipment",2020-03,232.2
Manufacture of food products,2020-03,61501.8
Manufacture of furniture,2020-03,608.7
"Manufacture of grain mill products, starches and starch products",2020-03,16547.4
Manufacture of leather and related products,2020-03,1398.8
Manufacture of other food products,2020-03,17290.2
Manufacture of other non-metallic mineral products,2020-03,8100.3
Manufacture of other transport equipment,2020-03,407.6
Manufacture of paper and paper products,2020-03,4086.2
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-03,6315.1
Manufacture of rubber and plastics products,2020-03,4491.5
Manufacture of textiles,2020-03,2689.6
Manufacture of tobacco products,2020-03,84.0
Manufacture of wearing apparel,2020-03,14792.9
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-03,1135.2
Manufacturing,2020-03,206115.8
Mining and quarrying,2020-03,697814.7
Mining of coal and lignite,2020-03,243962.2
Mining of metal ores,2020-03,425377.6
Mining support service activities,2020-03,17537.3
Other manufacturing,2020-03,2322.4
Other mining and quarrying,2020-03,8406.7
Printing and reproduction of recorded media,2020-03,2568.0
Processing and preserving of fruit and vegetables,2020-03,2182.1
Processing and preserving of meat,2020-03,8341.3
Remediation activities and other waste management services,2020-03,926.6
Total,2020-03,1030464.4
"Waste collection, treatment and disposal activities; materials recovery",2020-03,3110.0
"Water collection, treatment and supply",2020-03,6587.0
"Water supply; sewerage, waste management and remediation activities",2020-03,10623.5
"Electricity, gas, steam and air conditioning supply",2020-04,105963.7
"Electricity, gas, steam and air conditioning supply",2020-04,105963.7
Extraction of crude petroleum and natural gas,2020-04,4989.8
Manufacture of basic metals,2020-04,19666.8
Manufacture of beverages,2020-04,43850.0
Manufacture of chemicals and chemical products,2020-04,4643.7
Manufacture of coke and refined petroleum products,2020-04,2250.0
Manufacture of dairy products,2020-04,18685.7
"Manufacture of fabricated metal products, except machinery and equipment",2020-04,453.2
Manufacture of food products,2020-04,74576.6
Manufacture of furniture,2020-04,1233.2
"Manufacture of grain mill products, starches and starch products",2020-04,20496.4
Manufacture of leather and related products,2020-04,2734.2
Manufacture of other food products,2020-04,18483.7
Manufacture of other non-metallic mineral products,2020-04,22297.7
Manufacture of other transport equipment,2020-04,309.0
Manufacture of paper and paper products,2020-04,3411.9
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-04,6527.8
Manufacture of rubber and plastics products,2020-04,4447.9
Manufacture of textiles,2020-04,5820.1
Manufacture of tobacco products,2020-04,2525.7
Manufacture of wearing apparel,2020-04,17446.9
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-04,892.3
Manufacturing,2020-04,217567.8
Mining and quarrying,2020-04,621078.6
Mining of coal and lignite,2020-04,77932.6
Mining of metal ores,2020-04,490120.1
Mining support service activities,2020-04,20127.3
Other manufacturing,2020-04,1475.4
Other mining and quarrying,2020-04,27908.9
Printing and reproduction of recorded media,2020-04,3005.6
Processing and preserving of fruit and vegetables,2020-04,1984.1
Processing and preserving of meat,2020-04,14926.7
Remediation activities and other waste management services,2020-04,855.1
Total,2020-04,955617.8
"Waste collection, treatment and disposal activities; materials recovery",2020-04,3381.0
"Water collection, treatment and supply",2020-04,6771.6
"Water supply; sewerage, waste management and remediation activities",2020-04,11007.7
"Electricity, gas, steam and air conditioning supply",2020-05,83731.3
"Electricity, gas, steam and air conditioning supply",2020-05,83731.3
Extraction of crude petroleum and natural gas,2020-05,13095.3
Manufacture of basic metals,2020-05,23252.9
Manufacture of beverages,2020-05,50897.3
Manufacture of chemicals and chemical products,2020-05,4579.5
Manufacture of coke and refined petroleum products,2020-05,6783.2
Manufacture of dairy products,2020-05,19808.0
"Manufacture of fabricated metal products, except machinery and equipment",2020-05,338.1
Manufacture of food products,2020-05,74908.9
Manufacture of furniture,2020-05,1569.3
"Manufacture of grain mill products, starches and starch products",2020-05,19598.0
Manufacture of leather and related products,2020-05,2376.8
Manufacture of other food products,2020-05,19844.8
Manufacture of other non-metallic mineral products,2020-05,28341.0
Manufacture of other transport equipment,2020-05,275.3
Manufacture of paper and paper products,2020-05,4331.8
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-05,6871.3
Manufacture of rubber and plastics products,2020-05,6442.7
Manufacture of textiles,2020-05,28608.8
Manufacture of tobacco products,2020-05,4959.2
Manufacture of wearing apparel,2020-05,24861.0
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-05,326.3
Manufacturing,2020-05,275505.2
Mining and quarrying,2020-05,837840.4
Mining of coal and lignite,2020-05,139685.6
Mining of metal ores,2020-05,633045.2
Mining support service activities,2020-05,20815.0
Other manufacturing,2020-05,1073.8
Other mining and quarrying,2020-05,31199.3
Printing and reproduction of recorded media,2020-05,4708.0
Processing and preserving of fruit and vegetables,2020-05,1678.3
Processing and preserving of meat,2020-05,13979.7
Remediation activities and other waste management services,2020-05,959.1
Total,2020-05,1208280.9
"Waste collection, treatment and disposal activities; materials recovery",2020-05,3197.0
"Water collection, treatment and supply",2020-05,7047.9
"Water supply; sewerage, waste management and remediation activities",2020-05,11204.0
"Electricity, gas, steam and air conditioning supply",2020-06,72475.6
"Electricity, gas, steam and air conditioning supply",2020-06,72475.6
Extraction of crude petroleum and natural gas,2020-06,23552.8
Manufacture of basic metals,2020-06,22254.7
Manufacture of beverages,2020-06,54693.0
Manufacture of chemicals and chemical products,2020-06,6598.6
Manufacture of coke and refined petroleum products,2020-06,331.1
Manufacture of dairy products,2020-06,16210.8
"Manufacture of fabricated metal products, except machinery and equipment",2020-06,495.2
Manufacture of food products,2020-06,75600.5
Manufacture of furniture,2020-06,1223.6
"Manufacture of grain mill products, starches and starch products",2020-06,16762.3
Manufacture of leather and related products,2020-06,3921.7
Manufacture of other food products,2020-06,19030.6
Manufacture of other non-metallic mineral products,2020-06,33555.1
Manufacture of other transport equipment,2020-06,331.5
Manufacture of paper and paper products,2020-06,4848.1
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-06,5006.5
Manufacture of rubber and plastics products,2020-06,5759.5
Manufacture of textiles,2020-06,25299.4
Manufacture of tobacco products,2020-06,5762.4
Manufacture of wearing apparel,2020-06,28583.6
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-06,447.8
Manufacturing,2020-06,284543.5
Mining and quarrying,2020-06,1011997.6
Mining of coal and lignite,2020-06,250895.0
Mining of metal ores,2020-06,700367.6
Mining support service activities,2020-06,17390.6
Other manufacturing,2020-06,2231.0
Other mining and quarrying,2020-06,19791.8
Printing and reproduction of recorded media,2020-06,7600.3
Processing and preserving of fruit and vegetables,2020-06,1623.5
Processing and preserving of meat,2020-06,21973.2
Remediation activities and other waste management services,2020-06,945.4
Total,2020-06,1379986.4
"Waste collection, treatment and disposal activities; materials recovery",2020-06,3330.5
"Water collection, treatment and supply",2020-06,6693.7
"Water supply; sewerage, waste management and remediation activities",2020-06,10969.7
"Electricity, gas, steam and air conditioning supply",2020-07,68919.9
"Electricity, gas, steam and air conditioning supply",2020-07,68919.9
Extraction of crude petroleum and natural gas,2020-07,36297.7
Manufacture of basic metals,2020-07,17477.6
Manufacture of beverages,2020-07,78017.8
Manufacture of chemicals and chemical products,2020-07,8184.7
Manufacture of coke and refined petroleum products,2020-07,19.3
Manufacture of dairy products,2020-07,16147.3
"Manufacture of fabricated metal products, except machinery and equipment",2020-07,241.3
Manufacture of food products,2020-07,78848.4
Manufacture of furniture,2020-07,2126.0
"Manufacture of grain mill products, starches and starch products",2020-07,14907.6
Manufacture of leather and related products,2020-07,713.3
Manufacture of other food products,2020-07,19893.7
Manufacture of other non-metallic mineral products,2020-07,32043.8
Manufacture of other transport equipment,2020-07,311.8
Manufacture of paper and paper products,2020-07,4342.6
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-07,2163.0
Manufacture of rubber and plastics products,2020-07,5754.6
Manufacture of textiles,2020-07,7891.6
Manufacture of tobacco products,2020-07,2865.1
Manufacture of wearing apparel,2020-07,32803.5
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-07,992.7
Manufacturing,2020-07,281212.4
Mining and quarrying,2020-07,1043768.9
Mining of coal and lignite,2020-07,248021.8
Mining of metal ores,2020-07,719572.8
Mining support service activities,2020-07,16055.4
Other manufacturing,2020-07,2194.3
Other mining and quarrying,2020-07,23821.3
Printing and reproduction of recorded media,2020-07,4220.8
Processing and preserving of fruit and vegetables,2020-07,1644.5
Processing and preserving of meat,2020-07,26255.3
Remediation activities and other waste management services,2020-07,1010.6
Total,2020-07,1404851.3
"Waste collection, treatment and disposal activities; materials recovery",2020-07,3184.8
"Water collection, treatment and supply",2020-07,6754.7
"Water supply; sewerage, waste management and remediation activities",2020-07,10950.1
"Electricity, gas, steam and air conditioning supply",2020-08,70164.6
"Electricity, gas, steam and air conditioning supply",2020-08,70164.6
Extraction of crude petroleum and natural gas,2020-08,55564.3
Manufacture of basic metals,2020-08,17283.9
Manufacture of beverages,2020-08,61517.7
Manufacture of chemicals and chemical products,2020-08,9914.3
Manufacture of coke and refined petroleum products,2020-08,2410.6
Manufacture of dairy products,2020-08,16496.2
"Manufacture of fabricated metal products, except machinery and equipment",2020-08,350.7
Manufacture of food products,2020-08,75242.2
Manufacture of furniture,2020-08,2038.0
"Manufacture of grain mill products, starches and starch products",2020-08,17211.8
Manufacture of leather and related products,2020-08,3499.2
Manufacture of other food products,2020-08,21126.1
Manufacture of other non-metallic mineral products,2020-08,37312.7
Manufacture of other transport equipment,2020-08,699.1
Manufacture of paper and paper products,2020-08,4433.3
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-08,4276.7
Manufacture of rubber and plastics products,2020-08,5020.2
Manufacture of textiles,2020-08,39500.1
Manufacture of tobacco products,2020-08,6648.1
Manufacture of wearing apparel,2020-08,40866.7
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-08,871.3
Manufacturing,2020-08,318980.9
Mining and quarrying,2020-08,1020206.4
Mining of coal and lignite,2020-08,240560.8
Mining of metal ores,2020-08,700262.5
Mining support service activities,2020-08,2969.9
Other manufacturing,2020-08,2676.7
Other mining and quarrying,2020-08,20848.9
Printing and reproduction of recorded media,2020-08,4419.5
Processing and preserving of fruit and vegetables,2020-08,3772.4
Processing and preserving of meat,2020-08,16635.8
Remediation activities and other waste management services,2020-08,979.5
Total,2020-08,1420357.8
"Waste collection, treatment and disposal activities; materials recovery",2020-08,3219.0
"Water collection, treatment and supply",2020-08,6807.4
"Water supply; sewerage, waste management and remediation activities",2020-08,11005.9
"Electricity, gas, steam and air conditioning supply",2020-09,76682.2
"Electricity, gas, steam and air conditioning supply",2020-09,76682.2
Extraction of crude petroleum and natural gas,2020-09,54935.3
Manufacture of basic metals,2020-09,26127.4
Manufacture of beverages,2020-09,53501.6
Manufacture of chemicals and chemical products,2020-09,8718.6
Manufacture of coke and refined petroleum products,2020-09,5879.9
Manufacture of dairy products,2020-09,18868.5
"Manufacture of fabricated metal products, except machinery and equipment",2020-09,793.2
Manufacture of food products,2020-09,85589.0
Manufacture of furniture,2020-09,1636.4
"Manufacture of grain mill products, starches and starch products",2020-09,13231.9
Manufacture of leather and related products,2020-09,3114.0
Manufacture of other food products,2020-09,21982.0
Manufacture of other non-metallic mineral products,2020-09,37846.5
Manufacture of other transport equipment,2020-09,564.7
Manufacture of paper and paper products,2020-09,3922.9
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-09,4521.8
Manufacture of rubber and plastics products,2020-09,4997.9
Manufacture of textiles,2020-09,15730.1
Manufacture of tobacco products,2020-09,6107.8
Manufacture of wearing apparel,2020-09,32237.2
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-09,413.2
Manufacturing,2020-09,299083.7
Mining and quarrying,2020-09,1285493.9
Mining of coal and lignite,2020-09,498404.2
Mining of metal ores,2020-09,706039.7
Mining support service activities,2020-09,5738.8
Other manufacturing,2020-09,2386.5
Other mining and quarrying,2020-09,20375.9
Printing and reproduction of recorded media,2020-09,4995.1
Processing and preserving of fruit and vegetables,2020-09,1558.6
Processing and preserving of meat,2020-09,29948.0
Remediation activities and other waste management services,2020-09,1066.2
Total,2020-09,1672282.7
"Waste collection, treatment and disposal activities; materials recovery",2020-09,3178.4
"Water collection, treatment and supply",2020-09,6778.3
"Water supply; sewerage, waste management and remediation activities",2020-09,11022.9
"Electricity, gas, steam and air conditioning supply",2020-10,101959.2
"Electricity, gas, steam and air conditioning supply",2020-10,101959.2
Extraction of crude petroleum and natural gas,2020-10,56960.5
Manufacture of basic metals,2020-10,23427.0
Manufacture of beverages,2020-10,70237.7
Manufacture of chemicals and chemical products,2020-10,8537.5
Manufacture of coke and refined petroleum products,2020-10,10410.3
Manufacture of dairy products,2020-10,19412.5
"Manufacture of fabricated metal products, except machinery and equipment",2020-10,347.8
Manufacture of food products,2020-10,110660.6
Manufacture of furniture,2020-10,1714.2
"Manufacture of grain mill products, starches and starch products",2020-10,23640.4
Manufacture of leather and related products,2020-10,2986.9
Manufacture of other food products,2020-10,23513.7
Manufacture of other non-metallic mineral products,2020-10,30943.1
Manufacture of other transport equipment,2020-10,352.7
Manufacture of paper and paper products,2020-10,4317.5
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-10,3860.5
Manufacture of rubber and plastics products,2020-10,5698.6
Manufacture of textiles,2020-10,10327.7
Manufacture of tobacco products,2020-10,4408.0
Manufacture of wearing apparel,2020-10,22185.3
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-10,781.9
Manufacturing,2020-10,318593.4
Mining and quarrying,2020-10,1479721.8
Mining of coal and lignite,2020-10,659691.9
Mining of metal ores,2020-10,737132.7
Mining support service activities,2020-10,4750.7
Other manufacturing,2020-10,2714.4
Other mining and quarrying,2020-10,21186.0
Printing and reproduction of recorded media,2020-10,4681.7
Processing and preserving of fruit and vegetables,2020-10,2078.8
Processing and preserving of meat,2020-10,42015.2
Remediation activities and other waste management services,2020-10,951.0
Total,2020-10,1912147.8
"Waste collection, treatment and disposal activities; materials recovery",2020-10,3259.1
"Water collection, treatment and supply",2020-10,7663.3
"Water supply; sewerage, waste management and remediation activities",2020-10,11873.4
"Electricity, gas, steam and air conditioning supply",2020-11,116565.9
"Electricity, gas, steam and air conditioning supply",2020-11,116565.9
Extraction of crude petroleum and natural gas,2020-11,56654.4
Manufacture of basic metals,2020-11,12860.0
Manufacture of beverages,2020-11,46560.1
Manufacture of chemicals and chemical products,2020-11,9461.9
Manufacture of coke and refined petroleum products,2020-11,12150.6
Manufacture of dairy products,2020-11,21149.9
"Manufacture of fabricated metal products, except machinery and equipment",2020-11,123.7
Manufacture of food products,2020-11,112227.6
Manufacture of furniture,2020-11,640.8
"Manufacture of grain mill products, starches and starch products",2020-11,33678.2
Manufacture of leather and related products,2020-11,1160.2
Manufacture of other food products,2020-11,21601.0
Manufacture of other non-metallic mineral products,2020-11,13605.7
Manufacture of other transport equipment,2020-11,271.9
Manufacture of paper and paper products,2020-11,4005.8
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-11,4162.7
Manufacture of rubber and plastics products,2020-11,4386.1
Manufacture of textiles,2020-11,4361.8
Manufacture of tobacco products,2020-11,883.2
Manufacture of wearing apparel,2020-11,7062.8
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-11,221.1
Manufacturing,2020-11,238841.8
Mining and quarrying,2020-11,1363523.9
Mining of coal and lignite,2020-11,657554.9
Mining of metal ores,2020-11,633298.5
Mining support service activities,2020-11,2930.6
Other manufacturing,2020-11,2088.0
Other mining and quarrying,2020-11,13085.5
Printing and reproduction of recorded media,2020-11,2608.0
Processing and preserving of fruit and vegetables,2020-11,4517.9
Processing and preserving of meat,2020-11,31280.6
Remediation activities and other waste management services,2020-11,830.8
Total,2020-11,1730039.3
"Waste collection, treatment and disposal activities; materials recovery",2020-11,3108.8
"Water collection, treatment and supply",2020-11,7168.1
"Water supply; sewerage, waste management and remediation activities",2020-11,11107.7
"Electricity, gas, steam and air conditioning supply",2020-12,129900.1
"Electricity, gas, steam and air conditioning supply",2020-12,129900.1
Extraction of crude petroleum and natural gas,2020-12,68918.7
Manufacture of basic metals,2020-12,19942.1
Manufacture of beverages,2020-12,42171.7
Manufacture of chemicals and chemical products,2020-12,10877.9
Manufacture of coke and refined petroleum products,2020-12,19131.6
Manufacture of dairy products,2020-12,22204.0
"Manufacture of fabricated metal products, except machinery and equipment",2020-12,294.0
Manufacture of food products,2020-12,126066.6
Manufacture of furniture,2020-12,607.1
"Manufacture of grain mill products, starches and starch products",2020-12,32127.2
Manufacture of leather and related products,2020-12,3502.1
Manufacture of other food products,2020-12,28855.6
Manufacture of other non-metallic mineral products,2020-12,3490.6
Manufacture of other transport equipment,2020-12,357.0
Manufacture of paper and paper products,2020-12,3977.5
"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2020-12,6118.8
Manufacture of rubber and plastics products,2020-12,4385.4
Manufacture of textiles,2020-12,10647.0
Manufacture of tobacco products,2020-12,4959.8
Manufacture of wearing apparel,2020-12,6512.3
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",2020-12,466.3
Manufacturing,2020-12,268646.2
Mining and quarrying,2020-12,1390622.3
Mining of coal and lignite,2020-12,622365.4
Mining of metal ores,2020-12,670617.5
Mining support service activities,2020-12,1821.6
Other manufacturing,2020-12,2502.2
Other mining and quarrying,2020-12,26899.1
Printing and reproduction of recorded media,2020-12,2636.2
Processing and preserving of fruit and vegetables,2020-12,5374.5
Processing and preserving of meat,2020-12,37505.3
Remediation activities and other waste management services,2020-12,1227.4
Total,2020-12,1801591.4
"Waste collection, treatment and disposal activities; materials recovery",2020-12,3228.3
"Water collection, treatment and supply",2020-12,7967.0
"Water supply; sewerage, waste management and remediation activities",2020-12,12422.7
"Electricity, gas, steam and air conditioning supply",2021-01,140474.3
"Electricity, gas, steam and air conditioning supply",2021-01,140474.3
Extraction of crude petroleum and natural gas,2021-01,73894.2
Manufacture of basic metals,2021-01,7530.5
Manufacture of beverages,2021-01,58083.3
Manufacture of chemicals and chemical products,2021-01,8897.4
Manufacture of coke and refined petroleum products,2021-01,25725.8
Manufacture of dairy products,2021-01,22879.9
"Manufacture of fabricated metal products, except machinery and equipment",2021-01,193.8
Manufacture of food products,2021-01,117996.5
Manufacture of furniture,2021-01,736.8
