огноо,бүтээгдэхүүн_бүс,үнэ
2021-09,"Хивэг,25кг — Баян-Өлгий",26500.0
2021-09,"Хивэг,25кг — Баянхонгор",18000.0
2021-09,"Хивэг,25кг — Булган",16500.0
2021-09,"Хивэг,25кг — Дорноговь",24900.0
2021-09,"Хивэг,25кг — Говь-Алтай",15000.0
2021-09,"Хивэг,25кг — Говьсүмбэр",20000.0
2021-09,"Хивэг,25кг — Орхон",18000.0
2021-09,"Хивэг,25кг — Сэлэнгэ",16000.0
2021-09,"Хивэг,25кг — Төв",16800.0
2021-09,"Хивэг,25кг — Өмнөговь",23000.0
2021-09,"Хивэг,25кг — Өвөрхангай",22000.0
2021-09,"Хивэг,25кг — Завхан",22000.0
2021-09,"Хивэг,50кг — Баян-Өлгий",44000.0
2021-09,"Хивэг,50кг — Булган",25000.0
2021-09,"Хивэг,50кг — Говь-Алтай",12000.0
2021-09,"Хивэг,50кг — Говьсүмбэр",40000.0
2021-09,"Хивэг,50кг — Орхон",36000.0
2021-09,"Хивэг,50кг — Сүхбаатар",50000.0
2021-09,"Хивэг,50кг — Төв",19000.0
2021-09,"Хивэг,50кг — Өвөрхангай",44000.0
2021-10,"Хивэг,25кг — Архангай",15000.0
2021-10,"Хивэг,25кг — Баян-Өлгий",23000.0
2021-10,"Хивэг,25кг — Булган",18625.0
2021-10,"Хивэг,25кг — Дорнод",19500.0
2021-10,"Хивэг,25кг — Дорноговь",22875.0
2021-10,"Хивэг,25кг — Дундговь",21000.0
2021-10,"Хивэг,25кг — Говь-Алтай",18333.0
2021-10,"Хивэг,25кг — Говьсүмбэр",20000.0
2021-10,"Хивэг,25кг — Орхон",18000.0
2021-10,"Хивэг,25кг — Сэлэнгэ",18000.0
2021-10,"Хивэг,25кг — Сүхбаатар",24000.0
2021-10,"Хивэг,25кг — Төв",16100.0
2021-10,"Хивэг,25кг — Өмнөговь",23000.0
2021-10,"Хивэг,25кг — Өвөрхангай",22250.0
2021-10,"Хивэг,25кг — Завхан",20000.0
2021-10,"Хивэг,50кг — Архангай",32000.0
2021-10,"Хивэг,50кг — Баян-Өлгий",43600.0
2021-10,"Хивэг,50кг — Булган",25000.0
2021-10,"Хивэг,50кг — Дундговь",45000.0
2021-10,"Хивэг,50кг — Говь-Алтай",19500.0
2021-10,"Хивэг,50кг — Говьсүмбэр",40000.0
2021-10,"Хивэг,50кг — Орхон",36000.0
2021-10,"Хивэг,50кг — Төв",18500.0
2021-10,"Хивэг,50кг — Өвөрхангай",47000.0
2021-11,"Хивэг,25кг — Архангай",13500.0
2021-11,"Хивэг,25кг — Баян-Өлгий",23000.0
2021-11,"Хивэг,25кг — Булган",19200.0
2021-11,"Хивэг,25кг — Дорноговь",21500.0
2021-11,"Хивэг,25кг — Говь-Алтай",23333.0
2021-11,"Хивэг,25кг — Говьсүмбэр",20000.0
2021-11,"Хивэг,25кг — Хөвсгөл",20000.0
2021-11,"Хивэг,25кг — Орхон",18000.0
2021-11,"Хивэг,25кг — Сэлэнгэ",19250.0
2021-11,"Хивэг,25кг — Төв",18200.0
2021-11,"Хивэг,25кг — Өмнөговь",20750.0
2021-11,"Хивэг,25кг — Увс",18500.0
2021-11,"Хивэг,25кг — Өвөрхангай",19750.0
2021-11,"Хивэг,25кг — Завхан",22600.0
2021-11,"Хивэг,50кг — Архангай",27000.0
2021-11,"Хивэг,50кг — Баян-Өлгий",43200.0
2021-11,"Хивэг,50кг — Булган",25000.0
2021-11,"Хивэг,50кг — Дорноговь",27000.0
2021-11,"Хивэг,50кг — Говь-Алтай",26000.0
2021-11,"Хивэг,50кг — Говьсүмбэр",40000.0
2021-11,"Хивэг,50кг — Орхон",36000.0
2021-11,"Хивэг,50кг — Сэлэнгэ",30000.0
2021-11,"Хивэг,50кг — Төв",29700.0
2021-11,"Хивэг,50кг — Өвөрхангай",40000.0
2021-12,"Хивэг,25кг — Архангай",20000.0
2021-12,"Хивэг,25кг — Баян-Өлгий",20000.0
2021-12,"Хивэг,25кг — Баянхонгор",19750.0
2021-12,"Хивэг,25кг — Булган",19500.0
2021-12,"Хивэг,25кг — Дорноговь",22125.0
2021-12,"Хивэг,25кг — Говь-Алтай",20500.0
2021-12,"Хивэг,25кг — Хэнтий",26000.0
2021-12,"Хивэг,25кг — Хөвсгөл",20000.0
2021-12,"Хивэг,25кг — Орхон",18000.0
2021-12,"Хивэг,25кг — Сэлэнгэ",22800.0
2021-12,"Хивэг,25кг — Сүхбаатар",21000.0
2021-12,"Хивэг,25кг — Төв",18250.0
2021-12,"Хивэг,25кг — Өмнөговь",22375.0
2021-12,"Хивэг,25кг — Увс",20000.0
2021-12,"Хивэг,25кг — Өвөрхангай",20600.0
2021-12,"Хивэг,25кг — Завхан",22750.0
2021-12,"Хивэг,50кг — Архангай",31500.0
2021-12,"Хивэг,50кг — Баян-Өлгий",41500.0
2021-12,"Хивэг,50кг — Булган",25000.0
2021-12,"Хивэг,50кг — Дорноговь",27000.0
2021-12,"Хивэг,50кг — Дундговь",21000.0
2021-12,"Хивэг,50кг — Говь-Алтай",32750.0
2021-12,"Хивэг,50кг — Хөвсгөл",31000.0
2021-12,"Хивэг,50кг — Орхон",36000.0
2021-12,"Хивэг,50кг — Сүхбаатар",32000.0
2021-12,"Хивэг,50кг — Төв",23000.0
2021-12,"Хивэг,50кг — Өмнөговь",50000.0
2021-12,"Хивэг,50кг — Өвөрхангай",39333.0
2022-01,"Хивэг,25кг — Баян-Өлгий",20000.0
2022-01,"Хивэг,25кг — Булган",19900.0
2022-01,"Хивэг,25кг — Дорноговь",21600.0
2022-01,"Хивэг,25кг — Говь-Алтай",21000.0
2022-01,"Хивэг,25кг — Хөвсгөл",22500.0
2022-01,"Хивэг,25кг — Орхон",25000.0
2022-01,"Хивэг,25кг — Сэлэнгэ",18250.0
2022-01,"Хивэг,25кг — Сүхбаатар",21300.0
2022-01,"Хивэг,25кг — Төв",17700.0
2022-01,"Хивэг,25кг — Өмнөговь",24000.0
2022-01,"Хивэг,25кг — Увс",18500.0
2022-01,"Хивэг,25кг — Өвөрхангай",22300.0
2022-01,"Хивэг,25кг — Завхан",21400.0
2022-01,"Хивэг,50кг — Баян-Өлгий",38400.0
2022-01,"Хивэг,50кг — Баянхонгор",19500.0
2022-01,"Хивэг,50кг — Булган",25000.0
2022-01,"Хивэг,50кг — Дорнод",16500.0
2022-01,"Хивэг,50кг — Дорноговь",33500.0
2022-01,"Хивэг,50кг — Говь-Алтай",35300.0
2022-01,"Хивэг,50кг — Хэнтий",20000.0
2022-01,"Хивэг,50кг — Хөвсгөл",50000.0
2022-01,"Хивэг,50кг — Орхон",47000.0
2022-01,"Хивэг,50кг — Сүхбаатар",22000.0
2022-01,"Хивэг,50кг — Төв",17800.0
2022-01,"Хивэг,50кг — Өмнөговь",50000.0
2022-01,"Хивэг,50кг — Өвөрхангай",34500.0
2022-02,"Хивэг,25кг — Архангай",14250.0
2022-02,"Хивэг,25кг — Баян-Өлгий",20500.0
2022-02,"Хивэг,25кг — Баянхонгор",19500.0
2022-02,"Хивэг,25кг — Булган",18450.0
2022-02,"Хивэг,25кг — Дорнод",15250.0
2022-02,"Хивэг,25кг — Дорноговь",22250.0
2022-02,"Хивэг,25кг — Дундговь",21000.0
2022-02,"Хивэг,25кг — Говь-Алтай",20500.0
2022-02,"Хивэг,25кг — Ховд",20500.0
2022-02,"Хивэг,25кг — Хөвсгөл",23333.0
2022-02,"Хивэг,25кг — Орхон",25000.0
2022-02,"Хивэг,25кг — Сэлэнгэ",17300.0
2022-02,"Хивэг,25кг — Сүхбаатар",21500.0
2022-02,"Хивэг,25кг — Төв",16500.0
2022-02,"Хивэг,25кг — Өмнөговь",18088.0
2022-02,"Хивэг,25кг — Увс",19000.0
2022-02,"Хивэг,25кг — Өвөрхангай",23500.0
2022-02,"Хивэг,25кг — Завхан",22917.0
2022-02,"Хивэг,50кг — Архангай",25000.0
2022-02,"Хивэг,50кг — Баян-Өлгий",34500.0
2022-02,"Хивэг,50кг — Булган",25000.0
2022-02,"Хивэг,50кг — Дорнод",17500.0
2022-02,"Хивэг,50кг — Дорноговь",22667.0
2022-02,"Хивэг,50кг — Говь-Алтай",38000.0
2022-02,"Хивэг,50кг — Ховд",33500.0
2022-02,"Хивэг,50кг — Хөвсгөл",50000.0
2022-02,"Хивэг,50кг — Орхон",47000.0
2022-02,"Хивэг,50кг — Сэлэнгэ",30000.0
2022-02,"Хивэг,50кг — Төв",17250.0
2022-02,"Хивэг,50кг — Өвөрхангай",47000.0
2022-02,"Хивэг,50кг — Завхан",50000.0
2022-03,"Хивэг,25кг — Архангай",14833.0
2022-03,"Хивэг,25кг — Баян-Өлгий",21500.0
2022-03,"Хивэг,25кг — Булган",18438.0
2022-03,"Хивэг,25кг — Дархан-Уул",10000.0
2022-03,"Хивэг,25кг — Дорнод",15000.0
2022-03,"Хивэг,25кг — Дорноговь",19833.0
2022-03,"Хивэг,25кг — Говь-Алтай",22875.0
2022-03,"Хивэг,25кг — Говьсүмбэр",18000.0
2022-03,"Хивэг,25кг — Хэнтий",25000.0
2022-03,"Хивэг,25кг — Ховд",20500.0
2022-03,"Хивэг,25кг — Хөвсгөл",15333.0
2022-03,"Хивэг,25кг — Орхон",15000.0
2022-03,"Хивэг,25кг — Сэлэнгэ",16714.0
2022-03,"Хивэг,25кг — Сүхбаатар",17000.0
2022-03,"Хивэг,25кг — Төв",15917.0
2022-03,"Хивэг,25кг — Өмнөговь",23167.0
2022-03,"Хивэг,25кг — Өвөрхангай",20000.0
2022-03,"Хивэг,25кг — Завхан",21750.0
2022-03,"Хивэг,50кг — Архангай",25000.0
2022-03,"Хивэг,50кг — Баян-Өлгий",38400.0
2022-03,"Хивэг,50кг — Булган",27500.0
2022-03,"Хивэг,50кг — Дархан-Уул",12000.0
2022-03,"Хивэг,50кг — Дорноговь",23000.0
2022-03,"Хивэг,50кг — Говь-Алтай",51000.0
2022-03,"Хивэг,50кг — Говьсүмбэр",21000.0
2022-03,"Хивэг,50кг — Хэнтий",45000.0
2022-03,"Хивэг,50кг — Ховд",45000.0
2022-03,"Хивэг,50кг — Хөвсгөл",15000.0
2022-03,"Хивэг,50кг — Орхон",30000.0
2022-03,"Хивэг,50кг — Сэлэнгэ",30000.0
2022-03,"Хивэг,50кг — Сүхбаатар",22000.0
2022-03,"Хивэг,50кг — Төв",25500.0
2022-03,"Хивэг,50кг — Өмнөговь",23500.0
2022-03,"Хивэг,50кг — Өвөрхангай",36800.0
2022-03,"Хивэг,50кг — Завхан",25000.0
2022-04,"Хивэг,25кг — Архангай",25000.0
2022-04,"Хивэг,25кг — Баян-Өлгий",22667.0
2022-04,"Хивэг,25кг — Баянхонгор",25000.0
2022-04,"Хивэг,25кг — Булган",17688.0
2022-04,"Хивэг,25кг — Дархан-Уул",10000.0
2022-04,"Хивэг,25кг — Дорноговь",20000.0
2022-04,"Хивэг,25кг — Говь-Алтай",21000.0
2022-04,"Хивэг,25кг — Говьсүмбэр",18000.0
2022-04,"Хивэг,25кг — Хэнтий",13500.0
2022-04,"Хивэг,25кг — Ховд",20500.0
2022-04,"Хивэг,25кг — Орхон",15000.0
2022-04,"Хивэг,25кг — Сэлэнгэ",14400.0
2022-04,"Хивэг,25кг — Сүхбаатар",18000.0
2022-04,"Хивэг,25кг — Төв",14167.0
2022-04,"Хивэг,25кг — Өмнөговь",17833.0
2022-04,"Хивэг,25кг — Увс",12000.0
2022-04,"Хивэг,25кг — Өвөрхангай",18333.0
2022-04,"Хивэг,25кг — Завхан",21400.0
2022-04,"Хивэг,50кг — Архангай",12500.0
2022-04,"Хивэг,50кг — Баян-Өлгий",40143.0
2022-04,"Хивэг,50кг — Булган",23333.0
2022-04,"Хивэг,50кг — Дархан-Уул",12000.0
2022-04,"Хивэг,50кг — Дорноговь",27000.0
2022-04,"Хивэг,50кг — Говь-Алтай",45000.0
2022-04,"Хивэг,50кг — Говьсүмбэр",21000.0
2022-04,"Хивэг,50кг — Ховд",28500.0
2022-04,"Хивэг,50кг — Орхон",30000.0
2022-04,"Хивэг,50кг — Сүхбаатар",19000.0
2022-04,"Хивэг,50кг — Өмнөговь",35000.0
2022-04,"Хивэг,50кг — Өвөрхангай",36667.0
2022-04,"Хивэг,50кг — Завхан",15000.0
2022-05,"Хивэг,25кг — Баян-Өлгий",25750.0
2022-05,"Хивэг,25кг — Булган",17222.0
2022-05,"Хивэг,25кг — Дархан-Уул",10000.0
2022-05,"Хивэг,25кг — Дорноговь",16000.0
2022-05,"Хивэг,25кг — Говь-Алтай",19500.0
2022-05,"Хивэг,25кг — Говьсүмбэр",15000.0
2022-05,"Хивэг,25кг — Орхон",15000.0
2022-05,"Хивэг,25кг — Сэлэнгэ",14750.0
2022-05,"Хивэг,25кг — Сүхбаатар",18000.0
2022-05,"Хивэг,25кг — Төв",12643.0
2022-05,"Хивэг,25кг — Өмнөговь",15250.0
2022-05,"Хивэг,25кг — Өвөрхангай",23500.0
2022-05,"Хивэг,25кг — Завхан",24750.0
2022-05,"Хивэг,50кг — Баян-Өлгий",43429.0
2022-05,"Хивэг,50кг — Булган",28000.0
2022-05,"Хивэг,50кг — Дархан-Уул",12000.0
2022-05,"Хивэг,50кг — Дорноговь",26000.0
2022-05,"Хивэг,50кг — Говь-Алтай",40000.0
2022-05,"Хивэг,50кг — Орхон",30000.0
2022-05,"Хивэг,50кг — Сэлэнгэ",20000.0
2022-05,"Хивэг,50кг — Сүхбаатар",19000.0
2022-05,"Хивэг,50кг — Төв",10000.0
2022-05,"Хивэг,50кг — Өмнөговь",21000.0
2022-05,"Хивэг,50кг — Өвөрхангай",47000.0
2022-06,"Хивэг,25кг — Баян-Өлгий",21500.0
2022-06,"Хивэг,25кг — Булган",18429.0
2022-06,"Хивэг,25кг — Дорнод",14500.0
2022-06,"Хивэг,25кг — Дорноговь",21500.0
2022-06,"Хивэг,25кг — Говь-Алтай",21600.0
2022-06,"Хивэг,25кг — Говьсүмбэр",15000.0
2022-06,"Хивэг,25кг — Орхон",12000.0
2022-06,"Хивэг,25кг — Сэлэнгэ",14750.0
2022-06,"Хивэг,25кг — Сүхбаатар",18000.0
2022-06,"Хивэг,25кг — Төв",11000.0
2022-06,"Хивэг,25кг — Өмнөговь",17875.0
2022-06,"Хивэг,25кг — Өвөрхангай",23500.0
2022-06,"Хивэг,25кг — Завхан",24500.0
2022-06,"Хивэг,50кг — Баян-Өлгий",43750.0
2022-06,"Хивэг,50кг — Булган",29000.0
2022-06,"Хивэг,50кг — Говь-Алтай",37500.0
2022-06,"Хивэг,50кг — Орхон",22000.0
2022-06,"Хивэг,50кг — Сэлэнгэ",21000.0
2022-06,"Хивэг,50кг — Сүхбаатар",23000.0
2022-06,"Хивэг,50кг — Өвөрхангай",47000.0
2022-06,"Хивэг,50кг — Завхан",25000.0
2022-07,"Хивэг,25кг — Баян-Өлгий",21500.0
2022-07,"Хивэг,25кг — Булган",18600.0
2022-07,"Хивэг,25кг — Дорноговь",21500.0
2022-07,"Хивэг,25кг — Говь-Алтай",21625.0
2022-07,"Хивэг,25кг — Говьсүмбэр",15000.0
2022-07,"Хивэг,25кг — Сэлэнгэ",14000.0
2022-07,"Хивэг,25кг — Сүхбаатар",18000.0
2022-07,"Хивэг,25кг — Төв",18500.0
2022-07,"Хивэг,25кг — Өмнөговь",17167.0
2022-07,"Хивэг,25кг — Өвөрхангай",23000.0
2022-07,"Хивэг,25кг — Завхан",24500.0
2022-07,"Хивэг,50кг — Баян-Өлгий",44333.0
2022-07,"Хивэг,50кг — Булган",27500.0
2022-07,"Хивэг,50кг — Говь-Алтай",40000.0
2022-07,"Хивэг,50кг — Сэлэнгэ",27500.0
2022-07,"Хивэг,50кг — Өвөрхангай",46000.0
2022-08,"Хивэг,25кг — Баян-Өлгий",24000.0
2022-08,"Хивэг,25кг — Булган",18600.0
2022-08,"Хивэг,25кг — Дорноговь",21500.0
2022-08,"Хивэг,25кг — Говь-Алтай",19250.0
2022-08,"Хивэг,25кг — Сэлэнгэ",16333.0
2022-08,"Хивэг,25кг — Сүхбаатар",18000.0
2022-08,"Хивэг,25кг — Төв",17167.0
2022-08,"Хивэг,25кг — Өмнөговь",21000.0
2022-08,"Хивэг,25кг — Өвөрхангай",25000.0
2022-08,"Хивэг,25кг — Завхан",22750.0
2022-08,"Хивэг,50кг — Баян-Өлгий",44600.0
2022-08,"Хивэг,50кг — Булган",27500.0
2022-08,"Хивэг,50кг — Дорноговь",27000.0
2022-08,"Хивэг,50кг — Говь-Алтай",28125.0
2022-08,"Хивэг,50кг — Сэлэнгэ",32500.0
2022-08,"Хивэг,50кг — Төв",22500.0
2022-08,"Хивэг,50кг — Өвөрхангай",50000.0
2022-08,"Хивэг,50кг — Завхан",17500.0
2022-09,"Хивэг,25кг — Баян-Өлгий",19000.0
2022-09,"Хивэг,25кг — Булган",18000.0
2022-09,"Хивэг,25кг — Дархан-Уул",15000.0
2022-09,"Хивэг,25кг — Дорнод",14333.0
2022-09,"Хивэг,25кг — Дорноговь",20000.0
2022-09,"Хивэг,25кг — Говь-Алтай",22167.0
2022-09,"Хивэг,25кг — Ховд",20000.0
2022-09,"Хивэг,25кг — Хөвсгөл",18000.0
2022-09,"Хивэг,25кг — Орхон",12000.0
2022-09,"Хивэг,25кг — Сэлэнгэ",20000.0
2022-09,"Хивэг,25кг — Сүхбаатар",18000.0
2022-09,"Хивэг,25кг — Төв",18857.0
2022-09,"Хивэг,25кг — Өмнөговь",21833.0
2022-09,"Хивэг,25кг — Увс",19000.0
2022-09,"Хивэг,25кг — Завхан",22250.0
2022-09,"Хивэг,50кг — Баян-Өлгий",44750.0
2022-09,"Хивэг,50кг — Булган",28000.0
2022-09,"Хивэг,50кг — Дархан-Уул",27500.0
2022-09,"Хивэг,50кг — Дорнод",35000.0
2022-09,"Хивэг,50кг — Говь-Алтай",40000.0
2022-09,"Хивэг,50кг — Орхон",25000.0
2022-09,"Хивэг,50кг — Сэлэнгэ",30000.0
2022-09,"Хивэг,50кг — Төв",31500.0
2022-09,"Хивэг,50кг — Завхан",18000.0
2022-10,"Хивэг,25кг — Архангай",11000.0
2022-10,"Хивэг,25кг — Баян-Өлгий",19000.0
2022-10,"Хивэг,25кг — Баянхонгор",21750.0
2022-10,"Хивэг,25кг — Булган",18393.0
2022-10,"Хивэг,25кг — Дархан-Уул",15000.0
2022-10,"Хивэг,25кг — Дорнод",14000.0
2022-10,"Хивэг,25кг — Дорноговь",23000.0
2022-10,"Хивэг,25кг — Говь-Алтай",21000.0
2022-10,"Хивэг,25кг — Хөвсгөл",19667.0
2022-10,"Хивэг,25кг — Орхон",15000.0
2022-10,"Хивэг,25кг — Сэлэнгэ",20000.0
2022-10,"Хивэг,25кг — Сүхбаатар",17500.0
2022-10,"Хивэг,25кг — Төв",18300.0
2022-10,"Хивэг,25кг — Өмнөговь",21167.0
2022-10,"Хивэг,25кг — Увс",18000.0
2022-10,"Хивэг,25кг — Өвөрхангай",20000.0
2022-10,"Хивэг,25кг — Завхан",21625.0
2022-10,"Хивэг,50кг — Архангай",22000.0
2022-10,"Хивэг,50кг — Баян-Өлгий",43667.0
2022-10,"Хивэг,50кг — Баянхонгор",25000.0
2022-10,"Хивэг,50кг — Булган",28000.0
2022-10,"Хивэг,50кг — Дархан-Уул",27500.0
2022-10,"Хивэг,50кг — Дорнод",27500.0
2022-10,"Хивэг,50кг — Говь-Алтай",27750.0
2022-10,"Хивэг,50кг — Хөвсгөл",40000.0
2022-10,"Хивэг,50кг — Орхон",30000.0
2022-10,"Хивэг,50кг — Сэлэнгэ",37500.0
2022-10,"Хивэг,50кг — Сүхбаатар",18000.0
2022-10,"Хивэг,50кг — Төв",38000.0
2022-10,"Хивэг,50кг — Увс",20000.0
2022-10,"Хивэг,50кг — Өвөрхангай",44000.0
2022-11,"Хивэг,25кг — Архангай",18750.0
2022-11,"Хивэг,25кг — Баян-Өлгий",20000.0
2022-11,"Хивэг,25кг — Баянхонгор",22750.0
2022-11,"Хивэг,25кг — Булган",18400.0
2022-11,"Хивэг,25кг — Дархан-Уул",15000.0
2022-11,"Хивэг,25кг — Дорнод",15000.0
2022-11,"Хивэг,25кг — Дорноговь",22000.0
2022-11,"Хивэг,25кг — Говь-Алтай",23250.0
2022-11,"Хивэг,25кг — Хөвсгөл",23000.0
2022-11,"Хивэг,25кг — Орхон",18000.0
2022-11,"Хивэг,25кг — Сэлэнгэ",20750.0
2022-11,"Хивэг,25кг — Сүхбаатар",22700.0
2022-11,"Хивэг,25кг — Төв",19500.0
2022-11,"Хивэг,25кг — Өмнөговь",21250.0
2022-11,"Хивэг,25кг — Увс",19000.0
2022-11,"Хивэг,25кг — Өвөрхангай",20000.0
2022-11,"Хивэг,25кг — Завхан",21800.0
2022-11,"Хивэг,50кг — Архангай",25000.0
2022-11,"Хивэг,50кг — Баян-Өлгий",41200.0
2022-11,"Хивэг,50кг — Баянхонгор",45000.0
2022-11,"Хивэг,50кг — Булган",30000.0
2022-11,"Хивэг,50кг — Дархан-Уул",27500.0
2022-11,"Хивэг,50кг — Дорнод",25000.0
2022-11,"Хивэг,50кг — Говь-Алтай",45000.0
2022-11,"Хивэг,50кг — Хөвсгөл",46000.0
2022-11,"Хивэг,50кг — Орхон",36000.0
2022-11,"Хивэг,50кг — Сэлэнгэ",35000.0
2022-11,"Хивэг,50кг — Төв",21000.0
2022-11,"Хивэг,50кг — Өмнөговь",24000.0
2022-11,"Хивэг,50кг — Өвөрхангай",33300.0
2022-11,"Хивэг,50кг — Завхан",25000.0
2022-12,"Хивэг,25кг — Архангай",25000.0
2022-12,"Хивэг,25кг — Баян-Өлгий",21000.0
2022-12,"Хивэг,25кг — Баянхонгор",23100.0
2022-12,"Хивэг,25кг — Булган",18800.0
2022-12,"Хивэг,25кг — Дархан-Уул",15000.0
2022-12,"Хивэг,25кг — Дорнод",16100.0
2022-12,"Хивэг,25кг — Дорноговь",22500.0
2022-12,"Хивэг,25кг — Говь-Алтай",22400.0
2022-12,"Хивэг,25кг — Хөвсгөл",21500.0
2022-12,"Хивэг,25кг — Орхон",18000.0
2022-12,"Хивэг,25кг — Сэлэнгэ",20400.0
2022-12,"Хивэг,25кг — Сүхбаатар",22700.0
2022-12,"Хивэг,25кг — Төв",17900.0
2022-12,"Хивэг,25кг — Өмнөговь",21750.0
2022-12,"Хивэг,25кг — Увс",19500.0
2022-12,"Хивэг,25кг — Өвөрхангай",19500.0
2022-12,"Хивэг,25кг — Завхан",22150.0
2022-12,"Хивэг,50кг — Баян-Өлгий",41000.0
2022-12,"Хивэг,50кг — Булган",27300.0
2022-12,"Хивэг,50кг — Дархан-Уул",27500.0
2022-12,"Хивэг,50кг — Дорнод",31750.0
2022-12,"Хивэг,50кг — Дорноговь",36000.0
2022-12,"Хивэг,50кг — Говь-Алтай",41700.0
2022-12,"Хивэг,50кг — Хөвсгөл",40000.0
2022-12,"Хивэг,50кг — Орхон",36000.0
2022-12,"Хивэг,50кг — Төв",28400.0
2022-12,"Хивэг,50кг — Өмнөговь",28000.0
2022-12,"Хивэг,50кг — Өвөрхангай",33300.0
2023-01,"Хивэг,25кг — Архангай",19100.0
2023-01,"Хивэг,25кг — Баян-Өлгий",20500.0
2023-01,"Хивэг,25кг — Баянхонгор",23400.0
2023-01,"Хивэг,25кг — Булган",18900.0
2023-01,"Хивэг,25кг — Дархан-Уул",17250.0
2023-01,"Хивэг,25кг — Дорнод",15400.0
2023-01,"Хивэг,25кг — Дорноговь",23100.0
2023-01,"Хивэг,25кг — Говь-Алтай",22400.0
2023-01,"Хивэг,25кг — Ховд",22000.0
2023-01,"Хивэг,25кг — Хөвсгөл",18250.0
2023-01,"Хивэг,25кг — Орхон",18000.0
2023-01,"Хивэг,25кг — Сэлэнгэ",17400.0
2023-01,"Хивэг,25кг — Сүхбаатар",22000.0
2023-01,"Хивэг,25кг — Төв",35000.0
2023-01,"Хивэг,25кг — Өмнөговь",22500.0
2023-01,"Хивэг,25кг — Увс",21600.0
2023-01,"Хивэг,25кг — Өвөрхангай",20800.0
2023-01,"Хивэг,25кг — Завхан",22900.0
2023-01,"Хивэг,50кг — Архангай",40000.0
2023-01,"Хивэг,50кг — Баян-Өлгий",39900.0
2023-01,"Хивэг,50кг — Баянхонгор",20500.0
2023-01,"Хивэг,50кг — Булган",28000.0
2023-01,"Хивэг,50кг — Дорнод",32000.0
2023-01,"Хивэг,50кг — Дорноговь",36000.0
2023-01,"Хивэг,50кг — Говь-Алтай",38700.0
2023-01,"Хивэг,50кг — Ховд",45000.0
2023-01,"Хивэг,50кг — Хөвсгөл",33500.0
2023-01,"Хивэг,50кг — Орхон",36000.0
2023-01,"Хивэг,50кг — Сэлэнгэ",22000.0
2023-01,"Хивэг,50кг — Сүхбаатар",50000.0
2023-01,"Хивэг,50кг — Төв",35000.0
2023-01,"Хивэг,50кг — Увс",35000.0
2023-01,"Хивэг,50кг — Өвөрхангай",41000.0
2023-01,"Хивэг,50кг — Завхан",55000.0
2023-02,"Хивэг,25кг — Архангай",19500.0
2023-02,"Хивэг,25кг — Баян-Өлгий",20000.0
2023-02,"Хивэг,25кг — Баянхонгор",21842.0
2023-02,"Хивэг,25кг — Булган",19025.0
2023-02,"Хивэг,25кг — Дархан-Уул",17500.0
2023-02,"Хивэг,25кг — Дорнод",15383.0
2023-02,"Хивэг,25кг — Дорноговь",23000.0
2023-02,"Хивэг,25кг — Дундговь",25000.0
2023-02,"Хивэг,25кг — Говь-Алтай",24429.0
2023-02,"Хивэг,25кг — Говьсүмбэр",22000.0
2023-02,"Хивэг,25кг — Ховд",21000.0
2023-02,"Хивэг,25кг — Хөвсгөл",15875.0
2023-02,"Хивэг,25кг — Орхон",18000.0
2023-02,"Хивэг,25кг — Сэлэнгэ",18000.0
2023-02,"Хивэг,25кг — Сүхбаатар",21667.0
2023-02,"Хивэг,25кг — Төв",19389.0
2023-02,"Хивэг,25кг — Өмнөговь",21700.0
2023-02,"Хивэг,25кг — Увс",20000.0
2023-02,"Хивэг,25кг — Өвөрхангай",21500.0
2023-02,"Хивэг,25кг — Завхан",23682.0
2023-02,"Хивэг,50кг — Архангай",42000.0
2023-02,"Хивэг,50кг — Баян-Өлгий",37778.0
2023-02,"Хивэг,50кг — Булган",28000.0
2023-02,"Хивэг,50кг — Дорнод",32000.0
2023-02,"Хивэг,50кг — Дорноговь",32000.0
2023-02,"Хивэг,50кг — Дундговь",35000.0
2023-02,"Хивэг,50кг — Говь-Алтай",40000.0
2023-02,"Хивэг,50кг — Говьсүмбэр",50000.0
2023-02,"Хивэг,50кг — Ховд",45000.0
2023-02,"Хивэг,50кг — Хөвсгөл",30167.0
2023-02,"Хивэг,50кг — Орхон",36000.0
2023-02,"Хивэг,50кг — Сэлэнгэ",25000.0
2023-02,"Хивэг,50кг — Сүхбаатар",37500.0
2023-02,"Хивэг,50кг — Төв",40000.0
2023-02,"Хивэг,50кг — Увс",20000.0
2023-02,"Хивэг,50кг — Өвөрхангай",42667.0
2023-02,"Хивэг,50кг — Завхан",27500.0
2023-03,"Хивэг,25кг — Архангай",21500.0
2023-03,"Хивэг,25кг — Баян-Өлгий",22000.0
2023-03,"Хивэг,25кг — Баянхонгор",22967.0
2023-03,"Хивэг,25кг — Булган",20409.0
2023-03,"Хивэг,25кг — Дархан-Уул",17500.0
2023-03,"Хивэг,25кг — Дорнод",17783.0
2023-03,"Хивэг,25кг — Дорноговь",22800.0
2023-03,"Хивэг,25кг — Говь-Алтай",22500.0
2023-03,"Хивэг,25кг — Хэнтий",25000.0
2023-03,"Хивэг,25кг — Ховд",20000.0
2023-03,"Хивэг,25кг — Хөвсгөл",18833.0
2023-03,"Хивэг,25кг — Орхон",18000.0
