огноо,ангилал,хэрэглээний_үнийн_индекс
2022-07,"Зочид буудал, зоогийн газар, дотуур байр",131.3
2022-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",111.0
2022-07,"Орон сууц, ус, цахилгаан, түлш",119.2
2022-07,"Бусад бараа, үйлчилгээ",123.9
2022-07,"Эм тариа, эмнэлгийн үйлчилгээ",127.5
2022-07,"Хүнсний бараа, ундаа, ус",143.3
2022-07,Боловсролын үйлчилгээ,104.2
2022-08,"Согтууруулах ундаа, тамхи",111.3
2022-08,"Эм тариа, эмнэлгийн үйлчилгээ",127.7
2022-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",102.2
2022-08,"Хүнсний бараа, ундаа, ус",135.4
2022-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",121.3
2022-08,"Бусад бараа, үйлчилгээ",125.5
2022-08,"Даатгал, санхүүгийн үйлчилгээ",111.1
2022-08,Тээвэр,130.7
2022-08,"Орон сууц, ус, цахилгаан, түлш",120.2
2022-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",112.0
2022-08,"Зочид буудал, зоогийн газар, дотуур байр",131.7
2022-08,"Хувцас, бөс бараа, гутал",120.7
2022-08,Боловсролын үйлчилгээ,111.2
2022-09,"Хувцас, бөс бараа, гутал",122.0
2022-09,"Орон сууц, ус, цахилгаан, түлш",120.8
2022-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",122.5
2022-09,"Зочид буудал, зоогийн газар, дотуур байр",133.3
2022-09,Тээвэр,130.2
2022-09,"Хүнсний бараа, ундаа, ус",132.4
2022-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",102.6
2022-09,"Бусад бараа, үйлчилгээ",127.4
2022-09,"Даатгал, санхүүгийн үйлчилгээ",111.1
2022-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",113.3
2022-09,"Согтууруулах ундаа, тамхи",111.8
2022-09,"Эм тариа, эмнэлгийн үйлчилгээ",129.0
2022-09,Боловсролын үйлчилгээ,111.2
2022-10,"Хувцас, бөс бараа, гутал",124.2
2022-10,Тээвэр,130.7
2022-10,"Орон сууц, ус, цахилгаан, түлш",122.1
2022-10,"Хүнсний бараа, ундаа, ус",135.2
2022-10,"Даатгал, санхүүгийн үйлчилгээ",111.1
2022-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",114.3
2022-10,Боловсролын үйлчилгээ,111.2
2022-10,"Бусад бараа, үйлчилгээ",129.9
2022-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",124.3
2022-10,"Эм тариа, эмнэлгийн үйлчилгээ",129.9
2022-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.0
2022-10,"Зочид буудал, зоогийн газар, дотуур байр",134.9
2022-10,"Согтууруулах ундаа, тамхи",112.9
2022-11,"Зочид буудал, зоогийн газар, дотуур байр",135.8
2022-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",125.9
2022-11,"Даатгал, санхүүгийн үйлчилгээ",111.1
2022-11,"Хүнсний бараа, ундаа, ус",137.9
2022-11,"Согтууруулах ундаа, тамхи",113.8
2022-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",115.2
2022-11,"Хувцас, бөс бараа, гутал",126.1
2022-11,Боловсролын үйлчилгээ,111.2
2022-11,"Эм тариа, эмнэлгийн үйлчилгээ",131.0
2022-11,"Бусад бараа, үйлчилгээ",132.3
2022-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.3
2022-11,Тээвэр,131.1
2022-11,"Орон сууц, ус, цахилгаан, түлш",122.7
2022-12,"Зочид буудал, зоогийн газар, дотуур байр",136.3
2022-12,"Орон сууц, ус, цахилгаан, түлш",123.4
2022-12,"Даатгал, санхүүгийн үйлчилгээ",111.1
2022-12,"Хувцас, бөс бараа, гутал",127.6
2022-12,"Бусад бараа, үйлчилгээ",136.1
2022-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",126.4
2022-12,"Хүнсний бараа, ундаа, ус",140.5
2022-12,"Эм тариа, эмнэлгийн үйлчилгээ",130.5
2022-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",116.0
2022-12,Боловсролын үйлчилгээ,111.2
2022-12,"Согтууруулах ундаа, тамхи",114.5
2022-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.5
2022-12,Тээвэр,131.5
2023-01,"Бусад бараа, үйлчилгээ",138.1
2023-01,Боловсролын үйлчилгээ,111.2
2023-01,"Хүнсний бараа, ундаа, ус",143.7
2023-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.5
2023-01,"Хувцас, бөс бараа, гутал",128.8
2023-01,"Орон сууц, ус, цахилгаан, түлш",124.6
2023-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",127.1
2023-01,Тээвэр,132.0
2023-01,"Эм тариа, эмнэлгийн үйлчилгээ",131.3
2023-01,"Согтууруулах ундаа, тамхи",115.7
2023-01,"Зочид буудал, зоогийн газар, дотуур байр",139.2
2023-01,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",116.5
2023-02,"Хувцас, бөс бараа, гутал",129.8
2023-02,"Эм тариа, эмнэлгийн үйлчилгээ",131.9
2023-02,"Согтууруулах ундаа, тамхи",116.4
2023-02,"Хүнсний бараа, ундаа, ус",148.1
2023-02,Боловсролын үйлчилгээ,111.2
2023-02,"Зочид буудал, зоогийн газар, дотуур байр",139.3
2023-02,"Бусад бараа, үйлчилгээ",140.8
2023-02,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",128.2
2023-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",116.7
2023-02,Тээвэр,132.1
2023-02,"Орон сууц, ус, цахилгаан, түлш",124.8
2023-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.5
2023-03,Тээвэр,132.1
2023-03,"Зочид буудал, зоогийн газар, дотуур байр",145.9
2023-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",130.0
2023-03,"Хувцас, бөс бараа, гутал",129.8
2023-03,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-03,"Эм тариа, эмнэлгийн үйлчилгээ",133.0
2023-03,"Бусад бараа, үйлчилгээ",142.0
2023-03,"Орон сууц, ус, цахилгаан, түлш",124.9
2023-03,"Согтууруулах ундаа, тамхи",116.8
2023-03,"Хүнсний бараа, ундаа, ус",151.5
2023-03,Боловсролын үйлчилгээ,111.2
2023-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",117.1
2023-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.5
2023-04,"Бусад бараа, үйлчилгээ",144.6
2023-04,Боловсролын үйлчилгээ,111.2
2023-04,"Эм тариа, эмнэлгийн үйлчилгээ",133.9
2023-04,"Гэр ахуйн тавилга, гэр ахуйн бараа",130.8
2023-04,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",117.7
2023-04,"Зочид буудал, зоогийн газар, дотуур байр",151.1
2023-04,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-04,"Согтууруулах ундаа, тамхи",117.1
2023-04,"Орон сууц, ус, цахилгаан, түлш",125.2
2023-04,Тээвэр,131.7
2023-04,"Хувцас, бөс бараа, гутал",131.0
2023-04,"Хүнсний бараа, ундаа, ус",156.5
2023-04,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.5
2023-05,"Бусад бараа, үйлчилгээ",146.7
2023-05,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-05,Тээвэр,131.2
2023-05,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",118.0
2023-05,"Хүнсний бараа, ундаа, ус",162.6
2023-05,Боловсролын үйлчилгээ,111.2
2023-05,"Эм тариа, эмнэлгийн үйлчилгээ",134.7
2023-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.8
2023-05,"Согтууруулах ундаа, тамхи",117.6
2023-05,"Орон сууц, ус, цахилгаан, түлш",125.3
2023-05,"Хувцас, бөс бараа, гутал",131.3
2023-05,"Зочид буудал, зоогийн газар, дотуур байр",151.3
2023-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",131.3
2023-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",132.0
2023-06,"Орон сууц, ус, цахилгаан, түлш",125.6
2023-06,"Хувцас, бөс бараа, гутал",131.9
2023-06,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-06,Тээвэр,131.3
2023-06,"Согтууруулах ундаа, тамхи",118.0
2023-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.8
2023-06,"Зочид буудал, зоогийн газар, дотуур байр",151.6
2023-06,Боловсролын үйлчилгээ,111.2
2023-06,"Хүнсний бараа, ундаа, ус",166.4
2023-06,"Эм тариа, эмнэлгийн үйлчилгээ",135.7
2023-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",117.8
2023-06,"Бусад бараа, үйлчилгээ",149.0
2023-07,"Орон сууц, ус, цахилгаан, түлш",125.7
2023-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",132.4
2023-07,"Хувцас, бөс бараа, гутал",131.5
2023-07,Боловсролын үйлчилгээ,111.2
2023-07,"Эм тариа, эмнэлгийн үйлчилгээ",137.5
2023-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",118.3
2023-07,"Согтууруулах ундаа, тамхи",118.4
2023-07,"Бусад бараа, үйлчилгээ",151.4
2023-07,"Зочид буудал, зоогийн газар, дотуур байр",152.6
2023-07,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-07,Тээвэр,130.8
2023-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.7
2023-07,"Хүнсний бараа, ундаа, ус",163.9
2023-08,"Согтууруулах ундаа, тамхи",119.0
2023-08,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-08,"Хувцас, бөс бараа, гутал",131.8
2023-08,"Эм тариа, эмнэлгийн үйлчилгээ",138.0
2023-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.7
2023-08,"Зочид буудал, зоогийн газар, дотуур байр",155.4
2023-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",132.5
2023-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",120.0
2023-08,Боловсролын үйлчилгээ,129.8
2023-08,"Бусад бараа, үйлчилгээ",153.9
2023-08,"Хүнсний бараа, ундаа, ус",157.6
2023-08,Тээвэр,130.9
2023-08,"Орон сууц, ус, цахилгаан, түлш",125.8
2023-09,"Хувцас, бөс бараа, гутал",132.2
2023-09,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.4
2023-09,"Хүнсний бараа, ундаа, ус",155.5
2023-09,Тээвэр,130.9
2023-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",132.6
2023-09,Боловсролын үйлчилгээ,129.8
2023-09,"Эм тариа, эмнэлгийн үйлчилгээ",139.1
2023-09,"Согтууруулах ундаа, тамхи",119.3
2023-09,"Зочид буудал, зоогийн газар, дотуур байр",157.5
2023-09,"Бусад бараа, үйлчилгээ",156.3
2023-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",119.9
2023-09,"Орон сууц, ус, цахилгаан, түлш",125.9
2023-10,"Хувцас, бөс бараа, гутал",133.3
2023-10,"Эм тариа, эмнэлгийн үйлчилгээ",139.8
2023-10,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",133.6
2023-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.4
2023-10,"Бусад бараа, үйлчилгээ",157.2
2023-10,"Хүнсний бараа, ундаа, ус",155.2
2023-10,"Орон сууц, ус, цахилгаан, түлш",126.1
2023-10,Тээвэр,131.4
2023-10,"Согтууруулах ундаа, тамхи",120.2
2023-10,"Зочид буудал, зоогийн газар, дотуур байр",157.6
2023-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",120.3
2023-10,Боловсролын үйлчилгээ,129.8
2023-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.4
2023-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",134.3
2023-11,"Хүнсний бараа, ундаа, ус",156.2
2023-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",120.4
2023-11,Тээвэр,132.2
2023-11,"Хувцас, бөс бараа, гутал",135.4
2023-11,"Бусад бараа, үйлчилгээ",159.1
2023-11,"Согтууруулах ундаа, тамхи",120.8
2023-11,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-11,Боловсролын үйлчилгээ,129.8
2023-11,"Зочид буудал, зоогийн газар, дотуур байр",158.1
2023-11,"Эм тариа, эмнэлгийн үйлчилгээ",140.1
2023-11,"Орон сууц, ус, цахилгаан, түлш",128.3
2023-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",120.4
2023-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",134.5
2023-12,"Хувцас, бөс бараа, гутал",135.7
2023-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.4
2023-12,Боловсролын үйлчилгээ,129.8
2023-12,"Эм тариа, эмнэлгийн үйлчилгээ",140.3
2023-12,"Хүнсний бараа, ундаа, ус",157.6
2023-12,"Бусад бараа, үйлчилгээ",159.6
2023-12,"Даатгал, санхүүгийн үйлчилгээ",118.5
2023-12,Тээвэр,132.2
2023-12,"Зочид буудал, зоогийн газар, дотуур байр",158.2
2023-12,"Согтууруулах ундаа, тамхи",121.0
2023-12,"Орон сууц, ус, цахилгаан, түлш",128.7
2024-01,"Зочид буудал, зоогийн газар, дотуур байр",159.3
2024-01,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-01,Тээвэр,132.2
2024-01,"Хувцас, бөс бараа, гутал",136.4
2024-01,"Бусад бараа, үйлчилгээ",160.1
2024-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.8
2024-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",120.7
2024-01,Боловсролын үйлчилгээ,129.8
2024-01,"Согтууруулах ундаа, тамхи",121.4
2024-01,"Эм тариа, эмнэлгийн үйлчилгээ",141.6
2024-01,"Хүнсний бараа, ундаа, ус",160.5
2024-01,"Орон сууц, ус, цахилгаан, түлш",129.6
2024-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",135.4
2024-02,"Орон сууц, ус, цахилгаан, түлш",129.9
2024-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",103.8
2024-02,Тээвэр,131.7
2024-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",135.9
2024-02,Боловсролын үйлчилгээ,129.8
2024-02,"Зочид буудал, зоогийн газар, дотуур байр",159.6
2024-02,"Эм тариа, эмнэлгийн үйлчилгээ",142.0
2024-02,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",121.6
2024-02,"Согтууруулах ундаа, тамхи",122.7
2024-02,"Бусад бараа, үйлчилгээ",161.2
2024-02,"Хүнсний бараа, ундаа, ус",163.3
2024-02,"Хувцас, бөс бараа, гутал",137.7
2024-03,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-03,Тээвэр,131.7
2024-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",123.3
2024-03,"Согтууруулах ундаа, тамхи",123.2
2024-03,Боловсролын үйлчилгээ,129.8
2024-03,"Эм тариа, эмнэлгийн үйлчилгээ",143.4
2024-03,"Зочид буудал, зоогийн газар, дотуур байр",160.3
2024-03,"Хувцас, бөс бараа, гутал",138.6
2024-03,"Хүнсний бараа, ундаа, ус",166.4
2024-03,"Бусад бараа, үйлчилгээ",162.1
2024-03,"Орон сууц, ус, цахилгаан, түлш",130.5
2024-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.1
2024-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",137.4
2024-04,"Хүнсний бараа, ундаа, ус",170.1
2024-04,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-04,Тээвэр,131.8
2024-04,"Зочид буудал, зоогийн газар, дотуур байр",160.3
2024-04,"Согтууруулах ундаа, тамхи",123.2
2024-04,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",123.9
2024-04,"Хувцас, бөс бараа, гутал",138.4
2024-04,"Бусад бараа, үйлчилгээ",163.3
2024-04,"Эм тариа, эмнэлгийн үйлчилгээ",143.7
2024-04,Боловсролын үйлчилгээ,129.8
2024-04,"Орон сууц, ус, цахилгаан, түлш",131.1
2024-04,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",104.9
2024-04,"Гэр ахуйн тавилга, гэр ахуйн бараа",138.0
2024-05,"Согтууруулах ундаа, тамхи",123.4
2024-05,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",124.0
2024-05,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",138.4
2024-05,"Орон сууц, ус, цахилгаан, түлш",131.3
2024-05,"Бусад бараа, үйлчилгээ",164.9
2024-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.0
2024-05,"Эм тариа, эмнэлгийн үйлчилгээ",144.2
2024-05,"Зочид буудал, зоогийн газар, дотуур байр",163.9
2024-05,Тээвэр,130.3
2024-05,Боловсролын үйлчилгээ,129.8
2024-05,"Хүнсний бараа, ундаа, ус",173.5
2024-05,"Хувцас, бөс бараа, гутал",138.9
2024-06,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.0
2024-06,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-06,"Эм тариа, эмнэлгийн үйлчилгээ",144.6
2024-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",124.0
2024-06,"Зочид буудал, зоогийн газар, дотуур байр",166.1
2024-06,"Согтууруулах ундаа, тамхи",123.9
2024-06,Боловсролын үйлчилгээ,129.8
2024-06,"Хувцас, бөс бараа, гутал",139.0
2024-06,"Бусад бараа, үйлчилгээ",165.9
2024-06,"Орон сууц, ус, цахилгаан, түлш",131.5
2024-06,Тээвэр,130.5
2024-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",139.1
2024-06,"Хүнсний бараа, ундаа, ус",174.3
2024-07,"Хувцас, бөс бараа, гутал",139.5
2024-07,"Согтууруулах ундаа, тамхи",123.7
2024-07,"Орон сууц, ус, цахилгаан, түлш",133.3
2024-07,"Зочид буудал, зоогийн газар, дотуур байр",166.6
2024-07,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-07,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.0
2024-07,Тээвэр,130.6
2024-07,"Гэр ахуйн тавилга, гэр ахуйн бараа",139.9
2024-07,"Хүнсний бараа, ундаа, ус",173.1
2024-07,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",124.5
2024-07,"Бусад бараа, үйлчилгээ",167.3
2024-07,"Эм тариа, эмнэлгийн үйлчилгээ",144.9
2024-07,Боловсролын үйлчилгээ,129.8
2024-08,Боловсролын үйлчилгээ,154.0
2024-08,Тээвэр,131.4
2024-08,"Зочид буудал, зоогийн газар, дотуур байр",166.9
2024-08,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",126.9
2024-08,"Согтууруулах ундаа, тамхи",123.7
2024-08,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-08,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",104.9
2024-08,"Гэр ахуйн тавилга, гэр ахуйн бараа",141.7
2024-08,"Хүнсний бараа, ундаа, ус",169.1
2024-08,"Бусад бараа, үйлчилгээ",171.9
2024-08,"Орон сууц, ус, цахилгаан, түлш",134.0
2024-08,"Эм тариа, эмнэлгийн үйлчилгээ",145.7
2024-08,"Хувцас, бөс бараа, гутал",141.3
2024-09,"Согтууруулах ундаа, тамхи",123.8
2024-09,"Орон сууц, ус, цахилгаан, түлш",134.8
2024-09,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.0
2024-09,"Гэр ахуйн тавилга, гэр ахуйн бараа",142.6
2024-09,"Бусад бараа, үйлчилгээ",173.9
2024-09,"Зочид буудал, зоогийн газар, дотуур байр",171.6
2024-09,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",127.8
2024-09,"Хүнсний бараа, ундаа, ус",167.4
2024-09,Тээвэр,130.7
2024-09,Боловсролын үйлчилгээ,154.0
2024-09,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-09,"Хувцас, бөс бараа, гутал",143.0
2024-09,"Эм тариа, эмнэлгийн үйлчилгээ",145.9
2024-10,"Хүнсний бараа, ундаа, ус",167.1
2024-10,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",127.9
2024-10,"Орон сууц, ус, цахилгаан, түлш",137.5
2024-10,"Бусад бараа, үйлчилгээ",174.6
2024-10,"Хувцас, бөс бараа, гутал",145.4
2024-10,Боловсролын үйлчилгээ,154.0
2024-10,"Зочид буудал, зоогийн газар, дотуур байр",171.9
2024-10,Тээвэр,131.5
2024-10,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-10,"Согтууруулах ундаа, тамхи",124.8
2024-10,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.1
2024-10,"Гэр ахуйн тавилга, гэр ахуйн бараа",143.3
2024-10,"Эм тариа, эмнэлгийн үйлчилгээ",146.8
2024-11,"Эм тариа, эмнэлгийн үйлчилгээ",147.3
2024-11,"Зочид буудал, зоогийн газар, дотуур байр",172.8
2024-11,"Бусад бараа, үйлчилгээ",175.3
2024-11,"Хувцас, бөс бараа, гутал",146.7
2024-11,"Хүнсний бараа, ундаа, ус",167.8
2024-11,"Гэр ахуйн тавилга, гэр ахуйн бараа",143.7
2024-11,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.1
2024-11,Тээвэр,132.3
2024-11,"Согтууруулах ундаа, тамхи",125.4
2024-11,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",128.5
2024-11,"Орон сууц, ус, цахилгаан, түлш",156.6
2024-11,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-11,Боловсролын үйлчилгээ,154.0
2024-12,"Орон сууц, ус, цахилгаан, түлш",158.3
2024-12,"Гэр ахуйн тавилга, гэр ахуйн бараа",144.5
2024-12,Боловсролын үйлчилгээ,154.0
2024-12,"Даатгал, санхүүгийн үйлчилгээ",124.8
2024-12,"Зочид буудал, зоогийн газар, дотуур байр",175.8
2024-12,"Хүнсний бараа, ундаа, ус",171.5
2024-12,"Эм тариа, эмнэлгийн үйлчилгээ",147.6
2024-12,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.1
2024-12,"Согтууруулах ундаа, тамхи",125.7
2024-12,"Бусад бараа, үйлчилгээ",175.8
2024-12,Тээвэр,134.2
2024-12,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",128.7
2024-12,"Хувцас, бөс бараа, гутал",148.5
2025-01,"Орон сууц, ус, цахилгаан, түлш",158.6
2025-01,"Хувцас, бөс бараа, гутал",149.8
2025-01,"Хүнсний бараа, ундаа, ус",175.5
2025-01,"Даатгал, санхүүгийн үйлчилгээ",162.5
2025-01,Боловсролын үйлчилгээ,154.0
2025-01,"Зочид буудал, зоогийн газар, дотуур байр",184.1
2025-01,"Гэр ахуйн тавилга, гэр ахуйн бараа",147.5
2025-01,"Эм тариа, эмнэлгийн үйлчилгээ",148.9
2025-01,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.1
2025-01,"Согтууруулах ундаа, тамхи",126.7
2025-01,"Бусад бараа, үйлчилгээ",178.4
2025-01,Тээвэр,134.4
2025-01,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",129.9
2025-02,"Даатгал, санхүүгийн үйлчилгээ",162.5
2025-02,"Бусад бараа, үйлчилгээ",179.5
2025-02,"Хувцас, бөс бараа, гутал",150.2
2025-02,"Орон сууц, ус, цахилгаан, түлш",161.2
2025-02,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.2
2025-02,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",130.1
2025-02,Боловсролын үйлчилгээ,154.0
2025-02,"Хүнсний бараа, ундаа, ус",179.1
2025-02,"Эм тариа, эмнэлгийн үйлчилгээ",149.5
2025-02,"Гэр ахуйн тавилга, гэр ахуйн бараа",147.9
2025-02,"Зочид буудал, зоогийн газар, дотуур байр",185.0
2025-02,"Согтууруулах ундаа, тамхи",127.7
2025-02,Тээвэр,140.5
2025-03,"Хувцас, бөс бараа, гутал",150.5
2025-03,"Хүнсний бараа, ундаа, ус",180.7
2025-03,"Гэр ахуйн тавилга, гэр ахуйн бараа",148.0
2025-03,Боловсролын үйлчилгээ,154.0
2025-03,Тээвэр,140.6
2025-03,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.4
2025-03,"Бусад бараа, үйлчилгээ",179.9
2025-03,"Эм тариа, эмнэлгийн үйлчилгээ",150.2
2025-03,"Даатгал, санхүүгийн үйлчилгээ",162.5
2025-03,"Согтууруулах ундаа, тамхи",127.9
2025-03,"Зочид буудал, зоогийн газар, дотуур байр",185.5
2025-03,"Орон сууц, ус, цахилгаан, түлш",161.4
2025-03,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",130.1
2025-04,"Согтууруулах ундаа, тамхи",128.5
2025-04,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",130.4
2025-04,"Даатгал, санхүүгийн үйлчилгээ",177.5
2025-04,"Гэр ахуйн тавилга, гэр ахуйн бараа",148.0
2025-04,Тээвэр,139.2
2025-04,Боловсролын үйлчилгээ,154.0
2025-04,"Орон сууц, ус, цахилгаан, түлш",162.9
2025-04,"Зочид буудал, зоогийн газар, дотуур байр",187.4
2025-04,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.4
2025-04,"Бусад бараа, үйлчилгээ",180.4
2025-04,"Хувцас, бөс бараа, гутал",151.1
2025-04,"Хүнсний бараа, ундаа, ус",182.5
2025-04,"Эм тариа, эмнэлгийн үйлчилгээ",150.6
2025-05,"Эм тариа, эмнэлгийн үйлчилгээ",150.7
2025-05,"Гэр ахуйн тавилга, гэр ахуйн бараа",148.7
2025-05,"Хувцас, бөс бараа, гутал",151.6
2025-05,"Даатгал, санхүүгийн үйлчилгээ",177.5
2025-05,"Хүнсний бараа, ундаа, ус",184.1
2025-05,Тээвэр,137.9
2025-05,"Холбооны хэрэгсэл, шуудангийн үйлчилгээ",105.4
2025-05,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",131.2
2025-05,"Согтууруулах ундаа, тамхи",128.9
2025-05,"Бусад бараа, үйлчилгээ",182.5
2025-05,"Зочид буудал, зоогийн газар, дотуур байр",187.5
2025-05,Боловсролын үйлчилгээ,154.0
2025-05,"Орон сууц, ус, цахилгаан, түлш",162.9
2025-06,"Орон сууц, ус, цахилгаан, түлш",163.0
2025-06,"Согтууруулах ундаа, тамхи",129.1
2025-06,Боловсролын үйлчилгээ,154.0
2025-06,"Зочид буудал, зоогийн газар, дотуур байр",188.2
2025-06,"Гэр ахуйн тавилга, гэр ахуйн бараа",149.0
2025-06,"Эм тариа, эмнэлгийн үйлчилгээ",151.5
2025-06,"Хувцас, бөс бараа, гутал",152.1
2025-06,"Амралт, чөлөөт цаг, соёлын бараа, үйлчилгээ",132.4
2025-06,"Даатгал, санхүүгийн үйлчилгээ",177.5
