date,category,cpi_index
2025-02,Health,149.5
2025-02,"Furnishings, household equipment",147.9
2025-02,Restaurants and hotels,185.0
2025-02,"Alcoholic beverages, tobacco",127.7
2025-02,Transport,140.5
2025-03,"Clothing, footwear and cloth",150.5
2025-03,Food and non-alcoholic beverages,180.7
2025-03,"Furnishings, household equipment",148.0
2025-03,Education,154.0
2025-03,Transport,140.6
2025-03,Communication,105.4
2025-03,Miscellaneous goods and services,179.9
2025-03,Health,150.2
2025-03,Insurance and financial services,162.5
2025-03,"Alcoholic beverages, tobacco",127.9
2025-03,Restaurants and hotels,185.5
2025-03,"Housing, water, electricity and fuels",161.4
2025-03,Recreation and culture,130.1
2025-04,"Alcoholic beverages, tobacco",128.5
2025-04,Recreation and culture,130.4
2025-04,Insurance and financial services,177.5
2025-04,"Furnishings, household equipment",148.0
2025-04,Transport,139.2
2025-04,Education,154.0
2025-04,"Housing, water, electricity and fuels",162.9
2025-04,Restaurants and hotels,187.4
2025-04,Communication,105.4
2025-04,Miscellaneous goods and services,180.4
2025-04,"Clothing, footwear and cloth",151.1
2025-04,Food and non-alcoholic beverages,182.5
2025-04,Health,150.6
2025-05,Health,150.7
2025-05,"Furnishings, household equipment",148.7
2025-05,"Clothing, footwear and cloth",151.6
2025-05,Insurance and financial services,177.5
2025-05,Food and non-alcoholic beverages,184.1
2025-05,Transport,137.9
2025-05,Communication,105.4
2025-05,Recreation and culture,131.2
2025-05,"Alcoholic beverages, tobacco",128.9
2025-05,Miscellaneous goods and services,182.5
2025-05,Restaurants and hotels,187.5
2025-05,Education,154.0
2025-05,"Housing, water, electricity and fuels",162.9
2025-06,"Housing, water, electricity and fuels",163.0
2025-06,"Alcoholic beverages, tobacco",129.1
2025-06,Education,154.0
2025-06,Restaurants and hotels,188.2
2025-06,"Furnishings, household equipment",149.0
2025-06,Health,151.5
2025-06,"Clothing, footwear and cloth",152.1
2025-06,Recreation and culture,132.4
2025-06,Insurance and financial services,177.5
2025-06,Transport,138.0
2025-06,Food and non-alcoholic beverages,184.7
2025-06,Communication,105.5
2025-06,Miscellaneous goods and services,183.7
2025-07,Education,154.0
2025-07,Recreation and culture,132.4
2025-07,"Alcoholic beverages, tobacco",129.7
2025-07,Communication,107.3
2025-07,Transport,136.1
2025-07,"Clothing, footwear and cloth",152.3
2025-07,Health,152.0
2025-07,"Furnishings, household equipment",149.2
2025-07,"Housing, water, electricity and fuels",163.8
2025-07,Food and non-alcoholic beverages,184.7
2025-07,Miscellaneous goods and services,184.0
2025-07,Insurance and financial services,177.5
2025-07,Restaurants and hotels,188.3
2025-08,Health,153.6
2025-08,Recreation and culture,134.2
2025-08,"Furnishings, household equipment",150.0
2025-08,"Alcoholic beverages, tobacco",130.7
2025-08,"Clothing, footwear and cloth",153.1
2025-08,Transport,138.1
2025-08,Restaurants and hotels,188.7
2025-08,Food and non-alcoholic beverages,186.7
2025-08,Education,174.4
2025-08,Communication,107.4
2025-08,Insurance and financial services,177.5
2025-08,"Housing, water, electricity and fuels",164.7
2025-08,Miscellaneous goods and services,185.6
2025-09,Food and non-alcoholic beverages,186.0
2025-09,Health,154.7
2025-09,Recreation and culture,134.7
2025-09,Transport,137.4
2025-09,Communication,109.4
2025-09,Miscellaneous goods and services,186.2
2025-09,"Furnishings, household equipment",152.1
2025-09,"Alcoholic beverages, tobacco",131.3
2025-09,Education,174.4
2025-09,"Housing, water, electricity and fuels",165.5
2025-09,Insurance and financial services,177.5
2025-09,Restaurants and hotels,189.5
2025-09,"Clothing, footwear and cloth",154.3
2025-10,"Alcoholic beverages, tobacco",132.3
2025-10,Transport,138.2
2025-10,Insurance and financial services,177.5
2025-10,"Clothing, footwear and cloth",155.6
2025-10,Restaurants and hotels,190.4
2025-10,Communication,109.3
2025-10,Recreation and culture,135.1
2025-10,Health,155.1
2025-10,Miscellaneous goods and services,187.6
2025-10,"Furnishings, household equipment",152.8
2025-10,Education,174.4
2025-10,Food and non-alcoholic beverages,187.5
2025-10,"Housing, water, electricity and fuels",167.0
2025-11,"Clothing, footwear and cloth",158.4
2025-11,Transport,139.2
2025-11,"Furnishings, household equipment",153.3
2025-11,"Housing, water, electricity and fuels",166.8
2025-11,Miscellaneous goods and services,189.9
2025-11,Health,155.5
2025-11,Restaurants and hotels,191.5
2025-11,Insurance and financial services,177.5
2025-11,Food and non-alcoholic beverages,188.5
2025-11,"Alcoholic beverages, tobacco",132.9
2025-11,Education,174.4
2025-11,Communication,109.3
2025-11,Recreation and culture,137.5
2025-12,Communication,109.5
2025-12,Restaurants and hotels,192.0
2025-12,Food and non-alcoholic beverages,191.8
2025-12,"Housing, water, electricity and fuels",167.1
2025-12,"Furnishings, household equipment",153.7
2025-12,Education,174.4
2025-12,Recreation and culture,137.6
2025-12,Miscellaneous goods and services,191.5
2025-12,"Clothing, footwear and cloth",159.4
2025-12,Health,156.4
2025-12,Insurance and financial services,177.5
2025-12,"Alcoholic beverages, tobacco",134.9
2025-12,Transport,138.4
2026-01,Restaurants and hotels,193.9
2026-01,"Housing, water, electricity and fuels",166.7
2026-01,"Furnishings, household equipment",154.1
2026-01,"Clothing, footwear and cloth",159.9
2026-01,"Alcoholic beverages, tobacco",136.6
2026-01,Education,174.4
2026-01,Health,158.9
2026-01,Transport,138.5
2026-01,Food and non-alcoholic beverages,198.2
2026-01,Recreation and culture,137.8
2026-01,Communication,109.5
2026-01,Miscellaneous goods and services,192.0
2026-01,Insurance and financial services,177.5
2026-02,Insurance and financial services,177.5
2026-02,"Alcoholic beverages, tobacco",138.2
2026-02,"Housing, water, electricity and fuels",165.1
2026-02,"Furnishings, household equipment",156.3
2026-02,Recreation and culture,138.4
2026-02,Miscellaneous goods and services,192.8
2026-02,Restaurants and hotels,198.0
2026-02,Food and non-alcoholic beverages,201.6
2026-02,Health,159.1
2026-02,Communication,109.5
2026-02,Transport,136.7
2026-02,Education,174.4
2026-02,"Clothing, footwear and cloth",160.2
2026-03,Restaurants and hotels,198.2
2026-03,Food and non-alcoholic beverages,206.6
2026-03,Insurance and financial services,177.5
2026-03,Miscellaneous goods and services,193.5
2026-03,"Housing, water, electricity and fuels",164.2
2026-03,"Furnishings, household equipment",157.7
2026-03,Education,174.4
2026-03,Health,159.6
2026-03,Transport,140.5
2026-03,"Clothing, footwear and cloth",160.9
2026-03,Recreation and culture,138.6
2026-03,"Alcoholic beverages, tobacco",138.7
2026-03,Communication,109.5
