огноо,валютын_код,валютын_нэр,ханш_төгрөг
2025-09-28,RUB,Оросын рубль,43.04
2025-09-28,USD,Америк доллар,3594.0
2025-09-29,CNY,Хятад юань,505.01
2025-09-29,EUR,Евро,4214.72
2025-09-29,JPY,Японы иен,24.2
2025-09-29,KRW,Солонгосын вон,2.57
2025-09-29,RUB,Оросын рубль,43.38
2025-09-29,USD,Америк доллар,3594.64
2025-09-30,CNY,Хятад юань,504.57
2025-09-30,EUR,Евро,4220.08
2025-09-30,JPY,Японы иен,24.28
2025-09-30,KRW,Солонгосын вон,2.56
2025-09-30,RUB,Оросын рубль,43.52
2025-09-30,USD,Америк доллар,3592.78
2025-10-01,CNY,Хятад юань,504.72
2025-10-01,EUR,Евро,4223.26
2025-10-01,JPY,Японы иен,24.44
2025-10-01,KRW,Солонгосын вон,2.56
2025-10-01,RUB,Оросын рубль,43.98
2025-10-01,USD,Америк доллар,3593.35
2025-10-02,CNY,Хятад юань,504.63
2025-10-02,EUR,Евро,4222.56
2025-10-02,JPY,Японы иен,24.43
2025-10-02,KRW,Солонгосын вон,2.56
2025-10-02,RUB,Оросын рубль,44.4
2025-10-02,USD,Америк доллар,3592.75
2025-10-03,CNY,Хятад юань,504.81
2025-10-03,EUR,Евро,4217.74
2025-10-03,JPY,Японы иен,24.39
2025-10-03,KRW,Солонгосын вон,2.56
2025-10-03,RUB,Оросын рубль,44.04
2025-10-03,USD,Америк доллар,3594.0
2025-10-04,CNY,Хятад юань,504.81
2025-10-04,EUR,Евро,4217.74
2025-10-04,JPY,Японы иен,24.39
2025-10-04,KRW,Солонгосын вон,2.56
2025-10-04,RUB,Оросын рубль,44.04
2025-10-04,USD,Америк доллар,3594.0
2025-10-05,CNY,Хятад юань,504.81
2025-10-05,EUR,Евро,4217.74
2025-10-05,JPY,Японы иен,24.39
2025-10-05,KRW,Солонгосын вон,2.56
2025-10-05,RUB,Оросын рубль,44.04
2025-10-05,USD,Америк доллар,3594.0
2025-10-06,CNY,Хятад юань,504.77
2025-10-06,EUR,Евро,4190.64
2025-10-06,JPY,Японы иен,23.93
2025-10-06,KRW,Солонгосын вон,2.54
2025-10-06,RUB,Оросын рубль,43.34
2025-10-06,USD,Америк доллар,3593.72
2025-10-07,CNY,Хятад юань,504.64
2025-10-07,EUR,Евро,4195.16
2025-10-07,JPY,Японы иен,23.85
2025-10-07,KRW,Солонгосын вон,2.54
2025-10-07,RUB,Оросын рубль,43.78
2025-10-07,USD,Америк доллар,3592.82
2025-10-08,CNY,Хятад юань,504.77
2025-10-08,EUR,Евро,4180.04
2025-10-08,JPY,Японы иен,23.56
2025-10-08,KRW,Солонгосын вон,2.52
2025-10-08,RUB,Оросын рубль,43.95
2025-10-08,USD,Америк доллар,3593.72
2025-10-09,CNY,Хятад юань,504.02
2025-10-09,EUR,Евро,4171.21
2025-10-09,JPY,Японы иен,23.47
2025-10-09,KRW,Солонгосын вон,2.53
2025-10-09,RUB,Оросын рубль,44.21
2025-10-09,USD,Америк доллар,3592.46
2025-10-10,CNY,Хятад юань,504.38
2025-10-10,EUR,Евро,4160.97
2025-10-10,JPY,Японы иен,23.51
2025-10-10,KRW,Солонгосын вон,2.53
2025-10-10,RUB,Оросын рубль,44.22
2025-10-10,USD,Америк доллар,3593.7
2025-10-11,CNY,Хятад юань,504.38
2025-10-11,EUR,Евро,4160.97
2025-10-11,JPY,Японы иен,23.51
2025-10-11,KRW,Солонгосын вон,2.53
2025-10-11,RUB,Оросын рубль,44.22
2025-10-11,USD,Америк доллар,3593.7
2025-10-12,CNY,Хятад юань,504.38
2025-10-12,EUR,Евро,4160.97
2025-10-12,JPY,Японы иен,23.51
2025-10-12,KRW,Солонгосын вон,2.53
2025-10-12,RUB,Оросын рубль,44.22
2025-10-12,USD,Америк доллар,3593.7
2025-10-13,CNY,Хятад юань,504.05
2025-10-13,EUR,Евро,4169.61
2025-10-13,JPY,Японы иен,23.6
2025-10-13,KRW,Солонгосын вон,2.52
2025-10-13,RUB,Оросын рубль,44.37
2025-10-13,USD,Америк доллар,3594.49
2025-10-14,CNY,Хятад юань,503.05
2025-10-14,EUR,Евро,4149.35
2025-10-14,JPY,Японы иен,23.64
2025-10-14,KRW,Солонгосын вон,2.51
2025-10-14,RUB,Оросын рубль,44.9
2025-10-14,USD,Америк доллар,3592.51
2025-10-15,CNY,Хятад юань,504.33
2025-10-15,EUR,Евро,4181.25
2025-10-15,JPY,Японы иен,23.76
2025-10-15,KRW,Солонгосын вон,2.53
2025-10-15,RUB,Оросын рубль,45.6
2025-10-15,USD,Америк доллар,3593.37
2025-10-16,CNY,Хятад юань,504.29
2025-10-16,EUR,Евро,4186.88
2025-10-16,JPY,Японы иен,23.76
2025-10-16,KRW,Солонгосын вон,2.53
2025-10-16,RUB,Оросын рубль,45.59
2025-10-16,USD,Америк доллар,3593.27
2025-10-17,CNY,Хятад юань,504.37
2025-10-17,EUR,Евро,4209.62
2025-10-17,JPY,Японы иен,24.01
2025-10-17,KRW,Солонгосын вон,2.52
2025-10-17,RUB,Оросын рубль,44.42
2025-10-17,USD,Америк доллар,3594.28
2025-10-18,CNY,Хятад юань,504.37
2025-10-18,EUR,Евро,4209.62
2025-10-18,JPY,Японы иен,24.01
2025-10-18,KRW,Солонгосын вон,2.52
2025-10-18,RUB,Оросын рубль,44.42
2025-10-18,USD,Америк доллар,3594.28
2025-10-19,CNY,Хятад юань,504.37
2025-10-19,EUR,Евро,4209.62
2025-10-19,JPY,Японы иен,24.01
2025-10-19,KRW,Солонгосын вон,2.52
2025-10-19,RUB,Оросын рубль,44.42
2025-10-19,USD,Америк доллар,3594.28
2025-10-20,CNY,Хятад юань,504.44
2025-10-20,EUR,Евро,4190.57
2025-10-20,JPY,Японы иен,23.84
2025-10-20,KRW,Солонгосын вон,2.53
2025-10-20,RUB,Оросын рубль,44.25
2025-10-20,USD,Америк доллар,3593.2
2025-10-21,CNY,Хятад юань,504.5
2025-10-21,EUR,Евро,4173.2
2025-10-21,JPY,Японы иен,23.74
2025-10-21,KRW,Солонгосын вон,2.51
2025-10-21,RUB,Оросын рубль,44.47
2025-10-21,USD,Америк доллар,3591.24
2025-10-22,CNY,Хятад юань,504.18
2025-10-22,EUR,Евро,4164.85
2025-10-22,JPY,Японы иен,23.65
2025-10-22,KRW,Солонгосын вон,2.51
2025-10-22,RUB,Оросын рубль,43.83
2025-10-22,USD,Америк доллар,3591.94
2025-10-23,CNY,Хятад юань,504.19
2025-10-23,EUR,Евро,4166.33
2025-10-23,JPY,Японы иен,23.55
2025-10-23,KRW,Солонгосын вон,2.5
2025-10-23,RUB,Оросын рубль,44.22
2025-10-23,USD,Америк доллар,3591.2
2025-10-24,CNY,Хятад юань,504.17
2025-10-24,EUR,Евро,4171.46
2025-10-24,JPY,Японы иен,23.49
2025-10-24,KRW,Солонгосын вон,2.5
2025-10-24,RUB,Оросын рубль,44.22
2025-10-24,USD,Америк доллар,3591.13
2025-10-25,CNY,Хятад юань,504.17
2025-10-25,EUR,Евро,4171.46
2025-10-25,JPY,Японы иен,23.49
2025-10-25,KRW,Солонгосын вон,2.5
2025-10-25,RUB,Оросын рубль,44.22
2025-10-25,USD,Америк доллар,3591.13
2025-10-26,CNY,Хятад юань,504.17
2025-10-26,EUR,Евро,4171.46
2025-10-26,JPY,Японы иен,23.49
2025-10-26,KRW,Солонгосын вон,2.5
2025-10-26,RUB,Оросын рубль,44.22
2025-10-26,USD,Америк доллар,3591.13
2025-10-27,CNY,Хятад юань,504.84
2025-10-27,EUR,Евро,4171.56
2025-10-27,JPY,Японы иен,23.47
2025-10-27,KRW,Солонгосын вон,2.5
2025-10-27,RUB,Оросын рубль,45.02
2025-10-27,USD,Америк доллар,3590.29
2025-10-28,CNY,Хятад юань,505.45
2025-10-28,EUR,Евро,4182.15
2025-10-28,JPY,Японы иен,23.59
2025-10-28,KRW,Солонгосын вон,2.49
2025-10-28,RUB,Оросын рубль,44.91
2025-10-28,USD,Америк доллар,3588.75
2025-10-29,CNY,Хятад юань,505.4
2025-10-29,EUR,Евро,4172.84
2025-10-29,JPY,Японы иен,23.58
2025-10-29,KRW,Солонгосын вон,2.51
2025-10-29,RUB,Оросын рубль,45.3
2025-10-29,USD,Америк доллар,3587.84
2025-10-30,CNY,Хятад юань,504.54
2025-10-30,EUR,Евро,4166.49
2025-10-30,JPY,Японы иен,23.36
2025-10-30,KRW,Солонгосын вон,2.51
2025-10-30,RUB,Оросын рубль,44.6
2025-10-30,USD,Америк доллар,3586.08
2025-10-31,CNY,Хятад юань,503.93
2025-10-31,EUR,Евро,4145.13
2025-10-31,JPY,Японы иен,23.24
2025-10-31,KRW,Солонгосын вон,2.51
2025-10-31,RUB,Оросын рубль,44.37
2025-10-31,USD,Америк доллар,3585.29
2025-11-01,CNY,Хятад юань,503.93
2025-11-01,EUR,Евро,4145.13
2025-11-01,JPY,Японы иен,23.24
2025-11-01,KRW,Солонгосын вон,2.51
2025-11-01,RUB,Оросын рубль,44.37
2025-11-01,USD,Америк доллар,3585.29
2025-11-02,CNY,Хятад юань,503.93
2025-11-02,EUR,Евро,4145.13
2025-11-02,JPY,Японы иен,23.24
2025-11-02,KRW,Солонгосын вон,2.51
2025-11-02,RUB,Оросын рубль,44.37
2025-11-02,USD,Америк доллар,3585.29
2025-11-03,CNY,Хятад юань,503.9
2025-11-03,EUR,Евро,4136.82
2025-11-03,JPY,Японы иен,23.26
2025-11-03,KRW,Солонгосын вон,2.51
2025-11-03,RUB,Оросын рубль,44.44
2025-11-03,USD,Америк доллар,3586.63
2025-11-04,CNY,Хятад юань,502.88
2025-11-04,EUR,Евро,4130.18
2025-11-04,JPY,Японы иен,23.34
2025-11-04,KRW,Солонгосын вон,2.49
2025-11-04,RUB,Оросын рубль,44.51
2025-11-04,USD,Америк доллар,3583.36
2025-11-05,CNY,Хятад юань,502.8
2025-11-05,EUR,Евро,4117.69
2025-11-05,JPY,Японы иен,23.34
2025-11-05,KRW,Солонгосын вон,2.48
2025-11-05,RUB,Оросын рубль,44.27
2025-11-05,USD,Америк доллар,3583.72
2025-11-06,CNY,Хятад юань,502.71
2025-11-06,EUR,Евро,4122.03
2025-11-06,JPY,Японы иен,23.29
2025-11-06,KRW,Солонгосын вон,2.47
2025-11-06,RUB,Оросын рубль,44.09
2025-11-06,USD,Америк доллар,3580.48
2025-11-07,CNY,Хятад юань,502.48
2025-11-07,EUR,Евро,4126.81
2025-11-07,JPY,Японы иен,23.32
2025-11-07,KRW,Солонгосын вон,2.46
2025-11-07,RUB,Оросын рубль,44.18
2025-11-07,USD,Америк доллар,3579.04
2025-11-08,CNY,Хятад юань,502.48
2025-11-08,EUR,Евро,4126.81
2025-11-08,JPY,Японы иен,23.32
2025-11-08,KRW,Солонгосын вон,2.46
2025-11-08,RUB,Оросын рубль,44.18
2025-11-08,USD,Америк доллар,3579.04
2025-11-09,CNY,Хятад юань,502.48
2025-11-09,EUR,Евро,4126.81
2025-11-09,JPY,Японы иен,23.32
2025-11-09,KRW,Солонгосын вон,2.46
2025-11-09,RUB,Оросын рубль,44.18
2025-11-09,USD,Америк доллар,3579.04
2025-11-10,CNY,Хятад юань,502.65
2025-11-10,EUR,Евро,4140.42
2025-11-10,JPY,Японы иен,23.23
2025-11-10,KRW,Солонгосын вон,2.46
2025-11-10,RUB,Оросын рубль,44.22
2025-11-10,USD,Америк доллар,3577.96
2025-11-11,CNY,Хятад юань,502.13
2025-11-11,EUR,Евро,4134.14
2025-11-11,JPY,Японы иен,23.19
2025-11-11,KRW,Солонгосын вон,2.44
2025-11-11,RUB,Оросын рубль,43.98
2025-11-11,USD,Америк доллар,3575.94
2025-11-12,CNY,Хятад юань,502.27
2025-11-12,EUR,Евро,4141.28
2025-11-12,JPY,Японы иен,23.12
2025-11-12,KRW,Солонгосын вон,2.44
2025-11-12,RUB,Оросын рубль,44.13
2025-11-12,USD,Америк доллар,3575.15
2025-11-13,CNY,Хятад юань,503.43
2025-11-13,EUR,Евро,4149.64
2025-11-13,JPY,Японы иен,23.09
2025-11-13,KRW,Солонгосын вон,2.44
2025-11-13,RUB,Оросын рубль,44.32
2025-11-13,USD,Америк доллар,3572.96
2025-11-14,CNY,Хятад юань,503.2
2025-11-14,EUR,Евро,4154.09
2025-11-14,JPY,Японы иен,23.1
2025-11-14,KRW,Солонгосын вон,2.45
2025-11-14,RUB,Оросын рубль,43.99
2025-11-14,USD,Америк доллар,3572.49
2025-11-15,CNY,Хятад юань,503.2
2025-11-15,EUR,Евро,4154.09
2025-11-15,JPY,Японы иен,23.1
2025-11-15,KRW,Солонгосын вон,2.45
2025-11-15,RUB,Оросын рубль,43.99
2025-11-15,USD,Америк доллар,3572.49
2025-11-16,CNY,Хятад юань,503.2
2025-11-16,EUR,Евро,4154.09
2025-11-16,JPY,Японы иен,23.1
2025-11-16,KRW,Солонгосын вон,2.45
2025-11-16,RUB,Оросын рубль,43.99
2025-11-16,USD,Америк доллар,3572.49
2025-11-17,CNY,Хятад юань,502.74
2025-11-17,EUR,Евро,4148.01
2025-11-17,JPY,Японы иен,23.09
2025-11-17,KRW,Солонгосын вон,2.45
2025-11-17,RUB,Оросын рубль,44.04
2025-11-17,USD,Америк доллар,3571.71
2025-11-18,CNY,Хятад юань,501.64
2025-11-18,EUR,Евро,4135.91
2025-11-18,JPY,Японы иен,23.02
2025-11-18,KRW,Солонгосын вон,2.43
2025-11-18,RUB,Оросын рубль,44.05
2025-11-18,USD,Америк доллар,3568.21
2025-11-19,CNY,Хятад юань,501.81
2025-11-19,EUR,Евро,4131.55
2025-11-19,JPY,Японы иен,22.94
2025-11-19,KRW,Солонгосын вон,2.43
2025-11-19,RUB,Оросын рубль,44.09
2025-11-19,USD,Америк доллар,3567.68
2025-11-20,CNY,Хятад юань,500.82
2025-11-20,EUR,Евро,4105.37
2025-11-20,JPY,Японы иен,22.63
2025-11-20,KRW,Солонгосын вон,2.43
2025-11-20,RUB,Оросын рубль,44.16
2025-11-20,USD,Америк доллар,3563.84
2025-11-21,CNY,Хятад юань,500.82
2025-11-21,EUR,Евро,4105.37
2025-11-21,JPY,Японы иен,22.63
2025-11-21,KRW,Солонгосын вон,2.43
2025-11-21,RUB,Оросын рубль,44.16
2025-11-21,USD,Америк доллар,3563.84
2025-11-22,CNY,Хятад юань,500.82
2025-11-22,EUR,Евро,4105.37
2025-11-22,JPY,Японы иен,22.63
2025-11-22,KRW,Солонгосын вон,2.43
2025-11-22,RUB,Оросын рубль,44.16
2025-11-22,USD,Америк доллар,3563.84
2025-11-23,CNY,Хятад юань,500.82
2025-11-23,EUR,Евро,4105.37
2025-11-23,JPY,Японы иен,22.63
2025-11-23,KRW,Солонгосын вон,2.43
2025-11-23,RUB,Оросын рубль,44.16
2025-11-23,USD,Америк доллар,3563.84
2025-11-24,CNY,Хятад юань,501.34
2025-11-24,EUR,Евро,4104.73
2025-11-24,JPY,Японы иен,22.73
2025-11-24,KRW,Солонгосын вон,2.41
2025-11-24,RUB,Оросын рубль,45.18
2025-11-24,USD,Америк доллар,3562.67
2025-11-25,CNY,Хятад юань,501.83
2025-11-25,EUR,Евро,4102.62
2025-11-25,JPY,Японы иен,22.73
2025-11-25,KRW,Солонгосын вон,2.42
2025-11-25,RUB,Оросын рубль,45.2
2025-11-25,USD,Америк доллар,3559.76
2025-11-26,CNY,Хятад юань,501.83
2025-11-26,EUR,Евро,4102.62
2025-11-26,JPY,Японы иен,22.73
2025-11-26,KRW,Солонгосын вон,2.42
2025-11-26,RUB,Оросын рубль,45.2
2025-11-26,USD,Америк доллар,3559.76
2025-11-27,CNY,Хятад юань,502.0
2025-11-27,EUR,Евро,4120.62
2025-11-27,JPY,Японы иен,22.77
2025-11-27,KRW,Солонгосын вон,2.43
2025-11-27,RUB,Оросын рубль,45.33
2025-11-27,USD,Америк доллар,3554.71
2025-11-28,CNY,Хятад юань,502.06
2025-11-28,EUR,Евро,4114.87
2025-11-28,JPY,Японы иен,22.73
2025-11-28,KRW,Солонгосын вон,2.41
2025-11-28,RUB,Оросын рубль,45.44
2025-11-28,USD,Америк доллар,3553.58
2025-11-29,CNY,Хятад юань,502.06
2025-11-29,EUR,Евро,4114.87
2025-11-29,JPY,Японы иен,22.73
2025-11-29,KRW,Солонгосын вон,2.41
2025-11-29,RUB,Оросын рубль,45.44
2025-11-29,USD,Америк доллар,3553.58
2025-11-30,CNY,Хятад юань,502.06
2025-11-30,EUR,Евро,4114.87
2025-11-30,JPY,Японы иен,22.73
2025-11-30,KRW,Солонгосын вон,2.41
2025-11-30,RUB,Оросын рубль,45.44
2025-11-30,USD,Америк доллар,3553.58
2025-12-01,CNY,Хятад юань,502.38
2025-12-01,EUR,Евро,4123.8
2025-12-01,JPY,Японы иен,22.87
2025-12-01,KRW,Солонгосын вон,2.42
2025-12-01,RUB,Оросын рубль,45.72
2025-12-01,USD,Америк доллар,3552.7
2025-12-02,CNY,Хятад юань,502.01
2025-12-02,EUR,Евро,4121.33
2025-12-02,JPY,Японы иен,22.78
2025-12-02,KRW,Солонгосын вон,2.42
2025-12-02,RUB,Оросын рубль,45.79
2025-12-02,USD,Америк доллар,3549.05
2025-12-03,CNY,Хятад юань,502.37
2025-12-03,EUR,Евро,4131.3
2025-12-03,JPY,Японы иен,22.79
2025-12-03,KRW,Солонгосын вон,2.42
2025-12-03,RUB,Оросын рубль,45.58
2025-12-03,USD,Америк доллар,3548.92
2025-12-04,CNY,Хятад юань,501.54
2025-12-04,EUR,Евро,4135.34
2025-12-04,JPY,Японы иен,22.85
2025-12-04,KRW,Солонгосын вон,2.41
2025-12-04,RUB,Оросын рубль,46.09
2025-12-04,USD,Америк доллар,3545.08
2025-12-05,CNY,Хятад юань,501.56
2025-12-05,EUR,Евро,4134.96
2025-12-05,JPY,Японы иен,22.93
2025-12-05,KRW,Солонгосын вон,2.41
2025-12-05,RUB,Оросын рубль,46.71
2025-12-05,USD,Америк доллар,3545.52
2025-12-06,CNY,Хятад юань,501.56
2025-12-06,EUR,Евро,4134.96
2025-12-06,JPY,Японы иен,22.93
2025-12-06,KRW,Солонгосын вон,2.41
2025-12-06,RUB,Оросын рубль,46.71
2025-12-06,USD,Америк доллар,3545.52
2025-12-07,CNY,Хятад юань,501.56
2025-12-07,EUR,Евро,4134.96
2025-12-07,JPY,Японы иен,22.93
2025-12-07,KRW,Солонгосын вон,2.41
2025-12-07,RUB,Оросын рубль,46.71
2025-12-07,USD,Америк доллар,3545.52
2025-12-08,CNY,Хятад юань,501.38
2025-12-08,EUR,Евро,4134.78
2025-12-08,JPY,Японы иен,22.82
2025-12-08,KRW,Солонгосын вон,2.41
2025-12-08,RUB,Оросын рубль,46.15
