огноо,валютын_код,валютын_нэр,ханш_төгрөг
2025-06-14,USD,Америк доллар,3576.53
2025-06-15,CNY,Хятад юань,498.02
2025-06-15,EUR,Евро,4125.71
2025-06-15,JPY,Японы иен,24.87
2025-06-15,KRW,Солонгосын вон,2.61
2025-06-15,RUB,Оросын рубль,45.04
2025-06-15,USD,Америк доллар,3576.53
2025-06-16,CNY,Хятад юань,498.33
2025-06-16,EUR,Евро,4142.6
2025-06-16,JPY,Японы иен,24.81
2025-06-16,KRW,Солонгосын вон,2.63
2025-06-16,RUB,Оросын рубль,45.57
2025-06-16,USD,Америк доллар,3577.84
2025-06-17,CNY,Хятад юань,498.16
2025-06-17,EUR,Евро,4136.13
2025-06-17,JPY,Японы иен,24.73
2025-06-17,KRW,Солонгосын вон,2.63
2025-06-17,RUB,Оросын рубль,45.58
2025-06-17,USD,Америк доллар,3578.43
2025-06-18,CNY,Хятад юань,498.14
2025-06-18,EUR,Евро,4120.53
2025-06-18,JPY,Японы иен,24.68
2025-06-18,KRW,Солонгосын вон,2.61
2025-06-18,RUB,Оросын рубль,45.56
2025-06-18,USD,Америк доллар,3579.18
2025-06-19,CNY,Хятад юань,497.77
2025-06-19,EUR,Евро,4104.68
2025-06-19,JPY,Японы иен,24.63
2025-06-19,KRW,Солонгосын вон,2.59
2025-06-19,RUB,Оросын рубль,45.74
2025-06-19,USD,Америк доллар,3579.56
2025-06-20,CNY,Хятад юань,498.3
2025-06-20,EUR,Евро,4122.35
2025-06-20,JPY,Японы иен,24.63
2025-06-20,KRW,Солонгосын вон,2.62
2025-06-20,RUB,Оросын рубль,45.65
2025-06-20,USD,Америк доллар,3579.67
2025-06-21,CNY,Хятад юань,498.3
2025-06-21,EUR,Евро,4122.35
2025-06-21,JPY,Японы иен,24.63
2025-06-21,KRW,Солонгосын вон,2.62
2025-06-21,RUB,Оросын рубль,45.65
2025-06-21,USD,Америк доллар,3579.67
2025-06-22,CNY,Хятад юань,498.3
2025-06-22,EUR,Евро,4122.35
2025-06-22,JPY,Японы иен,24.63
2025-06-22,KRW,Солонгосын вон,2.62
2025-06-22,RUB,Оросын рубль,45.65
2025-06-22,USD,Америк доллар,3579.67
2025-06-23,CNY,Хятад юань,498.18
2025-06-23,EUR,Евро,4114.84
2025-06-23,JPY,Японы иен,24.27
2025-06-23,KRW,Солонгосын вон,2.59
2025-06-23,RUB,Оросын рубль,45.77
2025-06-23,USD,Америк доллар,3579.68
2025-06-24,CNY,Хятад юань,498.78
2025-06-24,EUR,Евро,4148.88
2025-06-24,JPY,Японы иен,24.65
2025-06-24,KRW,Солонгосын вон,2.63
2025-06-24,RUB,Оросын рубль,45.46
2025-06-24,USD,Америк доллар,3580.17
2025-06-25,CNY,Хятад юань,499.26
2025-06-25,EUR,Евро,4151.29
2025-06-25,JPY,Японы иен,24.64
2025-06-25,KRW,Солонгосын вон,2.63
2025-06-25,RUB,Оросын рубль,45.75
2025-06-25,USD,Америк доллар,3580.4
2025-06-26,CNY,Хятад юань,499.56
2025-06-26,EUR,Евро,4193.86
2025-06-26,JPY,Японы иен,24.87
2025-06-26,KRW,Солонгосын вон,2.64
2025-06-26,RUB,Оросын рубль,45.75
2025-06-26,USD,Америк доллар,3580.52
2025-06-27,CNY,Хятад юань,499.5
2025-06-27,EUR,Евро,4195.16
2025-06-27,JPY,Японы иен,24.79
2025-06-27,KRW,Солонгосын вон,2.64
2025-06-27,RUB,Оросын рубль,45.58
2025-06-27,USD,Америк доллар,3580.71
2025-06-28,CNY,Хятад юань,499.5
2025-06-28,EUR,Евро,4195.16
2025-06-28,JPY,Японы иен,24.79
2025-06-28,KRW,Солонгосын вон,2.64
2025-06-28,RUB,Оросын рубль,45.58
2025-06-28,USD,Америк доллар,3580.71
2025-06-29,CNY,Хятад юань,499.5
2025-06-29,EUR,Евро,4195.16
2025-06-29,JPY,Японы иен,24.79
2025-06-29,KRW,Солонгосын вон,2.64
2025-06-29,RUB,Оросын рубль,45.58
2025-06-29,USD,Америк доллар,3580.71
2025-06-30,CNY,Хятад юань,499.76
2025-06-30,EUR,Евро,4198.83
2025-06-30,JPY,Японы иен,24.86
2025-06-30,KRW,Солонгосын вон,2.65
2025-06-30,RUB,Оросын рубль,45.61
2025-06-30,USD,Америк доллар,3580.94
2025-07-01,CNY,Хятад юань,500.01
2025-07-01,EUR,Евро,4220.91
2025-07-01,JPY,Японы иен,25.03
2025-07-01,KRW,Солонгосын вон,2.65
2025-07-01,RUB,Оросын рубль,45.76
2025-07-01,USD,Америк доллар,3581.29
2025-07-02,CNY,Хятад юань,499.77
2025-07-02,EUR,Евро,4216.61
2025-07-02,JPY,Японы иен,24.89
2025-07-02,KRW,Солонгосын вон,2.64
2025-07-02,RUB,Оросын рубль,45.62
2025-07-02,USD,Америк доллар,3581.9
2025-07-03,CNY,Хятад юань,500.15
2025-07-03,EUR,Евро,4226.85
2025-07-03,JPY,Японы иен,24.9
2025-07-03,KRW,Солонгосын вон,2.63
2025-07-03,RUB,Оросын рубль,45.45
2025-07-03,USD,Америк доллар,3581.77
2025-07-04,CNY,Хятад юань,500.21
2025-07-04,EUR,Евро,4217.72
2025-07-04,JPY,Японы иен,24.82
2025-07-04,KRW,Солонгосын вон,2.63
2025-07-04,RUB,Оросын рубль,45.44
2025-07-04,USD,Америк доллар,3583.6
2025-07-05,CNY,Хятад юань,500.21
2025-07-05,EUR,Евро,4217.72
2025-07-05,JPY,Японы иен,24.82
2025-07-05,KRW,Солонгосын вон,2.63
2025-07-05,RUB,Оросын рубль,45.44
2025-07-05,USD,Америк доллар,3583.6
2025-07-06,CNY,Хятад юань,500.21
2025-07-06,EUR,Евро,4217.72
2025-07-06,JPY,Японы иен,24.82
2025-07-06,KRW,Солонгосын вон,2.63
2025-07-06,RUB,Оросын рубль,45.44
2025-07-06,USD,Америк доллар,3583.6
2025-07-07,CNY,Хятад юань,499.66
2025-07-07,EUR,Евро,4209.41
2025-07-07,JPY,Японы иен,24.68
2025-07-07,KRW,Солонгосын вон,2.62
2025-07-07,RUB,Оросын рубль,45.57
2025-07-07,USD,Америк доллар,3583.85
2025-07-08,CNY,Хятад юань,499.74
2025-07-08,EUR,Евро,4214.83
2025-07-08,JPY,Японы иен,24.54
2025-07-08,KRW,Солонгосын вон,2.62
2025-07-08,RUB,Оросын рубль,45.85
2025-07-08,USD,Америк доллар,3583.89
2025-07-09,CNY,Хятад юань,498.99
2025-07-09,EUR,Евро,4196.36
2025-07-09,JPY,Японы иен,24.41
2025-07-09,KRW,Солонгосын вон,2.6
2025-07-09,RUB,Оросын рубль,45.86
2025-07-09,USD,Америк доллар,3584.18
2025-07-10,CNY,Хятад юань,498.99
2025-07-10,EUR,Евро,4196.36
2025-07-10,JPY,Японы иен,24.41
2025-07-10,KRW,Солонгосын вон,2.6
2025-07-10,RUB,Оросын рубль,45.86
2025-07-10,USD,Америк доллар,3584.18
2025-07-11,CNY,Хятад юань,498.99
2025-07-11,EUR,Евро,4196.36
2025-07-11,JPY,Японы иен,24.41
2025-07-11,KRW,Солонгосын вон,2.6
2025-07-11,RUB,Оросын рубль,45.86
2025-07-11,USD,Америк доллар,3584.18
2025-07-12,CNY,Хятад юань,498.99
2025-07-12,EUR,Евро,4196.36
2025-07-12,JPY,Японы иен,24.41
2025-07-12,KRW,Солонгосын вон,2.6
2025-07-12,RUB,Оросын рубль,45.86
2025-07-12,USD,Америк доллар,3584.18
2025-07-13,CNY,Хятад юань,498.99
2025-07-13,EUR,Евро,4196.36
2025-07-13,JPY,Японы иен,24.41
2025-07-13,KRW,Солонгосын вон,2.6
2025-07-13,RUB,Оросын рубль,45.86
2025-07-13,USD,Америк доллар,3584.18
2025-07-14,CNY,Хятад юань,498.99
2025-07-14,EUR,Евро,4196.36
2025-07-14,JPY,Японы иен,24.41
2025-07-14,KRW,Солонгосын вон,2.6
2025-07-14,RUB,Оросын рубль,45.86
2025-07-14,USD,Америк доллар,3584.18
2025-07-15,CNY,Хятад юань,498.99
2025-07-15,EUR,Евро,4196.36
2025-07-15,JPY,Японы иен,24.41
2025-07-15,KRW,Солонгосын вон,2.6
2025-07-15,RUB,Оросын рубль,45.86
2025-07-15,USD,Америк доллар,3584.18
2025-07-16,CNY,Хятад юань,498.99
2025-07-16,EUR,Евро,4196.36
2025-07-16,JPY,Японы иен,24.41
2025-07-16,KRW,Солонгосын вон,2.6
2025-07-16,RUB,Оросын рубль,45.86
2025-07-16,USD,Америк доллар,3584.18
2025-07-17,CNY,Хятад юань,498.99
2025-07-17,EUR,Евро,4196.36
2025-07-17,JPY,Японы иен,24.41
2025-07-17,KRW,Солонгосын вон,2.6
2025-07-17,RUB,Оросын рубль,45.86
2025-07-17,USD,Америк доллар,3584.18
2025-07-18,CNY,Хятад юань,499.33
2025-07-18,EUR,Евро,4171.34
2025-07-18,JPY,Японы иен,24.11
2025-07-18,KRW,Солонгосын вон,2.58
2025-07-18,RUB,Оросын рубль,45.77
2025-07-18,USD,Америк доллар,3584.24
2025-07-19,CNY,Хятад юань,499.33
2025-07-19,EUR,Евро,4171.34
2025-07-19,JPY,Японы иен,24.11
2025-07-19,KRW,Солонгосын вон,2.58
2025-07-19,RUB,Оросын рубль,45.77
2025-07-19,USD,Америк доллар,3584.24
2025-07-20,CNY,Хятад юань,499.33
2025-07-20,EUR,Евро,4171.34
2025-07-20,JPY,Японы иен,24.11
2025-07-20,KRW,Солонгосын вон,2.58
2025-07-20,RUB,Оросын рубль,45.77
2025-07-20,USD,Америк доллар,3584.24
2025-07-21,CNY,Хятад юань,499.58
2025-07-21,EUR,Евро,4172.81
2025-07-21,JPY,Японы иен,24.22
2025-07-21,KRW,Солонгосын вон,2.58
2025-07-21,RUB,Оросын рубль,45.72
2025-07-21,USD,Америк доллар,3584.58
2025-07-22,CNY,Хятад юань,499.66
2025-07-22,EUR,Евро,4191.68
2025-07-22,JPY,Японы иен,24.29
2025-07-22,KRW,Солонгосын вон,2.58
2025-07-22,RUB,Оросын рубль,45.93
2025-07-22,USD,Америк доллар,3585.39
2025-07-23,CNY,Хятад юань,500.68
2025-07-23,EUR,Евро,4210.89
2025-07-23,JPY,Японы иен,24.44
2025-07-23,KRW,Солонгосын вон,2.6
2025-07-23,RUB,Оросын рубль,45.7
2025-07-23,USD,Америк доллар,3585.72
2025-07-24,CNY,Хятад юань,501.32
2025-07-24,EUR,Евро,4218.54
2025-07-24,JPY,Японы иен,24.49
2025-07-24,KRW,Солонгосын вон,2.62
2025-07-24,RUB,Оросын рубль,45.5
2025-07-24,USD,Америк доллар,3585.97
2025-07-25,CNY,Хятад юань,500.4
2025-07-25,EUR,Евро,4212.83
2025-07-25,JPY,Японы иен,24.29
2025-07-25,KRW,Солонгосын вон,2.6
2025-07-25,RUB,Оросын рубль,45.08
2025-07-25,USD,Америк доллар,3586.91
2025-07-26,CNY,Хятад юань,500.4
2025-07-26,EUR,Евро,4212.83
2025-07-26,JPY,Японы иен,24.29
2025-07-26,KRW,Солонгосын вон,2.6
2025-07-26,RUB,Оросын рубль,45.08
2025-07-26,USD,Америк доллар,3586.91
2025-07-27,CNY,Хятад юань,500.4
2025-07-27,EUR,Евро,4212.83
2025-07-27,JPY,Японы иен,24.29
2025-07-27,KRW,Солонгосын вон,2.6
2025-07-27,RUB,Оросын рубль,45.08
2025-07-27,USD,Америк доллар,3586.91
2025-07-28,CNY,Хятад юань,500.03
2025-07-28,EUR,Евро,4188.25
2025-07-28,JPY,Японы иен,24.19
2025-07-28,KRW,Солонгосын вон,2.59
2025-07-28,RUB,Оросын рубль,45.09
2025-07-28,USD,Америк доллар,3587.37
2025-07-29,CNY,Хятад юань,499.82
2025-07-29,EUR,Евро,4144.94
2025-07-29,JPY,Японы иен,24.14
2025-07-29,KRW,Солонгосын вон,2.58
2025-07-29,RUB,Оросын рубль,43.55
2025-07-29,USD,Америк доллар,3587.14
2025-07-30,CNY,Хятад юань,499.61
2025-07-30,EUR,Евро,4143.96
2025-07-30,JPY,Японы иен,24.22
2025-07-30,KRW,Солонгосын вон,2.59
2025-07-30,RUB,Оросын рубль,43.79
2025-07-30,USD,Америк доллар,3586.76
2025-07-31,CNY,Хятад юань,498.81
2025-07-31,EUR,Евро,4107.32
2025-07-31,JPY,Японы иен,24.01
2025-07-31,KRW,Солонгосын вон,2.58
2025-07-31,RUB,Оросын рубль,44.78
2025-07-31,USD,Америк доллар,3587.49
2025-08-01,CNY,Хятад юань,497.72
2025-08-01,EUR,Евро,4097.68
2025-08-01,JPY,Японы иен,23.84
2025-08-01,KRW,Солонгосын вон,2.56
2025-08-01,RUB,Оросын рубль,44.69
2025-08-01,USD,Америк доллар,3588.79
2025-08-02,CNY,Хятад юань,497.72
2025-08-02,EUR,Евро,4097.68
2025-08-02,JPY,Японы иен,23.84
2025-08-02,KRW,Солонгосын вон,2.56
2025-08-02,RUB,Оросын рубль,44.69
2025-08-02,USD,Америк доллар,3588.79
2025-08-03,CNY,Хятад юань,497.72
2025-08-03,EUR,Евро,4097.68
2025-08-03,JPY,Японы иен,23.84
2025-08-03,KRW,Солонгосын вон,2.56
2025-08-03,RUB,Оросын рубль,44.69
2025-08-03,USD,Америк доллар,3588.79
2025-08-04,CNY,Хятад юань,500.06
2025-08-04,EUR,Евро,4150.63
2025-08-04,JPY,Японы иен,24.27
2025-08-04,KRW,Солонгосын вон,2.59
2025-08-04,RUB,Оросын рубль,45.08
2025-08-04,USD,Америк доллар,3588.96
2025-08-05,CNY,Хятад юань,499.36
2025-08-05,EUR,Евро,4143.99
2025-08-05,JPY,Японы иен,24.35
2025-08-05,KRW,Солонгосын вон,2.58
2025-08-05,RUB,Оросын рубль,44.94
2025-08-05,USD,Америк доллар,3589.11
2025-08-06,CNY,Хятад юань,499.27
2025-08-06,EUR,Евро,4157.13
2025-08-06,JPY,Японы иен,24.32
2025-08-06,KRW,Солонгосын вон,2.58
2025-08-06,RUB,Оросын рубль,44.81
2025-08-06,USD,Америк доллар,3589.46
2025-08-07,CNY,Хятад юань,500.14
2025-08-07,EUR,Евро,4196.34
2025-08-07,JPY,Японы иен,24.45
2025-08-07,KRW,Солонгосын вон,2.6
2025-08-07,RUB,Оросын рубль,45.29
2025-08-07,USD,Америк доллар,3589.68
2025-08-08,CNY,Хятад юань,500.0
2025-08-08,EUR,Евро,4187.1
2025-08-08,JPY,Японы иен,24.38
2025-08-08,KRW,Солонгосын вон,2.58
2025-08-08,RUB,Оросын рубль,45.11
2025-08-08,USD,Америк доллар,3591.15
2025-08-09,CNY,Хятад юань,500.0
2025-08-09,EUR,Евро,4187.1
2025-08-09,JPY,Японы иен,24.38
2025-08-09,KRW,Солонгосын вон,2.58
2025-08-09,RUB,Оросын рубль,45.11
2025-08-09,USD,Америк доллар,3591.15
2025-08-10,CNY,Хятад юань,500.0
2025-08-10,EUR,Евро,4187.1
2025-08-10,JPY,Японы иен,24.38
2025-08-10,KRW,Солонгосын вон,2.58
2025-08-10,RUB,Оросын рубль,45.11
2025-08-10,USD,Америк доллар,3591.15
2025-08-11,CNY,Хятад юань,500.0
2025-08-11,EUR,Евро,4182.5
2025-08-11,JPY,Японы иен,24.36
2025-08-11,KRW,Солонгосын вон,2.58
2025-08-11,RUB,Оросын рубль,45.11
2025-08-11,USD,Америк доллар,3590.9
2025-08-12,CNY,Хятад юань,499.56
2025-08-12,EUR,Евро,4173.55
2025-08-12,JPY,Японы иен,24.22
2025-08-12,KRW,Солонгосын вон,2.59
2025-08-12,RUB,Оросын рубль,45.0
2025-08-12,USD,Америк доллар,3591.54
2025-08-13,CNY,Хятад юань,500.49
2025-08-13,EUR,Евро,4205.42
2025-08-13,JPY,Японы иен,24.35
2025-08-13,KRW,Солонгосын вон,2.6
2025-08-13,RUB,Оросын рубль,45.12
2025-08-13,USD,Америк доллар,3591.77
2025-08-14,CNY,Хятад юань,500.87
2025-08-14,EUR,Евро,4197.14
2025-08-14,JPY,Японы иен,24.52
2025-08-14,KRW,Солонгосын вон,2.59
2025-08-14,RUB,Оросын рубль,45.02
2025-08-14,USD,Америк доллар,3593.44
2025-08-15,CNY,Хятад юань,500.33
2025-08-15,EUR,Евро,4198.43
2025-08-15,JPY,Японы иен,24.45
2025-08-15,KRW,Солонгосын вон,2.59
2025-08-15,RUB,Оросын рубль,44.91
2025-08-15,USD,Америк доллар,3593.62
2025-08-16,CNY,Хятад юань,500.33
2025-08-16,EUR,Евро,4198.43
2025-08-16,JPY,Японы иен,24.45
2025-08-16,KRW,Солонгосын вон,2.59
2025-08-16,RUB,Оросын рубль,44.91
2025-08-16,USD,Америк доллар,3593.62
2025-08-17,CNY,Хятад юань,500.33
2025-08-17,EUR,Евро,4198.43
2025-08-17,JPY,Японы иен,24.45
2025-08-17,KRW,Солонгосын вон,2.59
2025-08-17,RUB,Оросын рубль,44.91
2025-08-17,USD,Америк доллар,3593.62
2025-08-18,CNY,Хятад юань,500.43
2025-08-18,EUR,Евро,4197.67
2025-08-18,JPY,Японы иен,24.37
2025-08-18,KRW,Солонгосын вон,2.59
2025-08-18,RUB,Оросын рубль,44.74
2025-08-18,USD,Америк доллар,3593.43
2025-08-19,CNY,Хятад юань,500.29
2025-08-19,EUR,Евро,4198.41
2025-08-19,JPY,Японы иен,24.33
2025-08-19,KRW,Солонгосын вон,2.59
2025-08-19,RUB,Оросын рубль,44.8
2025-08-19,USD,Америк доллар,3593.3
2025-08-20,CNY,Хятад юань,500.6
2025-08-20,EUR,Евро,4184.51
2025-08-20,JPY,Японы иен,24.34
2025-08-20,KRW,Солонгосын вон,2.57
2025-08-20,RUB,Оросын рубль,44.86
2025-08-20,USD,Америк доллар,3593.4
2025-08-21,CNY,Хятад юань,500.7
2025-08-21,EUR,Евро,4189.37
2025-08-21,JPY,Японы иен,24.35
2025-08-21,KRW,Солонгосын вон,2.57
2025-08-21,RUB,Оросын рубль,44.83
2025-08-21,USD,Америк доллар,3593.71
2025-08-22,CNY,Хятад юань,500.51
2025-08-22,EUR,Евро,4167.4
2025-08-22,JPY,Японы иен,24.19
2025-08-22,KRW,Солонгосын вон,2.58
2025-08-22,RUB,Оросын рубль,44.7
2025-08-22,USD,Америк доллар,3594.29
2025-08-23,CNY,Хятад юань,500.51
2025-08-23,EUR,Евро,4167.4
2025-08-23,JPY,Японы иен,24.19
2025-08-23,KRW,Солонгосын вон,2.58
2025-08-23,RUB,Оросын рубль,44.7
2025-08-23,USD,Америк доллар,3594.29
2025-08-24,CNY,Хятад юань,500.51
2025-08-24,EUR,Евро,4167.4
2025-08-24,JPY,Японы иен,24.19
2025-08-24,KRW,Солонгосын вон,2.58
2025-08-24,RUB,Оросын рубль,44.7
2025-08-24,USD,Америк доллар,3594.29
2025-08-25,CNY,Хятад юань,502.58
2025-08-25,EUR,Евро,4204.18
2025-08-25,JPY,Японы иен,24.39
2025-08-25,KRW,Солонгосын вон,2.59
2025-08-25,RUB,Оросын рубль,44.56
2025-08-25,USD,Америк доллар,3593.93
2025-08-26,CNY,Хятад юань,501.83
2025-08-26,EUR,Евро,4176.32
2025-08-26,JPY,Японы иен,24.35
2025-08-26,KRW,Солонгосын вон,2.57
2025-08-26,RUB,Оросын рубль,44.78
2025-08-26,USD,Америк доллар,3593.77
2025-08-27,CNY,Хятад юань,501.88
2025-08-27,EUR,Евро,4169.9
2025-08-27,JPY,Японы иен,24.32
2025-08-27,KRW,Солонгосын вон,2.57
2025-08-27,RUB,Оросын рубль,44.77
2025-08-27,USD,Америк доллар,3593.5
2025-08-28,CNY,Хятад юань,503.52
2025-08-28,EUR,Евро,4185.34
2025-08-28,JPY,Японы иен,24.42
2025-08-28,KRW,Солонгосын вон,2.59
2025-08-28,RUB,Оросын рубль,44.73
2025-08-28,USD,Америк доллар,3594.42
2025-08-29,CNY,Хятад юань,503.9
2025-08-29,EUR,Евро,4195.12
2025-08-29,JPY,Японы иен,24.44
2025-08-29,KRW,Солонгосын вон,2.58
2025-08-29,RUB,Оросын рубль,44.71
2025-08-29,USD,Америк доллар,3592.79
2025-08-30,CNY,Хятад юань,503.9
2025-08-30,EUR,Евро,4195.12
2025-08-30,JPY,Японы иен,24.44
2025-08-30,KRW,Солонгосын вон,2.58
2025-08-30,RUB,Оросын рубль,44.71
2025-08-30,USD,Америк доллар,3592.79
2025-08-31,CNY,Хятад юань,503.9
2025-08-31,EUR,Евро,4195.12
2025-08-31,JPY,Японы иен,24.44
2025-08-31,KRW,Солонгосын вон,2.58
2025-08-31,RUB,Оросын рубль,44.71
2025-08-31,USD,Америк доллар,3592.79
2025-09-01,CNY,Хятад юань,503.77
2025-09-01,EUR,Евро,4213.25
2025-09-01,JPY,Японы иен,24.43
2025-09-01,KRW,Солонгосын вон,2.58
2025-09-01,RUB,Оросын рубль,44.58
2025-09-01,USD,Америк доллар,3593.24
2025-09-02,CNY,Хятад юань,502.66
2025-09-02,EUR,Евро,4184.96
2025-09-02,JPY,Японы иен,24.17
2025-09-02,KRW,Солонгосын вон,2.58
2025-09-02,RUB,Оросын рубль,44.61
2025-09-02,USD,Америк доллар,3593.47
2025-09-03,CNY,Хятад юань,502.87
2025-09-03,EUR,Евро,4181.85
2025-09-03,JPY,Японы иен,24.16
2025-09-03,KRW,Солонгосын вон,2.58
2025-09-03,RUB,Оросын рубль,44.53
2025-09-03,USD,Америк доллар,3593.89
2025-09-04,CNY,Хятад юань,503.25
2025-09-04,EUR,Евро,4186.29
2025-09-04,JPY,Японы иен,24.22
2025-09-04,KRW,Солонгосын вон,2.58
2025-09-04,RUB,Оросын рубль,44.35
2025-09-04,USD,Америк доллар,3593.07
2025-09-05,CNY,Хятад юань,503.49
2025-09-05,EUR,Евро,4196.17
2025-09-05,JPY,Японы иен,24.25
2025-09-05,KRW,Солонгосын вон,2.59
2025-09-05,RUB,Оросын рубль,44.14
2025-09-05,USD,Америк доллар,3593.69
2025-09-06,CNY,Хятад юань,503.49
2025-09-06,EUR,Евро,4196.17
2025-09-06,JPY,Японы иен,24.25
2025-09-06,KRW,Солонгосын вон,2.59
2025-09-06,RUB,Оросын рубль,44.14
2025-09-06,USD,Америк доллар,3593.69
2025-09-07,CNY,Хятад юань,503.49
2025-09-07,EUR,Евро,4196.17
2025-09-07,JPY,Японы иен,24.25
2025-09-07,KRW,Солонгосын вон,2.59
2025-09-07,RUB,Оросын рубль,44.14
2025-09-07,USD,Америк доллар,3593.69
2025-09-08,CNY,Хятад юань,503.91
2025-09-08,EUR,Евро,4216.63
2025-09-08,JPY,Японы иен,24.36
2025-09-08,KRW,Солонгосын вон,2.59
2025-09-08,RUB,Оросын рубль,43.88
2025-09-08,USD,Америк доллар,3594.13
2025-09-09,CNY,Хятад юань,504.33
2025-09-09,EUR,Евро,4223.65
2025-09-09,JPY,Японы иен,24.41
2025-09-09,KRW,Солонгосын вон,2.59
2025-09-09,RUB,Оросын рубль,43.19
2025-09-09,USD,Америк доллар,3593.68
2025-09-10,CNY,Хятад юань,504.54
2025-09-10,EUR,Евро,4202.91
2025-09-10,JPY,Японы иен,24.36
2025-09-10,KRW,Солонгосын вон,2.59
2025-09-10,RUB,Оросын рубль,42.3
2025-09-10,USD,Америк доллар,3593.61
2025-09-11,CNY,Хятад юань,504.49
2025-09-11,EUR,Евро,4201.9
2025-09-11,JPY,Японы иен,24.31
2025-09-11,KRW,Солонгосын вон,2.58
2025-09-11,RUB,Оросын рубль,42.15
2025-09-11,USD,Америк доллар,3593.67
2025-09-12,CNY,Хятад юань,504.79
2025-09-12,EUR,Евро,4220.1
2025-09-12,JPY,Японы иен,24.37
2025-09-12,KRW,Солонгосын вон,2.59
2025-09-12,RUB,Оросын рубль,42.44
2025-09-12,USD,Америк доллар,3594.79
2025-09-13,CNY,Хятад юань,504.79
2025-09-13,EUR,Евро,4220.1
2025-09-13,JPY,Японы иен,24.37
2025-09-13,KRW,Солонгосын вон,2.59
2025-09-13,RUB,Оросын рубль,42.44
2025-09-13,USD,Америк доллар,3594.79
2025-09-14,CNY,Хятад юань,504.79
2025-09-14,EUR,Евро,4220.1
2025-09-14,JPY,Японы иен,24.37
2025-09-14,KRW,Солонгосын вон,2.59
2025-09-14,RUB,Оросын рубль,42.44
2025-09-14,USD,Америк доллар,3594.79
2025-09-15,CNY,Хятад юань,504.59
2025-09-15,EUR,Евро,4217.95
2025-09-15,JPY,Японы иен,24.38
2025-09-15,KRW,Солонгосын вон,2.59
2025-09-15,RUB,Оросын рубль,43.12
2025-09-15,USD,Америк доллар,3594.49
2025-09-16,CNY,Хятад юань,505.05
2025-09-16,EUR,Евро,4237.62
2025-09-16,JPY,Японы иен,24.46
2025-09-16,KRW,Солонгосын вон,2.6
2025-09-16,RUB,Оросын рубль,43.4
2025-09-16,USD,Америк доллар,3593.79
2025-09-17,CNY,Хятад юань,505.56
2025-09-17,EUR,Евро,4255.46
2025-09-17,JPY,Японы иен,24.51
2025-09-17,KRW,Солонгосын вон,2.6
2025-09-17,RUB,Оросын рубль,43.27
2025-09-17,USD,Америк доллар,3594.14
2025-09-18,CNY,Хятад юань,505.67
2025-09-18,EUR,Евро,4251.56
2025-09-18,JPY,Японы иен,24.42
2025-09-18,KRW,Солонгосын вон,2.59
2025-09-18,RUB,Оросын рубль,43.35
2025-09-18,USD,Америк доллар,3594.03
2025-09-19,CNY,Хятад юань,505.39
2025-09-19,EUR,Евро,4228.59
2025-09-19,JPY,Японы иен,24.3
2025-09-19,KRW,Солонгосын вон,2.58
2025-09-19,RUB,Оросын рубль,43.2
2025-09-19,USD,Америк доллар,3594.52
2025-09-20,CNY,Хятад юань,505.39
2025-09-20,EUR,Евро,4228.59
2025-09-20,JPY,Японы иен,24.3
2025-09-20,KRW,Солонгосын вон,2.58
2025-09-20,RUB,Оросын рубль,43.2
2025-09-20,USD,Америк доллар,3594.52
2025-09-21,CNY,Хятад юань,505.39
2025-09-21,EUR,Евро,4228.59
2025-09-21,JPY,Японы иен,24.3
2025-09-21,KRW,Солонгосын вон,2.58
2025-09-21,RUB,Оросын рубль,43.2
2025-09-21,USD,Америк доллар,3594.52
2025-09-22,CNY,Хятад юань,505.04
2025-09-22,EUR,Евро,4223.73
2025-09-22,JPY,Японы иен,24.28
2025-09-22,KRW,Солонгосын вон,2.58
2025-09-22,RUB,Оросын рубль,42.93
2025-09-22,USD,Америк доллар,3593.59
2025-09-23,CNY,Хятад юань,505.01
2025-09-23,EUR,Евро,4236.02
2025-09-23,JPY,Японы иен,24.32
2025-09-23,KRW,Солонгосын вон,2.58
2025-09-23,RUB,Оросын рубль,43.1
2025-09-23,USD,Америк доллар,3592.89
2025-09-24,CNY,Хятад юань,504.82
2025-09-24,EUR,Евро,4235.51
2025-09-24,JPY,Японы иен,24.28
2025-09-24,KRW,Солонгосын вон,2.57
2025-09-24,RUB,Оросын рубль,42.91
2025-09-24,USD,Америк доллар,3594.14
2025-09-25,CNY,Хятад юань,504.21
2025-09-25,EUR,Евро,4217.43
2025-09-25,JPY,Японы иен,24.15
2025-09-25,KRW,Солонгосын вон,2.56
2025-09-25,RUB,Оросын рубль,43.05
2025-09-25,USD,Америк доллар,3593.28
2025-09-26,CNY,Хятад юань,503.75
2025-09-26,EUR,Евро,4196.89
2025-09-26,JPY,Японы иен,23.99
2025-09-26,KRW,Солонгосын вон,2.55
2025-09-26,RUB,Оросын рубль,43.04
2025-09-26,USD,Америк доллар,3594.0
2025-09-27,CNY,Хятад юань,503.75
2025-09-27,EUR,Евро,4196.89
2025-09-27,JPY,Японы иен,23.99
2025-09-27,KRW,Солонгосын вон,2.55
2025-09-27,RUB,Оросын рубль,43.04
2025-09-27,USD,Америк доллар,3594.0
2025-09-28,CNY,Хятад юань,503.75
2025-09-28,EUR,Евро,4196.89
2025-09-28,JPY,Японы иен,23.99
2025-09-28,KRW,Солонгосын вон,2.55
