Region,Indicator,Year,value
 Selenge, Otorhinolaryngology,2018,5.0
 Selenge, Otorhinolaryngology,2017,7.0
 Selenge, Otorhinolaryngology,2016,5.0
 Selenge, Otorhinolaryngology,2015,5.0
 Selenge, Dentist & stamatology,2025,1.0
 Selenge, Dentist & stamatology,2024,1.0
 Selenge, Dentist & stamatology,2023,1.0
 Selenge, Dentist & stamatology,2022,1.0
 Selenge, Dentist & stamatology,2021,1.0
 Selenge, Dentist & stamatology,2020,1.0
 Selenge, Dentist & stamatology,2019,1.0
 Selenge, Dentist & stamatology,2018,1.0
 Selenge, Dentist & stamatology,2017,1.0
 Selenge, Dentist & stamatology,2016,1.0
 Selenge, Dentist & stamatology,2015,2.0
 Selenge, Oncology,2025,1.0
 Selenge, Oncology,2024,1.0
 Selenge, Oncology,2023,1.0
 Selenge, Oncology,2022,1.0
 Selenge, Oncology,2021,1.0
 Selenge, Oncology,2020,1.0
 Selenge, Oncology,2019,2.0
 Selenge, Oncology,2018,1.0
 Selenge, Oncology,2017,5.0
 Selenge, Oncology,2016,5.0
 Selenge, Oncology,2015,2.0
 Selenge, Traditional medicine,2025,87.0
 Selenge, Traditional medicine,2024,89.0
 Selenge, Traditional medicine,2023,64.0
 Selenge, Traditional medicine,2022,52.0
 Selenge, Traditional medicine,2021,31.0
 Selenge, Traditional medicine,2020,29.0
 Selenge, Traditional medicine,2019,20.0
 Selenge, Traditional medicine,2018,20.0
 Selenge, Traditional medicine,2017,42.0
 Selenge, Traditional medicine,2016,42.0
 Selenge, Traditional medicine,2015,14.0
 Selenge, Palliative care,2025,5.0
 Selenge, Palliative care,2024,3.0
 Selenge, Palliative care,2023,3.0
 Selenge, Palliative care,2022,5.0
 Selenge, Palliative care,2021,4.0
 Selenge, Palliative care,2020,3.0
 Selenge, Palliative care,2019,4.0
 Selenge, Palliative care,2018,4.0
 Selenge, Palliative care,2017,5.0
 Selenge, Palliative care,2016,5.0
 Selenge, Palliative care,2015,0.0
 Selenge, Other,2025,3.0
 Selenge, Other,2024,3.0
 Selenge, Other,2023,31.0
 Selenge, Other,2022,13.0
 Selenge, Other,2021,35.0
 Selenge, Other,2020,0.0
 Selenge, Other,2019,24.0
 Selenge, Other,2018,24.0
 Selenge, Other,2017,24.0
 Selenge, Other,2016,78.0
 Selenge, Other,2015,26.0
 Tuv,Total,2025,611.0
 Tuv,Total,2024,611.0
 Tuv,Total,2023,565.0
 Tuv,Total,2022,579.0
 Tuv,Total,2021,1281.0
 Tuv,Total,2020,565.0
 Tuv,Total,2019,515.0
 Tuv,Total,2018,507.0
 Tuv,Total,2017,504.0
 Tuv,Total,2016,523.0
 Tuv,Total,2015,521.0
 Tuv, Internal medicine,2025,180.0
 Tuv, Internal medicine,2024,184.0
 Tuv, Internal medicine,2023,174.0
 Tuv, Internal medicine,2022,163.0
 Tuv, Internal medicine,2021,172.0
 Tuv, Internal medicine,2020,171.0
 Tuv, Internal medicine,2019,154.0
 Tuv, Internal medicine,2018,144.0
 Tuv, Internal medicine,2017,143.0
 Tuv, Internal medicine,2016,164.0
 Tuv, Internal medicine,2015,164.0
 Tuv, Surgery,2025,19.0
 Tuv, Surgery,2024,19.0
 Tuv, Surgery,2023,20.0
 Tuv, Surgery,2022,18.0
 Tuv, Surgery,2021,18.0
 Tuv, Surgery,2020,20.0
 Tuv, Surgery,2019,19.0
 Tuv, Surgery,2018,19.0
 Tuv, Surgery,2017,19.0
 Tuv, Surgery,2016,20.0
 Tuv, Surgery,2015,20.0
 Tuv, Obstetrics,2025,61.0
 Tuv, Obstetrics,2024,62.0
 Tuv, Obstetrics,2023,53.0
 Tuv, Obstetrics,2022,54.0
 Tuv, Obstetrics,2021,54.0
 Tuv, Obstetrics,2020,54.0
 Tuv, Obstetrics,2019,53.0
 Tuv, Obstetrics,2018,54.0
 Tuv, Obstetrics,2017,55.0
 Tuv, Obstetrics,2016,56.0
 Tuv, Obstetrics,2015,56.0
 Tuv, Gyneacology,2025,32.0
 Tuv, Gyneacology,2024,33.0
 Tuv, Gyneacology,2023,34.0
 Tuv, Gyneacology,2022,33.0
 Tuv, Gyneacology,2021,28.0
 Tuv, Gyneacology,2020,26.0
 Tuv, Gyneacology,2019,24.0
 Tuv, Gyneacology,2018,21.0
 Tuv, Gyneacology,2017,21.0
 Tuv, Gyneacology,2016,15.0
 Tuv, Gyneacology,2015,15.0
 Tuv, Pediatrics,2025,120.0
 Tuv, Pediatrics,2024,118.0
 Tuv, Pediatrics,2023,99.0
 Tuv, Pediatrics,2022,101.0
 Tuv, Pediatrics,2021,94.0
 Tuv, Pediatrics,2020,101.0
 Tuv, Pediatrics,2019,89.0
 Tuv, Pediatrics,2018,84.0
 Tuv, Pediatrics,2017,87.0
 Tuv, Pediatrics,2016,87.0
 Tuv, Pediatrics,2015,87.0
 Tuv, Infections,2025,51.0
 Tuv, Infections,2024,51.0
 Tuv, Infections,2023,51.0
 Tuv, Infections,2022,73.0
 Tuv, Infections,2021,770.0
 Tuv, Infections,2020,49.0
 Tuv, Infections,2019,47.0
 Tuv, Infections,2018,48.0
 Tuv, Infections,2017,48.0
 Tuv, Infections,2016,45.0
 Tuv, Infections,2015,45.0
 Tuv, Dermatology,2025,10.0
 Tuv, Dermatology,2024,10.0
 Tuv, Dermatology,2023,10.0
 Tuv, Dermatology,2022,10.0
 Tuv, Dermatology,2021,10.0
 Tuv, Dermatology,2020,10.0
 Tuv, Dermatology,2019,10.0
 Tuv, Dermatology,2018,10.0
 Tuv, Dermatology,2017,10.0
 Tuv, Dermatology,2016,10.0
 Tuv, Dermatology,2015,10.0
 Tuv, Tuberculosis,2025,15.0
 Tuv, Tuberculosis,2024,15.0
 Tuv, Tuberculosis,2023,20.0
 Tuv, Tuberculosis,2022,20.0
 Tuv, Tuberculosis,2021,20.0
 Tuv, Tuberculosis,2020,20.0
 Tuv, Tuberculosis,2019,20.0
 Tuv, Tuberculosis,2018,20.0
 Tuv, Tuberculosis,2017,12.0
 Tuv, Tuberculosis,2016,10.0
 Tuv, Tuberculosis,2015,10.0
 Tuv, Neurology,2025,49.0
 Tuv, Neurology,2024,49.0
 Tuv, Neurology,2023,38.0
 Tuv, Neurology,2022,38.0
 Tuv, Neurology,2021,48.0
 Tuv, Neurology,2020,48.0
 Tuv, Neurology,2019,48.0
 Tuv, Neurology,2018,45.0
 Tuv, Neurology,2017,48.0
 Tuv, Neurology,2016,50.0
 Tuv, Neurology,2015,50.0
 Tuv, Psychiatry & narcology,2025,12.0
 Tuv, Psychiatry & narcology,2024,12.0
 Tuv, Psychiatry & narcology,2023,10.0
 Tuv, Psychiatry & narcology,2022,10.0
 Tuv, Psychiatry & narcology,2021,4.0
 Tuv, Psychiatry & narcology,2020,4.0
 Tuv, Psychiatry & narcology,2019,4.0
 Tuv, Psychiatry & narcology,2018,4.0
 Tuv, Psychiatry & narcology,2017,4.0
 Tuv, Psychiatry & narcology,2016,2.0
 Tuv, Psychiatry & narcology,2015,2.0
 Tuv, Traumatology,2025,11.0
 Tuv, Traumatology,2024,11.0
 Tuv, Traumatology,2023,10.0
 Tuv, Traumatology,2022,10.0
 Tuv, Traumatology,2021,6.0
 Tuv, Traumatology,2020,6.0
 Tuv, Traumatology,2019,6.0
 Tuv, Traumatology,2018,6.0
 Tuv, Traumatology,2017,6.0
 Tuv, Traumatology,2016,6.0
 Tuv, Traumatology,2015,6.0
 Tuv, Nephrology,2025,
 Tuv, Nephrology,2024,
 Tuv, Nephrology,2023,0.0
 Tuv, Nephrology,2022,0.0
 Tuv, Nephrology,2021,0.0
 Tuv, Nephrology,2020,0.0
 Tuv, Nephrology,2019,0.0
 Tuv, Nephrology,2018,0.0
 Tuv, Nephrology,2017,0.0
 Tuv, Nephrology,2016,0.0
 Tuv, Nephrology,2015,0.0
 Tuv, Urology,2025,
 Tuv, Urology,2024,
 Tuv, Urology,2023,0.0
 Tuv, Urology,2022,0.0
 Tuv, Urology,2021,0.0
 Tuv, Urology,2020,0.0
 Tuv, Urology,2019,0.0
 Tuv, Urology,2018,0.0
 Tuv, Urology,2017,0.0
 Tuv, Urology,2016,0.0
 Tuv, Urology,2015,0.0
 Tuv, Anaesthesiology,2025,6.0
 Tuv, Anaesthesiology,2024,6.0
 Tuv, Anaesthesiology,2023,4.0
 Tuv, Anaesthesiology,2022,4.0
 Tuv, Anaesthesiology,2021,4.0
 Tuv, Anaesthesiology,2020,4.0
 Tuv, Anaesthesiology,2019,4.0
 Tuv, Anaesthesiology,2018,4.0
 Tuv, Anaesthesiology,2017,4.0
 Tuv, Anaesthesiology,2016,4.0
 Tuv, Anaesthesiology,2015,4.0
 Tuv, Ophtalmology,2025,1.0
 Tuv, Ophtalmology,2024,1.0
 Tuv, Ophtalmology,2023,2.0
 Tuv, Ophtalmology,2022,2.0
 Tuv, Ophtalmology,2021,3.0
 Tuv, Ophtalmology,2020,3.0
 Tuv, Ophtalmology,2019,3.0
 Tuv, Ophtalmology,2018,3.0
 Tuv, Ophtalmology,2017,3.0
 Tuv, Ophtalmology,2016,6.0
 Tuv, Ophtalmology,2015,6.0
 Tuv, Otorhinolaryngology,2025,2.0
 Tuv, Otorhinolaryngology,2024,2.0
 Tuv, Otorhinolaryngology,2023,3.0
 Tuv, Otorhinolaryngology,2022,3.0
 Tuv, Otorhinolaryngology,2021,3.0
 Tuv, Otorhinolaryngology,2020,3.0
 Tuv, Otorhinolaryngology,2019,3.0
 Tuv, Otorhinolaryngology,2018,3.0
 Tuv, Otorhinolaryngology,2017,3.0
 Tuv, Otorhinolaryngology,2016,6.0
 Tuv, Otorhinolaryngology,2015,6.0
 Tuv, Dentist & stamatology,2025,1.0
 Tuv, Dentist & stamatology,2024,1.0
 Tuv, Dentist & stamatology,2023,3.0
 Tuv, Dentist & stamatology,2022,3.0
 Tuv, Dentist & stamatology,2021,2.0
 Tuv, Dentist & stamatology,2020,2.0
 Tuv, Dentist & stamatology,2019,2.0
 Tuv, Dentist & stamatology,2018,2.0
 Tuv, Dentist & stamatology,2017,2.0
 Tuv, Dentist & stamatology,2016,4.0
 Tuv, Dentist & stamatology,2015,6.0
 Tuv, Oncology,2025,4.0
 Tuv, Oncology,2024,4.0
 Tuv, Oncology,2023,5.0
 Tuv, Oncology,2022,5.0
 Tuv, Oncology,2021,5.0
 Tuv, Oncology,2020,5.0
 Tuv, Oncology,2019,5.0
 Tuv, Oncology,2018,5.0
 Tuv, Oncology,2017,6.0
 Tuv, Oncology,2016,3.0
 Tuv, Oncology,2015,2.0
 Tuv, Traditional medicine,2025,24.0
 Tuv, Traditional medicine,2024,27.0
 Tuv, Traditional medicine,2023,20.0
 Tuv, Traditional medicine,2022,23.0
 Tuv, Traditional medicine,2021,23.0
 Tuv, Traditional medicine,2020,20.0
 Tuv, Traditional medicine,2019,20.0
 Tuv, Traditional medicine,2018,20.0
 Tuv, Traditional medicine,2017,20.0
 Tuv, Traditional medicine,2016,16.0
 Tuv, Traditional medicine,2015,28.0
 Tuv, Palliative care,2025,3.0
 Tuv, Palliative care,2024,3.0
 Tuv, Palliative care,2023,4.0
 Tuv, Palliative care,2022,5.0
 Tuv, Palliative care,2021,6.0
 Tuv, Palliative care,2020,0.0
 Tuv, Palliative care,2019,0.0
 Tuv, Palliative care,2018,0.0
 Tuv, Palliative care,2017,0.0
 Tuv, Palliative care,2016,18.0
 Tuv, Palliative care,2015,0.0
 Tuv, Other,2025,10.0
 Tuv, Other,2024,3.0
 Tuv, Other,2023,5.0
 Tuv, Other,2022,4.0
 Tuv, Other,2021,11.0
 Tuv, Other,2020,19.0
 Tuv, Other,2019,4.0
 Tuv, Other,2018,15.0
 Tuv, Other,2017,13.0
 Tuv, Other,2016,1.0
 Tuv, Other,2015,4.0
 Eastern region,Total,2025,1633.0
 Eastern region,Total,2024,1672.0
 Eastern region,Total,2023,1716.0
 Eastern region,Total,2022,1687.0
 Eastern region,Total,2021,2147.0
 Eastern region,Total,2020,1675.0
 Eastern region,Total,2019,1504.0
 Eastern region,Total,2018,1462.0
 Eastern region,Total,2017,1426.0
 Eastern region,Total,2016,1397.0
 Eastern region,Total,2015,1226.0
 Eastern region, Internal medicine,2025,399.0
 Eastern region, Internal medicine,2024,443.0
 Eastern region, Internal medicine,2023,442.0
 Eastern region, Internal medicine,2022,425.0
 Eastern region, Internal medicine,2021,445.0
 Eastern region, Internal medicine,2020,438.0
 Eastern region, Internal medicine,2019,428.0
 Eastern region, Internal medicine,2018,429.0
 Eastern region, Internal medicine,2017,413.0
 Eastern region, Internal medicine,2016,330.0
 Eastern region, Internal medicine,2015,330.0
 Eastern region, Surgery,2025,102.0
 Eastern region, Surgery,2024,96.0
 Eastern region, Surgery,2023,97.0
 Eastern region, Surgery,2022,94.0
 Eastern region, Surgery,2021,89.0
 Eastern region, Surgery,2020,89.0
 Eastern region, Surgery,2019,79.0
 Eastern region, Surgery,2018,79.0
 Eastern region, Surgery,2017,79.0
 Eastern region, Surgery,2016,71.0
 Eastern region, Surgery,2015,71.0
 Eastern region, Obstetrics,2025,131.0
 Eastern region, Obstetrics,2024,131.0
 Eastern region, Obstetrics,2023,160.0
 Eastern region, Obstetrics,2022,164.0
 Eastern region, Obstetrics,2021,152.0
 Eastern region, Obstetrics,2020,147.0
 Eastern region, Obstetrics,2019,141.0
 Eastern region, Obstetrics,2018,144.0
 Eastern region, Obstetrics,2017,143.0
 Eastern region, Obstetrics,2016,122.0
 Eastern region, Obstetrics,2015,122.0
 Eastern region, Gyneacology,2025,85.0
 Eastern region, Gyneacology,2024,86.0
 Eastern region, Gyneacology,2023,76.0
 Eastern region, Gyneacology,2022,85.0
 Eastern region, Gyneacology,2021,92.0
 Eastern region, Gyneacology,2020,87.0
 Eastern region, Gyneacology,2019,74.0
 Eastern region, Gyneacology,2018,64.0
 Eastern region, Gyneacology,2017,62.0
 Eastern region, Gyneacology,2016,47.0
 Eastern region, Gyneacology,2015,47.0
 Eastern region, Pediatrics,2025,251.0
 Eastern region, Pediatrics,2024,264.0
 Eastern region, Pediatrics,2023,255.0
 Eastern region, Pediatrics,2022,254.0
 Eastern region, Pediatrics,2021,248.0
 Eastern region, Pediatrics,2020,254.0
 Eastern region, Pediatrics,2019,232.0
 Eastern region, Pediatrics,2018,223.0
 Eastern region, Pediatrics,2017,220.0
 Eastern region, Pediatrics,2016,201.0
 Eastern region, Pediatrics,2015,201.0
 Eastern region, Infections,2025,108.0
 Eastern region, Infections,2024,110.0
 Eastern region, Infections,2023,110.0
 Eastern region, Infections,2022,105.0
 Eastern region, Infections,2021,526.0
 Eastern region, Infections,2020,90.0
 Eastern region, Infections,2019,88.0
 Eastern region, Infections,2018,89.0
 Eastern region, Infections,2017,87.0
 Eastern region, Infections,2016,85.0
 Eastern region, Infections,2015,85.0
 Eastern region, Dermatology,2025,16.0
 Eastern region, Dermatology,2024,16.0
 Eastern region, Dermatology,2023,22.0
 Eastern region, Dermatology,2022,21.0
 Eastern region, Dermatology,2021,24.0
 Eastern region, Dermatology,2020,24.0
 Eastern region, Dermatology,2019,40.0
 Eastern region, Dermatology,2018,27.0
 Eastern region, Dermatology,2017,26.0
 Eastern region, Dermatology,2016,14.0
 Eastern region, Dermatology,2015,14.0
 Eastern region, Tuberculosis,2025,39.0
 Eastern region, Tuberculosis,2024,39.0
 Eastern region, Tuberculosis,2023,54.0
 Eastern region, Tuberculosis,2022,58.0
 Eastern region, Tuberculosis,2021,58.0
 Eastern region, Tuberculosis,2020,54.0
 Eastern region, Tuberculosis,2019,52.0
 Eastern region, Tuberculosis,2018,52.0
 Eastern region, Tuberculosis,2017,52.0
 Eastern region, Tuberculosis,2016,57.0
 Eastern region, Tuberculosis,2015,57.0
 Eastern region, Neurology,2025,78.0
 Eastern region, Neurology,2024,66.0
 Eastern region, Neurology,2023,69.0
 Eastern region, Neurology,2022,79.0
 Eastern region, Neurology,2021,92.0
 Eastern region, Neurology,2020,90.0
 Eastern region, Neurology,2019,96.0
 Eastern region, Neurology,2018,93.0
 Eastern region, Neurology,2017,88.0
 Eastern region, Neurology,2016,72.0
 Eastern region, Neurology,2015,72.0
 Eastern region, Psychiatry & narcology,2025,60.0
 Eastern region, Psychiatry & narcology,2024,60.0
 Eastern region, Psychiatry & narcology,2023,53.0
 Eastern region, Psychiatry & narcology,2022,43.0
 Eastern region, Psychiatry & narcology,2021,44.0
 Eastern region, Psychiatry & narcology,2020,44.0
 Eastern region, Psychiatry & narcology,2019,39.0
 Eastern region, Psychiatry & narcology,2018,39.0
 Eastern region, Psychiatry & narcology,2017,37.0
 Eastern region, Psychiatry & narcology,2016,28.0
 Eastern region, Psychiatry & narcology,2015,28.0
 Eastern region, Traumatology,2025,59.0
 Eastern region, Traumatology,2024,49.0
 Eastern region, Traumatology,2023,58.0
 Eastern region, Traumatology,2022,45.0
 Eastern region, Traumatology,2021,50.0
 Eastern region, Traumatology,2020,47.0
 Eastern region, Traumatology,2019,36.0
 Eastern region, Traumatology,2018,36.0
 Eastern region, Traumatology,2017,34.0
 Eastern region, Traumatology,2016,30.0
 Eastern region, Traumatology,2015,30.0
 Eastern region, Nephrology,2025,0.0
 Eastern region, Nephrology,2024,0.0
 Eastern region, Nephrology,2023,0.0
 Eastern region, Nephrology,2022,0.0
 Eastern region, Nephrology,2021,0.0
 Eastern region, Nephrology,2020,0.0
 Eastern region, Nephrology,2019,0.0
 Eastern region, Nephrology,2018,0.0
 Eastern region, Nephrology,2017,0.0
 Eastern region, Nephrology,2016,0.0
 Eastern region, Nephrology,2015,0.0
 Eastern region, Urology,2025,2.0
 Eastern region, Urology,2024,2.0
 Eastern region, Urology,2023,2.0
 Eastern region, Urology,2022,2.0
 Eastern region, Urology,2021,2.0
 Eastern region, Urology,2020,2.0
 Eastern region, Urology,2019,0.0
 Eastern region, Urology,2018,0.0
 Eastern region, Urology,2017,0.0
 Eastern region, Urology,2016,0.0
 Eastern region, Urology,2015,0.0
 Eastern region, Anaesthesiology,2025,16.0
 Eastern region, Anaesthesiology,2024,16.0
 Eastern region, Anaesthesiology,2023,20.0
 Eastern region, Anaesthesiology,2022,16.0
 Eastern region, Anaesthesiology,2021,15.0
 Eastern region, Anaesthesiology,2020,15.0
 Eastern region, Anaesthesiology,2019,13.0
 Eastern region, Anaesthesiology,2018,13.0
 Eastern region, Anaesthesiology,2017,13.0
 Eastern region, Anaesthesiology,2016,9.0
 Eastern region, Anaesthesiology,2015,9.0
 Eastern region, Ophtalmology,2025,2.0
 Eastern region, Ophtalmology,2024,7.0
 Eastern region, Ophtalmology,2023,17.0
 Eastern region, Ophtalmology,2022,17.0
 Eastern region, Ophtalmology,2021,17.0
 Eastern region, Ophtalmology,2020,17.0
 Eastern region, Ophtalmology,2019,16.0
 Eastern region, Ophtalmology,2018,16.0
 Eastern region, Ophtalmology,2017,16.0
 Eastern region, Ophtalmology,2016,17.0
 Eastern region, Ophtalmology,2015,17.0
 Eastern region, Otorhinolaryngology,2025,8.0
 Eastern region, Otorhinolaryngology,2024,13.0
 Eastern region, Otorhinolaryngology,2023,8.0
 Eastern region, Otorhinolaryngology,2022,20.0
 Eastern region, Otorhinolaryngology,2021,21.0
 Eastern region, Otorhinolaryngology,2020,21.0
 Eastern region, Otorhinolaryngology,2019,19.0
 Eastern region, Otorhinolaryngology,2018,19.0
 Eastern region, Otorhinolaryngology,2017,19.0
 Eastern region, Otorhinolaryngology,2016,15.0
 Eastern region, Otorhinolaryngology,2015,15.0
 Eastern region, Dentist & stamatology,2025,2.0
 Eastern region, Dentist & stamatology,2024,2.0
 Eastern region, Dentist & stamatology,2023,2.0
 Eastern region, Dentist & stamatology,2022,2.0
 Eastern region, Dentist & stamatology,2021,1.0
 Eastern region, Dentist & stamatology,2020,1.0
 Eastern region, Dentist & stamatology,2019,1.0
 Eastern region, Dentist & stamatology,2018,1.0
 Eastern region, Dentist & stamatology,2017,1.0
 Eastern region, Dentist & stamatology,2016,1.0
 Eastern region, Dentist & stamatology,2015,1.0
 Eastern region, Oncology,2025,16.0
 Eastern region, Oncology,2024,16.0
 Eastern region, Oncology,2023,26.0
 Eastern region, Oncology,2022,12.0
 Eastern region, Oncology,2021,12.0
 Eastern region, Oncology,2020,12.0
 Eastern region, Oncology,2019,11.0
 Eastern region, Oncology,2018,11.0
 Eastern region, Oncology,2017,11.0
 Eastern region, Oncology,2016,12.0
 Eastern region, Oncology,2015,12.0
 Eastern region, Traditional medicine,2025,157.0
 Eastern region, Traditional medicine,2024,157.0
 Eastern region, Traditional medicine,2023,157.0
 Eastern region, Traditional medicine,2022,126.0
 Eastern region, Traditional medicine,2021,121.0
 Eastern region, Traditional medicine,2020,119.0
 Eastern region, Traditional medicine,2019,67.0
 Eastern region, Traditional medicine,2018,69.0
 Eastern region, Traditional medicine,2017,69.0
 Eastern region, Traditional medicine,2016,73.0
 Eastern region, Traditional medicine,2015,72.0
 Eastern region, Palliative care,2025,19.0
 Eastern region, Palliative care,2024,18.0
 Eastern region, Palliative care,2023,19.0
 Eastern region, Palliative care,2022,24.0
 Eastern region, Palliative care,2021,28.0
 Eastern region, Palliative care,2020,24.0
 Eastern region, Palliative care,2019,19.0
 Eastern region, Palliative care,2018,20.0
 Eastern region, Palliative care,2017,19.0
 Eastern region, Palliative care,2016,17.0
 Eastern region, Palliative care,2015,1.0
 Eastern region, Other,2025,83.0
 Eastern region, Other,2024,81.0
 Eastern region, Other,2023,69.0
 Eastern region, Other,2022,95.0
 Eastern region, Other,2021,110.0
 Eastern region, Other,2020,100.0
 Eastern region, Other,2019,53.0
 Eastern region, Other,2018,38.0
 Eastern region, Other,2017,37.0
 Eastern region, Other,2016,196.0
 Eastern region, Other,2015,42.0
 Dornod,Total,2025,501.0
 Dornod,Total,2024,539.0
 Dornod,Total,2023,584.0
 Dornod,Total,2022,574.0
 Dornod,Total,2021,573.0
 Dornod,Total,2020,567.0
 Dornod,Total,2019,553.0
 Dornod,Total,2018,557.0
 Dornod,Total,2017,550.0
 Dornod,Total,2016,538.0
 Dornod,Total,2015,428.0
 Dornod, Internal medicine,2025,137.0
 Dornod, Internal medicine,2024,183.0
 Dornod, Internal medicine,2023,171.0
 Dornod, Internal medicine,2022,166.0
 Dornod, Internal medicine,2021,177.0
 Dornod, Internal medicine,2020,164.0
 Dornod, Internal medicine,2019,164.0
 Dornod, Internal medicine,2018,162.0
 Dornod, Internal medicine,2017,158.0
 Dornod, Internal medicine,2016,122.0
 Dornod, Internal medicine,2015,122.0
 Dornod, Surgery,2025,30.0
 Dornod, Surgery,2024,27.0
 Dornod, Surgery,2023,28.0
 Dornod, Surgery,2022,22.0
 Dornod, Surgery,2021,22.0
 Dornod, Surgery,2020,22.0
 Dornod, Surgery,2019,22.0
 Dornod, Surgery,2018,22.0
 Dornod, Surgery,2017,22.0
 Dornod, Surgery,2016,22.0
 Dornod, Surgery,2015,22.0
 Dornod, Obstetrics,2025,38.0
 Dornod, Obstetrics,2024,38.0
 Dornod, Obstetrics,2023,67.0
 Dornod, Obstetrics,2022,63.0
 Dornod, Obstetrics,2021,59.0
 Dornod, Obstetrics,2020,62.0
 Dornod, Obstetrics,2019,61.0
 Dornod, Obstetrics,2018,63.0
 Dornod, Obstetrics,2017,62.0
 Dornod, Obstetrics,2016,42.0
 Dornod, Obstetrics,2015,42.0
 Dornod, Gyneacology,2025,21.0
 Dornod, Gyneacology,2024,22.0
 Dornod, Gyneacology,2023,12.0
 Dornod, Gyneacology,2022,20.0
 Dornod, Gyneacology,2021,20.0
 Dornod, Gyneacology,2020,19.0
 Dornod, Gyneacology,2019,21.0
 Dornod, Gyneacology,2018,20.0
 Dornod, Gyneacology,2017,20.0
 Dornod, Gyneacology,2016,11.0
 Dornod, Gyneacology,2015,11.0
 Dornod, Pediatrics,2025,72.0
 Dornod, Pediatrics,2024,85.0
 Dornod, Pediatrics,2023,78.0
 Dornod, Pediatrics,2022,74.0
 Dornod, Pediatrics,2021,70.0
 Dornod, Pediatrics,2020,73.0
 Dornod, Pediatrics,2019,69.0
 Dornod, Pediatrics,2018,72.0
 Dornod, Pediatrics,2017,71.0
 Dornod, Pediatrics,2016,56.0
 Dornod, Pediatrics,2015,56.0
 Dornod, Infections,2025,31.0
 Dornod, Infections,2024,32.0
 Dornod, Infections,2023,32.0
 Dornod, Infections,2022,34.0
 Dornod, Infections,2021,30.0
 Dornod, Infections,2020,32.0
 Dornod, Infections,2019,30.0
 Dornod, Infections,2018,32.0
 Dornod, Infections,2017,31.0
 Dornod, Infections,2016,29.0
 Dornod, Infections,2015,29.0
 Dornod, Dermatology,2025,6.0
 Dornod, Dermatology,2024,6.0
 Dornod, Dermatology,2023,12.0
 Dornod, Dermatology,2022,10.0
 Dornod, Dermatology,2021,10.0
 Dornod, Dermatology,2020,10.0
 Dornod, Dermatology,2019,10.0
 Dornod, Dermatology,2018,10.0
 Dornod, Dermatology,2017,10.0
 Dornod, Dermatology,2016,10.0
 Dornod, Dermatology,2015,10.0
 Dornod, Tuberculosis,2025,15.0
 Dornod, Tuberculosis,2024,15.0
 Dornod, Tuberculosis,2023,30.0
 Dornod, Tuberculosis,2022,30.0
 Dornod, Tuberculosis,2021,30.0
 Dornod, Tuberculosis,2020,30.0
 Dornod, Tuberculosis,2019,30.0
 Dornod, Tuberculosis,2018,30.0
 Dornod, Tuberculosis,2017,30.0
 Dornod, Tuberculosis,2016,30.0
 Dornod, Tuberculosis,2015,30.0
 Dornod, Neurology,2025,30.0
 Dornod, Neurology,2024,18.0
 Dornod, Neurology,2023,21.0
 Dornod, Neurology,2022,32.0
 Dornod, Neurology,2021,32.0
 Dornod, Neurology,2020,32.0
 Dornod, Neurology,2019,32.0
 Dornod, Neurology,2018,32.0
 Dornod, Neurology,2017,32.0
 Dornod, Neurology,2016,37.0
 Dornod, Neurology,2015,37.0
 Dornod, Psychiatry & narcology,2025,30.0
 Dornod, Psychiatry & narcology,2024,30.0
 Dornod, Psychiatry & narcology,2023,23.0
 Dornod, Psychiatry & narcology,2022,18.0
 Dornod, Psychiatry & narcology,2021,18.0
 Dornod, Psychiatry & narcology,2020,18.0
 Dornod, Psychiatry & narcology,2019,18.0
 Dornod, Psychiatry & narcology,2018,18.0
 Dornod, Psychiatry & narcology,2017,18.0
 Dornod, Psychiatry & narcology,2016,15.0
 Dornod, Psychiatry & narcology,2015,15.0
 Dornod, Traumatology,2025,26.0
 Dornod, Traumatology,2024,16.0
 Dornod, Traumatology,2023,25.0
 Dornod, Traumatology,2022,15.0
 Dornod, Traumatology,2021,15.0
 Dornod, Traumatology,2020,15.0
 Dornod, Traumatology,2019,15.0
 Dornod, Traumatology,2018,15.0
 Dornod, Traumatology,2017,15.0
 Dornod, Traumatology,2016,15.0
 Dornod, Traumatology,2015,15.0
 Dornod, Nephrology,2025,
 Dornod, Nephrology,2024,0.0
 Dornod, Nephrology,2023,0.0
 Dornod, Nephrology,2022,0.0
 Dornod, Nephrology,2021,0.0
 Dornod, Nephrology,2020,0.0
 Dornod, Nephrology,2019,0.0
 Dornod, Nephrology,2018,0.0
 Dornod, Nephrology,2017,0.0
 Dornod, Nephrology,2016,0.0
 Dornod, Nephrology,2015,0.0
 Dornod, Urology,2025,
 Dornod, Urology,2024,0.0
 Dornod, Urology,2023,0.0
 Dornod, Urology,2022,0.0
 Dornod, Urology,2021,0.0
 Dornod, Urology,2020,0.0
 Dornod, Urology,2019,0.0
 Dornod, Urology,2018,0.0
 Dornod, Urology,2017,0.0
 Dornod, Urology,2016,0.0
 Dornod, Urology,2015,0.0
 Dornod, Anaesthesiology,2025,6.0
 Dornod, Anaesthesiology,2024,6.0
 Dornod, Anaesthesiology,2023,10.0
 Dornod, Anaesthesiology,2022,8.0
 Dornod, Anaesthesiology,2021,8.0
 Dornod, Anaesthesiology,2020,8.0
