id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хаяг
4103,,,Point,106.916111,47.918028,Хөшөө,"ЧД 1-р хороо, Сүхбаатарын гудамжны баруун хэсэгт, Төв шуудангийн хойд талд"
4104,,,Point,107.427778,47.982861,Хөшөө,"НД 6-р хороо, 1 -р хэсэг, Тэрэлжийн амны эх, Шилжрээ гудамжны 1а хашааны баруун талд"
4105,,,Point,106.909222,47.9195,Хөшөө,"ЧД 1-р хороо, Жуулчны гудамжны урд хэсэгт, Барилгачдын талбайн урд хэсэгт"
4106,,,Point,107.044028,47.965444,Хөшөө,"БЗД 20-р хороо, Улиастайн амны Майхан толгойн амны баруун урд"
4107,,,Point,107.331889,47.948194,Хөшөө,"БЗД 20 -р хороо, 6 -р хэсэг, Их Дээндийн амны дунд, Байшинтын амны адгийн баруун"
4108,,,Point,107.052972,48.024528,Хөшөө,"БЗД 20 -р хороо, Улиастайн амны дунд хавьд, Улиастай голын баруун талын дэнж"
4109,,,Point,107.039833,47.952556,Хөшөө,"БЗД 23 -р хороо, Улиастайн Цагдуултын амны адаг"
4110,,,Point,106.908972,47.916944,Хөшөө,"ЧД 1 -р хороо, Энхтайвны өргөн чөлөөний хойно Мөнгөн завъяа буудлын хойно 4 -р байр"
4111,,,Point,108.310139,47.905583,Хөшөө,"БНД 4 -р хороо, БНД төвөөс зүүн хойш 15 км, Тариан булагийн баруун дэнж дээр"
4112,,,Point,107.313139,47.867417,Хөшөө,"БЗД 20 -р хороо, 8 -р хэсэг, Бага Дээндийн аманд"
4113,,,Point,106.924889,47.91825,Хөшөө,"СБД 8 -р хороо, Энхтайвны өргөн чөлөө, Бага тойруугийн гудамжны уулзварын зүүн хойно"
4114,,,Point,106.912167,47.9155,Хөшөө,"СБД 1 -р хороо, Сөүлийн гудамжны хойд талд"
4115,,,Point,107.053778,47.962,Хөшөө,"БЗД 20 -р хороо, Улиастай голын зүүн талд, Майхан толгойн урд талын дэнжид"
4116,,,Point,106.919028,47.9225,Хөшөө,"СБД 8 -р хороо, Монгол Улсын Их Сургуулийн хичээлийн төв байрны үүдэнд"
4117,,,Point,106.981778,47.916528,Хөшөө,"БЗД 8 -р хороо, Улаанбаатар нэгтгэлийн зүүн салбарын авто баазын хашаанд"
4118,,,Point,106.9655,47.916806,Хөшөө,"БЗД 22 -р хороо,  Цэргийн Госпиталь-ийн баруун талд"
4119,,,Point,107.074278,48.084528,Хөшөө,"БЗД 20 -р хороо, Улиастай голын эх дэх Бурхант уулаас урагш 1,8 км зайд"
4120,,,Point,107.311306,48.00175,Хөшөө,"БЗД 20 -р хороо, Их Хуандийн амны эхэнд, Майнт толгойн өвөрт"
4121,,,Point,107.175694,47.917056,Хөшөө,"БЗД 20 -р хороо, тус хорооны захиргааны байрнаас зүүн урагш"
4122,,,Point,107.176583,47.912417,Хөшөө,"БЗД 20 -р хороо, тус хорооны захиргааны байрнаас зүүн урагш хашаанас зүүн тийш"
4123,,,Point,106.909417,47.8875,Хөшөө,"ХУД 11 -р хороо, Зайсангийн гудамжны баруун талд, (ХААИС)-ийн хашаанд"
4124,,,Point,107.301056,47.864194,Хөшөө,"БЗД 20 -р хороо, 8 -р хэсэг, Бага Дээндийн аманд"
4125,,,Point,107.272806,47.86175,Хөшөө,"БЗД 20 -р хороо, 8 -р хэсэг, “Дээндийн амны адаг дахь 1, 2 -р булшууд”-аас зүүн хойд зүгт"
4126,,,Point,107.255972,47.878778,Хөшөө,"БЗД 20 -р хороо, 7 -р хэсэг, “Гачууртын нарст булан дахь булш, хиргисүүр”-ээс зүүн урагш"
4127,,,Point,107.333083,47.948,Хөшөө,"БЗД 20 -р хороо, 6 -р хэсэг, Их Дээндийн амны дунд, Байшинтын амны адгийн баруун хэсэгт"
4128,,,Point,106.909139,47.920194,Хөшөө,"ЧД 4 -р хороо, Жуулчны гудамж,  Дүрслэх урлагийн музейн хойд талд"
4129,,,Point,106.900778,47.920833,Хөшөө,"Бэтүв хийд нь ЧД 2 -р хороо, Их тойруу, Ж.Самбуугийн гудамжны уулзварын зүүн урд талд"
4130,,,Point,106.909639,47.886833,Хөшөө,"ХУД 11 -р хороо, Зайсангийн гудамжны баруун талд, (ХААИС)-ийн хашаанд"
4131,,,Point,106.920666,47.917463,Хөшөө,"СБД 8 -р хороо, Централ таурын урд, Зүүн цэцэрлэгт хүрээлэнд усан оргилуурын дунд"
4132,,,Point,106.909722,47.886611,Хөшөө,"ХУД 11 -р хороо, Зайсангийн гудамжны баруун талд, (ХААИС)-ийн хашаанд"
4133,,,Point,107.261139,47.854111,Хөшөө,"БЗД 20 -р хороо, 8 -р хэсэг,“Гачууртын Дээндийн амны адаг дахь булш”-аас зүүн тийш"
4134,,,Point,106.899694,47.924917,Хөшөө,"ЧД 5 -р хороо, Гандангийн дэнжийн зүүн талын жижиг овоо"
4135,,,Point,107.028833,47.974278,Хөшөө,"БЗД 20 -р хороо, Улиастайн ам дахь Улиастай голын баруун талын дэнжид"
4136,,,Point,107.305167,48.004056,Хөшөө,"БЗД 20 -р хороо, Их Хуандийн амны эхэнд, Майхан толгойн зүүн болон зүүн хойд бэлд"
4137,,,Point,107.240833,47.953778,Хөшөө,"БЗД 20 -р хороо, Арцат багт хоорондоо 60 метрийн зайтай 3 хэсэг газарт"
4138,,,Point,107.221111,47.787417,Хөшөө,"НД 7 -р хороо,  Налайх, Багахангай дүүрэг рүү салдаг замын уулзварын зүүн урд"
4139,,,Point,108.228222,47.936028,Хөшөө,"БНД 4 -р хороо, Баруун Байдлигийн голын баруун талд, Бяцхан булагийн амны адагт"
4140,,,Point,106.909417,47.886694,Хөшөө,"ХУД 11 -р хороо, Зайсангийн гудамжны баруун талд,  (ХААИС)-ийн хашаанд"
4141,,,Point,107.19125,47.905833,Хөшөө,"БЗД 20 -р хороо, Арцатын амны адаг, Могойтын дэнжийн баруун урд талд, уулынхаа зүүн"
4142,,,Point,107.231444,48.024722,Хөшөө,"БЗД 20 -р хороо, 10 -р хэсэг, Шар хоолойн фермийн төвд,"
4143,,,Point,107.225528,47.940167,Хөшөө,"БЗД 20 -р хороо, Арцатын амны дунд хэсэгт, Арцатын амны 01 -р хиргисүүр хойш 3 км"
4144,,,Point,106.915556,47.927028,Хөшөө,"СБД 6 -р хороо, Бага тойруугийн гудамжны хойд талд, “Метро молл” их дэлгүүрийн зүүн"
4145,,,Point,106.757389,47.853889,Хөшөө,"ХУД 10 -р хороо, Буянт Ухаагийн нисэх онгоцны буудлын барилгын баруун талд"
4146,,,Point,106.918556,47.922667,Хөшөө,"СБД 8 -р хороо, Ж.Самбуугийн гудамж, Их сургуулийн гудамжны уулзварын зүүн хойд"
4147,,,Point,106.900306,47.921917,Хөшөө,"ЧД 5 -р хороо, Хувьсгалчдын гудамж, Их тойруу, Ж.Самбуугийн гудамжны уулзварын хойд"
4148,,,Point,107.208778,47.924333,Хөшөө,"БЗД 20 -р хороо, Арцатын амны дунд хэсэгт, Могойтын дэнжийн дурсгалаас хойш 3 км"
4149,,,Point,106.920389,47.916944,Хөшөө,"СБД 1 -р хороо, Энхтайвны өргөн чөлөөний урд хэсэг, Гадаад хэргийн яамны баруун талд"
4150,,,Point,106.902917,47.919611,Хөшөө,"ЧД 2 -р хороо, Жуулчны гудамж, Төмөрчны гудамжны уулзварын баруун хойд хэсэгт"
4151,,,Point,106.916778,47.917472,Хөшөө,"СБД 6 -р хороо, Чингис хааны талбайн урд буй төв цэцэрлэгт хүрээлэн дотор, баруун талд"
4152,,,Point,106.988833,47.921944,Хөшөө,"БЗД 16 -р хороо, 16 -р хороолол, Батлан хамгаалахын их сургуулийн хашаанд"
4153,,,Point,106.628611,48.077167,Хөшөө,"СХД 21 -р хороо, Шижирийн давааны ард буюу Ар шижирийн амны дунд, уулын урд бэлд"
4154,,,Point,107.158944,47.959194,Хөшөө,"БЗД 20 -р хороо, Гачууртын Шар хоолойн амны урагш сунаж тогтсон баруун уулын зүүн"
4155,,,Point,107.169944,47.926389,Хөшөө,"БЗД 20 -р хороо, Туулын 15 -р гудамж, 15-4 -ртай хашааны зүүн урд"
4156,,,Point,106.912389,47.916,Хөшөө,"СБД 1 -р хороо, Сөүлийн гудамж, Нэг-р сургуулийн зүүн талд “Маршал харш”-ийн хашаа"
4157,,,Point,107.259028,47.877361,Хөшөө,"БЗД 20 -р хороо, 7 -р хэсэг, Гачууртын Нарст булангийн Их Улиастай дахь 1-р булшаас урагш"
4158,,,Point,106.917694,47.935222,Хөшөө,"СБД 6 -р хороо, Д.Сүхбаатарын гудамжинд"
4159,,,Point,107.43375,47.350278,Хөшөө,"БХД 1 -р хороо, Засаг даргын тамгын газрын урд дахь төв талбайн дунд"
4160,,,Point,107.14625,47.939722,Хөшөө,"БЗД 20 -р хороо, Гачууртын Баянтөхөмийн амны зүүн уулын баруун бэлд"
4161,,,Point,108.329944,47.901778,Хөшөө,"БНД 4 -р хороо, Хөдөө хэсэг, БНД төвөөс зүүн хойш 13,4 км, Тариан булагийн баруун"
4162,,,Point,107.252,47.884917,Хөшөө,"БЗД 20 -р хороо, 7 -р хэсэг, Гачууртын Их Хуанди, Дээнди амны дундах аманд"
4163,,,Point,106.908028,47.920194,Хөшөө,"ЧД 1 -р хороо, Жуулчны гудамжны хойд талд, Барилгачдын талбайн баруун урд"
4164,,,Point,106.584389,47.813472,Хөшөө,"ХУД 13 -р хороо, Сонгинохайрхан уулын баруун урд, уулын баруун энгэрт"
4165,,,Point,106.911056,47.885889,Хөшөө,"ХУД 11 -р хороо, Зайсангийн гудамжны баруун талд,(ХААИС)"
4166,,,Point,106.917972,47.917361,Хөшөө,"СБД 6 -р хороо, энхтайвны өргөн чөлөөний хойд тал, төв талбайн урд, баруун цэцэрлэгт"
4167,,,Point,106.909583,47.887,Хөшөө,"ХУД 11 -р хороо, Зайсангийн гудамжны баруун талд, (ХААИС)-ийн хашаанд"
4168,,,Point,106.8325,47.868333,Хөшөө,"ХУД 4 -р хороо, Наадамчдын гудамжны урд талд, ХУД эрүүл мэндийн нэгдлийн хашаанд"
4169,,,Point,106.921639,47.917222,Хөшөө,"СБД 1 -р хороо, Энхтайвны өргөн чөлөөний урд, Гадаад хэргийн яамны зүүн талд"
4170,,,Point,106.91325,47.915639,Хөшөө,"СБД 1 -р хороо, Сөүлийн гудамж, Нэг-р сургуулийн зүүн талд буй 30 -р байр"
4171,,,Point,107.235639,48.041806,Хөшөө,"БЗД 20 -р хороо, Гачууртын Шар хоолойн Дархитын амны адагт"
4172,,,Point,106.919917,47.917333,Хөшөө,"СБД 8 -р хороо, Энхтайвны өргөн чөлөөний хойд хэсэгт, Централ таурын урд"
4173,,,Point,106.72925,48.017056,Хөшөө,"СХД 1 -р хороо, Найрамдал зуслангийн төв байрны урд"
4174,,,Point,108.310639,47.904194,Хөшөө,"БНД 4 -р хороо, БНД төвөөс зүүн хойш 15,1 км, Тариан булагийн баруун дэнж дээр"
4175,,,Point,106.915806,47.914417,Хөшөө,"СБД 1 -р хороо, Чингисийн өргөн чөлөөний зүүн талд"
4176,,,Point,108.289333,47.905917,Хөшөө,"БНД 4 -р хороо, БНД төвөөс зүүн хойш 16,3 км"
4177,,,Point,106.922083,48.06775,Хөшөө,"СБД 19 -р хороо, 5 -р буудлын хойд талд"
4178,,,Point,107.258611,47.951944,Хөшөө,"БЗД 20 -р хороо, Ар Арцатын амны адаг дахь зүүн уулын баруун өвөрт, хадтай толгойн урд"
4179,,,Point,106.908583,47.920361,Хөшөө,"Чингэлтэй  дүүргийн 4 -р хороо, Барилгачдын талбайн дунд"
4180,,,Point,106.921778,47.916806,Хөшөө,"СБД 1 -р хороо, С.Зориг сангийн баруун талд"
4181,,,Point,106.697306,48.115972,Хөшөө,"СХД 21 -р хороо, Ар Гүнтийн амны адагт, уулынхаа урд бэлд"
4182,,,Point,107.278444,47.864528,Хөшөө,"БЗД 20 -р хороо, 8 -р хэсэг, Их Дээндийн амны адагт, зүүн талын уулын баруун урд бэлд"
4183,,,Point,107.306583,47.945222,Хөшөө,"БЗД 20 -р хороо, Өвөр Арцатын амны адагт, баруун талын уулын зүүн бэлд"
4184,,,Point,106.919278,47.918722,Хөшөө,"СБД  8 -р хороо, Алтангэрэлийн гудамжны хойд талд, Төв талбайн зүүн урд хэсэгт"
4185,,,Point,107.074333,48.087528,Хөшөө,"БЗД 20 -р хороо, Улиастай голын эх дэх Бурхант уулаас урагш 1,2 км зайд"
4186,,,Point,107.253139,47.772667,Хөшөө,"НД  2 -р хороо, Соёлын ордны урд, төв талбайд"
4187,,,Point,107.069944,48.099139,Хөшөө,"БЗД 20 -р хороо, Улиастай голын эх дэх Бурхант уулын баруун урд өвөрт"
4188,,,Point,108.327778,47.905583,Хөшөө,"БНД 4 -р хороо, Хөдөө хэсэг, БНД төвөөс зүүн хойш 14 км"
4189,,,Point,106.89175,47.926083,Хөшөө,"БГД 11 -р хороо, МҮИС-ийн хойд талд"
4190,,,Point,106.686111,48.036583,Хөшөө,"СХД 21 -р хороо, Шижирийн давааны ард буюу Ар шижирийн амны Хөндлөн булаг"
4191,,,Point,107.050528,47.97775,Хөшөө,"БЗД 20 -р хороо, Байцын амны адагийн дэнжид айлын хашааны хойд хэсэгт"
4192,,,Point,108.329361,47.904083,Хөшөө,"БНД 4 -р хороо, Хөдөө хэсэг, БНД төвөөс зүүн хойш 13,7 км"
4193,,,Point,107.281528,47.8635,Хөшөө,"БЗД 20 -р хороо, 8 -р хэсэг, Бага Дээндийн амны адаг дахь"
4194,,,Point,106.909056,47.886861,Хөшөө,"ХУД 11 -р хороо, Зайсангийн гудамжны баруун талд,  (ХААИС)-ийн хашаанд"
4195,,,Point,106.907583,47.884361,Хөшөө,"ХУД 11 -р хороо, Богдхан уулын хойд тал, Зайсан толгойн баруун талд"
4196,,,Point,107.275306,47.945,Хөшөө,"БЗД 20 -р хороо, Ар Арцатын амны дунд хэсэгт замын урд"
4197,,,Point,107.103833,47.936139,Хөшөө,"БЗД 20 -р хороо, Цэргийн булгийн амны урагш сунаж тогтсон баруун уулын зүүн бэлд"
4198,,,Point,107.264611,47.946944,Хөшөө,"БЗД 20 -р хороо, Ар Арцатын амны дунд хэсэгт замын хойд хэсэгт"
4199,,,Point,107.260111,47.879194,Хөшөө,"БЗД 20 -р хороо, 7 -р хэсэг, Гачууртын Нарст булан дахь"
4200,,,Point,106.915333,47.919333,Хөшөө,"ЧД 1 -р хороо, Жигжиджавын гудамжны зүүн талд, Хангарди ордны хойд талд"
4201,,,Point,106.914667,47.912528,Хөшөө,"СБД 1 -р хороо, Чингисийн өргөн чөлөөний баруун талд, Баянгол зочид буудлын хашаанд"
4202,,,Point,106.8545,47.826944,Хөшөө,"ХУД 4 -р хороо, Нүхтийн зам, хуучин Нүхтийн амралтын газрын хойд талд"
4203,,,Point,106.92925,47.918361,Хөшөө,"БЗД 6 -р хороо, Сэлбийн гүүрний баруун үзүүрийн хоёр талд"
4204,,,Point,106.915778,47.894,Хөшөө,Богдын гал тогоо байсан байшингаас зүүн урагш 100 м зайд
4205,,,Point,106.920333,47.917556,Хөшөө,Айраг цогцолборын 4 баримлын зүүн урд байрлалтай
4206,,,Point,106.917667,47.918833,Хөшөө,"СБД 1-р хороо, Улаанбаатар хотын төв талбай буюу Чингис хааны талбайн дунд"
4207,,,Point,106.921278,47.917833,Хөшөө,"Сүхбаатар дүүргийн 8-р хороо, Централ таурын зүүн урд цуцрлэгт"
4208,,,Point,106.999806,47.905111,Хөшөө,"БЗД 12-р хороо, Д.Сүхбаатарын төрсөн газарт гэрийн буйр."
4209,,,Point,106.921361,47.917528,Хөшөө,Их хүрээний суурьшсан газарт босгосон хөшөөний чанх урд 33 метрт
4210,,,Point,106.919833,47.917444,Хөшөө,Айраг цогцолборын 4 баримлын баруун урд байрлалтай
4211,,,Point,106.917,47.893806,Хөшөө,Богдын номын өргөө байсан байшингаас зүүн урагш 80 м орчим зайд
4212,,,Point,106.914583,47.894611,Хөшөө,Тус байшинг Богдын гал тогоо байсан
4213,,,Point,106.919694,47.917778,Хөшөө,Айраг цогцолборын 4 баримлын баруун хойд талд
4214,,,Point,106.920361,47.917778,Хөшөө,Айраг цогцолборын 4 баримлын зүүн хойд талд
4215,,,Point,106.914,47.894667,Хөшөө,
