id,object_no,object_name,geom_type,lon,lat,Давхаргын төрөл,Хаягийн бүс,Хаягийн бүсийн код
93398,14171,100 айл-2,Polygon,106.928145,47.934235,Бүсчлэлийн код /Зип код/,100 айл-2,14171
93399,14201,Бага тойруу-2,Polygon,106.916821,47.922893,Бүсчлэлийн код /Зип код/,Бага тойруу-2,14201
93400,14200,Бага тойруу-1,Polygon,106.920738,47.921716,Бүсчлэлийн код /Зип код/,Бага тойруу-1,14200
93401,14251,5-р хороолол-2,Polygon,106.911583,47.911999,Бүсчлэлийн код /Зип код/,5-р хороолол-2,14251
93402,12060,Байдлаг,Polygon,108.384727,47.799054,Бүсчлэлийн код /Зип код/,Байдлаг,12060
93403,14230,13-р хороолол 1-3,Polygon,106.927869,47.910467,Бүсчлэлийн код /Зип код/,13-р хороолол 1-3,14230
93404,14240,Соёл амралтын хүрээлэн-1,Polygon,106.918398,47.915186,Бүсчлэлийн код /Зип код/,Соёл амралтын хүрээлэн-1,14240
93405,14241,Соёл амралтын хүрээлэн-2,Polygon,106.919609,47.911108,Бүсчлэлийн код /Зип код/,Соёл амралтын хүрээлэн-2,14241
93407,14170,100 айл-1,Polygon,106.921695,47.943042,Бүсчлэлийн код /Зип код/,100 айл-1,14170
93408,14180,7-р хороолол-1,Polygon,106.921234,47.936063,Бүсчлэлийн код /Зип код/,7-р хороолол-1,14180
93409,14182,7-р хороолол-3,Polygon,106.910666,47.933908,Бүсчлэлийн код /Зип код/,7-р хороолол-3,14182
93410,14190,11-р хороолол-1,Polygon,106.929177,47.92645,Бүсчлэлийн код /Зип код/,11-р хороолол-1,14190
93411,14192,11-р хороолол-3,Polygon,106.923905,47.926207,Бүсчлэлийн код /Зип код/,11-р хороолол-3,14192
93412,14193,11-р хороолол-4,Polygon,106.919433,47.927604,Бүсчлэлийн код /Зип код/,11-р хороолол-4,14193
93413,14061,Дамбадаржаа-2,Polygon,106.969731,47.98264,Бүсчлэлийн код /Зип код/,Дамбадаржаа-2,14061
93414,17131,Морин-1,Polygon,106.721512,47.820606,Бүсчлэлийн код /Зип код/,Морин-1,17131
93415,17153,Ар хөндлөнгийн хэсэг,Polygon,106.781087,47.732845,Бүсчлэлийн код /Зип код/,Ар хөндлөнгийн хэсэг,17153
93417,12040,Хэрлэн,Polygon,108.389295,47.800283,Бүсчлэлийн код /Зип код/,Хэрлэн,12040
93418,17143,Био комбинат-2,Polygon,106.661781,47.824503,Бүсчлэлийн код /Зип код/,Био комбинат-2,17143
93419,18480,Нарийны хөндий,Polygon,106.525972,48.208096,Бүсчлэлийн код /Зип код/,Нарийны хөндий,18480
93420,14160,5 буудал,MultiPolygon,106.922813,47.949214,Бүсчлэлийн код /Зип код/,5 буудал,14160
93421,14151,Майхан толгой-1-2,Polygon,106.891853,48.100517,Бүсчлэлийн код /Зип код/,Майхан толгой-1-2,14151
93422,14150,Майхан толгой-1-1,Polygon,106.891754,48.090643,Бүсчлэлийн код /Зип код/,Майхан толгой-1-1,14150
93423,15080,Майхан толгой-2-1,Polygon,106.863105,48.096503,Бүсчлэлийн код /Зип код/,Майхан толгой-2-1,15080
93424,15081,Майхан толгой-2-2,Polygon,106.863355,48.108121,Бүсчлэлийн код /Зип код/,Майхан толгой-2-2,15081
93425,14093,Хандгайтын богино-4,Polygon,106.915147,48.097855,Бүсчлэлийн код /Зип код/,Хандгайтын богино-4,14093
93427,14100,Ар хустай-1,Polygon,106.937076,48.01491,Бүсчлэлийн код /Зип код/,Ар хустай-1,14100
93428,12020,Тогос уул,Polygon,108.398534,47.802659,Бүсчлэлийн код /Зип код/,Тогос уул,12020
93429,15010,Ар согоот-1,Polygon,106.927819,48.001623,Бүсчлэлийн код /Зип код/,Ар согоот-1,15010
93430,15011,Ар согоот-2,Polygon,106.912186,48.001842,Бүсчлэлийн код /Зип код/,Ар согоот-2,15011
93431,15021,Шадивлан-2,Polygon,106.907621,48.010632,Бүсчлэлийн код /Зип код/,Шадивлан-2,15021
93432,15022,Шадивлан-3,Polygon,106.901315,48.01943,Бүсчлэлийн код /Зип код/,Шадивлан-3,15022
93433,15023,Шадивлан-4,Polygon,106.882342,48.022084,Бүсчлэлийн код /Зип код/,Шадивлан-4,15023
93434,14053,Бэлх Даваатын ам,Polygon,106.983549,48.038375,Бүсчлэлийн код /Зип код/,Бэлх Даваатын ам,14053
93435,12030,Их гүн,Polygon,108.395908,47.793182,Бүсчлэлийн код /Зип код/,Их гүн,12030
93437,14101,Ар хустай-2,Polygon,106.930425,48.007752,Бүсчлэлийн код /Зип код/,Ар хустай-2,14101
93438,15020,Шадивлан-1,Polygon,106.922951,48.01382,Бүсчлэлийн код /Зип код/,Шадивлан-1,15020
93439,15041,Зуун мод-2-2,Polygon,106.913654,48.032341,Бүсчлэлийн код /Зип код/,Зуун мод-2-2,15041
93440,15040,Зуун мод-2-1,Polygon,106.915285,48.025692,Бүсчлэлийн код /Зип код/,Зуун мод-2-1,15040
93441,14010,Бэлх хадат-1,MultiPolygon,107.011588,48.039913,Бүсчлэлийн код /Зип код/,Бэлх хадат-1,14010
93442,14012,Бэлх Цуурайт,Polygon,107.012238,48.046579,Бүсчлэлийн код /Зип код/,Бэлх Цуурайт,14012
93443,14011,Бэлх хадат-2,Polygon,107.015734,48.045452,Бүсчлэлийн код /Зип код/,Бэлх хадат-2,14011
93444,14071,Сэлх-2,Polygon,106.961295,48.011963,Бүсчлэлийн код /Зип код/,Сэлх-2,14071
93445,14030,Цээнийн хэсэг,Polygon,106.983637,48.01872,Бүсчлэлийн код /Зип код/,Цээнийн хэсэг,14030
93447,14070,Сэлх-1,Polygon,106.972612,48.037897,Бүсчлэлийн код /Зип код/,Сэлх-1,14070
93448,14073,Сэлх-4,Polygon,106.958253,48.041625,Бүсчлэлийн код /Зип код/,Сэлх-4,14073
93449,17011,Стадион Оргил-2,Polygon,106.920007,47.901862,Бүсчлэлийн код /Зип код/,Стадион Оргил-2,17011
93450,14050,Бэлх-1,Polygon,107.007409,48.021398,Бүсчлэлийн код /Зип код/,Бэлх-1,14050
93451,14051,Бэлх-2,Polygon,106.996494,48.030078,Бүсчлэлийн код /Зип код/,Бэлх-2,14051
93452,14040,Цолмонгийн ам-1,Polygon,106.997759,48.006694,Бүсчлэлийн код /Зип код/,Цолмонгийн ам-1,14040
93453,14041,Цолмонгийн ам-2,Polygon,106.981773,48.010557,Бүсчлэлийн код /Зип код/,Цолмонгийн ам-2,14041
93454,14020,Сэлбэ-1,Polygon,107.014859,48.088365,Бүсчлэлийн код /Зип код/,Сэлбэ-1,14020
93455,14021,Сэлбэ-2,Polygon,106.992433,48.085809,Бүсчлэлийн код /Зип код/,Сэлбэ-2,14021
93457,14052,Бэлх Мааньтын ам,Polygon,106.986781,48.047785,Бүсчлэлийн код /Зип код/,Бэлх Мааньтын ам,14052
93458,15052,Яргайтын богино-2,Polygon,106.909071,48.038824,Бүсчлэлийн код /Зип код/,Яргайтын богино-2,15052
93459,15050,Яргайт-1,Polygon,106.891271,48.02708,Бүсчлэлийн код /Зип код/,Яргайт-1,15050
93460,15051,Яргайт-2,Polygon,106.881929,48.035775,Бүсчлэлийн код /Зип код/,Яргайт-2,15051
93461,15054,Яргайтын богино-3,Polygon,106.878381,48.046021,Бүсчлэлийн код /Зип код/,Яргайтын богино-3,15054
93462,15053,Яргайтын богино-1,Polygon,106.880248,48.04035,Бүсчлэлийн код /Зип код/,Яргайтын богино-1,15053
93463,14120,Хуурай мухар-1,Polygon,106.926101,48.08196,Бүсчлэлийн код /Зип код/,Хуурай мухар-1,14120
93464,14121,Хуурай мухар-2,Polygon,106.911847,48.077816,Бүсчлэлийн код /Зип код/,Хуурай мухар-2,14121
93465,14110,Баянбулаг-1,Polygon,106.91326,48.081485,Бүсчлэлийн код /Зип код/,Баянбулаг-1,14110
93466,14094,Хандгайтын богино-5,Polygon,106.9111,48.102642,Бүсчлэлийн код /Зип код/,Хандгайтын богино-5,14094
93468,14092,Хандгайт-3,Polygon,106.89334,48.109681,Бүсчлэлийн код /Зип код/,Хандгайт-3,14092
93469,14111,Баянбулаг-2,Polygon,106.919651,48.092831,Бүсчлэлийн код /Зип код/,Баянбулаг-2,14111
93470,15090,Гүнт-1,Polygon,106.867236,48.075497,Бүсчлэлийн код /Зип код/,Гүнт-1,15090
93471,15091,Гүнт-2,Polygon,106.866486,48.069091,Бүсчлэлийн код /Зип код/,Гүнт-2,15091
93472,14132,Гоодойн ам-3,Polygon,106.932103,48.037961,Бүсчлэлийн код /Зип код/,Гоодойн ам-3,14132
93473,14130,Гоодойн ам-1,Polygon,106.948883,48.051942,Бүсчлэлийн код /Зип код/,Гоодойн ам-1,14130
93474,14122,Хуурай мухар-3,Polygon,106.898813,48.062849,Бүсчлэлийн код /Зип код/,Хуурай мухар-3,14122
93475,14112,Баянбулаг-3,Polygon,106.896959,48.076693,Бүсчлэлийн код /Зип код/,Баянбулаг-3,14112
93476,12810,Өвөр шанд,Polygon,107.23974,47.782955,Бүсчлэлийн код /Зип код/,Өвөр шанд,12810
93477,14080,Шарга морьт-1,Polygon,106.914837,48.053053,Бүсчлэлийн код /Зип код/,Шарга морьт-1,14080
93479,14131,Гоодойн ам-2,Polygon,106.92703,48.048116,Бүсчлэлийн код /Зип код/,Гоодойн ам-2,14131
93480,14081,Шарга морьт-2,Polygon,106.932369,48.061767,Бүсчлэлийн код /Зип код/,Шарга морьт-2,14081
93481,14082,Шарга морьт-3,Polygon,106.910658,48.059941,Бүсчлэлийн код /Зип код/,Шарга морьт-3,14082
93482,14085,Шарга морьт-6,Polygon,106.959012,48.076706,Бүсчлэлийн код /Зип код/,Шарга морьт-6,14085
93483,14084,Шарга морьт-5,Polygon,106.947642,48.078261,Бүсчлэлийн код /Зип код/,Шарга морьт-5,14084
93484,14083,Шарга морьт-4,Polygon,106.95933,48.105127,Бүсчлэлийн код /Зип код/,Шарга морьт-4,14083
93485,12050,Бага гүн,Polygon,108.390133,47.790862,Бүсчлэлийн код /Зип код/,Бага гүн,12050
93486,14091,Хандгайт-2,Polygon,106.935235,48.113804,Бүсчлэлийн код /Зип код/,Хандгайт-2,14091
93487,14143,Санзай-4,Polygon,106.892197,48.120833,Бүсчлэлийн код /Зип код/,Санзай-4,14143
93488,14141,Санзай-2,Polygon,106.909482,48.127067,Бүсчлэлийн код /Зип код/,Санзай-2,14141
93490,14140,Санзай-1,Polygon,106.918851,48.162552,Бүсчлэлийн код /Зип код/,Санзай-1,14140
93491,15104,Жигжид-5,Polygon,106.870187,48.051163,Бүсчлэлийн код /Зип код/,Жигжид-5,15104
93492,15102,Жигжид-3,Polygon,106.896007,48.046766,Бүсчлэлийн код /Зип код/,Жигжид-3,15102
93493,12623,Шохойтын ам,Polygon,107.3119,47.667162,Бүсчлэлийн код /Зип код/,Шохойтын ам,12623
93494,15101,Жигжид-2,Polygon,106.894092,48.05393,Бүсчлэлийн код /Зип код/,Жигжид-2,15101
93495,15100,Жигжид-1,Polygon,106.899123,48.051168,Бүсчлэлийн код /Зип код/,Жигжид-1,15100
93496,14142,Санзай-3,Polygon,106.881005,48.141399,Бүсчлэлийн код /Зип код/,Санзай-3,14142
93497,13351,Дарь эх-3,Polygon,106.929943,47.945927,Бүсчлэлийн код /Зип код/,Дарь эх-3,13351
93498,13355,Ганц худгийн ам,Polygon,106.969141,47.967381,Бүсчлэлийн код /Зип код/,Ганц худгийн ам,13355
93499,13312,Олимп хороолол-2,Polygon,106.935923,47.902301,Бүсчлэлийн код /Зип код/,Олимп хороолол-2,13312
93501,13311,Олимп хороолол-1,Polygon,106.93546,47.905903,Бүсчлэлийн код /Зип код/,Олимп хороолол-1,13311
93502,14060,Дамбадаржаа-1,Polygon,106.952698,47.996767,Бүсчлэлийн код /Зип код/,Дамбадаржаа-1,14060
93503,14062,Дамбадаржаа-3 ,Polygon,106.928152,47.969715,Бүсчлэлийн код /Зип код/,Дамбадаржаа-3,14062
93504,15111,Хайлааст-2 ,Polygon,106.885903,47.966688,Бүсчлэлийн код /Зип код/,Хайлааст-2,15111
93505,18141,Наран-2,Polygon,106.817448,47.952748,Бүсчлэлийн код /Зип код/,Наран-2,18141
93506,13271,Амгалан-3,Polygon,106.972767,47.905681,Бүсчлэлийн код /Зип код/,Амгалан-3,13271
93507,17171,Туулын хэсэг,Polygon,106.570296,47.778861,Бүсчлэлийн код /Зип код/,Туулын хэсэг,17171
93508,17170,Шувуун фабрик-1,Polygon,106.620531,47.77062,Бүсчлэлийн код /Зип код/,Шувуун фабрик-1,17170
93509,17140,Био комбинат-1,Polygon,106.683075,47.820369,Бүсчлэлийн код /Зип код/,Био комбинат-1,17140
93511,18400,Эмээлт-1,Polygon,106.588273,47.895798,Бүсчлэлийн код /Зип код/,Эмээлт-1,18400
93512,18340,Баруун туруун-1,Polygon,106.638988,47.939831,Бүсчлэлийн код /Зип код/,Баруун туруун-1,18340
93513,18191,Баянголын ам-6,Polygon,106.729192,47.994811,Бүсчлэлийн код /Зип код/,Баянголын ам-6,18191
93514,18241,Тахилт-2,Polygon,106.688187,47.93777,Бүсчлэлийн код /Зип код/,Тахилт-2,18241
93515,18182,Баянголын ам-3,Polygon,106.714747,47.938915,Бүсчлэлийн код /Зип код/,Баянголын ам-3,18182
93516,18180,Баянголын ам-1,Polygon,106.741934,47.931263,Бүсчлэлийн код /Зип код/,Баянголын ам-1,18180
93517,18183,Баянголын ам-4,Polygon,106.707268,47.954675,Бүсчлэлийн код /Зип код/,Баянголын ам-4,18183
93518,18190,Баянголын ам-5,Polygon,106.727285,47.972417,Бүсчлэлийн код /Зип код/,Баянголын ам-5,18190
93519,12592,Баян давааны энгэр,Polygon,107.54436,47.834948,Бүсчлэлийн код /Зип код/,Баян давааны энгэр,12592
93520,18192,Баянголын ам-7,Polygon,106.700922,47.975669,Бүсчлэлийн код /Зип код/,Баянголын ам-7,18192
93522,18150,Толгойтын баруун салаа-1,Polygon,106.802447,48.0016,Бүсчлэлийн код /Зип код/,Толгойтын баруун салаа-1,18150
93523,18051,Толгойтын зүүн салаа-2 ,Polygon,106.808902,48.026599,Бүсчлэлийн код /Зип код/,Толгойтын зүүн салаа-2,18051
93524,17121,Буянт Ухаа  хороолол-2,Polygon,106.767895,47.843394,Бүсчлэлийн код /Зип код/,Буянт Ухаа  хороолол-2,17121
93525,17120,Буянт Ухаа  хороолол-1,Polygon,106.772625,47.868737,Бүсчлэлийн код /Зип код/,Буянт Ухаа  хороолол-1,17120
93526,17111,Яармаг-2 ,Polygon,106.795686,47.870565,Бүсчлэлийн код /Зип код/,Яармаг-2,17111
93527,17100,Арцатын ам,Polygon,106.856095,47.854317,Бүсчлэлийн код /Зип код/,Арцатын ам,17100
93528,17133,Морин-2,Polygon,106.760762,47.803724,Бүсчлэлийн код /Зип код/,Морин-2,17133
93529,17091,Жаргалантын ам,Polygon,106.82967,47.809738,Бүсчлэлийн код /Зип код/,Жаргалантын ам,17091
93530,15121,Дэнжийн мянга-2,Polygon,106.898912,47.934766,Бүсчлэлийн код /Зип код/,Дэнжийн мянга-2,15121
93532,13281,Шар хад-2,Polygon,107.009266,47.939138,Бүсчлэлийн код /Зип код/,Шар хад-2,13281
93533,12800,Бадрал,Polygon,107.242268,47.773709,Бүсчлэлийн код /Зип код/,Бадрал,12800
93534,12591,Өндөр улаан,Polygon,107.446639,47.829554,Бүсчлэлийн код /Зип код/,Өндөр улаан,12591
93535,12750,Уурхайчин,Polygon,107.255126,47.780907,Бүсчлэлийн код /Зип код/,Уурхайчин,12750
93536,12670,Баянзүрх,Polygon,107.266398,47.782041,Бүсчлэлийн код /Зип код/,Баянзүрх,12670
93537,12780,Цайзын хэсэг,Polygon,107.242384,47.801906,Бүсчлэлийн код /Зип код/,Цайзын хэсэг,12780
93538,12740,Цэргийн анги,Polygon,107.257997,47.80029,Бүсчлэлийн код /Зип код/,Цэргийн анги,12740
93539,12720,Энгэр шанд,Polygon,107.276348,47.797431,Бүсчлэлийн код /Зип код/,Энгэр шанд,12720
93540,12820,Нарлаг,Polygon,107.239165,47.766641,Бүсчлэлийн код /Зип код/,Нарлаг,12820
93541,12760,Тайж,Polygon,107.25864,47.764747,Бүсчлэлийн код /Зип код/,Тайж,12760
93543,12640,Нисэх,Polygon,107.274838,47.779146,Бүсчлэлийн код /Зип код/,Нисэх,12640
93544,12660,Алтай,Polygon,107.268117,47.772392,Бүсчлэлийн код /Зип код/,Алтай,12660
93545,12091,Наран хороолол-2,Polygon,108.361346,47.780865,Бүсчлэлийн код /Зип код/,Наран хороолол-2,12091
93546,12090,Наран хороолол-1,Polygon,108.377492,47.777176,Бүсчлэлийн код /Зип код/,Наран хороолол-1,12090
93547,12100,Залуус хэсэг,Polygon,108.378643,47.787656,Бүсчлэлийн код /Зип код/,Залуус хэсэг,12100
93548,12130,Сургалтын задгай,Polygon,108.370186,47.791394,Бүсчлэлийн код /Зип код/,Сургалтын задгай,12130
93549,12140,Хуцаа,Polygon,108.371043,47.799244,Бүсчлэлийн код /Зип код/,Хуцаа,12140
93550,12120,Жаргалант-БНД,Polygon,108.376022,47.796643,Бүсчлэлийн код /Зип код/,Жаргалант-БНД,12120
93551,12080,Рашаант,Polygon,108.380462,47.796966,Бүсчлэлийн код /Зип код/,Рашаант,12080
93553,12070,Нарийн,Polygon,108.384699,47.787953,Бүсчлэлийн код /Зип код/,Нарийн,12070
93554,12151,Үйлдвэрийн хэсэг-3,Polygon,108.344596,47.765136,Бүсчлэлийн код /Зип код/,Үйлдвэрийн хэсэг-3,12151
93555,12110,Хилчин,Polygon,108.382988,47.76289,Бүсчлэлийн код /Зип код/,Хилчин,12110
93556,12170,Үйлдвэрийн хэсэг-1,Polygon,108.371202,47.714711,Бүсчлэлийн код /Зип код/,Үйлдвэрийн хэсэг-1,12170
93557,12160,Замчин-БНД,Polygon,108.380796,47.751639,Бүсчлэлийн код /Зип код/,Замчин-БНД,12160
93558,12003,Нарийн нуур,Polygon,108.413885,47.758546,Бүсчлэлийн код /Зип код/,Нарийн нуур,12003
93559,12004,Нугын тал,Polygon,108.408606,47.75077,Бүсчлэлийн код /Зип код/,Нугын тал,12004
93560,12010,Талын толгой,Polygon,108.408655,47.724162,Бүсчлэлийн код /Зип код/,Талын толгой,12010
93561,12002,Улаан эрэг,Polygon,108.4738,47.776968,Бүсчлэлийн код /Зип код/,Улаан эрэг,12002
93563,12007,Хэрлэн голын хөвөө-2,Polygon,108.47524,47.726143,Бүсчлэлийн код /Зип код/,Хэрлэн голын хөвөө-2,12007
93564,12200,Улаан ухаа,Polygon,108.279287,47.757084,Бүсчлэлийн код /Зип код/,Улаан ухаа,12200
93565,12210,Нуур хороолол,Polygon,108.248205,47.714982,Бүсчлэлийн код /Зип код/,Нуур хороолол,12210
93566,15030,Чингэлтэй-3 ,Polygon,106.924641,47.98592,Бүсчлэлийн код /Зип код/,Чингэлтэй-3,15030
93567,15032,Чингэлтэй-2,Polygon,106.885381,47.98557,Бүсчлэлийн код /Зип код/,Чингэлтэй-2,15032
93568,18011,Баянхошуу-2,Polygon,106.823505,47.976709,Бүсчлэлийн код /Зип код/,Баянхошуу-2,18011
93569,12150,Үйлдвэрийн хэсэг-2,Polygon,108.36273,47.753382,Бүсчлэлийн код /Зип код/,Үйлдвэрийн хэсэг-2,12150
93570,12611,Их ам,Polygon,107.314533,47.801048,Бүсчлэлийн код /Зип код/,Их ам,12611
93571,14072,Сэлх-3,Polygon,106.955218,48.026721,Бүсчлэлийн код /Зип код/,Сэлх-3,14072
93573,12690,Туул-НД,Polygon,107.264653,47.770257,Бүсчлэлийн код /Зип код/,Туул-НД,12690
93574,12700,Дэнж,Polygon,107.265399,47.767117,Бүсчлэлийн код /Зип код/,Дэнж,12700
93575,12680,Замчин-НД,Polygon,107.264612,47.761606,Бүсчлэлийн код /Зип код/,Замчин-НД,12680
93576,12630,Наран-НД,Polygon,107.27994,47.763205,Бүсчлэлийн код /Зип код/,Наран-НД,12630
93577,12650,Өлгий,Polygon,107.275947,47.768753,Бүсчлэлийн код /Зип код/,Өлгий,12650
93578,12610,Бүс нуур,Polygon,107.297147,47.770781,Бүсчлэлийн код /Зип код/,Бүс нуур,12610
93579,12613,Уурхай,Polygon,107.3251,47.741641,Бүсчлэлийн код /Зип код/,Уурхай,12613
93580,12616,Налайхын тал,Polygon,107.393177,47.707074,Бүсчлэлийн код /Зип код/,Налайхын тал,12616
93581,12621,Хөндлөнгийн ам-НД,Polygon,107.366034,47.665201,Бүсчлэлийн код /Зип код/,Хөндлөнгийн ам-НД,12621
93582,12620,Баржингийн ам,Polygon,107.380783,47.663346,Бүсчлэлийн код /Зип код/,Баржингийн ам,12620
93584,12619,Хар чулуутын ам,Polygon,107.403724,47.662293,Бүсчлэлийн код /Зип код/,Хар чулуутын ам,12619
93585,12618,Буурлын даваа,Polygon,107.433018,47.667655,Бүсчлэлийн код /Зип код/,Буурлын даваа,12618
93586,12617,Их бага модны ам,Polygon,107.45608,47.667794,Бүсчлэлийн код /Зип код/,Их бага модны ам,12617
93587,12615,Дархан ноёны хөндий,Polygon,107.419215,47.746385,Бүсчлэлийн код /Зип код/,Дархан ноёны хөндий,12615
93588,12601,Шивээт ухаа,Polygon,107.461146,47.763312,Бүсчлэлийн код /Зип код/,Шивээт ухаа,12601
93589,12597,Цагаан овоо,Polygon,107.510442,47.753161,Бүсчлэлийн код /Зип код/,Цагаан овоо,12597
93590,12599,Элстэй,Polygon,107.476962,47.78198,Бүсчлэлийн код /Зип код/,Элстэй,12599
93591,12596,100 мод,Polygon,107.524408,47.790392,Бүсчлэлийн код /Зип код/,100 мод,12596
93592,12593,Цонжин болдог,Polygon,107.540195,47.81247,Бүсчлэлийн код /Зип код/,Цонжин болдог,12593
93593,12594,Тулгат гацаа,Polygon,107.515544,47.824651,Бүсчлэлийн код /Зип код/,Тулгат гацаа,12594
93595,12600,Уу булан,Polygon,107.469463,47.811673,Бүсчлэлийн код /Зип код/,Уу булан,12600
93596,12603,Гялаан мөс,Polygon,107.425938,47.797138,Бүсчлэлийн код /Зип код/,Гялаан мөс,12603
93597,12604,Сайханы саравч,Polygon,107.395275,47.830359,Бүсчлэлийн код /Зип код/,Сайханы саравч,12604
93598,12609,Дэл уул,Polygon,107.376118,47.798646,Бүсчлэлийн код /Зип код/,Дэл уул,12609
93599,12608,Нисэх хотхон,Polygon,107.400711,47.777381,Бүсчлэлийн код /Зип код/,Нисэх хотхон,12608
93600,12612,Гандан уул,Polygon,107.345479,47.770358,Бүсчлэлийн код /Зип код/,Гандан уул,12612
93601,12598,Ёлын ам,Polygon,107.506443,47.84336,Бүсчлэлийн код /Зип код/,Ёлын ам,12598
93602,12595,Агуйт,Polygon,107.514356,47.809798,Бүсчлэлийн код /Зип код/,Агуйт,12595
93603,12602,Гандан ам,Polygon,107.403529,47.791261,Бүсчлэлийн код /Зип код/,Гандан ам,12602
93605,12614,Баян,Polygon,107.265099,47.716016,Бүсчлэлийн код /Зип код/,Баян,12614
93606,12770,Горхи эрээний ам,Polygon,107.432763,47.857679,Бүсчлэлийн код /Зип код/,Горхи эрээний ам,12770
93607,12605,Хөх давааны энгэр,Polygon,107.34802,47.844018,Бүсчлэлийн код /Зип код/,Хөх давааны энгэр,12605
93608,12710,Тэрэлж,Polygon,107.450507,47.961715,Бүсчлэлийн код /Зип код/,Тэрэлж,12710
93609,12712,Шилжрээ,Polygon,107.414643,47.972146,Бүсчлэлийн код /Зип код/,Шилжрээ,12712
93610,12739,Антын ам,Polygon,107.432924,47.911929,Бүсчлэлийн код /Зип код/,Антын ам,12739
93611,12724,Өгөөмөрийн ам,Polygon,107.465779,47.891304,Бүсчлэлийн код /Зип код/,Өгөөмөрийн ам,12724
93612,12728,Онгоцотын ам,Polygon,107.421271,47.890666,Бүсчлэлийн код /Зип код/,Онгоцотын ам,12728
93613,12771,Горхийн баруун салаа,Polygon,107.388118,47.884922,Бүсчлэлийн код /Зип код/,Горхийн баруун салаа,12771
93615,12735,Суурьшилгүй бүс,Polygon,107.536022,47.911287,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,12735
93616,12320,Аеродромын хэсэг,Polygon,107.456263,47.368775,Бүсчлэлийн код /Зип код/,Аеродромын хэсэг,12320
93617,12330,Өндөр толгой,Polygon,107.450337,47.346132,Бүсчлэлийн код /Зип код/,Өндөр толгой,12330
93618,12360,Үнэгтэй,Polygon,107.419085,47.345571,Бүсчлэлийн код /Зип код/,Үнэгтэй,12360
93619,12350,Алтгана,Polygon,107.426696,47.353561,Бүсчлэлийн код /Зип код/,Алтгана,12350
93620,12340,Үйлдвэрийн хэсэг,Polygon,107.472165,47.328539,Бүсчлэлийн код /Зип код/,Үйлдвэрийн хэсэг,12340
93621,12310,Өртөөний хэсэг,Polygon,107.489591,47.350755,Бүсчлэлийн код /Зип код/,Өртөөний хэсэг,12310
93622,12314,Замчин-БХД,Polygon,107.487455,47.356128,Бүсчлэлийн код /Зип код/,Замчин-БХД,12314
93623,12313,Цайдам,Polygon,107.485429,47.358379,Бүсчлэлийн код /Зип код/,Цайдам,12313
93624,12311,Бор үзүүр,Polygon,107.487473,47.36557,Бүсчлэлийн код /Зип код/,Бор үзүүр,12311
93626,12312,Нуур,Polygon,107.497609,47.353442,Бүсчлэлийн код /Зип код/,Нуур,12312
93627,17102,Дарга толгойн хэсэг,Polygon,106.810186,47.833585,Бүсчлэлийн код /Зип код/,Дарга толгойн хэсэг,17102
93628,17142,Эрдэнэтолгой,Polygon,106.648688,47.797566,Бүсчлэлийн код /Зип код/,Эрдэнэтолгой,17142
93629,17141,Дарцагт,Polygon,106.664465,47.824907,Бүсчлэлийн код /Зип код/,Дарцагт,17141
93630,17051,Чандмань,Polygon,106.877288,47.877893,Бүсчлэлийн код /Зип код/,Чандмань,17050
93631,18212,Бороочийн ам,Polygon,106.760786,48.168725,Бүсчлэлийн код /Зип код/,Бороочийн ам,18212
93632,18218,Суурьшилгүй бүс,Polygon,106.664925,48.200554,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,18218
93633,18210,Цагаанчулуутын ам,Polygon,106.714239,48.150713,Бүсчлэлийн код /Зип код/,Цагаанчулуутын ам,18210
93634,18311,Соёондын ам,Polygon,106.605247,47.993292,Бүсчлэлийн код /Зип код/,Соёондын ам,18311
93636,18271,Авто худалдааны цогцолбор,Polygon,106.700388,47.884562,Бүсчлэлийн код /Зип код/,Авто худалдааны цогцолбор,18271
93637,18490,Дааган толгой,Polygon,106.521667,48.041974,Бүсчлэлийн код /Зип код/,Дааган толгой,18490
93638,13100,Туул-БЗД,Polygon,107.171709,47.931566,Бүсчлэлийн код /Зип код/,Туул-БЗД,13100
93639,13013,Бага хуандай,Polygon,107.237897,47.917252,Бүсчлэлийн код /Зип код/,Бага хуандай,13013
93640,14090,Хандгайт-1,Polygon,106.944813,48.140336,Бүсчлэлийн код /Зип код/,Хандгайт-1,14090
93641,15024,Шадивлан-5,Polygon,106.893019,48.011172,Бүсчлэлийн код /Зип код/,Шадивлан-5,15024
93642,13220,Чулуут,Polygon,107.079757,47.855407,Бүсчлэлийн код /Зип код/,Чулуут,13220
93643,18215,Халзангийн ам,Polygon,106.793766,48.173846,Бүсчлэлийн код /Зип код/,Халзангийн ам,18215
93644,18370,Саалийн ам,Polygon,106.579386,48.117694,Бүсчлэлийн код /Зип код/,Саалийн ам,18370
93646,18361,Жаргалант тосгон,Polygon,106.632485,48.122903,Бүсчлэлийн код /Зип код/,Жаргалант тосгон,18361
93647,18052,Суурьшилгүй бүс,Polygon,106.80353,48.068698,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,18052
93648,12305,Суурьшилгүй бүс,Polygon,107.405949,47.37084,Бүсчлэлийн код /Зип код/,Суурьшилгүй бүс,12305
