Насны бүлэг,Бүс,Хүйс,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992
55-59,Дундговь,Нийт,1364,1786,1342,1714,1747,1144,2004,1738,1651,1570,1382,1388,1141,692,718,942,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Дундговь,Эрэгтэй,690,1173,952,846,1050,700,999,925,1088,782,861,955,608,347,493,642,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Дундговь,Эмэгтэй,674,613,390,869,696,445,1005,813,563,788,521,433,533,345,225,300,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Өмнөговь,Нийт,2019,1361,1990,2771,1607,2496,1324,1655,1555,1584,946,998,415,1288,800,778,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Өмнөговь,Эрэгтэй,941,790,881,1712,831,1553,938,1011,793,1168,595,453,297,789,432,519,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Өмнөговь,Эмэгтэй,1077,571,1108,1059,776,943,386,644,762,416,351,545,118,499,368,259,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Сэлэнгэ,Нийт,2611,1995,2367,2213,3480,2834,3029,2345,1964,1620,1654,1771,1322,2169,1385,1249,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Сэлэнгэ,Эрэгтэй,1945,1306,887,1460,1800,1780,1858,1589,1121,1438,903,1220,721,1297,765,638,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Сэлэнгэ,Эмэгтэй,666,689,1480,754,1680,1054,1171,756,843,182,751,551,601,872,620,611,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Төв,Нийт,2629,6723,2369,3593,3967,4101,5158,4688,3823,2660,3061,2935,2506,1397,1960,1573,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Төв,Эрэгтэй,1634,4097,1388,2135,2262,2237,2302,2537,2232,1516,1672,1406,1446,1058,1248,686,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Төв,Эмэгтэй,995,2625,981,1458,1706,1864,2856,2151,1591,1144,1389,1529,1060,339,712,887,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Зүүн бүс,Нийт,7822,6398,5714,3992,6530,5075,5464,5218,4737,4497,3538,4300,4030,2633,3488,2144,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Зүүн бүс,Эрэгтэй,4697,3793,3025,2364,4405,2978,3146,3561,3053,2851,2290,2512,1996,1625,1919,1469,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Зүүн бүс,Эмэгтэй,3125,2605,2689,1629,2124,2096,2318,1657,1684,1646,1248,1788,2034,1008,1569,675,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Дорнод,Нийт,2238,2042,2611,599,2166,1447,1621,1443,1443,1074,654,1703,989,953,1196,949,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Дорнод,Эрэгтэй,1477,1678,1385,358,1394,761,1159,1117,1004,722,459,1059,687,535,711,637,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Дорнод,Эмэгтэй,761,364,1226,241,772,686,462,326,439,352,195,644,302,418,485,312,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Сүхбаатар,Нийт,2518,1812,1488,1255,1491,1582,2192,1722,1813,1267,1508,1188,1299,915,1457,528,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Сүхбаатар,Эрэгтэй,1383,1052,902,706,1155,991,1092,1089,1190,763,912,667,559,598,790,419,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Сүхбаатар,Эмэгтэй,1135,760,586,549,335,591,1100,633,623,504,596,521,740,317,667,109,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Хэнтий,Нийт,3065,2544,1614,2139,2873,2046,1651,2053,1481,2156,1376,1409,1742,765,835,667,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Хэнтий,Эрэгтэй,1837,1063,738,1300,1856,1226,895,1355,859,1366,919,786,750,492,418,413,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Хэнтий,Эмэгтэй,1228,1481,877,839,1017,819,756,698,622,790,457,623,992,273,417,254,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Улаанбаатар,Нийт,34822,31583,29934,25824,22262,19789,24454,19722,21218,18563,15666,17370,12483,11157,11279,9506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Улаанбаатар,Эрэгтэй,21238,17917,18778,14522,10929,11919,15700,12103,13340,11765,9993,9311,7657,7436,7314,6876,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Улаанбаатар,Эмэгтэй,13583,13665,11156,11303,11333,7871,8754,7619,7878,6798,5673,8059,4826,3721,3965,2630,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Хан-Уул,Нийт,5989,4527,3556,2122,2535,4197,2679,1568,1994,1550,1735,1603,1215,1136,812,791,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Хан-Уул,Эрэгтэй,3314,2647,2084,922,780,2599,1394,811,1011,818,1122,1062,749,687,624,540,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Хан-Уул,Эмэгтэй,2675,1879,1472,1200,1755,1598,1285,757,983,732,613,541,466,449,188,251,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Багануур Багахангай,Нийт,257,484,483,336,512,892,545,401,585,583,477,373,287,380,163,439,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Багануур Багахангай,Эрэгтэй,213,464,379,213,101,892,387,172,337,454,416,216,230,158,106,213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Багануур Багахангай,Эмэгтэй,44,20,105,123,411,0,158,229,248,129,61,157,57,222,57,226,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Баянзүрх,Нийт,5650,10622,8198,6405,8455,3330,5556,4627,6042,3976,3437,4285,2595,2909,3228,1652,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Баянзүрх,Эрэгтэй,3670,6044,5615,3925,4731,1020,3794,2656,3577,2973,1543,1991,1608,2027,1982,1267,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Баянзүрх,Эмэгтэй,1979,4578,2582,2480,3723,2309,1762,1971,2465,1003,1894,2294,987,882,1246,385,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Налайх,Нийт,959,538,253,557,784,831,863,623,350,1000,518,187,293,209,177,417,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Налайх,Эрэгтэй,621,211,136,471,466,514,583,480,180,621,335,142,238,98,53,271,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Налайх,Эмэгтэй,338,327,118,86,318,317,280,143,170,379,183,45,55,111,124,146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Баянгол,Нийт,4613,3461,4794,3082,1142,4204,4075,3275,3328,3685,2831,2745,1943,1766,1547,1242,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Баянгол,Эрэгтэй,1905,2102,2818,1300,168,2654,2387,2002,2035,1893,2178,1249,1089,1181,1029,859,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Баянгол,Эмэгтэй,2708,1358,1976,1782,974,1550,1688,1273,1293,1792,653,1496,854,585,518,383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59, Сүхбаатар,Нийт,4044,3222,1514,3189,2551,1612,3811,3272,1986,1979,2383,2307,1941,1973,1250,1226,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59, Сүхбаатар,Эрэгтэй,2041,1775,1064,2100,1119,1123,2333,2058,1096,1321,1304,1185,1347,1274,666,854,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59, Сүхбаатар,Эмэгтэй,2003,1447,450,1089,1432,489,1478,1214,890,658,1079,1122,594,699,584,372,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Чингэлтэй,Нийт,4648,2558,4396,3562,3198,1767,2271,1802,2176,2752,1570,2591,1810,738,1118,1096,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Чингэлтэй,Эрэгтэй,2550,1276,2597,1705,1328,1655,1602,1238,1546,1803,1057,1381,1033,501,813,886,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Чингэлтэй,Эмэгтэй,2098,1282,1799,1857,1870,112,669,564,630,949,513,1210,777,237,305,210,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Сонгинохайрхан,Нийт,8661,6171,6739,6572,3086,2957,4654,4154,4757,3038,2715,3279,2399,2046,2984,2643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Сонгинохайрхан,Эрэгтэй,6924,3397,4085,3886,2235,1462,3220,2686,3558,1882,2038,2085,1363,1510,2041,1986,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
55-59,Сонгинохайрхан,Эмэгтэй,1738,2773,2654,2686,850,1495,1434,1468,1199,1156,677,1194,1036,536,943,657,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Улсын дүн,Нийт,37357,33385,33263,25555,24617,26195,21607,24048,19836,16506,12775,15331,15447,14540,13431,14489,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Улсын дүн,Эрэгтэй,20437,15906,16014,12262,13652,12890,10876,12221,10984,8470,7826,8666,9382,8414,8121,7424,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Улсын дүн,Эмэгтэй,16920,17479,17249,13293,10965,13305,10731,11827,8852,8036,4949,6665,6065,6126,5310,7065,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баруун бүс,Нийт,4823,5482,5170,4638,3150,3367,3966,4393,2246,2304,2330,2758,2973,2860,2493,3103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баруун бүс,Эрэгтэй,2990,2353,2895,1991,918,2070,2038,2359,1149,1248,1300,1595,1770,1797,1135,1568,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баруун бүс,Эмэгтэй,1833,3128,2276,2647,2233,1297,1928,2034,1097,1056,1030,1163,1203,1063,1358,1535,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баян-Өлгий,Нийт,718,859,777,519,311,436,1211,987,268,304,80,85,1071,555,527,617,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баян-Өлгий,Эрэгтэй,427,481,442,321,35,301,519,625,268,199,42,85,688,411,329,193,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баян-Өлгий,Эмэгтэй,291,378,335,197,276,135,692,362,0,105,38,0,383,144,198,424,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Говь-Алтай,Нийт,517,725,646,420,513,564,980,1092,621,500,805,366,328,352,449,921,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Говь-Алтай,Эрэгтэй,300,224,74,284,161,254,601,572,386,245,398,219,163,190,107,384,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Говь-Алтай,Эмэгтэй,217,501,572,136,351,310,379,520,235,255,407,147,165,162,342,537,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Завхан,Нийт,1817,1533,1664,1505,808,1187,779,971,492,560,594,681,502,406,537,491,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Завхан,Эрэгтэй,1337,506,896,687,296,735,369,436,208,233,324,420,317,264,320,306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Завхан,Эмэгтэй,480,1027,768,818,512,452,410,535,284,327,270,261,185,142,217,185,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Увс,Нийт,932,763,1182,1490,424,445,383,728,424,604,372,839,626,712,410,593,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Увс,Эрэгтэй,452,243,645,442,239,244,194,418,185,430,250,418,413,384,205,287,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Увс,Эмэгтэй,480,520,537,1048,185,201,189,310,239,174,122,421,213,328,205,306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Ховд,Нийт,839,1602,901,704,1095,735,613,615,441,336,479,787,446,835,570,481,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Ховд,Эрэгтэй,474,898,838,257,185,536,355,308,102,141,286,453,189,548,174,398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Ховд,Эмэгтэй,365,703,63,447,909,200,258,307,339,195,193,334,257,287,396,83,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хангайн бүс,Нийт,8776,10028,7769,5557,7379,6064,5424,4746,5253,5644,3032,3929,4397,3675,3210,3417,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хангайн бүс,Эрэгтэй,4721,4898,3701,2173,4543,3556,2548,2586,2940,2820,1881,2452,2815,1840,1989,1659,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хангайн бүс,Эмэгтэй,4056,5130,4069,3385,2836,2508,2876,2160,2313,2824,1151,1477,1582,1835,1221,1758,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Архангай,Нийт,2651,1269,1385,703,1022,2270,1215,1000,1137,1351,1006,598,899,720,792,457,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Архангай,Эрэгтэй,1512,719,781,302,297,1436,770,642,914,796,613,325,776,440,501,233,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Архангай,Эмэгтэй,1139,550,604,401,725,834,445,358,223,555,393,273,123,280,291,224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баянхонгор,Нийт,1203,1136,884,623,509,626,183,303,512,518,219,496,724,210,431,518,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баянхонгор,Эрэгтэй,539,546,388,249,141,281,122,177,357,292,57,332,330,56,235,415,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баянхонгор,Эмэгтэй,664,591,496,373,368,345,61,126,155,226,162,164,394,154,196,103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Булган,Нийт,809,1221,682,966,543,730,833,876,828,713,454,432,903,917,605,319,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Булган,Эрэгтэй,398,660,446,562,343,431,493,434,440,338,374,240,625,626,447,220,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Булган,Эмэгтэй,412,561,237,404,200,299,340,442,388,375,80,192,278,291,158,99,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Орхон,Нийт,125,529,250,856,363,602,376,193,0,534,347,0,237,368,187,594,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Орхон,Эрэгтэй,54,505,92,161,287,290,126,0,0,215,290,0,123,102,127,406,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Орхон,Эмэгтэй,71,23,158,695,77,312,250,193,0,319,57,0,114,266,60,188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Өвөрхангай,Нийт,2583,1938,2118,1052,1641,755,1561,1233,1511,1431,686,1522,1036,634,603,1188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Өвөрхангай,Эрэгтэй,1323,926,492,430,951,500,724,543,727,676,472,983,669,280,264,272,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Өвөрхангай,Эмэгтэй,1260,1012,1626,622,690,255,837,690,784,755,214,539,367,354,339,916,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хөвсгөл,Нийт,1405,3935,2450,1358,3302,1080,1256,1141,1265,1097,320,881,598,826,592,341,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хөвсгөл,Эрэгтэй,894,1541,1501,469,2525,618,313,790,502,503,75,572,292,336,415,113,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хөвсгөл,Эмэгтэй,511,2393,949,889,776,463,943,351,763,594,245,309,306,490,177,228,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Төвийн бүс,Нийт,4472,5098,6119,6622,5416,6262,5807,6911,5999,3250,2501,4581,3737,3648,3745,4803,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Төвийн бүс,Эрэгтэй,2092,2498,2966,2567,2733,3197,3164,3306,2987,1756,1649,2316,2041,2068,2400,2467,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Төвийн бүс,Эмэгтэй,2379,2600,3152,4055,2683,3065,2643,3605,3012,1494,852,2265,1696,1580,1345,2336,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Говьсүмбэр,Нийт,217,0,86,250,90,432,51,114,87,0,0,0,0,42,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Говьсүмбэр,Эрэгтэй,160,0,86,152,32,251,51,69,43,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Говьсүмбэр,Эмэгтэй,58,0,0,98,58,181,0,45,44,0,0,0,0,42,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дархан-Уул,Нийт,580,739,298,207,307,558,78,1282,1012,138,361,685,406,364,408,254,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дархан-Уул,Эрэгтэй,156,202,210,20,139,147,78,629,535,138,181,447,172,242,285,254,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дархан-Уул,Эмэгтэй,424,537,88,187,169,411,0,653,477,0,180,238,234,122,123,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дорноговь,Нийт,655,597,893,1414,707,759,484,948,697,485,320,575,284,295,270,714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дорноговь,Эрэгтэй,312,334,758,454,270,223,139,321,293,221,84,253,228,246,111,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дорноговь,Эмэгтэй,344,264,135,960,437,537,345,627,404,264,236,322,56,49,159,714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дундговь,Нийт,949,514,1331,839,1516,1133,1117,664,786,610,491,302,525,266,554,530,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дундговь,Эрэгтэй,399,279,550,293,682,675,595,371,379,312,355,192,166,185,442,313,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дундговь,Эмэгтэй,550,235,781,547,834,458,522,293,407,298,136,110,359,81,112,217,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Өмнөговь,Нийт,656,397,1421,1267,995,480,849,667,363,265,433,217,438,213,124,641,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Өмнөговь,Эрэгтэй,440,305,355,288,565,230,353,287,231,94,257,178,175,30,124,385,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Өмнөговь,Эмэгтэй,216,91,1066,979,429,250,496,380,132,171,176,39,263,183,0,256,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Сэлэнгэ,Нийт,688,737,869,286,297,591,932,862,765,331,127,744,846,1546,1134,1383,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Сэлэнгэ,Эрэгтэй,341,348,408,175,216,504,506,478,414,219,127,255,661,874,700,877,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Сэлэнгэ,Эмэгтэй,348,389,461,111,81,87,426,384,351,112,0,489,185,672,434,506,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Төв,Нийт,725,2114,1221,2359,1504,2309,2296,2374,2289,1421,769,2058,1238,922,1255,1281,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Төв,Эрэгтэй,285,1030,599,1185,829,1168,1442,1151,1092,772,645,991,639,491,738,638,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Төв,Эмэгтэй,441,1084,622,1174,675,1141,854,1223,1197,649,124,1067,599,431,517,643,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Зүүн бүс,Нийт,2446,2625,2698,2174,1741,3075,1784,2043,1666,1810,1089,1236,1651,1418,788,986,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Зүүн бүс,Эрэгтэй,1416,1314,928,1272,1116,1555,748,1160,1001,986,655,693,862,948,493,505,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Зүүн бүс,Эмэгтэй,1030,1311,1770,902,625,1520,1036,883,665,824,434,543,789,470,295,481,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дорнод,Нийт,994,755,1229,262,196,871,720,399,537,522,264,546,616,461,57,442,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дорнод,Эрэгтэй,619,282,297,189,67,449,359,223,411,311,264,239,368,195,57,218,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Дорнод,Эмэгтэй,375,473,932,73,129,422,361,176,126,211,0,307,248,266,0,224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Сүхбаатар,Нийт,1000,1012,615,744,670,996,573,546,449,516,414,458,423,523,320,390,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Сүхбаатар,Эрэгтэй,545,703,293,603,570,481,202,334,202,232,186,269,217,319,163,287,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Сүхбаатар,Эмэгтэй,455,309,322,142,100,515,371,212,247,284,228,189,206,204,157,103,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хэнтий,Нийт,452,858,854,1167,875,1209,491,1098,680,772,411,232,612,434,411,154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хэнтий,Эрэгтэй,252,329,337,480,478,626,187,603,388,443,205,185,277,434,273,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хэнтий,Эмэгтэй,200,529,517,687,397,583,304,495,292,329,206,47,335,0,138,154,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Улаанбаатар,Нийт,16840,10152,11507,6563,6931,7427,4626,5955,4672,3498,3823,2827,2689,2939,3195,2180,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Улаанбаатар,Эрэгтэй,9218,4843,5525,4259,4344,2512,2378,2810,2907,1660,2341,1610,1894,1761,2104,1225,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Улаанбаатар,Эмэгтэй,7622,5309,5982,2304,2587,4915,2248,3145,1765,1838,1482,1217,795,1178,1091,955,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хан-Уул,Нийт,2139,1828,1243,565,1101,1093,760,233,611,357,495,587,198,128,141,251,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хан-Уул,Эрэгтэй,1411,570,791,287,1101,0,469,75,396,176,443,252,140,128,141,251,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Хан-Уул,Эмэгтэй,728,1258,453,278,0,1093,291,158,215,181,52,335,58,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Багануур Багахангай,Нийт,33,29,159,103,505,194,35,35,140,128,34,65,57,52,108,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Багануур Багахангай,Эрэгтэй,12,0,0,103,505,194,35,35,70,65,0,35,57,52,55,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Багануур Багахангай,Эмэгтэй,22,29,159,0,0,0,0,0,70,63,34,30,0,0,53,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баянзүрх,Нийт,3870,3428,4646,3247,1306,803,730,3318,1428,496,1265,142,890,1447,665,498,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баянзүрх,Эрэгтэй,2474,1918,2428,1907,1306,136,473,1123,797,496,770,142,465,819,499,207,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баянзүрх,Эмэгтэй,1397,1509,2218,1340,0,667,257,2195,631,0,495,0,425,628,166,291,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Налайх,Нийт,1116,232,0,196,0,0,343,108,204,174,32,45,0,57,121,438,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Налайх,Эрэгтэй,438,214,0,196,0,0,76,71,88,36,32,45,0,57,66,292,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Налайх,Эмэгтэй,678,17,0,0,0,0,267,37,116,138,0,0,0,0,55,146,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баянгол,Нийт,2909,1027,76,751,1581,1136,821,591,496,593,560,560,520,413,209,261,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баянгол,Эрэгтэй,1894,477,76,751,277,758,326,365,496,195,314,188,364,237,154,179,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Баянгол,Эмэгтэй,1015,549,0,0,1304,378,495,226,0,398,246,372,156,176,55,82,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64, Сүхбаатар,Нийт,2420,1356,346,659,643,653,717,418,587,432,491,192,211,377,997,124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64, Сүхбаатар,Эрэгтэй,905,427,0,659,460,215,450,418,443,199,278,127,155,254,677,124,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64, Сүхбаатар,Эмэгтэй,1515,929,346,0,182,438,267,0,144,233,213,65,56,123,320,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Чингэлтэй,Нийт,1069,727,1688,801,663,1594,454,442,702,418,367,111,186,86,235,83,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
60-64,Чингэлтэй,Эрэгтэй,607,434,858,115,555,338,229,237,330,74,82,111,131,39,84,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
