Насны бүлэг,Бүс,Хүйс,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992
30-34,Архангай,Эмэгтэй,1307,3638,3564,3888,2085,2874,2964,3061,3838,2615,2899,2361,3374,3329,2835,3262,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Баянхонгор,Нийт,6271,7346,6191,7279,6749,8344,6977,6558,6759,7222,5484,5575,5644,4938,5260,6188,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Баянхонгор,Эрэгтэй,3422,3592,3762,2529,3475,3406,3890,3522,3511,3319,2592,2707,2663,2341,2575,3133,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Баянхонгор,Эмэгтэй,2849,3754,2429,4750,3275,4938,3087,3036,3248,3903,2892,2868,2981,2597,2685,3055,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Булган,Нийт,1946,2956,5449,3582,4057,4709,3254,3923,4600,4438,3528,3824,4480,3457,4106,3600,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Булган,Эрэгтэй,946,1681,2368,1850,2241,1608,1737,2236,2588,2102,1930,1813,2541,1803,2133,2008,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Булган,Эмэгтэй,1000,1276,3081,1732,1815,3101,1517,1687,2012,2336,1598,2011,1939,1654,1973,1592,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Орхон,Нийт,6107,8045,8188,6615,6979,6270,6531,7350,7201,5982,4788,5825,5323,4756,4184,5852,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Орхон,Эрэгтэй,3419,5286,4991,2966,4580,2917,3834,4468,4069,3241,2430,3172,2848,2350,2062,2714,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Орхон,Эмэгтэй,2689,2759,3197,3649,2398,3353,2697,2882,3132,2741,2358,2653,2475,2406,2122,3138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Өвөрхангай,Нийт,5174,5297,11786,11088,9261,10482,8211,7803,7976,6371,6213,8044,6922,5152,6981,6257,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Өвөрхангай,Эрэгтэй,2572,2290,5512,5439,5103,3608,4326,3938,4245,3185,3281,4088,3306,2513,4027,3635,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Өвөрхангай,Эмэгтэй,2602,3007,6274,5650,4157,6874,3885,3865,3731,3186,2932,3956,3616,2639,2954,2622,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Хөвсгөл,Нийт,8476,8282,7096,12666,11974,8135,9178,9489,8170,8688,7839,9201,7342,6863,7722,6774,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Хөвсгөл,Эрэгтэй,3998,4538,3465,7022,4916,3837,5663,4784,4499,4448,4121,4676,3704,3647,3888,3450,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Хөвсгөл,Эмэгтэй,4479,3744,3631,5643,7058,4298,3515,4705,3671,4240,3718,4525,3638,3216,3834,3324,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Төвийн бүс,Нийт,33178,28275,28363,35008,39160,34737,31583,33473,31021,29619,29762,28939,26546,30603,30301,28802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Төвийн бүс,Эрэгтэй,18935,14741,15775,20449,21417,17292,18203,17465,16826,15197,16129,15855,14799,15055,16418,14423,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Төвийн бүс,Эмэгтэй,14243,13533,12587,14559,17742,17445,13380,16008,14195,14422,13633,13084,11747,15548,13883,14379,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Говьсүмбэр,Нийт,962,860,1191,1441,1093,1912,1139,1197,771,1151,934,884,519,673,1056,1301,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Говьсүмбэр,Эрэгтэй,547,505,893,661,471,764,642,777,407,553,501,399,217,335,507,608,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Говьсүмбэр,Эмэгтэй,415,355,298,780,622,1148,497,420,364,598,433,485,302,338,549,693,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дархан-Уул,Нийт,6007,6297,4694,6468,7948,6655,5629,6947,5046,5283,4859,6701,4858,5697,5503,5969,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дархан-Уул,Эрэгтэй,3840,3590,2623,3318,4487,3800,3648,3549,3154,2815,2300,3604,2562,3103,2799,2853,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дархан-Уул,Эмэгтэй,2167,2707,2071,3150,3461,2855,1981,3398,1892,2468,2559,3097,2296,2594,2704,3116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дорноговь,Нийт,6572,5331,3798,6296,7238,5080,4953,5035,3565,4024,4854,4106,3732,3080,4000,3312,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дорноговь,Эрэгтэй,3564,2463,1981,4168,3610,2843,2917,2658,2085,2096,3008,2104,2483,1670,2148,1774,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дорноговь,Эмэгтэй,3008,2868,1816,2128,3628,2237,2036,2377,1480,1928,1846,2002,1249,1410,1852,1538,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дундговь,Нийт,3562,2104,2692,2797,3705,2445,3529,4151,3173,2657,2770,3342,2473,3704,2690,3632,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дундговь,Эрэгтэй,2139,753,1424,1485,1830,929,1977,2060,1562,1287,1379,1667,1282,1790,1305,1921,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дундговь,Эмэгтэй,1423,1351,1268,1312,1875,1516,1552,2091,1611,1370,1391,1675,1191,1914,1385,1711,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Өмнөговь,Нийт,7334,5091,5295,6074,8838,6890,5435,4311,5004,4629,4740,3200,2829,3681,4046,2258,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Өмнөговь,Эрэгтэй,3973,3365,3067,3704,5089,4072,2704,2378,2634,2495,2446,1600,1327,1616,2084,867,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Өмнөговь,Эмэгтэй,3361,1726,2228,2371,3749,2818,2731,1933,2370,2134,2294,1600,1502,2065,1962,1391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Сэлэнгэ,Нийт,4333,2943,5106,6230,5337,7484,4993,4859,6356,5754,5270,5759,5143,6881,7127,5640,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Сэлэнгэ,Эрэгтэй,2192,1179,2491,3102,2743,3305,2833,2381,2962,2749,2861,3655,2928,3107,4474,2705,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Сэлэнгэ,Эмэгтэй,2142,1763,2615,3128,2594,4179,2160,2478,3394,3005,2409,2104,2215,3774,2653,2935,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Төв,Нийт,4408,5649,5587,5702,5001,4271,5905,6973,7106,6121,6335,4947,6992,6887,5879,6690,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Төв,Эрэгтэй,2680,2886,3295,4011,3187,1579,3482,3662,4022,3202,3634,2826,4000,3434,3101,3695,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Төв,Эмэгтэй,1728,2763,2291,1691,1813,2692,2423,3311,3084,2919,2701,2121,2992,3453,2778,2995,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Зүүн бүс,Нийт,18690,14087,18824,16971,17521,17181,14762,14243,12973,14524,13756,13323,12776,11431,11357,10949,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Зүүн бүс,Эрэгтэй,9785,7970,9582,8125,9627,9444,8247,8290,6919,7535,7485,7227,6082,5735,5900,5703,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Зүүн бүс,Эмэгтэй,8905,6116,9242,8846,7894,7737,6515,5953,6054,6989,6271,6096,6694,5696,5457,5246,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дорнод,Нийт,6488,6895,7014,5738,3661,6421,5509,4872,4535,4699,4719,4111,3607,3562,3389,3125,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дорнод,Эрэгтэй,3672,3953,3530,2460,2550,3341,3529,2649,2512,2598,2557,2363,1704,1914,1872,2003,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Дорнод,Эмэгтэй,2816,2942,3484,3278,1110,3080,1980,2223,2023,2101,2162,1748,1903,1648,1517,1122,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Сүхбаатар,Нийт,5630,3724,5727,4832,6288,4470,4177,4681,4093,4737,4419,4248,4722,3563,3588,4850,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Сүхбаатар,Эрэгтэй,3100,1942,3148,2088,3201,2620,2200,2506,2322,2460,2272,2497,2474,1821,1889,2487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Сүхбаатар,Эмэгтэй,2530,1782,2579,2744,3087,1850,1977,2175,1771,2277,2147,1751,2248,1742,1699,2363,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Хэнтий,Нийт,6572,3467,6083,6401,7572,6289,5076,4690,4345,5088,4618,4964,4447,4306,4380,2974,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Хэнтий,Эрэгтэй,3013,2075,2903,3577,3876,3482,2518,3135,2085,2477,2656,2367,1904,2000,2139,1213,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Хэнтий,Эмэгтэй,3559,1392,3180,2824,3697,2807,2558,1555,2260,2611,1962,2597,2543,2306,2241,1761,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Улаанбаатар,Нийт,110010,105790,108687,104203,104624,103309,98408,92194,81881,78573,71770,68542,60057,59105,61637,61044,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Улаанбаатар,Эрэгтэй,64222,60671,63236,62854,61213,58372,56124,50528,45377,44641,39129,38850,32385,33084,33288,31738,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Улаанбаатар,Эмэгтэй,45788,45118,45451,41348,43411,44937,42284,41666,36504,33932,32641,29692,27672,26021,28349,29306,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Хан-Уул,Нийт,19147,15560,14922,13634,15048,12568,11703,9871,8715,9290,8142,6896,4947,7777,5447,5965,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Хан-Уул,Эрэгтэй,12132,9166,8476,8704,10509,8754,6328,5264,4880,4739,4749,4427,2208,4375,2851,3648,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Хан-Уул,Эмэгтэй,7015,6393,6446,4930,4540,3815,5375,4607,3835,4551,3393,2469,2739,3402,2596,2317,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Багануур Багахангай,Нийт,895,832,1442,790,1779,1209,1350,1399,1259,1551,1721,2031,1631,1576,1543,2203,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Багануур Багахангай,Эрэгтэй,692,439,670,307,541,463,794,582,789,807,904,730,978,787,738,862,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Багануур Багахангай,Эмэгтэй,203,392,772,483,1238,745,556,817,470,744,817,1301,653,789,805,1341,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Баянзүрх,Нийт,26350,27086,28857,31252,27359,28792,25220,26230,21706,21289,16609,16618,14143,12896,15631,12758,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Баянзүрх,Эрэгтэй,13172,14797,15489,18418,14660,15180,15769,14074,12472,12832,10002,9415,8251,7126,8706,6333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Баянзүрх,Эмэгтэй,13177,12289,13368,12834,12699,13612,9451,12156,9234,8457,6607,7203,5892,5770,6925,6425,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Налайх,Нийт,2735,2517,2096,2331,1367,3361,2358,1799,2460,2453,2142,1984,1895,1825,1396,1597,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Налайх,Эрэгтэй,1411,1490,1475,876,984,1596,1280,1043,1332,1379,1054,1128,878,1022,892,876,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Налайх,Эмэгтэй,1324,1027,621,1454,383,1765,1078,756,1128,1074,1088,856,1017,803,504,721,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Баянгол,Нийт,18454,10250,18009,17450,19468,16797,16407,16780,15397,13094,12759,13871,11363,9824,9227,9043,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Баянгол,Эрэгтэй,11231,5569,10898,10449,12651,8821,8924,8195,8890,7356,6281,8170,6100,4753,4877,4241,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Баянгол,Эмэгтэй,7222,4682,7111,7000,6817,7976,7483,8585,6507,5738,6478,5701,5263,5071,4350,4802,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34, Сүхбаатар,Нийт,6595,9544,9173,6627,7778,11007,10112,8467,6125,8188,6682,6421,6431,5940,6562,8274,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34, Сүхбаатар,Эрэгтэй,3498,6110,5502,4081,5833,5455,4759,4914,3270,4767,3830,3691,3762,3626,3460,4284,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34, Сүхбаатар,Эмэгтэй,3097,3434,3671,2546,1945,5552,5353,3553,2855,3421,2852,2730,2669,2314,3102,3990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Чингэлтэй,Нийт,11044,9529,9438,10833,12090,11502,8307,8158,7238,8219,8371,7381,7148,6326,7721,6487,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Чингэлтэй,Эрэгтэй,7678,6088,5596,5854,4808,6941,4550,4590,4331,5175,4136,3928,3193,3716,4262,3416,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Чингэлтэй,Эмэгтэй,3366,3441,3842,4979,7282,4561,3757,3568,2907,3044,4235,3453,3955,2610,3459,3071,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Сонгинохайрхан,Нийт,24791,30473,24751,21286,19735,18074,22951,19490,18981,14489,15344,13340,12499,12941,14110,14717,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Сонгинохайрхан,Эрэгтэй,14407,17013,15130,14165,11228,11162,13720,11866,9413,7586,8173,7361,7015,7679,7502,8078,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
30-34,Сонгинохайрхан,Эмэгтэй,10384,13460,9620,7121,8507,6912,9231,7624,9568,6903,7171,5979,5484,5262,6608,6639,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Улсын дүн,Нийт,239375,218886,211708,208106,200574,198875,200839,203234,198770,201838,199368,183117,174332,177616,178355,178708,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Улсын дүн,Эрэгтэй,126779,124400,116058,114658,106778,105509,104876,105165,103200,103858,102558,92066,85921,89275,88820,89453,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Улсын дүн,Эмэгтэй,112596,94486,95650,93448,93797,93366,95963,98069,95570,97980,96810,91051,88411,88341,89535,89255,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Баруун бүс,Нийт,30276,27288,23649,21987,24237,22661,29134,28501,27429,27256,27193,27694,26623,28782,31806,31509,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Баруун бүс,Эрэгтэй,16413,14158,11720,11599,12949,10688,15598,14075,13253,13884,13731,13288,12447,14010,15423,14419,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Баруун бүс,Эмэгтэй,13863,13130,11929,10388,11289,11973,13536,14426,14176,13372,13462,14406,14176,14772,16383,17090,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Баян-Өлгий,Нийт,7327,6220,5130,4447,3028,3211,7492,6938,7149,6274,6384,7339,7610,6867,8056,6462,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Баян-Өлгий,Эрэгтэй,4089,2847,2826,2188,1844,2188,4081,3503,3213,3467,3223,3564,3373,3699,3976,3138,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Баян-Өлгий,Эмэгтэй,3237,3373,2304,2259,1184,1024,3411,3435,3936,2807,3161,3775,4237,3168,4080,3324,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Говь-Алтай,Нийт,4610,4838,4994,4238,2739,5568,3556,3749,4597,4329,3762,4125,4090,4571,5921,5483,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Говь-Алтай,Эрэгтэй,2819,2508,2239,2230,1314,2537,2150,1728,2336,2150,1761,1887,1964,2107,3081,2596,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Говь-Алтай,Эмэгтэй,1791,2330,2755,2008,1425,3032,1406,2021,2261,2179,2001,2238,2126,2464,2840,2887,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Завхан,Нийт,5406,5815,5221,3849,6755,5408,5737,5630,6112,5654,6189,5667,4688,6234,6249,7255,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Завхан,Эрэгтэй,2900,3088,2886,1955,3602,1964,3134,2476,2856,2495,2972,2819,2293,3223,3131,3116,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Завхан,Эмэгтэй,2506,2727,2335,1894,3153,3445,2603,3154,3256,3159,3217,2848,2395,3011,3118,4139,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Увс,Нийт,5829,5370,4028,4977,5925,4410,5711,6357,4807,5858,4823,5150,4461,6027,6024,6265,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Увс,Эрэгтэй,2897,3086,2063,2596,3641,2330,2940,3252,2351,3084,2625,2435,2249,2688,2931,2918,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Увс,Эмэгтэй,2932,2285,1966,2381,2283,2080,2771,3105,2456,2774,2198,2715,2212,3339,3093,3347,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Ховд,Нийт,7104,5045,4274,4476,5791,4063,6638,5827,4764,5141,6035,5413,5774,5083,5556,6044,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Ховд,Эрэгтэй,3708,2630,1705,2630,2547,1670,3293,3116,2497,2688,3150,2583,2568,2293,2304,2651,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Ховд,Эмэгтэй,3396,2415,2569,1847,3243,2393,3345,2711,2267,2453,2885,2830,3206,2790,3252,3393,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Хангайн бүс,Нийт,41531,38858,43008,40241,43822,38371,39933,39423,42222,42817,41792,41914,42874,39213,35737,40482,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Хангайн бүс,Эрэгтэй,20772,21003,23152,21915,21262,19184,20620,19462,20752,20355,20158,20571,21539,19281,18007,20425,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Хангайн бүс,Эмэгтэй,20759,17855,19856,18326,22560,19187,19313,19961,21470,22462,21634,21343,21335,19932,17730,20057,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Архангай,Нийт,6419,7258,5141,5453,7191,8496,6269,7309,6619,6525,6710,7570,7738,6546,5242,8325,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Архангай,Эрэгтэй,2782,3561,2285,2901,3985,4047,3348,3232,3706,3202,3277,3381,4134,3256,2682,4473,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Архангай,Эмэгтэй,3637,3697,2856,2552,3206,4449,2921,4077,2913,3323,3433,4189,3604,3290,2560,3852,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Баянхонгор,Нийт,4911,5663,5557,6522,4683,5022,6864,5825,7303,5962,7291,5916,5581,5496,5854,4948,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Баянхонгор,Эрэгтэй,2898,3043,3489,3906,1956,2518,3511,2858,3464,2821,3447,2792,2929,2534,2756,2572,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Баянхонгор,Эмэгтэй,2013,2620,2068,2616,2727,2504,3353,2967,3839,3141,3844,3124,2652,2962,3098,2376,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Булган,Нийт,3950,3823,4888,3898,3474,4072,4512,4001,4802,4434,4417,3632,5712,5105,3552,3748,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Булган,Эрэгтэй,1760,2345,3036,1800,1634,2113,2164,2284,2216,2214,2158,1988,2188,2311,2133,2009,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Булган,Эмэгтэй,2190,1478,1851,2098,1840,1959,2348,1717,2586,2220,2259,1644,3524,2794,1419,1739,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Орхон,Нийт,6279,7104,7902,6432,7094,5475,6360,5511,5427,7999,5866,5666,5997,6656,5545,8356,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Орхон,Эрэгтэй,3945,3925,4789,3999,3690,2704,3406,2897,2636,3787,3118,2824,3034,3445,3065,4147,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Орхон,Эмэгтэй,2334,3179,3113,2433,3404,2770,2954,2614,2791,4212,2748,2842,2963,3211,2480,4209,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Өвөрхангай,Нийт,10397,9625,8800,9612,9313,6416,7629,7772,8275,8052,9929,10329,8961,7421,7321,6814,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Өвөрхангай,Эрэгтэй,4664,5162,4411,5260,3891,4394,3818,3926,3831,3461,4294,4942,4682,3770,3697,3400,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Өвөрхангай,Эмэгтэй,5733,4463,4389,4352,5421,2022,3811,3846,4444,4591,5635,5387,4279,3651,3624,3414,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Хөвсгөл,Нийт,9574,5386,10721,8324,12068,8891,8299,9005,9796,9845,7579,8801,8885,7989,8223,8291,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Хөвсгөл,Эрэгтэй,4724,2967,5142,4048,6105,3408,4373,4265,4899,4870,3864,4644,4572,3965,3674,3824,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Хөвсгөл,Эмэгтэй,4851,2419,5579,4275,5963,5483,3926,4740,4897,4975,3715,4157,4313,4024,4549,4467,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Төвийн бүс,Нийт,34320,36556,33050,32317,31257,33189,32457,35321,32811,31710,31163,32214,27065,31648,32784,29990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Төвийн бүс,Эрэгтэй,18471,20796,18091,16917,15196,18440,16210,17592,16842,16237,15343,16800,14021,16044,16120,15052,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Төвийн бүс,Эмэгтэй,15849,15760,14959,15400,16061,14749,16247,17729,15969,15473,15820,15414,13044,15604,16664,14938,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Говьсүмбэр,Нийт,1034,712,1218,891,1246,1078,782,1113,1108,814,1069,876,595,819,597,768,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Говьсүмбэр,Эрэгтэй,452,294,671,476,553,744,480,426,524,405,553,501,300,434,384,176,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
35-39,Говьсүмбэр,Эмэгтэй,582,417,548,414,692,335,302,687,584,409,516,375,295,385,213,592,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
