Үзүүлэлт,"Аймаг, нийслэл",Он,value
"Сүү, тонн",    Төв,2013,63192.3
"Сүү, тонн",    Төв,2012,53622.5
"Сүү, тонн",    Төв,2011,44764.6
"Сүү, тонн",    Төв,2010,35236.0
"Сүү, тонн",    Дархан-Уул,2025,6282.799
"Сүү, тонн",    Дархан-Уул,2024,5468.9
"Сүү, тонн",    Дархан-Уул,2023,5063.7
"Сүү, тонн",    Дархан-Уул,2022,7364.3
"Сүү, тонн",    Дархан-Уул,2021,6806.2
"Сүү, тонн",    Дархан-Уул,2020,6769.4
"Сүү, тонн",    Дархан-Уул,2019,6504.3
"Сүү, тонн",    Дархан-Уул,2018,10357.0
"Сүү, тонн",    Дархан-Уул,2017,9633.4
"Сүү, тонн",    Дархан-Уул,2016,9678.1
"Сүү, тонн",    Дархан-Уул,2015,11413.9
"Сүү, тонн",    Дархан-Уул,2014,12553.3
"Сүү, тонн",    Дархан-Уул,2013,11150.7
"Сүү, тонн",    Дархан-Уул,2012,11550.4
"Сүү, тонн",    Дархан-Уул,2011,10235.5
"Сүү, тонн",    Дархан-Уул,2010,8504.1
"Сүү, тонн",    Говьсүмбэр,2025,535.683
"Сүү, тонн",    Говьсүмбэр,2024,348.1
"Сүү, тонн",    Говьсүмбэр,2023,1365.4
"Сүү, тонн",    Говьсүмбэр,2022,137.5
"Сүү, тонн",    Говьсүмбэр,2021,138.3
"Сүү, тонн",    Говьсүмбэр,2020,138.2
"Сүү, тонн",    Говьсүмбэр,2019,123.9
"Сүү, тонн",    Говьсүмбэр,2018,3996.6
"Сүү, тонн",    Говьсүмбэр,2017,4052.4
"Сүү, тонн",    Говьсүмбэр,2016,4478.6
"Сүү, тонн",    Говьсүмбэр,2015,4087.7
"Сүү, тонн",    Говьсүмбэр,2014,3537.6
"Сүү, тонн",    Говьсүмбэр,2013,2756.3
"Сүү, тонн",    Говьсүмбэр,2012,2162.1
"Сүү, тонн",    Говьсүмбэр,2011,1836.1
"Сүү, тонн",    Говьсүмбэр,2010,1228.7
"Сүү, тонн",Зүүн бүс,2025,19384.91
"Сүү, тонн",Зүүн бүс,2024,16453.9
"Сүү, тонн",Зүүн бүс,2023,39548.2
"Сүү, тонн",Зүүн бүс,2022,21420.7
"Сүү, тонн",Зүүн бүс,2021,19367.4
"Сүү, тонн",Зүүн бүс,2020,18249.2
"Сүү, тонн",Зүүн бүс,2019,17421.9
"Сүү, тонн",Зүүн бүс,2018,118355.9
"Сүү, тонн",Зүүн бүс,2017,103840.1
"Сүү, тонн",Зүүн бүс,2016,93995.0
"Сүү, тонн",Зүүн бүс,2015,91666.9
"Сүү, тонн",Зүүн бүс,2014,117900.3
"Сүү, тонн",Зүүн бүс,2013,103018.5
"Сүү, тонн",Зүүн бүс,2012,95029.3
"Сүү, тонн",Зүүн бүс,2011,88626.6
"Сүү, тонн",Зүүн бүс,2010,75467.7
"Сүү, тонн",    Дорнод,2025,6341.263
"Сүү, тонн",    Дорнод,2024,5925.0
"Сүү, тонн",    Дорнод,2023,13742.2
"Сүү, тонн",    Дорнод,2022,4387.5
"Сүү, тонн",    Дорнод,2021,3713.2
"Сүү, тонн",    Дорнод,2020,3321.6
"Сүү, тонн",    Дорнод,2019,3011.4
"Сүү, тонн",    Дорнод,2018,45584.4
"Сүү, тонн",    Дорнод,2017,37453.1
"Сүү, тонн",    Дорнод,2016,31921.2
"Сүү, тонн",    Дорнод,2015,31205.8
"Сүү, тонн",    Дорнод,2014,27211.1
"Сүү, тонн",    Дорнод,2013,23782.7
"Сүү, тонн",    Дорнод,2012,21825.1
"Сүү, тонн",    Дорнод,2011,23088.1
"Сүү, тонн",    Дорнод,2010,19281.4
"Сүү, тонн",    Сүхбаатар,2025,5883.443
"Сүү, тонн",    Сүхбаатар,2024,4159.0
"Сүү, тонн",    Сүхбаатар,2023,14690.5
"Сүү, тонн",    Сүхбаатар,2022,7271.1
"Сүү, тонн",    Сүхбаатар,2021,6514.2
"Сүү, тонн",    Сүхбаатар,2020,6234.2
"Сүү, тонн",    Сүхбаатар,2019,5789.1
"Сүү, тонн",    Сүхбаатар,2018,26455.0
"Сүү, тонн",    Сүхбаатар,2017,23890.4
"Сүү, тонн",    Сүхбаатар,2016,21406.0
"Сүү, тонн",    Сүхбаатар,2015,22151.1
"Сүү, тонн",    Сүхбаатар,2014,31524.6
"Сүү, тонн",    Сүхбаатар,2013,27861.2
"Сүү, тонн",    Сүхбаатар,2012,26567.3
"Сүү, тонн",    Сүхбаатар,2011,23956.0
"Сүү, тонн",    Сүхбаатар,2010,22126.3
"Сүү, тонн",    Хэнтий,2025,7160.204
"Сүү, тонн",    Хэнтий,2024,6369.9
"Сүү, тонн",    Хэнтий,2023,11115.5
"Сүү, тонн",    Хэнтий,2022,9762.1
"Сүү, тонн",    Хэнтий,2021,9140.1
"Сүү, тонн",    Хэнтий,2020,8693.5
"Сүү, тонн",    Хэнтий,2019,8621.4
"Сүү, тонн",    Хэнтий,2018,46316.5
"Сүү, тонн",    Хэнтий,2017,42496.6
"Сүү, тонн",    Хэнтий,2016,40667.8
"Сүү, тонн",    Хэнтий,2015,38310.0
"Сүү, тонн",    Хэнтий,2014,59164.7
"Сүү, тонн",    Хэнтий,2013,51374.5
"Сүү, тонн",    Хэнтий,2012,46636.9
"Сүү, тонн",    Хэнтий,2011,41582.6
"Сүү, тонн",    Хэнтий,2010,34060.1
"Сүү, тонн",Улаанбаатар,2025,34441.551
"Сүү, тонн",Улаанбаатар,2024,30855.2
"Сүү, тонн",Улаанбаатар,2023,32810.0
"Сүү, тонн",Улаанбаатар,2022,14770.5
"Сүү, тонн",Улаанбаатар,2021,14144.9
"Сүү, тонн",Улаанбаатар,2020,16132.3
"Сүү, тонн",Улаанбаатар,2019,15008.3
"Сүү, тонн",Улаанбаатар,2018,13799.0
"Сүү, тонн",Улаанбаатар,2017,10405.7
"Сүү, тонн",Улаанбаатар,2016,13265.2
"Сүү, тонн",Улаанбаатар,2015,13309.2
"Сүү, тонн",Улаанбаатар,2014,15371.2
"Сүү, тонн",Улаанбаатар,2013,13498.7
"Сүү, тонн",Улаанбаатар,2012,12634.9
"Сүү, тонн",Улаанбаатар,2011,11667.6
"Сүү, тонн",Улаанбаатар,2010,9310.5
"Сүү, тонн",    Улаанбаатар,2025,34441.551
"Сүү, тонн",    Улаанбаатар,2024,30855.2
"Сүү, тонн",    Улаанбаатар,2023,32810.0
"Сүү, тонн",    Улаанбаатар,2022,14770.5
"Сүү, тонн",    Улаанбаатар,2021,14144.9
"Сүү, тонн",    Улаанбаатар,2020,16132.3
"Сүү, тонн",    Улаанбаатар,2019,15008.3
"Сүү, тонн",    Улаанбаатар,2018,13799.0
"Сүү, тонн",    Улаанбаатар,2017,10405.7
"Сүү, тонн",    Улаанбаатар,2016,13265.2
"Сүү, тонн",    Улаанбаатар,2015,13309.2
"Сүү, тонн",    Улаанбаатар,2014,15371.2
"Сүү, тонн",    Улаанбаатар,2013,13498.7
"Сүү, тонн",    Улаанбаатар,2012,12634.9
"Сүү, тонн",    Улаанбаатар,2011,11667.6
"Сүү, тонн",    Улаанбаатар,2010,9310.5
