Төрөл,Бүс,Он,value
Бүгд,    Төв,1947,
Бүгд,    Төв,1946,
Бүгд,    Төв,1945,
Бүгд,    Төв,1944,
Бүгд,    Төв,1943,
Бүгд,    Төв,1942,
Бүгд,    Төв,1941,
Бүгд,    Төв,1940,
Бүгд,Зүүн бүс,2025,72907.0
Бүгд,Зүүн бүс,2024,63355.0
Бүгд,Зүүн бүс,2023,58167.0
Бүгд,Зүүн бүс,2022,62701.0
Бүгд,Зүүн бүс,2021,67172.0
Бүгд,Зүүн бүс,2020,61008.0
Бүгд,Зүүн бүс,2019,55940.0
Бүгд,Зүүн бүс,2018,50322.0
Бүгд,Зүүн бүс,2017,44534.0
Бүгд,Зүүн бүс,2016,40300.0
Бүгд,Зүүн бүс,2015,36932.0
Бүгд,Зүүн бүс,2014,34123.0
Бүгд,Зүүн бүс,2013,30548.0
Бүгд,Зүүн бүс,2012,27624.0
Бүгд,Зүүн бүс,1957,
Бүгд,Зүүн бүс,1956,
Бүгд,Зүүн бүс,1955,
Бүгд,Зүүн бүс,1954,
Бүгд,Зүүн бүс,1953,
Бүгд,Зүүн бүс,1952,
Бүгд,Зүүн бүс,1951,
Бүгд,Зүүн бүс,1950,
Бүгд,Зүүн бүс,1949,
Бүгд,Зүүн бүс,1948,
Бүгд,Зүүн бүс,1947,
Бүгд,Зүүн бүс,1946,
Бүгд,Зүүн бүс,1945,
Бүгд,Зүүн бүс,1944,
Бүгд,Зүүн бүс,1943,
Бүгд,Зүүн бүс,1942,
Бүгд,Зүүн бүс,1941,
Бүгд,Зүүн бүс,1940,
Бүгд,    Дорнод,2025,27331.0
Бүгд,    Дорнод,2024,23629.0
Бүгд,    Дорнод,2023,20976.0
Бүгд,    Дорнод,2022,21188.0
Бүгд,    Дорнод,2021,25344.0
Бүгд,    Дорнод,2020,23140.0
Бүгд,    Дорнод,2019,21233.0
Бүгд,    Дорнод,2018,19408.0
Бүгд,    Дорнод,2017,17387.0
Бүгд,    Дорнод,2016,15758.0
Бүгд,    Дорнод,2015,14796.0
Бүгд,    Дорнод,2014,13924.0
Бүгд,    Дорнод,2013,12746.0
Бүгд,    Дорнод,2012,11721.0
Бүгд,    Дорнод,1957,
Бүгд,    Дорнод,1956,
Бүгд,    Дорнод,1955,
Бүгд,    Дорнод,1954,
Бүгд,    Дорнод,1953,
Бүгд,    Дорнод,1952,
Бүгд,    Дорнод,1951,
Бүгд,    Дорнод,1950,
Бүгд,    Дорнод,1949,
Бүгд,    Дорнод,1948,
Бүгд,    Дорнод,1947,
Бүгд,    Дорнод,1946,
Бүгд,    Дорнод,1945,
Бүгд,    Дорнод,1944,
Бүгд,    Дорнод,1943,
Бүгд,    Дорнод,1942,
Бүгд,    Дорнод,1941,
Бүгд,    Дорнод,1940,
Бүгд,    Сүхбаатар,2025,21290.0
Бүгд,    Сүхбаатар,2024,19038.0
Бүгд,    Сүхбаатар,2023,17370.0
Бүгд,    Сүхбаатар,2022,19489.0
Бүгд,    Сүхбаатар,2021,19968.0
Бүгд,    Сүхбаатар,2020,18217.0
Бүгд,    Сүхбаатар,2019,16824.0
Бүгд,    Сүхбаатар,2018,15085.0
Бүгд,    Сүхбаатар,2017,13432.0
Бүгд,    Сүхбаатар,2016,12522.0
Бүгд,    Сүхбаатар,2015,11471.0
Бүгд,    Сүхбаатар,2014,10404.0
Бүгд,    Сүхбаатар,2013,9044.0
Бүгд,    Сүхбаатар,2012,8235.0
Бүгд,    Сүхбаатар,1957,
Бүгд,    Сүхбаатар,1956,
Бүгд,    Сүхбаатар,1955,
Бүгд,    Сүхбаатар,1954,
Бүгд,    Сүхбаатар,1953,
Бүгд,    Сүхбаатар,1952,
Бүгд,    Сүхбаатар,1951,
Бүгд,    Сүхбаатар,1950,
Бүгд,    Сүхбаатар,1949,
Бүгд,    Сүхбаатар,1948,
Бүгд,    Сүхбаатар,1947,
Бүгд,    Сүхбаатар,1946,
Бүгд,    Сүхбаатар,1945,
Бүгд,    Сүхбаатар,1944,
Бүгд,    Сүхбаатар,1943,
Бүгд,    Сүхбаатар,1942,
Бүгд,    Сүхбаатар,1941,
Бүгд,    Сүхбаатар,1940,
Бүгд,    Хэнтий,2025,24286.0
Бүгд,    Хэнтий,2024,20688.0
Бүгд,    Хэнтий,2023,19821.0
Бүгд,    Хэнтий,2022,22024.0
Бүгд,    Хэнтий,2021,21860.0
Бүгд,    Хэнтий,2020,19651.0
Бүгд,    Хэнтий,2019,17883.0
Бүгд,    Хэнтий,2018,15829.0
Бүгд,    Хэнтий,2017,13715.0
Бүгд,    Хэнтий,2016,12020.0
Бүгд,    Хэнтий,2015,10665.0
Бүгд,    Хэнтий,2014,9795.0
Бүгд,    Хэнтий,2013,8758.0
Бүгд,    Хэнтий,2012,7668.0
Бүгд,    Хэнтий,1957,
Бүгд,    Хэнтий,1956,
Бүгд,    Хэнтий,1955,
Бүгд,    Хэнтий,1954,
Бүгд,    Хэнтий,1953,
Бүгд,    Хэнтий,1952,
Бүгд,    Хэнтий,1951,
Бүгд,    Хэнтий,1950,
Бүгд,    Хэнтий,1949,
Бүгд,    Хэнтий,1948,
Бүгд,    Хэнтий,1947,
Бүгд,    Хэнтий,1946,
Бүгд,    Хэнтий,1945,
Бүгд,    Хэнтий,1944,
Бүгд,    Хэнтий,1943,
Бүгд,    Хэнтий,1942,
Бүгд,    Хэнтий,1941,
Бүгд,    Хэнтий,1940,
Бүгд,Улаанбаатар,2025,795756.0
Бүгд,Улаанбаатар,2024,796989.0
Бүгд,Улаанбаатар,2023,697870.0
Бүгд,Улаанбаатар,2022,712992.0
Бүгд,Улаанбаатар,2021,662644.0
Бүгд,Улаанбаатар,2020,615622.0
Бүгд,Улаанбаатар,2019,568866.0
Бүгд,Улаанбаатар,2018,537672.0
Бүгд,Улаанбаатар,2017,512007.0
Бүгд,Улаанбаатар,2016,487528.0
Бүгд,Улаанбаатар,2015,466683.0
Бүгд,Улаанбаатар,2014,443793.0
Бүгд,Улаанбаатар,2013,410516.0
Бүгд,Улаанбаатар,2012,367814.0
Бүгд,Улаанбаатар,1957,
Бүгд,Улаанбаатар,1956,
Бүгд,Улаанбаатар,1955,
Бүгд,Улаанбаатар,1954,
Бүгд,Улаанбаатар,1953,
Бүгд,Улаанбаатар,1952,
Бүгд,Улаанбаатар,1951,
Бүгд,Улаанбаатар,1950,
Бүгд,Улаанбаатар,1949,
Бүгд,Улаанбаатар,1948,
Бүгд,Улаанбаатар,1947,
Бүгд,Улаанбаатар,1946,
Бүгд,Улаанбаатар,1945,
Бүгд,Улаанбаатар,1944,
Бүгд,Улаанбаатар,1943,
Бүгд,Улаанбаатар,1942,
Бүгд,Улаанбаатар,1941,
Бүгд,Улаанбаатар,1940,
Бүгд,    Улаанбаатар,2025,795756.0
Бүгд,    Улаанбаатар,2024,796989.0
Бүгд,    Улаанбаатар,2023,697870.0
Бүгд,    Улаанбаатар,2022,712992.0
Бүгд,    Улаанбаатар,2021,662644.0
Бүгд,    Улаанбаатар,2020,615622.0
Бүгд,    Улаанбаатар,2019,568866.0
Бүгд,    Улаанбаатар,2018,537672.0
Бүгд,    Улаанбаатар,2017,512007.0
Бүгд,    Улаанбаатар,2016,487528.0
Бүгд,    Улаанбаатар,2015,466683.0
Бүгд,    Улаанбаатар,2014,443793.0
Бүгд,    Улаанбаатар,2013,410516.0
Бүгд,    Улаанбаатар,2012,367814.0
Бүгд,    Улаанбаатар,1957,
Бүгд,    Улаанбаатар,1956,
Бүгд,    Улаанбаатар,1955,
Бүгд,    Улаанбаатар,1954,
Бүгд,    Улаанбаатар,1953,
Бүгд,    Улаанбаатар,1952,
Бүгд,    Улаанбаатар,1951,
Бүгд,    Улаанбаатар,1950,
Бүгд,    Улаанбаатар,1949,
Бүгд,    Улаанбаатар,1948,
Бүгд,    Улаанбаатар,1947,
Бүгд,    Улаанбаатар,1946,
Бүгд,    Улаанбаатар,1945,
Бүгд,    Улаанбаатар,1944,
Бүгд,    Улаанбаатар,1943,
Бүгд,    Улаанбаатар,1942,
Бүгд,    Улаанбаатар,1941,
Бүгд,    Улаанбаатар,1940,
Автобус,Улсын дүн,2025,23775.0
Автобус,Улсын дүн,2024,24110.0
Автобус,Улсын дүн,2023,23356.0
Автобус,Улсын дүн,2022,31832.0
Автобус,Улсын дүн,2021,34073.0
Автобус,Улсын дүн,2020,36084.0
Автобус,Улсын дүн,2019,19535.0
Автобус,Улсын дүн,2018,6501.0
Автобус,Улсын дүн,2017,6859.0
Автобус,Улсын дүн,2016,6823.0
Автобус,Улсын дүн,2015,6474.0
Автобус,Улсын дүн,2014,6207.0
Автобус,Улсын дүн,2013,5978.0
Автобус,Улсын дүн,2012,5584.0
Автобус,Улсын дүн,1957,
Автобус,Улсын дүн,1956,
Автобус,Улсын дүн,1955,
Автобус,Улсын дүн,1954,
Автобус,Улсын дүн,1953,
Автобус,Улсын дүн,1952,
Автобус,Улсын дүн,1951,
Автобус,Улсын дүн,1950,
Автобус,Улсын дүн,1949,
Автобус,Улсын дүн,1948,
Автобус,Улсын дүн,1947,
Автобус,Улсын дүн,1946,
Автобус,Улсын дүн,1945,
Автобус,Улсын дүн,1944,
Автобус,Улсын дүн,1943,
Автобус,Улсын дүн,1942,
Автобус,Улсын дүн,1941,
Автобус,Улсын дүн,1940,
Автобус,Баруун бүс,2025,3139.0
Автобус,Баруун бүс,2024,3118.0
Автобус,Баруун бүс,2023,3074.0
Автобус,Баруун бүс,2022,4309.0
Автобус,Баруун бүс,2021,4649.0
Автобус,Баруун бүс,2020,5094.0
Автобус,Баруун бүс,2019,2341.0
Автобус,Баруун бүс,2018,427.0
Автобус,Баруун бүс,2017,383.0
Автобус,Баруун бүс,2016,336.0
Автобус,Баруун бүс,2015,268.0
Автобус,Баруун бүс,2014,233.0
Автобус,Баруун бүс,2013,251.0
Автобус,Баруун бүс,2012,231.0
Автобус,Баруун бүс,1957,
Автобус,Баруун бүс,1956,
Автобус,Баруун бүс,1955,
Автобус,Баруун бүс,1954,
Автобус,Баруун бүс,1953,
Автобус,Баруун бүс,1952,
Автобус,Баруун бүс,1951,
Автобус,Баруун бүс,1950,
Автобус,Баруун бүс,1949,
Автобус,Баруун бүс,1948,
Автобус,Баруун бүс,1947,
Автобус,Баруун бүс,1946,
Автобус,Баруун бүс,1945,
Автобус,Баруун бүс,1944,
Автобус,Баруун бүс,1943,
Автобус,Баруун бүс,1942,
Автобус,Баруун бүс,1941,
Автобус,Баруун бүс,1940,
Автобус,    Баян-Өлгий,2025,1025.0
Автобус,    Баян-Өлгий,2024,951.0
Автобус,    Баян-Өлгий,2023,919.0
Автобус,    Баян-Өлгий,2022,1243.0
Автобус,    Баян-Өлгий,2021,1273.0
Автобус,    Баян-Өлгий,2020,1270.0
Автобус,    Баян-Өлгий,2019,553.0
Автобус,    Баян-Өлгий,2018,66.0
Автобус,    Баян-Өлгий,2017,74.0
Автобус,    Баян-Өлгий,2016,58.0
Автобус,    Баян-Өлгий,2015,52.0
Автобус,    Баян-Өлгий,2014,52.0
Автобус,    Баян-Өлгий,2013,58.0
Автобус,    Баян-Өлгий,2012,54.0
Автобус,    Баян-Өлгий,1957,
Автобус,    Баян-Өлгий,1956,
Автобус,    Баян-Өлгий,1955,
Автобус,    Баян-Өлгий,1954,
Автобус,    Баян-Өлгий,1953,
Автобус,    Баян-Өлгий,1952,
Автобус,    Баян-Өлгий,1951,
Автобус,    Баян-Өлгий,1950,
Автобус,    Баян-Өлгий,1949,
Автобус,    Баян-Өлгий,1948,
Автобус,    Баян-Өлгий,1947,
Автобус,    Баян-Өлгий,1946,
Автобус,    Баян-Өлгий,1945,
Автобус,    Баян-Өлгий,1944,
Автобус,    Баян-Өлгий,1943,
Автобус,    Баян-Өлгий,1942,
Автобус,    Баян-Өлгий,1941,
Автобус,    Баян-Өлгий,1940,
Автобус,    Говь-Алтай,2025,562.0
Автобус,    Говь-Алтай,2024,598.0
Автобус,    Говь-Алтай,2023,601.0
Автобус,    Говь-Алтай,2022,839.0
Автобус,    Говь-Алтай,2021,922.0
Автобус,    Говь-Алтай,2020,1054.0
Автобус,    Говь-Алтай,2019,474.0
Автобус,    Говь-Алтай,2018,46.0
Автобус,    Говь-Алтай,2017,40.0
Автобус,    Говь-Алтай,2016,36.0
Автобус,    Говь-Алтай,2015,30.0
Автобус,    Говь-Алтай,2014,23.0
Автобус,    Говь-Алтай,2013,21.0
Автобус,    Говь-Алтай,2012,18.0
Автобус,    Говь-Алтай,1957,
Автобус,    Говь-Алтай,1956,
Автобус,    Говь-Алтай,1955,
Автобус,    Говь-Алтай,1954,
Автобус,    Говь-Алтай,1953,
Автобус,    Говь-Алтай,1952,
Автобус,    Говь-Алтай,1951,
Автобус,    Говь-Алтай,1950,
Автобус,    Говь-Алтай,1949,
Автобус,    Говь-Алтай,1948,
Автобус,    Говь-Алтай,1947,
Автобус,    Говь-Алтай,1946,
Автобус,    Говь-Алтай,1945,
Автобус,    Говь-Алтай,1944,
Автобус,    Говь-Алтай,1943,
Автобус,    Говь-Алтай,1942,
Автобус,    Говь-Алтай,1941,
Автобус,    Говь-Алтай,1940,
Автобус,    Завхан,2025,426.0
Автобус,    Завхан,2024,434.0
Автобус,    Завхан,2023,428.0
Автобус,    Завхан,2022,672.0
Автобус,    Завхан,2021,765.0
Автобус,    Завхан,2020,951.0
Автобус,    Завхан,2019,391.0
Автобус,    Завхан,2018,75.0
Автобус,    Завхан,2017,60.0
Автобус,    Завхан,2016,56.0
Автобус,    Завхан,2015,37.0
Автобус,    Завхан,2014,33.0
Автобус,    Завхан,2013,27.0
Автобус,    Завхан,2012,21.0
Автобус,    Завхан,1957,
Автобус,    Завхан,1956,
Автобус,    Завхан,1955,
Автобус,    Завхан,1954,
Автобус,    Завхан,1953,
Автобус,    Завхан,1952,
Автобус,    Завхан,1951,
Автобус,    Завхан,1950,
Автобус,    Завхан,1949,
Автобус,    Завхан,1948,
Автобус,    Завхан,1947,
Автобус,    Завхан,1946,
Автобус,    Завхан,1945,
Автобус,    Завхан,1944,
Автобус,    Завхан,1943,
Автобус,    Завхан,1942,
Автобус,    Завхан,1941,
Автобус,    Завхан,1940,
Автобус,    Увс,2025,515.0
Автобус,    Увс,2024,531.0
Автобус,    Увс,2023,532.0
Автобус,    Увс,2022,640.0
Автобус,    Увс,2021,768.0
Автобус,    Увс,2020,836.0
Автобус,    Увс,2019,377.0
Автобус,    Увс,2018,78.0
Автобус,    Увс,2017,67.0
Автобус,    Увс,2016,57.0
Автобус,    Увс,2015,49.0
Автобус,    Увс,2014,40.0
Автобус,    Увс,2013,41.0
Автобус,    Увс,2012,36.0
Автобус,    Увс,1957,
Автобус,    Увс,1956,
Автобус,    Увс,1955,
Автобус,    Увс,1954,
Автобус,    Увс,1953,
Автобус,    Увс,1952,
Автобус,    Увс,1951,
Автобус,    Увс,1950,
Автобус,    Увс,1949,
Автобус,    Увс,1948,
Автобус,    Увс,1947,
Автобус,    Увс,1946,
Автобус,    Увс,1945,
Автобус,    Увс,1944,
Автобус,    Увс,1943,
Автобус,    Увс,1942,
Автобус,    Увс,1941,
Автобус,    Увс,1940,
Автобус,    Ховд,2025,611.0
Автобус,    Ховд,2024,604.0
Автобус,    Ховд,2023,594.0
Автобус,    Ховд,2022,915.0
Автобус,    Ховд,2021,921.0
Автобус,    Ховд,2020,983.0
Автобус,    Ховд,2019,546.0
Автобус,    Ховд,2018,162.0
Автобус,    Ховд,2017,142.0
Автобус,    Ховд,2016,129.0
Автобус,    Ховд,2015,100.0
Автобус,    Ховд,2014,85.0
Автобус,    Ховд,2013,104.0
Автобус,    Ховд,2012,102.0
Автобус,    Ховд,1957,
Автобус,    Ховд,1956,
Автобус,    Ховд,1955,
Автобус,    Ховд,1954,
Автобус,    Ховд,1953,
Автобус,    Ховд,1952,
Автобус,    Ховд,1951,
Автобус,    Ховд,1950,
Автобус,    Ховд,1949,
Автобус,    Ховд,1948,
Автобус,    Ховд,1947,
Автобус,    Ховд,1946,
Автобус,    Ховд,1945,
Автобус,    Ховд,1944,
Автобус,    Ховд,1943,
Автобус,    Ховд,1942,
Автобус,    Ховд,1941,
Автобус,    Ховд,1940,
Автобус,Хангайн бүс,2025,3496.0
Автобус,Хангайн бүс,2024,3383.0
Автобус,Хангайн бүс,2023,3360.0
Автобус,Хангайн бүс,2022,5004.0
Автобус,Хангайн бүс,2021,5570.0
Автобус,Хангайн бүс,2020,6397.0
Автобус,Хангайн бүс,2019,2838.0
Автобус,Хангайн бүс,2018,745.0
Автобус,Хангайн бүс,2017,714.0
Автобус,Хангайн бүс,2016,685.0
Автобус,Хангайн бүс,2015,583.0
Автобус,Хангайн бүс,2014,527.0
Автобус,Хангайн бүс,2013,474.0
Автобус,Хангайн бүс,2012,456.0
Автобус,Хангайн бүс,1957,
Автобус,Хангайн бүс,1956,
Автобус,Хангайн бүс,1955,
Автобус,Хангайн бүс,1954,
Автобус,Хангайн бүс,1953,
Автобус,Хангайн бүс,1952,
Автобус,Хангайн бүс,1951,
Автобус,Хангайн бүс,1950,
Автобус,Хангайн бүс,1949,
Автобус,Хангайн бүс,1948,
Автобус,Хангайн бүс,1947,
Автобус,Хангайн бүс,1946,
Автобус,Хангайн бүс,1945,
Автобус,Хангайн бүс,1944,
Автобус,Хангайн бүс,1943,
Автобус,Хангайн бүс,1942,
Автобус,Хангайн бүс,1941,
Автобус,Хангайн бүс,1940,
Автобус,    Архангай,2025,338.0
Автобус,    Архангай,2024,326.0
